year,premier_ADJ or_NOUN,premier_ADJ corps_NOUN
1866,2.2868380966656332e-08,1.012047462722876e-06
1867,3.1543274658929477e-08,7.793614997808618e-07
1868,1.778354707937524e-08,7.054140152007449e-07
1869,2.002242827092715e-08,1.0191904040723898e-06
1870,2.5229815125982213e-08,8.434785812028167e-07
1871,9.559059321873065e-09,1.0504344745143612e-06
1872,1.5723082169571967e-08,6.869777489093565e-07
1873,2.693702005895915e-08,6.321220755722834e-07
1874,1.6131444624534197e-08,7.719195114219701e-07
1875,1.3731665304828056e-08,6.144920332573633e-07
1876,1.813804395567331e-08,6.572018165229565e-07
1877,3.2779525871440285e-08,4.805602014101851e-07
1878,1.9928992622819663e-08,6.177987628142034e-07
1879,1.893890888560179e-08,6.036013312504807e-07
1880,1.1552123257985158e-08,5.018755682151266e-07
1881,1.5339516323820135e-08,5.52222577443473e-07
1882,2.9283694580328756e-08,5.177889632612676e-07
1883,2.0221884611260066e-08,6.692179905787299e-07
1884,2.5086449362277108e-08,5.182331959119324e-07
1885,1.1602144189826191e-08,5.298312282242534e-07
1886,8.38950331427668e-09,5.698408402921018e-07
1887,1.762809609395788e-08,5.014214075060863e-07
1888,8.242799331981132e-09,5.104194826799358e-07
1889,1.5662842023367318e-08,5.093556376678521e-07
1890,1.376421138177264e-08,3.840870475002589e-07
1891,1.4660706204594476e-08,4.5703158013665757e-07
1892,1.0656471038927862e-08,3.62946862786373e-07
1893,1.7243566630131824e-08,3.744317220721882e-07
1894,2.3315696040526745e-08,6.005366677275248e-07
1895,1.2037228769301578e-08,5.801944160666039e-07
1896,2.0639602027472392e-08,4.322522277888652e-07
1897,1.3401440845939305e-08,5.051760783025827e-07
1898,2.0370077402631637e-08,3.491205111672002e-07
1899,1.9346524382513053e-08,2.9959473657470426e-07
1900,1.8168686111152965e-08,3.555871428417845e-07
1901,1.4530721570427119e-08,3.537671604547654e-07
1902,1.2275709893039277e-08,3.8840344718238384e-07
1903,1.7280705533195828e-08,3.8611575403635356e-07
1904,2.0961039126632386e-08,3.993346471276027e-07
1905,1.2385821979155054e-08,2.988079537136201e-07
1906,1.8004646107350197e-08,3.086510668159903e-07
1907,1.0799971028596644e-08,3.183419916563679e-07
1908,1.9645555626723876e-08,4.813161300631918e-07
1909,1.9253441840838548e-08,4.983890993237594e-07
1910,1.1222716089775986e-08,3.7248729167771444e-07
1911,2.6601870706244313e-08,4.314823414119928e-07
1912,1.719108944087111e-08,3.3236106222744866e-07
1913,1.2196876397752021e-08,4.534056099458894e-07
1914,2.54476265060255e-08,4.560482436133384e-07
1915,1.1780762143587253e-08,3.94655522262255e-07
1916,2.0876177231343718e-08,3.296238695327247e-07
1917,1.7546279096336548e-08,3.213162266257896e-07
1918,2.1824114959656526e-08,3.0209168855321877e-07
1919,1.3811772170413406e-08,2.5689897675817974e-07
1920,1.590168707821249e-08,2.6199922498193473e-07
1921,1.3630945261411398e-08,2.309687927581905e-07
1922,6.640141769764796e-09,2.501120102138543e-07
1923,1.0615948120573648e-08,1.9108706972303935e-07
1924,1.0313299547703991e-08,1.959526904071751e-07
1925,1.6497267107951075e-08,2.507584553335107e-07
1926,6.6876830739914794e-09,2.1734970445663748e-07
1927,6.689534814974252e-09,2.6089186810906995e-07
1928,6.85562484559199e-09,1.9081489099903592e-07
1929,7.798284462623428e-09,2.5845743212293826e-07
1930,1.785612657734248e-08,2.4368358930715317e-07
1931,2.3951248095954725e-08,2.4407463605768953e-07
1932,9.863582839386709e-09,2.72892454411533e-07
1933,1.1470662641954732e-08,2.821782931761163e-07
1934,2.156684431042777e-08,2.0488502450177748e-07
1935,7.180970484910176e-09,3.6144217485656327e-07
1936,1.4549657478823974e-08,2.315820433196336e-07
1937,1.0072894407464617e-08,2.0523522348270262e-07
1938,1.944782235252518e-08,2.1911212044756212e-07
1939,1.2235240376412548e-08,2.5082241883467304e-07
1940,0.0,2.840076811505554e-07
1941,5.9030051957620344e-09,3.128592709344957e-07
1942,1.2136847082899749e-08,3.0948959306442703e-07
1943,2.9032352077962287e-09,2.758073522901583e-07
1944,3.2131861615880553e-09,1.4459338082417617e-07
1945,4.357008087652048e-09,2.1349340206811007e-07
1946,1.3921104269343232e-09,2.324824386334967e-07
1947,4.7683483828109274e-09,2.0623106955497406e-07
1948,6.523132922708896e-09,2.0765305563941183e-07
1949,9.817008095325264e-09,2.542605068711623e-07
1950,1.1698897184331258e-08,1.3932323383869516e-07
1951,6.396841278899501e-09,1.7271470342805628e-07
1952,6.326882129314981e-09,1.760982275555989e-07
1953,1.0773827163745864e-08,1.3682761190736414e-07
1954,8.795282724349818e-09,1.6222410659239017e-07
1955,1.595553289490681e-08,2.2243890107631614e-07
1956,1.0465370126055973e-08,2.1017950579960143e-07
1957,7.951533653738352e-09,1.351760815504477e-07
1958,5.790570245522986e-09,1.687537607431011e-07
1959,6.200598368089061e-09,1.6819122805600273e-07
1960,8.997083245088078e-09,1.7232875593187202e-07
1961,1.0422238960750008e-08,1.1603426197659417e-07
1962,1.0147130247162295e-08,1.6045149919818869e-07
1963,1.099229041123806e-08,1.383735401816466e-07
1964,9.125952660227199e-09,1.7156790965699997e-07
1965,1.0944087081021792e-08,1.7455818701606063e-07
1966,6.0929824519107e-09,1.8334336981951083e-07
1967,1.1339771788243524e-08,1.9918555249631709e-07
1968,9.43197286940034e-09,1.8998688489091364e-07
1969,6.812636538233718e-09,1.98474821466732e-07
1970,7.357959797005265e-09,2.1843943187604964e-07
1971,8.221435976452085e-09,1.4541665427358907e-07
1972,5.643161493651405e-09,1.646777150199341e-07
1973,8.269805618077442e-09,1.9406477136385547e-07
1974,3.3753429495853027e-09,1.6539181180164064e-07
1975,6.282628195464213e-09,1.7648474326392716e-07
1976,5.1421741309454205e-09,1.542652188213367e-07
1977,4.7014254711541525e-09,1.7042667010969126e-07
1978,5.940591241149207e-09,1.5920785445544539e-07
1979,5.266776015311336e-09,1.6092926102828642e-07
1980,1.1370301367108482e-09,1.409917378403236e-07
1981,4.427884614521815e-09,1.359993104799173e-07
1982,4.345251491955082e-09,1.2601229482100962e-07
1983,6.946847763700248e-09,1.3514776142642404e-07
1984,1.1598016991243298e-09,1.6121243318067968e-07
1985,3.0077789148208467e-09,1.738496226977304e-07
1986,4.196139880008332e-09,1.35475365148352e-07
1987,4.2775717967735716e-09,1.3321581437963914e-07
1988,2.098793827620682e-08,1.3732108028463585e-07
1989,3.8965667692458794e-08,1.218363132604594e-07
1990,2.5063794206747758e-08,1.3839572998719518e-07
1991,1.699824903056424e-08,9.847261406292773e-08
1992,1.2672871640972971e-08,1.553804298559669e-07
1993,8.862731548653358e-09,1.4235762835212995e-07
1994,1.1604838812129259e-08,1.6194024954341302e-07
1995,1.0844901310314015e-08,1.301388212748833e-07
1996,7.473329066698398e-09,1.7295418741625213e-07
1997,1.1028257085321513e-08,1.6590334639410287e-07
1998,3.814503379828693e-09,1.5544101727993365e-07
1999,1.2796563558792329e-08,1.49902599222429e-07
2000,8.836062992401139e-09,1.72745032500643e-07
2001,6.571817839917671e-09,1.8620149777603956e-07
2002,5.695587890208742e-09,1.7086764181328817e-07
2003,1.3750845462290329e-08,1.725106134609078e-07
2004,7.928624423669817e-09,1.612153650576431e-07
2005,3.15262471684008e-09,1.6348611442396077e-07
2006,7.41220168576362e-09,1.692452715751358e-07
2007,7.190063044948403e-09,1.661703408206705e-07
2008,4.257439678578834e-09,1.5326782865088262e-07
2009,2.860915504498962e-09,1.358934871298345e-07
2010,2.8342757585342326e-09,1.214014875294822e-07
2011,6.883149494818497e-09,1.4684051885538452e-07
2012,5.787229417908435e-09,1.582977489089643e-07
2013,3.0680375462388554e-09,1.921707197816147e-07
2014,3.2481678735596375e-09,1.5353006244112066e-07
2015,4.433150915805761e-09,2.0281664858678994e-07
2016,9.11389608226898e-09,2.6161024724302706e-07
2017,3.270294840485022e-09,1.433898451086435e-07
2018,4.64663996169179e-09,1.579857658029482e-07
2019,3.5713829671379926e-09,1.839262169234246e-07
