year,premier_ADJ or_NOUN,premier_ADJ cor_NOUN
1902,1.2275709893039277e-08,6.874397495693074e-09
1903,1.7280705533195828e-08,9.1803746826713e-09
1904,2.0961039126632386e-08,5.912087708281888e-09
1905,1.2385821979155054e-08,6.1929109063108e-09
1906,1.8004646107350197e-08,7.716276506641861e-09
1907,1.0799971028596644e-08,1.5428529565042481e-09
1908,1.9645555626723876e-08,1.4734166775554058e-08
1909,1.9253441840838548e-08,1.8703344539794386e-08
1910,1.1222716089775986e-08,1.1222716533865196e-08
1911,2.6601870706244313e-08,5.852411666396051e-09
1912,1.719108944087111e-08,2.6568049094066737e-08
1913,1.2196876397752021e-08,1.2727175757731857e-08
1914,2.54476265060255e-08,3.3483718020477227e-09
1915,1.1780762143587253e-08,1.1780761921542648e-09
1916,2.0876177231343718e-08,1.0987462051303964e-09
1917,1.7546279096336548e-08,1.0966424435210342e-09
1918,2.1824114959656526e-08,2.2972752589112133e-09
1919,1.3811772170413406e-08,8.287063479883727e-09
1920,1.590168707821249e-08,2.2716695191604686e-09
1921,1.3630945261411398e-08,1.2873671018098776e-08
1922,6.640141769764796e-09,5.902348387820666e-09
1923,1.0615948120573648e-08,9.554353752605493e-09
1924,1.0313299547703991e-08,5.156649773851996e-09
1925,1.6497267107951075e-08,1.2097995938376016e-08
1926,6.6876830739914794e-09,7.802296586589819e-09
1927,6.689534814974252e-09,0.0
1928,6.85562484559199e-09,3.4278122562625413e-09
1929,7.798284462623428e-09,1.1140405931087116e-08
1930,1.785612657734248e-08,5.2518016602221e-09
1931,2.3951248095954725e-08,4.5621426636444085e-09
1932,9.863582839386709e-09,1.3151443600811774e-08
1933,1.1470662641954732e-08,1.3764795081527836e-08
1934,2.156684431042777e-08,2.3963160344919743e-09
1935,7.180970484910176e-09,3.590485242455088e-09
1936,1.4549657478823974e-08,3.758661648589623e-08
1937,1.0072894407464617e-08,1.2591118148108649e-09
1938,1.944782235252518e-08,2.5930428915188486e-09
1939,1.2235240376412548e-08,0.0
1940,0.0,0.0
1941,5.9030051957620344e-09,1.4757513433494296e-08
1942,1.2136847082899749e-08,0.0
1943,2.9032352077962287e-09,1.4516176261025748e-08
1944,3.2131861615880553e-09,1.6065930807940276e-08
1945,4.357008087652048e-09,4.357008087652048e-09
1946,1.3921104269343232e-09,1.1136883415474585e-08
1947,4.7683483828109274e-09,9.536696765621855e-09
1948,6.523132922708896e-09,7.610321706152945e-09
1949,9.817008095325264e-09,8.835307596655184e-09
1950,1.1698897184331258e-08,1.2762433776458693e-08
1951,6.396841278899501e-09,4.264560704569931e-09
1952,6.326882129314981e-09,1.0544803918932644e-09
1953,1.0773827163745864e-08,1.0773827385790469e-09
1954,8.795282724349818e-09,1.9545072227344917e-09
1955,1.595553289490681e-08,4.6928039232341234e-09
1956,1.0465370126055973e-08,4.360570571293465e-09
1957,7.951533653738352e-09,1.501956425897788e-08
1958,5.790570245522986e-09,8.272243334772611e-09
1959,6.200598368089061e-09,3.100299128533379e-09
1960,8.997083245088078e-09,2.0762500052562416e-09
1961,1.0422238960750008e-08,4.86371165564492e-09
1962,1.0147130247162295e-08,1.0147130247162295e-08
1963,1.099229041123806e-08,2.392439668597035e-08
1964,9.125952660227199e-09,7.300761772910391e-09
1965,1.0944087081021792e-08,4.377634699181954e-09
1966,6.0929824519107e-09,3.8773522170743036e-09
1967,1.1339771788243524e-08,6.902469595893024e-09
1968,9.43197286940034e-09,2.1109654357864827e-08
1969,6.812636538233718e-09,4.087581828571274e-09
1970,7.357959797005265e-09,5.978342709767048e-09
1971,8.221435976452085e-09,1.0790634497048757e-08
1972,5.643161493651405e-09,5.0275438923108595e-08
1973,8.269805618077442e-09,2.7566018356850464e-09
1974,3.3753429495853027e-09,9.563471792262135e-09
1975,6.282628195464213e-09,3.998036124386317e-09
1976,5.1421741309454205e-09,7.998937512354587e-09
1977,4.7014254711541525e-09,5.876781727920388e-09
1978,5.940591241149207e-09,2.257424691620713e-08
1979,5.266776015311336e-09,8.777959692451986e-09
1980,1.1370301367108482e-09,1.3075846183596695e-08
1981,4.427884614521815e-09,1.2018544492953254e-08
1982,4.345251491955082e-09,1.0552754226011984e-08
1983,6.946847763700248e-09,8.209910751233451e-09
1984,1.1598016991243298e-09,8.69851302098823e-09
1985,3.0077789148208467e-09,4.210890747202711e-09
1986,4.196139880008332e-09,1.3187867797803676e-08
1987,4.2775717967735716e-09,9.777306964053878e-09
1988,2.098793827620682e-08,1.0194141530917022e-08
1989,3.8965667692458794e-08,1.2073869015694072e-08
1990,2.5063794206747758e-08,5.448650863826288e-09
1991,1.699824903056424e-08,7.033758464558559e-09
1992,1.2672871640972971e-08,6.060938473329003e-09
1993,8.862731548653358e-09,3.877445031719162e-09
1994,1.1604838812129259e-08,8.967375286772494e-09
1995,1.0844901310314015e-08,1.4098372247417501e-08
1996,7.473329066698398e-09,9.60856638698715e-09
1997,1.1028257085321513e-08,9.58978851883785e-09
1998,3.814503379828693e-09,1.5258013519314773e-08
1999,1.2796563558792329e-08,1.2796563642059056e-08
2000,8.836062992401139e-09,3.97622823555821e-09
2001,6.571817839917671e-09,9.638665671163338e-09
2002,5.695587890208742e-09,7.009954283709874e-09
2003,1.3750845462290329e-08,1.4167538087139775e-08
2004,7.928624423669817e-09,9.250062049659391e-09
2005,3.15262471684008e-09,1.9366122927522156e-08
2006,7.41220168576362e-09,9.882935525507008e-09
2007,7.190063044948403e-09,3.595031605740928e-09
2008,4.257439678578834e-09,5.108927503272298e-09
2009,2.860915504498962e-09,4.76819250749827e-10
2010,2.8342757585342326e-09,6.613310343794865e-09
2011,6.883149494818497e-09,1.1471915639660324e-09
2012,5.787229417908435e-09,3.063827413996023e-09
2013,3.0680375462388554e-09,1.6734750252211938e-09
2014,3.2481678735596375e-09,6.496335469563519e-09
2015,4.433150915805761e-09,6.206411301556969e-09
2016,9.11389608226898e-09,3.935546111222266e-09
2017,3.270294840485022e-09,3.773417134311785e-09
2018,4.64663996169179e-09,2.8396134332808742e-09
2019,3.5713829671379926e-09,2.806086474294034e-09
