year,premier_ADJ art_NOUN,premier_ADJ quart_NOUN
1855,4.4578271740647324e-08,2.9294292147596934e-07
1856,2.3815070804289462e-08,2.9147576041665957e-07
1857,3.7099469274437524e-08,3.212032875232751e-07
1858,3.0340791934424516e-08,2.936205641956846e-07
1859,2.698851919724632e-08,3.3455579018237813e-07
1860,2.0139609091529564e-08,3.652592628355933e-07
1861,1.65058727241707e-08,3.324754480615866e-07
1862,3.2077704131827645e-08,3.4472235244109584e-07
1863,3.196557385454213e-08,3.331411966289721e-07
1864,7.192091966423675e-08,3.960445182915606e-07
1865,4.3302967545066906e-08,3.318325375589737e-07
1866,3.113992252945508e-08,3.873028000533907e-07
1867,2.135237053835226e-08,4.624729470492639e-07
1868,3.606107934484015e-08,4.663241099933657e-07
1869,3.2719577824913415e-08,4.0044856808307827e-07
1870,3.268407811063412e-08,3.6296528582724363e-07
1871,2.8677179297886823e-08,3.834244890477123e-07
1872,2.721302727604069e-08,4.3722263098899816e-07
1873,1.9753815583278822e-08,4.752887474701595e-07
1874,2.6885741521986972e-08,3.536968701811638e-07
1875,2.860763526069121e-08,4.874740966442914e-07
1876,3.1439278513900604e-08,5.598609855717029e-07
1877,2.9068635498674666e-08,4.7437538341910113e-07
1878,3.442280532839348e-08,5.018482712726424e-07
1879,2.8102896787451925e-08,4.801929773812219e-07
1880,3.7865292457084365e-08,5.140694838701165e-07
1881,3.207353549417036e-08,5.431583170456555e-07
1882,2.1297231533878858e-08,6.868357456113472e-07
1883,1.8326083373043645e-08,7.551610166633971e-07
1884,2.772712726084592e-08,7.420307204242249e-07
1885,4.44748863293043e-08,6.941949650673962e-07
1886,2.2587123060802128e-08,7.111717263974526e-07
1887,4.831404343264012e-08,7.031651768629743e-07
1888,3.7409626507667326e-08,8.363271035705111e-07
1889,4.3855955533800284e-08,7.248763154166227e-07
1890,3.998175801545045e-08,7.721067387667091e-07
1891,3.56956323388502e-08,7.993272004291896e-07
1892,3.0088859626076214e-08,8.355926714997963e-07
1893,5.419406567952478e-08,7.69802056987956e-07
1894,4.7891698606861155e-08,8.198302339224028e-07
1895,5.717683726480516e-08,8.426060342792141e-07
1896,3.4792471126365854e-08,6.893627073623065e-07
1897,3.0298910269621615e-08,7.935983816764747e-07
1898,4.922768748194528e-08,7.270986079888075e-07
1899,3.537650172802387e-08,6.627566708772292e-07
1900,3.6856477869662285e-08,7.641230221899775e-07
1901,4.19155422592965e-08,7.986308113161478e-07
1902,3.584507146658922e-08,7.650222055843869e-07
1903,4.2661739252380926e-08,7.414502269931234e-07
1904,3.3860139581065596e-08,8.717641915012564e-07
1905,4.0253920030597357e-08,7.622441173804617e-07
1906,2.5206503495578403e-08,8.724536955106998e-07
1907,2.0571373215982902e-08,8.768548047655145e-07
1908,2.2592389736786345e-08,7.686323897360126e-07
1909,4.455796759339492e-08,8.664049229167858e-07
1910,3.5271394693836555e-08,9.341575495369625e-07
1911,3.937076764604086e-08,9.390460102842724e-07
1912,2.604710525044851e-08,9.257141779794864e-07
1913,3.075733978619155e-08,9.06811218115422e-07
1914,3.2144370609721307e-08,8.210207624870236e-07
1915,5.654765711238241e-08,9.860498193514644e-07
1916,1.977743147030253e-08,6.988025802456832e-07
1917,1.97395633172448e-08,6.481157015514327e-07
1918,5.2837331843136326e-08,6.122238573880168e-07
1919,3.2227470136980685e-08,7.964788923953137e-07
1920,3.558949002169243e-08,1.0457252388462734e-06
1921,2.9533715251162107e-08,7.663620635867119e-07
1922,4.57432016709447e-08,7.968170508965144e-07
1923,4.140219722614802e-08,1.1114897233710508e-06
1924,5.1566497294430746e-08,1.1628245095707257e-06
1925,9.788378663166952e-08,1.4033674684554853e-06
1926,1.0365908709175642e-07,1.172573745655825e-06
1927,8.807887441619755e-08,1.0469122591061364e-06
1928,2.7536759761304097e-07,9.826395408474298e-07
1929,3.353262441052607e-07,1.1909094084217031e-06
1930,1.6490657173129364e-07,1.122835261213595e-06
1931,1.9731267553169118e-07,9.69455274280051e-07
1932,4.0550285618223825e-07,9.293686891176378e-07
1933,3.315021330774215e-07,9.40594328202593e-07
1934,1.761292320878738e-07,9.753006473545156e-07
1935,5.146362083152667e-07,1.092704298599756e-06
1936,2.582564135877874e-07,9.420903110957113e-07
1937,1.7375742600300725e-07,9.216698564351589e-07
1938,1.6465822649802675e-07,1.0398102054942626e-06
1939,2.2176373803972638e-07,1.0583483307513575e-06
1940,3.245802051576874e-07,1.3693228291256077e-06
1941,3.482772998886219e-07,1.0713954452512553e-06
1942,4.976107379484063e-07,1.2045821300432635e-06
1943,4.122593861843882e-07,1.4574240347897671e-06
1944,3.6309005047030496e-07,1.150320599663246e-06
1945,4.0955876778880906e-07,9.280427062385854e-07
1946,1.4199526443547938e-07,9.730851688871667e-07
1947,2.2053611870020973e-07,8.869127916533159e-07
1948,1.8808366042399882e-07,9.480286327079313e-07
1949,2.414984063836556e-07,1.0769258014242666e-06
1950,2.329144102031222e-07,1.0794891913690208e-06
1951,1.7271470698076996e-07,1.2153997444031006e-06
1952,1.0755699808573382e-07,8.425298094749678e-07
1953,1.3036331125704237e-07,1.1172458918018435e-06
1954,1.3095198059254187e-07,9.752990521860738e-07
1955,1.145044152828234e-07,1.1159487520728817e-06
1956,3.3750817185485005e-07,1.019501402410583e-06
1957,3.083428143368927e-07,1.0831756185325503e-06
1958,2.1921444465222706e-07,1.045611626615539e-06
1959,2.619752692556432e-07,1.055651836168181e-06
1960,1.8617041153135006e-07,1.0561191920999136e-06
1961,2.160877516921289e-07,9.810801184784168e-07
1962,2.3338400195749287e-07,1.0020290908130391e-06
1963,2.062670988456361e-07,9.356378773972551e-07
1964,1.8251905264943247e-07,9.132036487002892e-07
1965,2.4022270350698705e-07,1.0216304646704089e-06
1966,2.1602390831709783e-07,1.002018644946645e-06
1967,1.4051456764807568e-07,7.642019959064328e-07
1968,2.034611381040996e-07,9.494853170366468e-07
1969,1.7531184504093744e-07,9.60127623628182e-07
1970,2.547693656040906e-07,8.493844994017508e-07
1971,2.1786805026735578e-07,9.079548446422336e-07
1972,1.7699006443772092e-07,9.131661693473347e-07
1973,3.63871455855147e-07,1.0127754954680768e-06
1974,2.5427583372206186e-07,1.0086649924190283e-06
1975,2.181785467847419e-07,9.86372583611228e-07
1976,1.1427053453472169e-07,9.935822697926255e-07
1977,2.544646612867574e-07,1.0883800198868698e-06
1978,2.417820627043099e-07,1.0687123417341127e-06
1979,1.49810518212945e-07,9.895687309580126e-07
1980,2.052339332925257e-07,1.0517528359343942e-06
1981,1.6699450128276894e-07,1.0582644698331478e-06
1982,2.0981357373717202e-07,1.1080391342233042e-06
1983,1.9640633119877293e-07,1.0672884176443631e-06
1984,1.0960125895742578e-07,1.0507803320791709e-06
1985,1.588107336747413e-07,1.008809032310154e-06
1986,1.6424890514343815e-07,1.1203693262018533e-06
1987,2.2060048177063862e-07,1.1940535893373294e-06
1988,1.4991384372775585e-07,1.0979689895052047e-06
1989,2.310499370716812e-07,1.0010334445809121e-06
1990,2.7134282848395586e-07,1.1218772417720402e-06
1991,1.4653662572250425e-07,9.946906613933493e-07
1992,1.4987047824988053e-07,1.1548843215081206e-06
1993,1.728232728037682e-07,1.144400266994694e-06
1994,1.181583532128272e-07,9.758614503141416e-07
1995,2.2503171376309083e-07,1.1349189401599347e-06
1996,1.3505372686850592e-07,1.1343446413292213e-06
1997,1.5391611141168937e-07,9.843918054031064e-07
1998,1.1205103456202181e-07,9.102358573542801e-07
1999,1.096848292192476e-07,1.0456620618271018e-06
2000,1.6788520318389288e-07,1.0179144389610428e-06
2001,1.2793138254307834e-07,9.884014193772828e-07
2002,1.0953053586337802e-07,8.70110611117525e-07
2003,1.1084014900353267e-07,9.933943854179006e-07
2004,1.5372720835182818e-07,9.355776793285031e-07
2005,1.4366960909839577e-07,9.755121803678435e-07
2006,1.1900701524236723e-07,9.660570272629343e-07
2007,9.706584783164551e-08,8.508241213789347e-07
2008,1.0260429794684e-07,8.319036979287375e-07
2009,1.3398621589999493e-07,7.219043363093647e-07
2010,7.369116933331199e-08,5.866951071631377e-07
2011,8.603936690887437e-08,4.122241887838385e-07
2012,5.344676867746756e-08,3.8944651936656527e-07
2013,4.351035054472874e-08,3.9242990523824517e-07
2014,6.041592082173253e-08,3.969261086478326e-07
2015,5.5414385413676825e-08,3.748229056022012e-07
2016,6.255446993730374e-08,3.765696067192792e-07
2017,3.622480312936993e-08,3.554558880569658e-07
2018,6.324593504469789e-08,3.779267339076853e-07
2019,4.744837300840743e-08,4.191272853226735e-07
