year,furent_VERB à_ADP,furent_VERB a_ADP,furent_VERB pas_ADV
1946,1.353131324322021e-06,1.1136883415474585e-08,4.7081175580387935e-06
1947,1.322024559158308e-06,2.26496545963073e-08,4.714704573416384e-06
1948,1.249179945261858e-06,3.261566461354448e-08,4.211769464745885e-06
1949,1.3478752407536376e-06,1.47255123650325e-08,3.856120656564599e-06
1950,1.2687986554738018e-06,1.1698897628420468e-08,4.0350560084334575e-06
1951,1.2783020792994648e-06,2.1322803522849654e-08,3.7943927964079194e-06
1952,1.205271132675989e-06,1.0544804140977249e-08,3.872051820508204e-06
1953,1.230371140081843e-06,4.30953106533849e-09,4.1867092477332335e-06
1954,1.1697725312842522e-06,7.818028668893362e-09,3.7663353396055754e-06
1955,1.2285760249142186e-06,6.569925492527773e-09,3.7730144413217204e-06
1956,1.2043896049362957e-06,2.7907652633274438e-08,3.471014451861265e-06
1957,1.2784299769919016e-06,1.9437083276230283e-08,3.8538432818313595e-06
1958,1.1614230288614635e-06,9.099467679352102e-09,3.52066672348883e-06
1959,1.22384312817303e-06,1.3176271185244559e-08,3.7110580706212204e-06
1960,1.2076853863618453e-06,1.4533750314349447e-08,3.725484702954418e-06
1961,1.2416360277711647e-06,1.806521465752553e-08,3.5345285596122267e-06
1962,1.3127850024829968e-06,8.244543381330516e-09,3.810881707977387e-06
1963,1.186520762530563e-06,1.0992290633282664e-08,3.726386466951226e-06
1964,1.2441714716260321e-06,3.102823953327061e-08,3.760500931093702e-06
1965,1.2552867474369123e-06,2.5718603247071314e-08,4.014838395960396e-06
1966,1.3177458413338172e-06,3.378835600198471e-08,3.7272434383339714e-06
1967,1.2720265658572316e-06,3.4019314920641364e-08,4.088234163646121e-06
1968,1.3689835896002478e-06,1.7516521760851944e-08,4.28256498707924e-06
1969,1.3139305110598798e-06,1.4533624859147665e-08,3.5216789910919033e-06
1970,1.1391041425667936e-06,2.5292988509173497e-08,3.7980869365128456e-06
1971,1.1926221077374066e-06,1.3359833461734638e-08,3.7279073694662657e-06
1972,1.1496658771648072e-06,2.257264686278404e-08,3.526462933223229e-06
1973,1.107602656702511e-06,1.1026407953362849e-08,3.550503151927842e-06
1974,1.1121754823761876e-06,2.531507276026801e-08,3.4439749470038805e-06
1975,1.0800408745126333e-06,1.5420996923865005e-08,3.3629194149398245e-06
1976,1.0809992545546265e-06,1.142705374768127e-08,3.177292228428996e-06
1977,1.177707076749357e-06,2.997158826678614e-08,3.2551495223742677e-06
1978,1.1691083727782825e-06,2.851483782428943e-08,3.3754440664779395e-06
1979,1.1165565183546278e-06,1.9311511945119264e-08,3.306364988020505e-06
1980,1.1489689768495737e-06,1.819248163226206e-08,3.2428099530079635e-06
1981,1.077241108760063e-06,1.5181319090729062e-08,3.0577707548218314e-06
1982,1.1409389344407828e-06,2.9796011546956436e-08,3.188173195667332e-06
1983,1.1032857401005458e-06,2.0209010909155722e-08,3.0016697110113455e-06
1984,1.1139895832457114e-06,2.3775934387959552e-08,3.0015667107363697e-06
1985,1.132127977143682e-06,8.421781272360818e-09,3.1064341783348937e-06
1986,1.193502043861372e-06,1.7983456612746807e-08,3.039803686988307e-06
1987,1.1329454991937382e-06,1.649920555735207e-08,3.165403086313745e-06
1988,1.1225548632864957e-06,1.139345195966257e-08,3.084627223870484e-06
1989,1.1755557807191508e-06,1.4817929550048348e-08,3.272567255407921e-06
1990,1.1131594419566682e-06,1.4166492756650939e-08,3.109545104962308e-06
1991,1.180499111796962e-06,1.2895223555631219e-08,2.9207681109255645e-06
1992,1.2524103567557177e-06,1.597883780846132e-08,3.217807488908875e-06
1993,1.2889735216958798e-06,1.8279383895425383e-08,3.1407305414177245e-06
1994,1.1515164715092396e-06,2.1099706870586488e-08,3.169703404637403e-06
1995,1.2064953125445754e-06,1.2471636501310002e-08,3.050670784432441e-06
1996,1.2208216730869026e-06,2.8291889053733144e-08,3.18684101330291e-06
1997,1.265852120013733e-06,2.3015492733868825e-08,3.277310270277667e-06
1998,1.1057292113036965e-06,9.536258560594035e-09,3.0344374408741714e-06
1999,1.1896233900188236e-06,1.325358303660984e-08,3.1059087177709443e-06
2000,1.1911013189092046e-06,9.277865697931986e-09,2.901763082263642e-06
2001,1.1873083849422983e-06,2.3220423223113684e-08,3.037932174265734e-06
2002,1.1185258017576416e-06,9.638686904178684e-09,2.927094101323746e-06
2003,1.1379866009519901e-06,1.2500768420409258e-08,3.0639384931419045e-06
2004,1.1756387721106876e-06,6.475042868547831e-08,2.9049597287666984e-06
2005,1.142150949817733e-06,1.2160123907811737e-08,3.1359609238279518e-06
2006,1.1348904536134796e-06,1.2765458357044679e-08,2.8759343422279926e-06
2007,1.0805066494867788e-06,2.396687684425025e-08,2.7685737222782336e-06
2008,1.1039541050195112e-06,1.1069342997771514e-08,2.6864445317187347e-06
2009,1.0714128393374267e-06,1.1443661573906638e-08,2.5681483748485334e-06
2010,1.0458477390784537e-06,8.502827442136152e-09,2.4006315015867585e-06
2011,9.812312100621057e-07,3.441574691898097e-09,2.0446777853067033e-06
2012,1.0345523833166226e-06,1.3617010852229328e-09,2.1252749320410658e-06
2013,1.0986364031850826e-06,3.068037490727704e-09,2.3392392449750332e-06
2014,1.1468197271824465e-06,2.815078753437561e-09,2.674324832696584e-06
2015,1.1034112503693905e-06,1.7732603163622684e-09,2.435129772493383e-06
2016,1.1740355603251373e-06,2.0713401271965637e-09,2.7014416446036194e-06
2017,9.954273991752416e-07,1.2578056374223934e-09,1.975761051653535e-06
2018,1.0759553106254316e-06,1.5488799687268795e-09,2.17049728234997e-06
2019,1.031364377013233e-06,1.5305927081321613e-09,2.352010596951004e-06
