year,eurent_VERB assez_ADV,eurent_VERB passé_VERB
1905,4.902721073563043e-08,4.3866453580676534e-08
1906,6.790323681116206e-08,5.452835694086389e-08
1907,6.994267209847749e-08,4.1142747875255736e-08
1908,4.7640472899956876e-08,3.8799974788616964e-08
1909,6.656190265630357e-08,4.015717891547865e-08
1910,6.19921465272455e-08,5.9320072409718705e-08
1911,6.544060227042792e-08,5.479985532019782e-08
1912,4.428008182344456e-08,5.0010442009806866e-08
1913,4.1363318104004065e-08,2.8636144122629048e-08
1914,5.960101745472457e-08,6.49584137590864e-08
1915,5.5369582696584985e-08,3.7698438148936475e-08
1916,3.4061130804730055e-08,3.5159878564172686e-08
1917,4.0575770299255964e-08,2.7416060532914344e-08
1918,6.202643021424592e-08,4.135095466040184e-08
1919,4.511845830279526e-08,5.340552178267899e-08
1920,3.710393414735336e-08,5.1491177543994127e-08
1921,4.8465583546430935e-08,5.452378104564559e-08
1922,4.352981974875547e-08,3.24629176873259e-08
1923,7.537322943562685e-08,4.564857647437748e-08
1924,5.1566498626698376e-08,2.707241186783449e-08
1925,5.939016034517408e-08,4.179307566687385e-08
1926,6.13037585139864e-08,5.127223801082437e-08
1927,5.2401357919507063e-08,3.2332753363562006e-08
1928,3.313552099371009e-08,5.3702393643106916e-08
1929,6.127223173280072e-08,4.233354289340241e-08
1930,4.8316575629314684e-08,2.2057568216382606e-08
1931,4.676196141417677e-08,3.193499864551086e-08
1932,4.603005265835236e-08,4.274219378430644e-08
1933,5.047091278242988e-08,2.6382522833046096e-08
1934,3.2350264689284813e-08,6.949316855298093e-08
1935,5.0266791618014395e-08,3.351119559624749e-08
1936,4.364897421282876e-08,2.66743711563322e-08
1937,2.2664012888640173e-08,4.0291578073947676e-08
1938,4.537825049055755e-08,4.537825049055755e-08
1939,3.211750509990452e-08,1.6823456405745674e-08
1940,6.085878823114399e-08,3.550096039361961e-08
1941,3.5418032950929046e-08,5.9030050181263505e-08
1942,3.3376331032286544e-08,6.068423630267716e-08
1943,5.2258233296242906e-08,5.2258233296242906e-08
1944,4.819779064746399e-08,5.7837350908584995e-08
1945,6.753362669087437e-08,3.0499055725385915e-08
1946,4.733175273941015e-08,4.037120149291695e-08
1947,6.07964452115084e-08,5.006765846360395e-08
1948,4.022598432129598e-08,2.6092530802657166e-08
1949,4.908504180889395e-08,3.8286334103077024e-08
1950,5.317680873417885e-08,3.616023036556726e-08
1951,5.970385075215745e-08,3.944718685033877e-08
1952,3.690681538159879e-08,4.74516177462192e-08
1953,2.9089333608567358e-08,3.124409886368085e-08
1954,3.420387528763058e-08,2.6385848173049453e-08
1955,2.9095383879962355e-08,2.2525458831523792e-08
1956,5.5815306154727296e-08,3.226822542501395e-08
1957,5.03597163969971e-08,2.738861759610245e-08
1958,4.6324561964183886e-08,3.4743422361316334e-08
1959,3.100299039715537e-08,1.705164542897819e-08
1960,3.391208380776334e-08,3.18358317485945e-08
1961,3.960450811746341e-08,2.709782087606527e-08
1962,4.122271590745186e-08,2.3465238641051656e-08
1963,4.7202188824257973e-08,2.5864213881732212e-08
1964,5.658090529436777e-08,2.6161064425878067e-08
1965,4.54179591713455e-08,4.81539821350907e-08
1966,5.81602854765606e-08,3.9881339120029224e-08
1967,5.571279260152551e-08,4.683818843886911e-08
1968,4.177016776907294e-08,4.895643357372137e-08
1969,4.5871754394966047e-08,3.9967467557744385e-08
1970,3.449043717296263e-08,3.311081897550139e-08
1971,4.3162540208641076e-08,2.6205826841874114e-08
1972,4.514529194921124e-08,2.257264597460562e-08
1973,4.190034985640523e-08,1.874489363729026e-08
1974,2.5877628928583363e-08,2.025205780853412e-08
1975,2.8557401776652114e-08,4.0551508817543436e-08
1976,3.028169359708954e-08,3.028169359708954e-08
1977,3.2322301279918975e-08,1.7630345183761165e-08
1978,4.099008066305032e-08,1.9603952239322098e-08
1979,4.213420723431227e-08,2.3407892513205297e-08
1980,3.2973872521324665e-08,1.819248218737357e-08
1981,4.364629191400127e-08,1.8976647808699454e-08
1982,2.9796010991844923e-08,2.3588508923921836e-08
1983,3.4734238596456635e-08,1.1999100379966876e-08
1984,3.421414973558967e-08,2.0876431250371752e-08
1985,2.285912081845254e-08,2.2257564680217e-08
1986,3.476801424540099e-08,1.9182353483415682e-08
1987,2.9943002743948455e-08,2.3832186002437084e-08
1988,2.818380373525997e-08,3.1182079140990027e-08
1989,2.798942233539492e-08,1.5915555096057687e-08
1990,3.160217687536715e-08,1.3076762783725826e-08
1991,3.165191131415668e-08,1.641210189973208e-08
1992,4.1324582866764104e-08,2.644773289262048e-08
1993,3.10195602537533e-08,1.994114740000441e-08
1994,3.112206670152773e-08,2.1099706870586488e-08
1995,2.8738989854559804e-08,1.626735190995987e-08
1996,2.4021414191111035e-08,1.2811421257197253e-08
1997,3.212579358091716e-08,1.4384683666435194e-08
1998,2.765514928171342e-08,1.8118891276230897e-08
1999,3.793266856177979e-08,1.7366764026860437e-08
2000,2.1206551181762734e-08,1.6346715980830595e-08
2001,2.2344179839706158e-08,2.0591695459870607e-08
2002,2.4534839937473407e-08,2.1906107150471144e-08
2003,2.8335076507346457e-08,2.4584844382502524e-08
2004,2.7309706496225772e-08,1.3214373595360485e-08
2005,1.8915748967174295e-08,1.6663873836364473e-08
2006,3.3354908168803377e-08,2.2648395159308166e-08
2007,2.9559148018165615e-08,2.915970043204652e-08
2008,2.0435710013089192e-08,3.7039725953036395e-08
2009,3.099325240896178e-08,4.3867370180805665e-08
2010,2.3146585093059002e-08,4.5820790717243653e-08
2011,3.097417433650662e-08,6.271314134664863e-08
2012,3.540422710557323e-08,6.365952742726222e-08
2013,3.7932100127591184e-08,6.917029793385154e-08
2014,5.630157318137208e-08,7.535749091402977e-08
2015,3.657349267882637e-08,7.093041176631232e-08
2016,5.095496646845277e-08,9.776724851917606e-08
2017,3.2954506679061524e-08,8.804639861637042e-08
2018,3.975458895411066e-08,6.918330797134331e-08
2019,5.050955920182787e-08,6.836647514774086e-08
