year,avait_VERB eu_VERB,avait_VERB pu_VERB
1919,1.9195602362742648e-05,8.530150807928294e-06
1920,1.937885463121347e-05,7.881179044488817e-06
1921,2.015032441704534e-05,7.796900717949029e-06
1922,2.018529448832851e-05,7.994731276994571e-06
1923,2.0776471501449123e-05,7.795290912326891e-06
1924,2.0631756342481822e-05,7.593166628794279e-06
1925,2.0511601178441197e-05,7.367679245362524e-06
1926,2.0429757569218054e-05,7.6261881076788995e-06
1927,2.4165945433196612e-05,8.482330486003775e-06
1928,2.065371154458262e-05,7.700009518885054e-06
1929,2.2210628230823204e-05,8.047829396673478e-06
1930,2.101876089000143e-05,7.706494216108695e-06
1931,1.942218113981653e-05,7.228715276141884e-06
1932,2.0293773559387773e-05,7.728664968453813e-06
1933,2.0468249203986488e-05,7.232252301037079e-06
1934,1.9508408513502218e-05,7.357888534897938e-06
1935,1.903076918097213e-05,6.9691318458353635e-06
1936,1.8475640899850987e-05,7.383951015071943e-06
1937,1.9093171431450173e-05,7.460237611667253e-06
1938,1.8222608559881337e-05,6.8611916503869e-06
1939,1.7468864825787023e-05,7.627143077115761e-06
1940,1.6457230231026188e-05,6.5499270931468345e-06
1941,1.832587986427825e-05,7.092460691637825e-06
1942,1.785330277925823e-05,7.215355708467541e-06
1943,1.9782644812949002e-05,8.102929314190987e-06
1944,1.941407026606612e-05,8.15506609797012e-06
1945,2.2148849893710576e-05,8.463488484267145e-06
1946,2.0050565581186675e-05,8.143845661834348e-06
1947,2.0133158614044078e-05,7.755718797852751e-06
1948,1.877248905657325e-05,7.420063411700539e-06
1949,1.657110988162458e-05,7.056465619825758e-06
1950,1.7519631001050584e-05,6.940636922081467e-06
1951,1.8837630705093034e-05,7.294530860235682e-06
1952,1.7800683053792454e-05,6.925827165105147e-06
1953,1.742451058817096e-05,7.512589945690706e-06
1954,1.8830700355465524e-05,7.81314247433329e-06
1955,1.706021976133343e-05,7.25038216842222e-06
1956,1.691901525191497e-05,7.004820872680284e-06
1957,1.7681561075733043e-05,7.194371391960885e-06
1958,1.7187239791383035e-05,6.995009243837558e-06
1959,1.7050095266313292e-05,6.750901320629055e-06
1960,1.6639067325741053e-05,6.502123142126948e-06
1961,1.6955593309830874e-05,6.709837180096656e-06
1962,1.7227925127372146e-05,6.63051559968153e-06
1963,1.7407261111657135e-05,6.85078339301981e-06
1964,1.7325317458016798e-05,6.577986368938582e-06
1965,1.6064277588156983e-05,6.2583758335676976e-06
1966,1.793164665286895e-05,6.695633601339068e-06
1967,1.717482336971443e-05,6.4779678723425604e-06
1968,1.8051448932965286e-05,6.796859452151693e-06
1969,1.6517464246135205e-05,6.239920821826672e-06
1970,1.5500461813644506e-05,5.729091753892135e-06
1971,1.4559649571310729e-05,5.583382517215796e-06
1972,1.403197802574141e-05,5.458989107864909e-06
1973,1.4892817489453591e-05,5.4558663578063715e-06
1974,1.3709518498217221e-05,5.154148766450817e-06
1975,1.3733825653616805e-05,5.051804237155011e-06
1976,1.3873014722776134e-05,5.3747148740512785e-06
1977,1.3232162018539384e-05,5.085179509478621e-06
1978,1.4269894563767593e-05,5.493858679983532e-06
1979,1.4595992070098873e-05,5.544744908547727e-06
1980,1.3802408830088098e-05,5.109813628223492e-06
1981,1.3654963368026074e-05,5.202764441492036e-06
1982,1.415310543961823e-05,5.360799150366802e-06
1983,1.3958111594547518e-05,5.150771812623134e-06
1984,1.3392809705692343e-05,5.227226210990921e-06
1985,1.3799690350424498e-05,5.3255735110724345e-06
1986,1.4522839592245873e-05,5.592854904534761e-06
1987,1.3368634427024517e-05,5.217415491642896e-06
1988,1.4025938980921637e-05,5.59058707949589e-06
1989,1.4312473467725795e-05,5.313051133271074e-06
1990,1.3683742508874275e-05,5.3271460274118e-06
1991,1.356049961032113e-05,5.281180165184196e-06
1992,1.3857509657100309e-05,5.360624527384061e-06
1993,1.4095620826992672e-05,5.526467248273548e-06
1994,1.3236900485935621e-05,5.241694452706724e-06
1995,1.376163800159702e-05,5.11825146531919e-06
1996,1.2775655704899691e-05,4.975635874870932e-06
1997,1.306752619711915e-05,5.189514467929257e-06
1998,1.3680239135283045e-05,5.420886282081483e-06
1999,1.3005878827243578e-05,5.227853307587793e-06
2000,1.2805664482584689e-05,4.98751569466549e-06
2001,1.2753269402310252e-05,5.14441899213125e-06
2002,1.3196677173255011e-05,5.123400569573278e-06
2003,1.424170932295965e-05,5.420333309302805e-06
2004,1.3923985534347594e-05,5.501584382727742e-06
2005,1.3809847587253898e-05,5.331538886821363e-06
2006,1.4437733625527471e-05,5.601565590040991e-06
2007,1.759168844728265e-05,6.591290457436116e-06
2008,1.853902176662814e-05,6.837874025222845e-06
2009,2.097432479786221e-05,7.3840228651533835e-06
2010,2.5815055778366514e-05,8.946391972131096e-06
2011,2.6378140319138765e-05,9.441004294785671e-06
2012,3.250414374633692e-05,1.113088546844665e-05
2013,3.497004945529625e-05,1.2037584383506328e-05
2014,4.000616536359303e-05,1.3326799489732366e-05
2015,3.739916792255826e-05,1.313210123043973e-05
2016,3.8078065699664876e-05,1.3197750377003103e-05
2017,3.402615766390227e-05,1.1816832738986704e-05
2018,3.747799200937152e-05,1.3385679267230444e-05
2019,3.65041232726071e-05,1.29429463413544e-05
