year,grand_ADJ air_NOUN,grand_ADJ père_NOUN
1870,2.1886864942644024e-06,2.5803219472209094e-07
1871,1.7726745227264473e-06,2.442870830066113e-07
1872,2.4600576580269262e-06,2.449172480378792e-07
1873,2.3638731363462284e-06,2.998988225533239e-07
1874,2.7841679184348322e-06,1.9835701747794587e-07
1875,2.2611475287703797e-06,2.179901878451851e-07
1876,2.2551635083800647e-06,2.0133228861851649e-07
1877,2.3087918634701055e-06,2.572883452955921e-07
1878,2.2549957066075876e-06,2.711550863843115e-07
1879,2.267170657432871e-06,3.0363347924833306e-07
1880,2.3316035822062986e-06,4.2678676259733095e-07
1881,2.3399734345730394e-06,3.053958235188503e-07
1882,2.5583301521692192e-06,2.928369395860386e-07
1883,2.6623374651535414e-06,3.810561319816941e-07
1884,2.8123229185439413e-06,3.0763908931419337e-07
1885,2.8128754365752684e-06,4.0414136437405546e-07
1886,2.479420800227672e-06,3.200918015089371e-07
1887,2.568478976172628e-06,3.316693764077172e-07
1888,2.699199740163749e-06,3.125923044855483e-07
1889,2.5160788936773315e-06,4.498368042504808e-07
1890,2.784958724078024e-06,3.4869335951981384e-07
1891,2.6147049538849387e-06,2.0843698989025938e-07
1892,2.5262104372814065e-06,3.685885268112088e-07
1893,2.502780489521683e-06,3.2578023789753274e-07
1894,2.728566414589295e-06,2.8861051326600773e-07
1895,2.5266142529289937e-06,2.4917063878859835e-07
1896,2.5817191726673627e-06,2.8069857282986277e-07
1897,2.6243517368129687e-06,2.662808165077024e-07
1898,2.5406013719475595e-06,2.891419272899043e-07
1899,2.6162028916587587e-06,2.9683095448262975e-07
1900,2.611099716887111e-06,2.43460393178907e-07
1901,2.468545972078573e-06,2.867023023434001e-07
1902,2.0824513740080874e-06,2.0083060503495176e-07
1903,2.4862613372533815e-06,2.478701117691884e-07
1904,2.7383714495954337e-06,2.8216781267076385e-07
1905,2.9627917683683336e-06,2.631986986134649e-07
1906,2.9707666726608295e-06,2.75213869027624e-07
1907,2.4850219233485404e-06,2.4994218073004504e-07
1908,2.5730766992637655e-06,2.3574667928905058e-07
1909,2.787348421406932e-06,2.2389003451195322e-07
1910,2.8286590350035112e-06,2.645354562069713e-07
1911,2.5771892069315072e-06,2.6335851333048055e-07
1912,2.3744541977066547e-06,2.3754960465360853e-07
1913,2.8418721740308683e-06,3.40451953295684e-07
1914,2.618426833578269e-06,2.5179755991366903e-07
1915,2.2242079467105214e-06,2.815602089256686e-07
1916,2.494153932275367e-06,2.494153941157151e-07
1917,2.706513441808056e-06,1.5243329387626403e-07
1918,2.5086246751016006e-06,2.6188937596316464e-07
1919,2.5966132852772716e-06,3.0017584928820895e-07
1920,2.498079311408219e-06,2.438258648318481e-07
1921,2.41267730416439e-06,1.8023138143030693e-07
1922,2.5535034637869103e-06,6.75081097689656e-07
1923,2.2739361611456843e-06,4.6710171863750816e-07
1924,2.4880835098883836e-06,4.0092953268455744e-07
1925,2.2557262582267867e-06,3.673391346659116e-07
1926,2.331772066099802e-06,4.0349020657970414e-07
1927,2.8073748126189457e-06,1.3423667053480415e-06
1928,2.362905433983542e-06,5.644464380338832e-07
1929,2.366222361160908e-06,4.7123919211244925e-07
1930,2.028245944529772e-06,2.478850407161559e-07
1931,1.9719861938938266e-06,3.547065938747096e-07
1932,1.8105154140357627e-06,2.959074880681811e-07
1933,1.8593943877931451e-06,2.798841514106698e-07
1934,1.9350252387084765e-06,4.541018920889428e-07
1935,1.8538871700002346e-06,3.279309801484942e-07
1936,1.8963053207698977e-06,1.7702083754400633e-07
1937,1.8206757204097812e-06,1.825712176994898e-07
1938,1.886438667497714e-06,1.854025674097315e-07
1939,1.6379927956222673e-06,1.6211693498746627e-07
1940,1.2780345741703059e-06,1.8764793341397024e-07
1941,1.7649985011303215e-06,2.3316869990352984e-07
1942,1.5929612118270597e-06,1.5777901318791976e-07
1943,1.7971026409213664e-06,1.8290382097774227e-07
1944,1.976109388124314e-06,1.606593009739754e-07
1945,1.9192621039110236e-06,1.6774480648962253e-07
1946,1.6357297454305808e-06,1.0719250642665656e-07
1947,1.7499838804724277e-06,1.287454085563411e-07
1948,1.6492654140165541e-06,1.696014553242975e-07
1949,1.392051785842341e-06,1.04060287942076e-07
1950,1.4921412230251008e-06,1.0103593139909606e-07
1951,1.4648766182290274e-06,1.0981243581120737e-07
1952,1.327590780419996e-06,1.2021076223334148e-07
1953,1.4458476016443456e-06,1.4005975357278544e-07
1954,1.3984499673824757e-06,1.377927560941572e-07
1955,1.3092923154545133e-06,1.454769247288823e-07
1956,1.286368387809489e-06,9.680466872552529e-08
1957,1.251041339855874e-06,1.1927300974656774e-07
1958,1.1399151844670996e-06,1.2077475119998127e-07
1959,1.2664721680266666e-06,2.216713870240028e-07
1960,1.314958353759721e-06,1.4464541220338134e-07
1961,1.3826836493535666e-06,1.4660615654804587e-07
1962,1.2404866538417991e-06,1.6425667448416448e-07
1963,1.2026858939861995e-06,2.1596617827412956e-07
1964,1.222269247591612e-06,1.8434424164937013e-07
1965,1.1978303291471093e-06,1.5212280946030887e-07
1966,1.5149369119171752e-06,1.7558867115852195e-07
1967,1.1645452104858123e-06,1.6565927785094914e-07
1968,1.3397893781075254e-06,2.8071349955638425e-07
1969,1.1022846138075693e-06,1.843953614244498e-07
1970,1.0255156439598068e-06,1.673935912660518e-07
1971,1.165902403954533e-06,2.0604973460791598e-07
1972,1.3533327773984638e-06,1.672427849541691e-07
1973,9.581948461345746e-07,1.637421576106135e-07
1974,8.48898764616024e-07,1.7157993692507034e-07
1975,7.978937901498284e-07,2.0161525693396243e-07
1976,8.815972023512586e-07,1.999734393631769e-07
1977,7.980669920470973e-07,1.9628451131126212e-07
1978,9.582173561284435e-07,2.5128701519605556e-07
1979,1.0047838259197306e-06,2.2354537998481305e-07
1980,9.636330560169881e-07,1.711230305234679e-07
1981,9.640137932365178e-07,2.4479877169802933e-07
1982,8.907765618459962e-07,2.489208474898419e-07
1983,9.826632094700471e-07,1.9388020022770291e-07
1984,9.24361927445716e-07,1.931069837368682e-07
1985,8.331547860507271e-07,2.436300969854699e-07
1986,9.46529269185703e-07,2.1759982526958765e-07
1987,8.500146009282616e-07,1.8393558032236967e-07
1988,8.311223496093589e-07,1.8649282407245948e-07
1989,8.374874482797168e-07,1.6848534811764182e-07
1990,8.336435826095112e-07,1.8525412737169233e-07
1991,8.628076670902374e-07,2.110127452770172e-07
1992,8.90957949195581e-07,2.187447769586015e-07
1993,8.956898227552301e-07,2.3486239264514097e-07
1994,8.397682904615067e-07,2.5425145944169003e-07
1995,9.706186574476305e-07,2.85220898454952e-07
1996,9.314970839113812e-07,3.032036373085134e-07
1997,8.645194498058117e-07,3.2605282163089555e-07
1998,8.84487974417425e-07,3.6285463034246845e-07
1999,9.222666221830877e-07,2.8472353297281927e-07
2000,1.0068694109577336e-06,3.35770388826262e-07
2001,8.963959317043191e-07,2.8302627796961133e-07
2002,9.980423101296765e-07,3.610126513287071e-07
2003,1.03339687029802e-06,3.4793807035526925e-07
2004,8.518866252416046e-07,3.4049037589412023e-07
2005,9.773136753210565e-07,3.278729643341194e-07
2006,9.99000121737481e-07,3.734926288245788e-07
2007,1.031374608828628e-06,3.8626616039039163e-07
2008,1.3602519857158768e-06,3.861497765988986e-07
2009,1.1777435702242656e-06,5.46434861803391e-07
2010,1.3538390248868382e-06,5.900017381321732e-07
2011,1.7295825500696083e-06,4.0725300731736525e-07
2012,1.950636715264409e-06,4.187230704388867e-07
2013,1.9389997305552242e-06,3.6537539038761224e-07
2014,2.27696568799729e-06,4.805122726381228e-07
2015,2.3278473690879764e-06,3.378060773329139e-07
2016,2.615895255075884e-06,3.950045428524618e-07
2017,1.7408029862053809e-06,2.8979843325060983e-07
2018,2.192697820646572e-06,2.8834984266978836e-07
2019,2.161707016057335e-06,3.1861835969593244e-07
