year,grand_ADJ anneau_NOUN,grand_ADJ panneau_NOUN
1860,6.865775792341822e-08,6.957319764744341e-08
1861,5.1404003109656315e-08,4.102888606638544e-08
1862,6.460720675116605e-08,2.8011515107451146e-08
1863,4.644997364522396e-08,4.844782108825996e-08
1864,4.89062237374327e-08,7.287986658610635e-08
1865,9.649030774383505e-08,6.354239889816427e-08
1866,1.1726126913913504e-07,8.125573902617589e-08
1867,9.171813886155178e-08,7.279217584255093e-08
1868,1.1460507665095321e-07,1.0176140563533664e-07
1869,5.7625525795579335e-08,5.7625524352289403e-08
1870,8.486392522044639e-08,6.708837219093766e-08
1871,8.284518315804235e-08,8.603153389685758e-08
1872,6.773019789463319e-08,5.744972275678606e-08
1873,9.517746979437192e-08,9.45788674044934e-08
1874,6.990292433783907e-08,6.392831730650528e-08
1875,1.310229675866026e-07,6.865832347102696e-08
1876,6.590155932073571e-08,7.497058618355368e-08
1877,7.854716521649152e-08,1.1380061160082278e-07
1878,6.461824630932256e-08,6.401433916281007e-08
1879,6.231511662235789e-08,1.0263666494481072e-07
1880,5.262633928637683e-08,5.519347867632973e-08
1881,5.787181223126936e-08,1.1016562062593493e-07
1882,6.05640053663592e-08,1.0315847021047375e-07
1883,7.393626444418544e-08,1.0806069283830766e-07
1884,7.129832368946154e-08,1.1817037215422488e-07
1885,7.28356810419939e-08,1.19244257190676e-07
1886,4.2592861571044693e-08,8.841245291435484e-08
1887,1.1099172070316854e-07,7.965287807110144e-08
1888,5.009085479734665e-08,9.320703409088082e-08
1889,6.014531273024204e-08,8.896494252397247e-08
1890,4.6536142328523766e-08,1.1076912986851539e-07
1891,7.139126623201264e-08,1.6827941351493791e-07
1892,6.26851242024884e-08,1.5420541110700015e-07
1893,4.803564856992182e-08,1.1023565438250671e-07
1894,6.23852420833515e-08,1.594289464890153e-07
1895,4.8750775860639806e-08,1.1916856412774735e-07
1896,3.715128116255073e-08,1.1970968649688274e-07
1897,7.283392111645526e-08,9.9054131119658e-08
1898,5.1491030106376456e-08,1.5051223933859603e-07
1899,4.311511148102909e-08,1.1994845294793777e-07
1900,4.049021296026467e-08,1.837632854773119e-07
1901,5.756401222356544e-08,1.140102732777315e-07
1902,6.432471622019875e-08,2.0132164202379954e-07
1903,4.6441892775916926e-08,1.441858774597904e-07
1904,4.245953899584265e-08,1.3329070203127458e-07
1905,3.767354161965386e-08,1.6153175685929e-07
1906,6.841765376464082e-08,1.1008555023117594e-07
1907,4.268560027664847e-08,1.4194247621723832e-07
1908,4.272908493696548e-08,1.2376700597727108e-07
1909,2.2554032752530873e-08,1.2762282386447055e-07
1910,2.7255168788542505e-08,1.0902067137941174e-07
1911,2.766594575653869e-08,1.617393685648949e-07
1912,3.1256526866751955e-08,1.66701472181785e-07
1913,1.9090762359841307e-08,1.39998932446872e-07
1914,4.888622839871459e-08,1.4397998704396286e-07
1915,9.660224797869432e-08,9.895839836460141e-08
1916,3.5159878564172686e-08,1.032821401736328e-07
1917,4.276905674061027e-08,1.0198774447189862e-07
1918,9.189101035644853e-09,8.499918635607173e-08
1919,1.6574126959767455e-08,1.0865261362846823e-07
1920,1.741613253614105e-08,1.8400523060790874e-07
1921,2.499006651612845e-08,1.3858128433685835e-07
1922,4.8694374199520496e-08,1.3796739639637678e-07
1923,7.961961312474841e-08,1.358841359433427e-07
1924,4.2542360745301266e-08,1.7532609319914627e-07
1925,2.859526215814867e-08,1.2977849905837502e-07
1926,4.2355327245502394e-08,1.4378518509161609e-07
1927,4.7941667524753484e-08,1.3490561479034824e-07
1928,3.3135519106330946e-08,1.656775940883648e-07
1929,2.1166771446701205e-08,1.3814104082854328e-07
1930,3.676261128848779e-08,1.3024467959699138e-07
1931,2.5091784650044247e-08,1.2888053113613296e-07
1932,2.520693342944469e-08,1.1507513386632695e-07
1933,3.3264919485631594e-08,9.86476953457327e-08
1934,3.714290031098244e-08,1.114286956038768e-07
1935,3.231436807027421e-08,1.7114646944094147e-07
1936,4.001155851085514e-08,1.5034645439726546e-07
1937,3.5255132035949543e-08,1.926441060007278e-07
1938,4.148868515407855e-08,1.205764874612214e-07
1939,4.129393715857077e-08,1.3152883493461331e-07
1940,2.5357829613881222e-08,1.4961119632062037e-07
1941,7.083606590185809e-08,1.4167213180371618e-07
1942,2.730790527039062e-08,8.799214157306778e-08
1943,2.9032351633873077e-08,1.945167584782581e-07
1944,3.855823393905666e-08,1.124615138792251e-07
1945,4.574858536443571e-08,1.2635322832466045e-07
1946,2.9234318077442367e-08,1.4338737308605687e-07
1947,1.907339353124371e-08,8.940653373201712e-08
1948,4.131317310474003e-08,1.0328293598149685e-07
1949,3.337782761292374e-08,1.2565770801664655e-07
1950,3.1906085995458966e-08,1.3081493932531885e-07
1951,1.2793681891665187e-08,1.0981243847574262e-07
1952,4.639713679921442e-08,1.3708245383270423e-07
1953,3.3398865895151175e-08,1.6483956244428555e-07
1954,3.127211556375187e-08,1.397472679798284e-07
1955,2.3464020060259827e-08,1.3327563053167069e-07
1956,1.831439710997529e-08,1.604690065271086e-07
1957,2.1204090927540165e-08,1.6786571066518263e-07
1958,3.3916197683669935e-08,1.7785323258578956e-07
1959,1.6276571201956358e-08,1.0386001925155597e-07
1960,2.9759583242139342e-08,1.114254177814189e-07
1961,3.1961531365976015e-08,1.0144312723170401e-07
1962,4.6296280586943794e-08,8.688480623852968e-08
1963,5.819447901345143e-08,1.5324546653872062e-07
1964,2.311907998375773e-08,9.490990549032574e-08
1965,3.447387203481256e-08,1.2695141049512415e-07
1966,1.9940668449791588e-08,1.207518267598573e-07
1967,4.042875123566603e-08,1.094534485268639e-07
1968,3.2338193789449576e-08,1.3923389352576976e-07
1969,2.497966716807909e-08,9.49227392244012e-08
1970,1.7935027685211935e-08,9.38139883555067e-08
1971,3.2885744127852945e-08,1.1047554782095403e-07
1972,3.385896985008685e-08,1.0516801141058352e-07
1973,2.64633782665058e-08,1.593315950287888e-07
1974,3.03780878230242e-08,1.7326760826108512e-07
1975,2.227477313709869e-08,1.34790930417239e-07
1976,2.913898622391997e-08,1.6055009943727327e-07
1977,3.819908300783936e-08,1.792418458101963e-07
1978,1.6633655675057923e-08,1.075247024751036e-07
1979,2.6919078188747392e-08,1.1762466278764094e-07
1980,2.558317740986027e-08,1.313269760716551e-07
1981,2.656730796468665e-08,1.486504073167083e-07
1982,4.407326503752529e-08,1.2104629809606138e-07
1983,2.462973291983417e-08,1.4840992923481622e-07
1984,2.667543930190419e-08,1.3743650217890035e-07
1985,3.428868211585723e-08,1.4858428620811992e-07
1986,2.937297871596911e-08,2.1759982837821212e-07
1987,1.9554613928107756e-08,1.4299311956733618e-07
1988,1.798966131616453e-08,1.331234922297142e-07
1989,1.8110803523541108e-08,1.2128749715678566e-07
1990,2.2339468941368068e-08,1.4057519281962527e-07
1991,1.8170542681605895e-08,1.68810202261227e-07
1992,1.597883780846132e-08,1.239737394964635e-07
1993,1.7171542965321862e-08,1.7780855365856496e-07
1994,2.3737170395943252e-08,1.2343328092967454e-07
1995,1.4098372247417501e-08,1.3827249895070892e-07
1996,2.5622842514394506e-08,1.2811420813108043e-07
1997,2.2536003285722472e-08,1.5966998523353482e-07
1998,2.1456582288692516e-08,1.258786177515958e-07
1999,2.422206579755226e-08,1.1425502743911409e-07
2000,1.3254094821668616e-08,1.1928685283990603e-07
2001,1.533424121014093e-08,1.423893841723256e-07
2002,1.4896152755738967e-08,1.3099852136377876e-07
2003,1.12506919336397e-08,1.3792514241828258e-07
2004,1.497629043001325e-08,1.1011978373609566e-07
2005,1.3961624079072976e-08,1.4637185863364266e-07
2006,2.3471972809829822e-08,1.2847816632799436e-07
2007,1.4779574009082808e-08,1.286222321983388e-07
2008,2.8524846484856425e-08,1.502876197656544e-07
2009,1.43045770784056e-08,1.6688674286946537e-07
2010,1.6533276081531767e-08,1.8281079033899417e-07
2011,2.1414243683848255e-08,2.1681921680283267e-07
2012,2.995742459654949e-08,2.5089343580475543e-07
2013,3.570079937231796e-08,2.401436631771503e-07
2014,2.7068064636925904e-08,2.4317949820495954e-07
2015,3.0367083250770754e-08,2.489214253609262e-07
2016,3.728412081849264e-08,2.437967214774517e-07
2017,2.4652990759932436e-08,2.2439252467254533e-07
2018,3.123574643382199e-08,2.697632729420363e-07
2019,2.244869179435227e-08,2.5918035095884306e-07
