year,eût_VERB osé_VERB,eût_VERB posé_VERB
1935,1.7114646766458463e-07,2.5133395809007197e-08
1936,1.564088165650901e-07,3.15242587589637e-08
1937,1.3346584637474734e-07,3.777335422228134e-08
1938,1.5298952860121062e-07,2.463390735840676e-08
1939,1.0858775567612611e-07,3.058810094103137e-08
1940,1.141102288215734e-07,2.028626333583361e-08
1941,1.121570960549434e-07,1.7709016475464523e-08
1942,1.365395263519531e-07,2.4273694165799498e-08
1943,1.7129087837020052e-07,2.0322646676618206e-08
1944,1.4459337194239197e-07,4.819779064746399e-08
1945,1.4378126422798232e-07,4.7927088075994106e-08
1946,1.3364260098569503e-07,3.6194869323935563e-08
1947,1.8715766714194615e-07,5.9604353452868963e-08
1948,1.6633988764169771e-07,4.4574740343250596e-08
1949,9.915178367236877e-08,3.435953033203987e-08
1950,1.5314920176479063e-07,3.403315673722318e-08
1951,1.7378084748997935e-07,2.0256663901818683e-08
1952,1.3919141395035695e-07,4.5342655852209646e-08
1953,1.3575022705936135e-07,3.98631598841348e-08
1954,1.0358888147266043e-07,2.247683283940205e-08
1955,9.197895423085356e-08,3.0972504561077585e-08
1956,1.1163061230945459e-07,3.226822542501395e-08
1957,1.325255709616613e-07,2.1204090927540165e-08
1958,1.1912030828398201e-07,2.8125628048769613e-08
1959,1.030849432481773e-07,1.8601795659378695e-08
1960,1.155779187911321e-07,3.3220000972278285e-08
1961,1.5008023979135032e-07,2.223410966450956e-08
1962,1.2937590554429335e-07,2.663621678777872e-08
1963,1.2738125576561288e-07,2.9743844720542256e-08
1964,1.1742059058406085e-07,2.068549243006146e-08
1965,1.1874334404637921e-07,3.6662690661160013e-08
1966,1.3958468514374545e-07,1.7171132071780448e-08
1967,1.4248669799599156e-07,2.3665609916179164e-08
1968,1.5719955115400808e-07,2.784677910483424e-08
1969,1.353443792595499e-07,9.991866889436096e-09
1970,1.310636577045443e-07,2.3913370839068193e-08
1971,1.0328179200769227e-07,2.6205826841874114e-08
1972,1.2568860086048517e-07,2.4624704053621826e-08
1973,9.207050055692889e-08,1.7642252103655665e-08
1974,6.694430254583494e-08,2.6440186928766707e-08
1975,7.767613396936213e-08,1.3707552426467373e-08
1976,6.741962010892166e-08,2.2282755196556536e-08
1977,5.7592462354705276e-08,9.402850942308305e-09
1978,9.920787391592967e-08,2.4356424432880885e-08
1979,9.655756372239921e-08,2.0481905949054635e-08
1980,7.390696055153967e-08,2.1603572264439208e-08
1981,7.211126273887203e-08,1.3916208629893845e-08
1982,5.897127053344775e-08,1.3656505259973528e-08
1983,6.252162876307921e-08,6.315316269933646e-09
1984,5.799008562235031e-08,1.3917620833581168e-08
1985,5.9554025710895075e-08,1.2031115659283387e-08
1986,7.193382600689802e-08,1.9182353483415682e-08
1987,7.271871993452805e-08,1.5277041853778428e-08
1988,4.9771397669928774e-08,1.139345240375178e-08
1989,8.396826700618476e-08,9.878619700032232e-09
1990,5.121732016277747e-08,9.80757164370516e-09
1991,3.985796226402272e-08,1.582595565707834e-08
1992,5.4548447536717504e-08,1.928480486412809e-08
1993,5.262247171344825e-08,1.4955860550003308e-08
1994,4.958431176760314e-08,1.0549853435293244e-08
1995,5.53089982702204e-08,5.964695848348356e-09
1996,5.604996644592575e-08,1.014237493990322e-08
1997,4.027711497656128e-08,1.2946214766884623e-08
1998,4.6727667069035306e-08,1.0013071261028017e-08
1999,4.341691095532951e-08,1.1425503210205079e-08
2000,4.373851325567557e-08,1.3695897749244068e-08
2001,5.126017654788484e-08,1.2267393323384113e-08
2002,4.7317193718754424e-08,1.0076809608960957e-08
2003,5.1669843514901004e-08,1.3334153337041244e-08
2004,3.964312256243829e-08,1.0131019578807354e-08
2005,5.3594618520946824e-08,1.3961623857028371e-08
2006,4.117890028965121e-08,1.2765458912156191e-08
2007,4.513761808766503e-08,1.5578470069499417e-08
2008,5.577246042776096e-08,2.0435710013089192e-08
2009,4.1483275481368764e-08,1.3350939020995156e-08
2010,4.6293170186118004e-08,1.322662068758973e-08
2011,5.965396354667973e-08,1.8355065023456518e-08
2012,8.476589385963962e-08,1.838296448397614e-08
2013,1.034765375607094e-07,2.2870825233667347e-08
2014,1.7388525463957194e-07,3.3780946040451454e-08
2015,1.6158834625912277e-07,2.549061761669691e-08
2016,1.9304889065097086e-07,2.83773591291947e-08
2017,5.6601255238319936e-08,2.2388940479345365e-08
2018,1.0170978725909663e-07,1.8070267060465994e-08
2019,1.9183427468760783e-07,2.397928433595098e-08
