year,fallait_VERB oser_VERB,fallait_VERB poser_VERB
1875,2.1169650921137873e-08,2.803548326824057e-08
1876,4.836811839936672e-09,1.3301232115736639e-08
1877,9.27722432209066e-09,2.6594708657512456e-08
1878,1.1474268646338714e-08,3.6838439854136595e-08
1879,2.016077260691418e-08,3.29903571127943e-08
1880,9.626769603698904e-09,2.4387816210946767e-08
1881,1.3945015142624584e-09,3.974329487732575e-08
1882,9.983077475794744e-09,1.8635077481121698e-08
1883,5.0554711528150165e-09,5.687405213450347e-09
1884,1.5183903911974994e-08,1.650424152899177e-08
1885,5.156508553483263e-09,3.287274097374393e-08
1886,4.5174246565693466e-09,1.1616235084943582e-08
1887,9.140494583448344e-09,2.0892558794116667e-08
1888,1.268122939990235e-08,1.3949351895803375e-08
1889,8.14467782106476e-09,1.6915869593958632e-08
1890,5.243509182406569e-09,2.2284913470116408e-08
1891,2.358461337337303e-08,1.4023283867459213e-08
1892,1.191017329205124e-08,8.775916882086676e-09
1893,1.2316833108982905e-09,1.2932674486876294e-08
1894,1.2603078580752936e-09,1.3233232287745977e-08
1895,1.023164486468886e-08,1.5046536461227333e-08
1896,2.948514543632541e-09,1.9460195233023114e-08
1897,2.9133566670225264e-09,2.2141511735185304e-08
1898,1.3580051749784161e-08,1.810673566637888e-08
1899,9.949641111006713e-09,7.185851913504848e-09
1900,2.491705508589348e-08,8.30568502863116e-09
1901,5.58873880507349e-09,8.941982265753268e-09
1902,3.928227076954727e-09,1.0802624572647801e-08
1903,7.560307935250421e-09,1.83607493653426e-08
1904,1.4511488011237361e-08,2.3110889202371254e-08
1905,8.773290538499623e-09,2.4771644291377015e-08
1906,6.6874399351490865e-09,2.983626856689625e-08
1907,7.714265115588148e-09,1.3885677496716653e-08
1908,3.929111258571538e-09,1.276961114626829e-08
1909,8.251475058784763e-09,2.6954818821423032e-08
1910,4.809735720812114e-09,2.8323999146095957e-08
1911,3.1922244847493175e-09,1.9685383989553884e-08
1912,5.730363294986773e-09,2.1879568379290504e-08
1913,7.42418571064718e-09,1.6439267724877027e-08
1914,4.68772043404897e-09,7.366418142140674e-09
1915,1.1780761921542648e-09,3.887651445211304e-08
1916,2.197492410260793e-09,1.9777431248257926e-08
1917,0.0,2.8512703309502285e-08
1918,1.1486376294556067e-08,9.189101035644853e-09
1919,1.8415697411455767e-08,1.6574126959767455e-08
1920,2.4231141537711665e-08,2.6502810612782923e-08
1921,1.1359120755116692e-08,1.5902768879527684e-08
1922,6.640141769764796e-09,1.623145884366295e-08
1923,1.2739137744688378e-08,3.503262746562541e-08
1924,2.578324886925998e-09,3.0939897754933554e-08
1925,5.499089184013428e-09,2.74954441437103e-08
1926,2.1177662290483568e-08,2.0063049888108253e-08
1927,1.8953683067479687e-08,2.0068604555945058e-08
1928,7.998228745975666e-09,1.9424270192303084e-08
1929,1.6710609784809094e-08,2.5622934884950155e-08
1930,4.201441416995522e-09,1.995684684175103e-08
1931,1.9389105432310316e-08,2.8513390759599133e-08
1932,8.767629289252454e-09,1.8631212128639163e-08
1933,1.1470662197865522e-09,1.8353059516584835e-08
1934,1.1981580172459871e-08,1.0783422155213884e-08
1935,9.574627313213568e-09,1.3165112555668657e-08
1936,1.091224355320719e-08,1.576212937948185e-08
1937,1.1332006444320086e-08,1.7627565185307503e-08
1938,3.8895642262559704e-09,2.463390735840676e-08
1939,1.6823456405745674e-08,2.2941076593951948e-08
1940,7.607348528892999e-09,1.2678914806940611e-08
1941,1.4757512545315876e-08,1.1806010391524069e-08
1942,2.4273694165799498e-08,2.1239483061208375e-08
1943,1.1612940831184915e-08,1.7419411690866582e-08
1944,9.639558484764166e-09,9.639558484764166e-09
1945,1.089252066321933e-08,4.357008265287732e-08
1946,6.960552134671616e-09,1.2528993842408909e-08
1947,5.960435700558264e-09,2.8610090296865565e-08
1948,1.7395020313060172e-08,3.152847583010043e-08
1949,1.1780409536754632e-08,2.1597418964347526e-08
1950,1.70165788127008e-08,2.2334258886758107e-08
1951,7.462981344019681e-09,1.7058242818279723e-08
1952,8.435843135146115e-09,2.741649041126948e-08
1953,1.508335856215126e-08,1.6160740301529586e-08
1954,1.8567818838022276e-08,1.9545073115523337e-08
1955,4.6928039232341234e-09,1.0324168187025862e-08
1956,1.1337483840634377e-08,2.3547082506070183e-08
1957,8.835037590415595e-09,2.297109880089465e-08
1958,5.790570245522986e-09,1.8198935691771112e-08
1959,9.300897829689347e-09,1.4726420971555854e-08
1960,1.314958364417862e-08,1.7994166157109248e-08
1961,1.459113452284555e-08,2.501337270643944e-08
1962,9.512934440181198e-09,2.917300001570311e-08
1963,8.405868889838075e-09,3.427008365974871e-08
1964,9.734349326606662e-09,2.5552667537454e-08
1965,1.3680108601477059e-08,2.407699106754535e-08
1966,1.1078149952936656e-08,1.6617224929404983e-08
1967,1.3804939413830652e-08,2.859594694371026e-08
1968,8.084548142051062e-09,3.6829611360644776e-08
1969,1.9075383050903838e-08,3.4971535001204757e-08
1970,1.1956685419534097e-08,3.0351586133292585e-08
1971,2.1581270104320538e-08,2.1581270104320538e-08
1972,9.747279428040656e-09,3.847610230423015e-08
1973,1.543697081274331e-08,2.591205827684462e-08
1974,1.6314157136321228e-08,3.825388716904854e-08
1975,1.770558810676448e-08,2.5701661243715535e-08
1976,1.428381679602353e-08,2.513951891103261e-08
1977,1.23412418062685e-08,3.8786758693731826e-08
1978,2.257424647211792e-08,3.326731246033887e-08
1979,2.2237498953359136e-08,3.101546042216796e-08
1980,1.5349906234973787e-08,3.2973872521324665e-08
1981,1.9609203150139365e-08,2.0241758491579276e-08
1982,2.4830008826803862e-08,2.669225906970496e-08
1983,2.5892795463278162e-08,2.1472073896688926e-08
1984,3.247444679832512e-08,3.073474630355122e-08
1985,2.8874678648094232e-08,2.947623478632977e-08
1986,3.596691300344901e-08,3.2370220282018636e-08
1987,2.0165695613361123e-08,2.0165694891716157e-08
1988,2.4585871116755698e-08,2.878345739532051e-08
1989,4.225854022266162e-08,3.1831110192115375e-08
1990,3.8685423087159165e-08,3.8140555602694803e-08
1991,2.6376593353916178e-08,2.6376593353916178e-08
1992,4.1324579813650786e-08,2.3692759754112558e-08
1993,3.268132431344384e-08,2.8803878393546256e-08
1994,3.006708121366941e-08,3.0594573985354145e-08
1995,4.7175323203418884e-08,3.307695095600138e-08
1996,4.697520950003309e-08,3.6299027783570637e-08
1997,4.123609187445254e-08,3.260528202986279e-08
1998,4.57740398918105e-08,2.527108478034279e-08
1999,4.25028723327614e-08,2.422206613061917e-08
2000,4.462211977696029e-08,3.004261373007466e-08
2001,4.600272518473503e-08,2.4972907297637903e-08
2002,4.863155700363109e-08,4.6002824660718034e-08
2003,5.625346011228771e-08,2.708499913239848e-08
2004,4.669078834673712e-08,2.7309706496225772e-08
2005,4.9991621731138025e-08,2.7022498017004182e-08
2006,6.876876418315803e-08,3.006059756671675e-08
2007,6.750670139554771e-08,2.5964116190380082e-08
2008,7.748540492569234e-08,2.554463840453991e-08
2009,7.962881709566716e-08,3.147006921722095e-08
2010,9.636537923185529e-08,3.873510223684207e-08
2011,1.2389669068468834e-07,3.8622115283715175e-08
2012,1.0723396259848528e-07,3.540422710557323e-08
2013,7.837441512448251e-08,4.1000138395475005e-08
2014,8.055456279798534e-08,4.2442724890179306e-08
2015,9.154456437343583e-08,4.211493376260478e-08
2016,7.808951973942158e-08,4.184106927596076e-08
2017,9.15682552005137e-08,4.1004465600735784e-08
2018,9.112577314951409e-08,4.2852345671917647e-08
2019,9.209066043069924e-08,4.1326000399521945e-08
