year,avaient_VERB eu_VERB,avaient_VERB pu_VERB
1842,7.515269317082129e-06,3.2280172490573023e-06
1843,6.93057882017456e-06,2.852447323675733e-06
1844,7.72734529164154e-06,3.470966248642071e-06
1845,7.499268122046487e-06,3.5512571230356116e-06
1846,7.428191111102933e-06,3.1942158784659114e-06
1847,7.663770702492911e-06,3.449505811659037e-06
1848,6.998538538027788e-06,3.2092389119497966e-06
1849,7.176131020969478e-06,3.5713067063625203e-06
1850,7.076849669829244e-06,3.0543692446372006e-06
1851,7.084708613547264e-06,3.670375690489891e-06
1852,6.328901235974627e-06,3.1491508707404137e-06
1853,6.757240953447763e-06,3.255897127019125e-06
1854,6.327280061668716e-06,3.023357066922472e-06
1855,6.805085376981879e-06,3.11198800773127e-06
1856,6.017447049089242e-06,3.133234940833063e-06
1857,6.2219714891398326e-06,3.0607061489718035e-06
1858,6.550185389642138e-06,3.1231440971168922e-06
1859,6.9197544689814094e-06,3.4621687063918216e-06
1860,7.124844614736503e-06,3.3459214137110393e-06
1861,6.41418228042312e-06,3.290799440947012e-06
1862,6.349126124405302e-06,3.2845759960764553e-06
1863,6.2432759477815125e-06,3.367373437868082e-06
1864,6.1621844906767365e-06,3.1386289265356027e-06
1865,6.6182938098791055e-06,2.9502500638045603e-06
1866,6.695083357044496e-06,3.264826318627456e-06
1867,6.007295269228052e-06,3.2606039894744754e-06
1868,5.975271506031277e-06,3.232159542676527e-06
1869,6.207441401784308e-06,3.0907792734069517e-06
1870,6.12683106737677e-06,3.2219620607065735e-06
1871,6.588316409761319e-06,3.9638234738959e-06
1872,6.364824457705254e-06,3.702181174958241e-06
1873,5.823185347253457e-06,3.329415676489589e-06
1874,5.764302841271274e-06,3.3212852486030897e-06
1875,6.088277132221265e-06,3.242389539082069e-06
1876,5.623398465104401e-06,3.204992481187219e-06
1877,5.498301561601693e-06,3.0992111987870885e-06
1878,5.818661975354189e-06,3.1415338526130654e-06
1879,5.583923211816e-06,3.1682961889600847e-06
1880,5.172142209630692e-06,2.8546580779220676e-06
1881,5.508280992216896e-06,2.7659937131829793e-06
1882,5.437449544842821e-06,2.967636191897327e-06
1883,4.900015483144671e-06,2.695197963475948e-06
1884,5.626626261800993e-06,2.812982984323753e-06
1885,5.25125960848527e-06,2.678161536096013e-06
1886,5.198265171202365e-06,3.11379631057207e-06
1887,4.997891664970666e-06,2.781974671961507e-06
1888,5.008451353205601e-06,2.9452155558828963e-06
1889,5.039676125306869e-06,2.908276428570389e-06
1890,4.854834060097346e-06,2.7902024157810956e-06
1891,4.836120751861017e-06,2.701394350879127e-06
1892,4.9138866415887605e-06,2.6835500648303423e-06
1893,4.7610719775548205e-06,2.7577389118960127e-06
1894,4.8691995289118495e-06,2.81300708593335e-06
1895,4.772761258209357e-06,3.0406040423258673e-06
1896,4.928147063765209e-06,2.8441370432119584e-06
1897,4.625245310307946e-06,2.668634806468617e-06
1898,4.683986389864003e-06,2.713747107918607e-06
1899,4.6730147005291656e-06,2.698011030588532e-06
1900,4.508429810812231e-06,2.7253029202256585e-06
1901,4.6302702685352415e-06,2.588144980109064e-06
1902,3.8668486013193615e-06,2.253820184705546e-06
1903,4.3342170101823285e-06,2.6736490781331668e-06
1904,4.449114840099355e-06,2.5803576590988087e-06
1905,4.433607955434127e-06,2.7465559924166882e-06
1906,4.335518497100566e-06,2.7053265512222424e-06
1907,4.187303147773491e-06,2.4505648070771713e-06
1908,4.1511061681376304e-06,2.5961603569157887e-06
1909,4.176896709395805e-06,2.59151329373708e-06
1910,4.059951152157737e-06,2.472204187142779e-06
1911,4.146699666307541e-06,2.4191740521928295e-06
1912,3.952908627979923e-06,2.3838310880819336e-06
1913,3.933227617380908e-06,2.3433910882886266e-06
1914,4.140596502111293e-06,2.6244538275932427e-06
1915,4.807729055755772e-06,3.250312147429213e-06
1916,4.5597967073263135e-06,3.661022446976858e-06
1917,4.3098048081446905e-06,3.169296633132035e-06
1918,4.540564532362623e-06,3.196658553861198e-06
1919,4.156422619416844e-06,3.0487185540550854e-06
1920,3.920144536095904e-06,2.726003458519699e-06
1921,4.064293534611352e-06,2.6436462121637305e-06
1922,4.133119546168018e-06,2.6508921564527554e-06
1923,3.78777031073696e-06,2.6465559130883776e-06
1924,3.742438593690167e-06,2.3849504486861406e-06
1925,3.8064692944317358e-06,2.2590256776311435e-06
1926,3.739529347512871e-06,2.469984337949427e-06
1927,4.0605477806821e-06,2.4873920665413607e-06
1928,3.94541211790056e-06,2.410894694548915e-06
1929,4.057335900142789e-06,2.568977606642875e-06
1930,3.7886497921135742e-06,2.3664617856411496e-06
1931,3.816232492681593e-06,2.233168743259739e-06
1932,3.830357854894828e-06,2.3924667402752675e-06
1933,3.8094069623184623e-06,2.3033089746604674e-06
1934,3.692723112180829e-06,2.31004855777428e-06
1935,3.454046691331314e-06,2.2081483166402904e-06
1936,3.5464790926198475e-06,2.218822828581324e-06
1937,3.5783957628154894e-06,2.522001068427926e-06
1938,3.4915321975859115e-06,2.106847432514769e-06
1939,3.1979859613784356e-06,2.3858717668190366e-06
1940,3.2990535601129523e-06,2.2872761746839387e-06
1941,3.5919786114391172e-06,2.3848140244808747e-06
1942,3.601609478209866e-06,2.1998034753778484e-06
1943,3.809044528679806e-06,2.6564603103906848e-06
1944,4.080746293766424e-06,2.4677269720996264e-06
1945,4.258975422999356e-06,2.8538402148114983e-06
1946,3.956377895519836e-06,2.7925734684686176e-06
1947,3.870706677844282e-06,2.6297441308997804e-06
1948,3.5833743368129944e-06,2.3918153146951227e-06
1949,3.3564351724635344e-06,2.3560819499834906e-06
1950,3.345884806549293e-06,2.225981234005303e-06
1951,3.412714704609243e-06,2.3860216060711537e-06
1952,3.1634410788683454e-06,2.21546338252665e-06
1953,3.376517497599707e-06,2.4165694867406273e-06
1954,3.38129757437855e-06,2.302409484400414e-06
1955,3.083172259721323e-06,2.1070688944746507e-06
1956,3.1465879146708176e-06,2.1462728909682482e-06
1957,3.382936029083794e-06,2.3527704797743354e-06
1958,3.123599071841454e-06,2.0614429558918346e-06
1959,3.0762719234189717e-06,2.2035376332496526e-06
1960,3.084615400439361e-06,2.1240036858216627e-06
1961,3.1766983283887384e-06,2.1789428501506336e-06
1962,3.319380084576551e-06,2.2120743778941687e-06
1963,3.463218035903992e-06,2.2288486434263177e-06
1964,3.3376650208083447e-06,2.0795002910745097e-06
1965,3.0802132187091047e-06,2.095792524414719e-06
1966,3.443642754064058e-06,2.233354962299927e-06
1967,3.219509153495892e-06,1.9696690287673846e-06
1968,3.7085619624122046e-06,2.3076895558915567e-06
1969,3.3949638691410655e-06,2.163693352486007e-06
1970,3.098620936725638e-06,2.0491918348852778e-06
1971,3.0866353881719988e-06,1.8544476461102022e-06
1972,2.9113582513673464e-06,1.9376564068807056e-06
1973,3.0642386263934895e-06,1.9009526113222819e-06
1974,2.8482270408858312e-06,2.003265990424552e-06
1975,2.85802457256068e-06,1.8065411495626904e-06
1976,2.9338959848246304e-06,1.868894628387352e-06
1977,2.823793693096377e-06,1.9070157577516511e-06
1978,2.9399986942735268e-06,1.9586129837989574e-06
1979,3.0125959256110946e-06,1.9071580936724786e-06
1980,2.6458690172148636e-06,1.798781681827677e-06
1981,2.664321527845459e-06,1.7686236333247507e-06
1982,2.8250342438695952e-06,1.93363689504622e-06
1983,2.8279985144763486e-06,1.813127255445579e-06
1984,2.795701902869041e-06,1.8156695205107098e-06
1985,2.777984718704829e-06,1.8299327848581015e-06
1986,2.9115215056663146e-06,1.9218321085645584e-06
1987,2.716869175856118e-06,1.8369115650784806e-06
1988,2.7032465368392877e-06,1.921295734064188e-06
1989,2.9103512133588083e-06,1.9356607481313404e-06
1990,2.652948069226113e-06,1.8443683984514792e-06
1991,2.6716559204942314e-06,1.8469477254257072e-06
1992,2.8249482966202777e-06,1.911950676003471e-06
1993,2.8421673050615937e-06,1.9636490833363496e-06
1994,2.792018676700536e-06,1.946447810041718e-06
1995,2.7692456114891684e-06,1.7872397393148276e-06
1996,2.6759855700220214e-06,1.860858901636675e-06
1997,2.7690516617440153e-06,1.9021346133740735e-06
1998,2.7521641641214956e-06,1.943012648553122e-06
1999,2.7672567739500664e-06,1.806600494091981e-06
2000,2.6883722057391424e-06,1.775606847331801e-06
2001,2.6975121727446094e-06,1.8098785403708462e-06
2002,2.80003860098077e-06,1.7910433598444797e-06
2003,2.8643428322538966e-06,1.8796989706970635e-06
2004,2.9186146548454417e-06,1.9350247839611256e-06
2005,2.856277887985925e-06,1.9510243873810396e-06
2006,2.887052687583491e-06,1.8398732208879665e-06
2007,3.11849021272792e-06,1.9009727338925586e-06
2008,3.158594608976273e-06,1.8898774669651175e-06
2009,3.41784038937476e-06,1.943038341778447e-06
2010,3.870676209771773e-06,2.1205107714195037e-06
2011,3.857240699289832e-06,2.1548082713707117e-06
2012,4.562719823297812e-06,2.436764134472469e-06
2013,4.952649305778323e-06,2.6251245799358003e-06
2014,5.433102160168346e-06,2.9512852961488534e-06
2015,5.042930752097163e-06,2.724171054069302e-06
2016,5.262860668153735e-06,2.8338004085526336e-06
2017,4.765322501043556e-06,2.500266191418632e-06
2018,5.0787775762728415e-06,2.842711182893254e-06
2019,5.122383299749345e-06,2.72777128884627e-06
