year,peuvent_VERB unir_VERB,peuvent_VERB punir_VERB
1930,1.3654684494213143e-08,0.0
1931,1.710803587684495e-08,1.1405356659111021e-09
1932,2.082311922890767e-08,1.2055489939655217e-08
1933,2.7529589274877253e-08,8.02946331646126e-09
1934,9.585264137967897e-09,0.0
1935,1.3165112555668657e-08,8.377798899061872e-09
1936,2.424942913137329e-08,0.0
1937,1.888667711114067e-08,2.5182236296217297e-09
1938,2.3337385357535823e-08,2.5930428915188486e-09
1939,2.2941076593951948e-08,1.070583532936098e-08
1940,3.0429394115571995e-08,2.5357829169792012e-09
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,2.1239483061208375e-08,3.034211770724937e-09
1943,2.322588166236983e-08,5.806470415592457e-09
1944,9.639558484764166e-09,0.0
1945,2.178504132643866e-08,2.178504043826024e-09
1946,5.290019799986112e-08,5.568441707737293e-09
1947,3.457052599742383e-08,5.960435700558264e-09
1948,3.913879709216417e-08,1.848220954059343e-08
1949,1.47255123650325e-08,4.908504269707237e-09
1950,1.914365022059883e-08,1.595304155443955e-08
1951,1.9190522948520083e-08,6.396841278899501e-09
1952,2.9525450528922192e-08,0.0
1953,2.3702419582605216e-08,4.3095309543161875e-09
1954,2.052232517257835e-08,8.795282724349818e-09
1955,1.8771215692936494e-08,2.815682353940474e-09
1956,3.314033847345854e-08,2.616342476002842e-09
1957,1.3252556385623393e-08,8.835037701437898e-10
1958,2.2335056470978998e-08,4.1361216673863055e-09
1959,3.100299039715537e-08,2.325224457422337e-09
1960,2.07624992754063e-08,4.844583401109048e-09
1961,1.737039845295385e-08,2.08444772553662e-09
1962,2.663621678777872e-08,3.170978146727066e-09
1963,2.198458126656533e-08,7.759263453976928e-09
1964,3.285342842218597e-08,6.6923653285755336e-09
1965,2.954903344232207e-08,6.0192477668863376e-09
1966,2.6033651678858405e-08,4.985167390003653e-09
1967,3.500538170442269e-08,7.888536934785861e-09
1968,4.626158300879979e-08,5.838840522187638e-09
1969,2.361714024345929e-08,9.083515273289322e-09
1970,2.9431840076199478e-08,8.277704743875347e-09
1971,2.2608949379332444e-08,1.2332153964678128e-08
1972,2.8728821988011077e-08,7.182205497002769e-09
1973,2.9771300091852027e-08,5.513203671370093e-09
1974,2.8690415376786405e-08,1.1251143350321513e-09
1975,2.6843956391076063e-08,3.998036124386317e-09
1976,1.542652228181396e-08,2.285410749536254e-09
1977,2.8796231177352638e-08,2.938390863960194e-09
1978,2.4950484345254154e-08,2.3762365408686037e-09
1979,2.2237498953359136e-08,6.437170796402825e-09
1980,2.38776323158163e-08,6.253665585376211e-09
1981,1.9609203150139365e-08,3.1627747087981106e-09
1982,1.738100685599875e-08,1.8622506869903077e-09
1983,2.3366668600033336e-08,5.68378455412244e-09
1984,1.4497521405587577e-08,7.538710988796993e-09
1985,2.1054452403745927e-08,8.421781494405423e-09
1986,1.978180286243969e-08,7.792831269171074e-09
1987,1.588812459374367e-08,3.0554083707556856e-09
1988,3.1781734577407406e-08,2.398621523624911e-09
1989,1.2622680678475717e-08,9.329808037250586e-09
1990,1.961514328741032e-08,1.089730194969718e-09
1991,1.817054240405014e-08,5.8614650910726596e-09
1992,2.5345743281945943e-08,7.162927584403178e-09
1993,2.8803878393546256e-08,4.4313659408601325e-09
1994,3.270454485004848e-08,1.1077346151466827e-08
1995,3.036572593373421e-08,8.133675954979935e-09
1996,2.989331449043675e-08,5.871901187504136e-09
1997,1.965906726297817e-08,9.110299181713799e-09
1998,1.7642078020685403e-08,6.198567881199324e-09
1999,1.96518641359944e-08,5.0272213059088244e-09
2000,1.502130686503733e-08,6.185244316725402e-09
2001,2.4096664219541708e-08,4.8193329327261836e-09
2002,1.752488643091965e-08,7.886198361006791e-09
2003,2.2084691408963408e-08,8.333845613606172e-09
2004,2.686922684347337e-08,8.369103632333008e-09
2005,2.1167622321627277e-08,9.457874483587148e-09
2006,2.2648395159308166e-08,8.235780057930242e-09
2007,2.0371844655642235e-08,5.592271090648637e-09
2008,2.171294255504108e-08,8.940623352771127e-09
2009,1.8595951445377068e-08,9.53638501499654e-09
2010,1.795041271179798e-08,6.613310343794865e-09
2011,2.0267052036615496e-08,2.6767803529281764e-09
2012,1.05531832161887e-08,4.765953853791416e-09
2013,1.812931316180766e-08,4.462600067256517e-09
2014,1.4725027419615344e-08,4.7639794331644225e-09
2015,1.8397575018980206e-08,4.43315073539452e-09
2016,1.5949318310504168e-08,5.3854840587064245e-09
2017,1.5848351964109497e-08,4.528100561174142e-09
2018,1.3165480261534412e-08,5.421080029321956e-09
2019,1.607122257496485e-08,6.12237061048404e-09
