year,est_VERB assez_ADV,est_VERB passé_ADJ
1857,2.1329753508325666e-05,1.3668225662399891e-08
1858,2.0477587895584293e-05,2.4468380654951716e-09
1859,2.1347408619476482e-05,1.5276520048956854e-09
1860,2.135073191311676e-05,1.8308735638683515e-09
1861,2.1052534066257067e-05,7.545541969022906e-09
1862,2.1072792151244357e-05,9.487771457372673e-09
1863,2.0550367480609566e-05,3.995696662428827e-09
1864,2.1588262825389393e-05,7.671564716815737e-09
1865,2.0352394130895846e-05,1.4120533631256649e-09
1866,2.1603807908832096e-05,4.865612801552288e-09
1867,2.290866723342333e-05,4.367530337390235e-09
1868,2.245814903290011e-05,1.975949626142892e-09
1869,2.1828353055752814e-05,1.4650557433881772e-09
1870,2.2107051336206496e-05,5.734048791339319e-09
1871,2.1413356080302037e-05,4.248470908407853e-09
1872,2.1383995772339404e-05,1.2094678591978436e-09
1873,2.4091872546705417e-05,1.1972008939764578e-09
1874,2.3605680325999856e-05,1.1949218281515073e-09
1875,2.306919668626506e-05,3.432916173551348e-09
1876,2.4314653273904696e-05,1.813804439976252e-09
1877,2.430385211482644e-05,1.2369631985365004e-09
1878,2.3409318600897677e-05,2.4156354694326865e-09
1879,2.4070130166364834e-05,6.109325489944695e-09
1880,2.3605480237165466e-05,3.2089231272180996e-09
1881,2.435078567941673e-05,2.7890030285249168e-09
1882,2.449248313496355e-05,1.9966155395678697e-09
1883,2.4545575797674246e-05,7.58320695126713e-09
1884,2.4315369955729693e-05,2.6406787867472303e-09
1885,2.4138260414474644e-05,1.933690763067375e-09
1886,2.4056576876319014e-05,3.872078213618124e-09
1887,2.399053300905507e-05,7.834709769838355e-09
1888,2.3831200451240875e-05,6.340614699951175e-09
1889,2.4537408535252325e-05,6.265136742733546e-10
1890,2.442098775645718e-05,1.0487018364813139e-08
1891,2.4268567358376458e-05,8.92390783491237e-09
1892,2.474119173712097e-05,5.641661360300532e-09
1893,2.4375012799282558e-05,3.079208221734575e-09
1894,2.475244582456071e-05,1.8904617871129403e-09
1895,2.3706119463895448e-05,1.2037228991346183e-09
1896,2.4644274162710644e-05,0.0
1897,2.4533377654734068e-05,2.9133566670225264e-09
1898,2.483791467966512e-05,1.13167097914868e-09
1899,2.4363354896195233e-05,6.080336234504102e-09
1900,2.5574761821189895e-05,2.595526460424935e-09
1901,2.527954347897321e-05,2.794369402536745e-09
1902,2.401128767814953e-05,9.820567692386817e-10
1903,2.636009594425559e-05,4.320176216765503e-09
1904,2.5646637368481606e-05,2.1498500757388683e-09
1905,2.5334682504762895e-05,2.580379465655369e-09
1906,2.5440049284952693e-05,2.572092316910357e-09
1907,2.4876448151189834e-05,5.142843373384665e-10
1908,2.4676783141330816e-05,1.0313916831705683e-08
1909,2.533368024160154e-05,0.0
1910,2.4662720534252003e-05,1.6032452032632705e-09
1911,2.468228012730833e-05,2.6601871816467337e-09
1912,2.5042729248525575e-05,1.5628263128064646e-09
1913,2.5581091904314235e-05,4.772690687104841e-09
1914,2.4921262593124993e-05,4.68772043404897e-09
1915,2.208068144682329e-05,2.3561523843085297e-09
1916,2.103989027091302e-05,0.0
1917,2.108733679051511e-05,1.0966424435210342e-09
1918,2.0538789613055997e-05,4.594550517822427e-09
1919,2.0952458726242185e-05,1.8415696745321952e-09
1920,2.2792417439632118e-05,3.028892692213958e-09
1921,2.3654234610148706e-05,1.5145494858259667e-09
1922,2.349060923734214e-05,3.6889677978990676e-09
1923,2.246016083518043e-05,6.369568872344189e-09
1924,2.4570146706537344e-05,1.289162443462999e-09
1925,2.3137967218644917e-05,0.0
1926,2.296773345733527e-05,0.0
1927,2.2995276594883762e-05,1.1149224876660924e-09
1928,2.3996972231543623e-05,2.2852082448565625e-09
1929,2.2666270524496213e-05,5.570202965543558e-09
1930,2.4299037249875255e-05,2.100720708497761e-09
1931,2.407784813840408e-05,1.1405356659111021e-09
1932,2.3196955226012506e-05,0.0
1933,2.3108796085580252e-05,4.588264879146209e-09
1934,2.398352989985142e-05,3.5944740517379614e-09
1935,2.5238718080800027e-05,0.0
1936,2.4762304747127928e-05,2.424942913137329e-09
1937,2.380854493821971e-05,1.2591118148108649e-09
1938,2.5322360670543276e-05,2.5930428915188486e-09
1939,2.4759538064245135e-05,1.5294050470515685e-09
1940,2.431815846648533e-05,0.0
1941,2.394849252596032e-05,0.0
1942,2.5526824174448848e-05,0.0
1943,2.4076529371086508e-05,8.709705845433291e-09
1944,2.416958704998251e-05,0.0
1945,2.1652151190210134e-05,2.178504043826024e-09
1946,2.163896533602383e-05,0.0
1947,2.171744199586101e-05,3.5762612871081956e-09
1948,2.2476540834759362e-05,0.0
1949,2.220803617092315e-05,4.908504269707237e-09
1950,2.343927371839527e-05,0.0
1951,2.3086198780220002e-05,3.1984206394497505e-09
1952,2.4346898499061354e-05,1.0544803918932644e-09
1953,2.366686749155633e-05,2.1547654771580937e-09
1954,2.3677877834415995e-05,0.0
1955,2.4287137421197258e-05,1.8771215692936494e-09
1956,2.3954358766786754e-05,2.616342476002842e-09
1957,2.329181006643921e-05,1.7670075402875796e-09
1958,2.4068092898232862e-05,0.0
1959,2.269573997182306e-05,2.325224457422337e-09
1960,2.2758467821404338e-05,4.152500121534786e-09
1961,2.2503003492602147e-05,6.948159270159238e-10
1962,2.237695844087284e-05,3.170978146727066e-09
1963,2.290857992193196e-05,1.2932106496776896e-09
1964,2.17909491766477e-05,3.041984220075733e-09
1965,2.1204168660915457e-05,2.188817349590977e-09
1966,2.1528721845243126e-05,3.8773522170743036e-09
1967,2.0891804524580948e-05,1.4791006197611978e-09
1968,2.102970756823197e-05,1.7965663401398047e-09
1969,2.0035056877532043e-05,1.3625273131978588e-09
1970,1.944616815308109e-05,4.1388523719376735e-09
1971,1.9854254787787795e-05,2.0553589941130213e-09
1972,2.0091707483516075e-05,2.0520587451500205e-09
1973,1.895715104183182e-05,3.3079223804577396e-09
1974,1.8455812096362934e-05,4.500457340128605e-09
1975,1.736118611006532e-05,2.2845920710778955e-09
1976,1.7651940652285703e-05,5.713526873840635e-10
1977,1.7526326701045036e-05,5.876781838942691e-10
1978,1.7200982256326824e-05,2.3762365408686037e-09
1979,1.657981010794174e-05,5.851973350345929e-10
1980,1.7057725926861167e-05,0.0
1981,1.6183917978196405e-05,2.5302198114474095e-09
1982,1.6007907106541097e-05,6.207502289967692e-10
1983,1.5961961253196932e-05,5.052252838311233e-09
1984,1.54613171616802e-05,1.1598016991243298e-09
1985,1.4347707292472478e-05,1.8046674155058895e-09
1986,1.4675699276267551e-05,2.3977941854269602e-09
1987,1.4515634575218428e-05,3.6664902225425067e-09
1988,1.4102694876783062e-05,2.99827696004229e-09
1989,1.3443704119708855e-05,1.6464366536794728e-09
1990,1.3915309864387382e-05,0.0
1991,1.341161896561971e-05,3.5168792322792797e-09
1992,1.3289434718899429e-05,7.713921945651236e-09
1993,1.3456950910040177e-05,2.2156829704300662e-09
1994,1.2962077562406193e-05,2.637463358823311e-09
1995,1.3063226106169168e-05,1.626735190995987e-09
1996,1.3044696061115246e-05,3.736664311304594e-09
1997,1.2873332707385998e-05,9.58978896292706e-10
1998,1.2906371921417303e-05,1.43043876743576e-09
1999,1.3467925782606471e-05,9.140402323914998e-10
2000,1.2765902283717878e-05,3.97622823555821e-09
2001,1.3173866136639845e-05,1.3143635069212678e-09
2002,1.3240927728475071e-05,4.381221607729913e-09
2003,1.3058303011348471e-05,5.000307723435071e-09
2004,1.2938633517478593e-05,3.9643119897903034e-09
2005,1.3306778782862239e-05,4.503749373441224e-09
2006,1.3272370779304765e-05,3.294311934354255e-09
2007,1.3113077329762746e-05,3.994479413904628e-09
2008,1.3203171874920372e-05,1.2772318758180745e-09
2009,1.2928953765367623e-05,5.721831008997924e-09
2010,1.2459949175536167e-05,6.140930874920514e-09
2011,1.3409904568106867e-05,5.353560705856353e-09
2012,1.3247989954834338e-05,5.446804340891731e-09
2013,1.1839278158731759e-05,7.80955033974351e-09
2014,1.1744941730285063e-05,8.012147389990787e-09
2015,1.2339231943769846e-05,6.871383906315032e-09
2016,1.2913769751321524e-05,4.349814286541687e-09
2017,1.115547820518259e-05,6.037467414898856e-09
2018,1.1548707334441133e-05,6.9699601645822895e-09
2019,1.2178670658613555e-05,7.397864543179367e-09
