year,aurait_VERB assez_ADV,aurait_VERB passé_VERB
1961,7.504011989567516e-08,2.0358106667117681e-07
1962,8.878738810835785e-08,2.1943169770111126e-07
1963,8.729171696586491e-08,2.2501865259982878e-07
1964,8.456716216187488e-08,2.16589270962686e-07
1965,7.715581062939236e-08,2.489779831194028e-07
1966,6.813061759203265e-08,2.4870445258784457e-07
1967,9.959278202131827e-08,2.1200443711677508e-07
1968,8.713346488775642e-08,2.5511241119602346e-07
1969,8.947262841729753e-08,2.207294329537035e-07
1970,9.105475839987776e-08,2.2119867537639948e-07
1971,8.426972186725834e-08,1.8549614821949945e-07
1972,6.10487447261221e-08,2.21109331732805e-07
1973,6.505580785187703e-08,1.8414100111385778e-07
1974,4.2754344065087935e-08,1.755178402618185e-07
1975,5.311676432029344e-08,1.7020211373619532e-07
1976,4.8564977817022736e-08,1.6055010121363011e-07
1977,5.171568062678489e-08,1.6866363239387283e-07
1978,7.900986531694798e-08,1.5980191392372944e-07
1979,7.139407642853257e-08,1.8141116697734105e-07
1980,6.65162644963857e-08,1.6486937681747804e-07
1981,5.3767170271612486e-08,1.7838050325735821e-07
1982,5.897127053344775e-08,1.5394606123209087e-07
1983,4.736487113632393e-08,1.6735587848870637e-07
1984,6.146949260710244e-08,1.60632538381833e-07
1985,6.376491512583016e-08,1.425687230494077e-07
1986,8.212445123945145e-08,1.5885386517311417e-07
1987,7.699629378521422e-08,1.729361116531436e-07
1988,7.855485506524928e-08,1.5111315576632478e-07
1989,6.421102938247714e-08,1.695829752179634e-07
1990,4.794812724639996e-08,1.4003032333675947e-07
1991,7.03375846455856e-08,1.4888121313560987e-07
1992,5.1242480481050734e-08,1.697062828043272e-07
1993,4.819110444032049e-08,1.62852700213989e-07
1994,5.802419167366679e-08,1.687976549646919e-07
1995,5.6393488989670004e-08,1.572510797132054e-07
1996,4.5373784729463296e-08,1.553384834096505e-07
1997,4.6989967472654826e-08,1.4528529845847515e-07
1998,5.8171178096699805e-08,1.354148650989373e-07
1999,5.5756455452637965e-08,1.7458168599659984e-07
2000,5.080736187323964e-08,1.475622468660731e-07
2001,5.126017654788484e-08,1.2223580370118725e-07
2002,5.432714544895134e-08,1.6648641576466616e-07
2003,4.8752998083045895e-08,1.6459345886232768e-07
2004,6.827426091149391e-08,1.810369241184162e-07
2005,5.899912025597587e-08,1.4411997995011916e-07
2006,5.641509304155079e-08,1.8201073714863014e-07
2007,6.43111164322363e-08,1.8774053955894487e-07
2008,7.663391698997657e-08,2.0648582221838296e-07
2009,8.91651978918162e-08,2.3602552801094134e-07
2010,9.967203595806495e-08,2.2532492494065082e-07
2011,1.1739594185655733e-07,2.5850050633380306e-07
2012,1.2902117418889247e-07,3.1012743306746415e-07
2013,1.561910067948702e-07,3.1963372748577967e-07
2014,1.6587310369686747e-07,3.380259840923827e-07
2015,1.6358326604404283e-07,3.420175858082075e-07
2016,1.8994188621945796e-07,3.7967663502058713e-07
2017,1.3307584367794334e-07,3.252685587540327e-07
2018,1.5617874282725097e-07,3.5959831734544423e-07
2019,1.5816124232514994e-07,3.270366164542793e-07
