year,faudrait_VERB unir_VERB,faudrait_VERB punir_VERB
1853,5.971931837933653e-09,1.7318601663873778e-08
1854,6.754363734984281e-09,1.8184826089395756e-08
1855,7.429711956774554e-09,2.4411910715116392e-08
1856,2.0708756931497874e-09,1.2942972915652717e-08
1857,1.4644527812635033e-09,9.763017949637742e-09
1858,3.9149408159744326e-09,1.0766087576996597e-08
1859,8.147477359443656e-09,1.782260738991681e-08
1860,5.034902272882391e-09,1.4646988510946812e-08
1861,1.4147891747029462e-09,9.903524222920623e-09
1862,4.066187830886747e-09,1.626475132354699e-08
1863,9.989241656072068e-10,2.7969877081091e-08
1864,4.794728170054441e-09,2.205574922697906e-08
1865,5.6482134525026595e-09,1.5061901947888146e-08
1866,9.731225825149181e-10,2.6760870852626795e-08
1867,6.79393608038481e-09,1.747012134956094e-08
1868,2.4699371437009177e-09,2.1241458370013788e-08
1869,9.767038289254515e-10,1.660396442559886e-08
1870,6.307453670473251e-09,1.3188312664169644e-08
1871,0.0,1.0621176826930423e-08
1872,4.8378714367913744e-09,1.3908880269752899e-08
1873,1.1972008939764578e-09,1.616221290134945e-08
1874,5.974609140757536e-10,9.559374625212058e-09
1875,1.4875970677508121e-08,6.865832347102696e-09
1876,0.0,1.3905833817773328e-08
1877,0.0,1.2988113695655557e-08
1878,2.4156354694326865e-09,1.2078177569208037e-08
1879,2.443730107160036e-09,1.0996785704264767e-08
1880,7.701415505323439e-09,2.3104245627791897e-08
1881,4.183504653809678e-09,1.8825771164188154e-08
1882,6.655385131892899e-10,2.1297232422057277e-08
1883,6.319338829996468e-09,1.2006744043446815e-08
1884,6.601696966868076e-10,1.4523733327109767e-08
1885,1.933690763067375e-09,1.0957580620640783e-08
1886,0.0,1.0325542199041138e-08
1887,0.0,1.3710741875172516e-08
1888,6.340614699951175e-09,1.8387781963724592e-08
1889,1.2530273485467092e-09,1.7542383545787743e-08
1890,1.9663159989136147e-09,8.520702365899524e-09
1891,3.1871101313640793e-09,8.286486163910922e-09
1892,3.1342561879199593e-09,1.191017329205124e-08
1893,6.158416554491453e-10,1.2932674486876294e-08
1894,1.8904617871129403e-09,6.9316934414587195e-09
1895,6.6204757231957956e-09,1.2639090662958097e-08
1896,0.0,9.435246361988447e-09
1897,5.826713556089658e-10,1.0488084178916779e-08
1898,2.26334195829736e-09,3.3950129374460403e-09
1899,0.0,1.4371703827009696e-08
1900,2.07642125715779e-09,7.26747462209687e-09
1901,0.0,8.941982265753268e-09
1902,4.910283846193408e-10,6.874397495693074e-09
1903,5.400220270956879e-10,1.1340462791054051e-08
1904,1.0749250378694342e-09,9.13686282189019e-09
1905,2.0643036169332163e-09,1.0321517862621477e-08
1906,0.0,5.658602919567102e-09
1907,5.142843373384665e-10,7.71426478252124e-09
1908,4.911389073214423e-10,1.4734167219643268e-09
1909,0.0,7.151278680339601e-09
1910,0.0,6.947395991829808e-09
1911,0.0,1.1704822888702893e-08
1912,2.6047106693738442e-09,4.167536982180309e-09
1913,4.772690687104841e-09,9.545381374209683e-09
1914,2.0090231700464756e-09,9.37544086809794e-09
1915,3.534228465440492e-09,4.712304768617059e-09
1916,3.2962386153911893e-09,1.0987462051303964e-09
1917,8.773139548168274e-09,7.676496771580332e-09
1918,1.1486376294556067e-09,8.040463406189247e-09
1919,1.4732557396257562e-08,4.603924352863942e-09
1920,6.057785384427916e-09,1.2115570768855832e-08
1921,3.0290989716519334e-09,9.844571380313027e-09
1922,0.0,6.640141769764796e-09
1923,2.1231896241147297e-09,5.307974060286824e-09
1924,3.867487219366694e-09,1.804827398643738e-08
1925,6.598906754362588e-09,1.3197813508725176e-08
1926,0.0,5.57306911730393e-09
1927,5.574612327308159e-09,7.804457524684949e-09
1928,2.2852082448565625e-09,7.998228745975666e-09
1929,5.570202965543558e-09,7.798284684668033e-09
1930,0.0,6.302162347537887e-09
1931,2.2810713318222042e-09,3.4216069977333063e-09
1932,0.0,6.575722188983946e-09
1933,3.4411986593596566e-09,8.02946331646126e-09
1934,1.7972370258689807e-08,0.0
1935,4.787313656606784e-09,1.196828414151696e-09
1936,0.0,8.487299751891442e-09
1937,5.0364472592434595e-09,6.295559185076627e-09
1938,1.2965214457594243e-09,2.5930428915188486e-09
1939,6.117620188206274e-09,6.117620188206274e-09
1940,2.5357829169792012e-09,0.0
1941,1.1806010391524069e-08,8.854508237732261e-09
1942,3.034211770724937e-09,1.2136847082899749e-08
1943,0.0,5.806470415592457e-09
1944,0.0,0.0
1945,2.178504043826024e-09,0.0
1946,0.0,5.568441707737293e-09
1947,0.0,4.7683483828109274e-09
1948,2.174377566888097e-09,7.610321262063735e-09
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,2.1270722960764488e-09,2.1270722960764488e-09
1951,1.0661401761424827e-09,5.330700769690111e-09
1952,3.1634410646574906e-09,3.1634410646574906e-09
1953,0.0,4.3095309543161875e-09
1954,9.772536113672459e-10,1.9545072227344917e-09
1955,0.0,2.815682353940474e-09
1956,8.72114158667614e-10,3.488456634670456e-09
1957,5.301022731885041e-09,1.236905244894615e-08
1958,4.9633461784992505e-09,2.4816730892496253e-09
1959,0.0,4.650448914844674e-09
1960,0.0,4.152500121534786e-09
1961,4.16889545107324e-09,1.042223907177231e-08
1962,1.9025869768540815e-09,3.805173953708163e-09
1963,6.466053470433053e-09,1.0345685197421517e-08
1964,1.8251904432275978e-09,7.909158661334459e-09
1965,1.6416130677043839e-09,1.0944086747954884e-09
1966,2.769537488234164e-09,1.1078149508847446e-09
1967,3.944268467392931e-09,2.9582012395223956e-09
1968,1.3474247273492779e-09,7.186265360559219e-09
1969,3.6334062425424918e-09,4.541757636644661e-09
1970,2.2993624781975086e-09,7.3579600190498695e-09
1971,1.0276794970565106e-09,1.284599360218408e-08
1972,1.0260293725750103e-09,8.208234980600082e-09
1973,3.3079223804577396e-09,1.6539611902288698e-09
1974,1.1251143350321513e-09,2.812785782069227e-09
1975,2.8557400888473694e-09,5.140332159925265e-09
1976,5.713526984862938e-09,1.7140580066410394e-09
1977,5.876781838942691e-10,2.3507127355770763e-09
1978,5.940591352171509e-10,4.752473081737207e-09
1979,1.7555920051037788e-09,5.266775904289034e-09
1980,0.0,2.8425752862659692e-09
1981,0.0,4.427884725544118e-09
1982,3.7245013739806154e-09,2.483000915987077e-09
1983,0.0,3.78918940668882e-09
1984,1.1598016991243298e-09,1.1598016991243298e-09
1985,2.4062232206745193e-09,1.8046674155058895e-09
1986,2.3977941854269602e-09,2.997242676272549e-09
1987,1.2221633705067347e-09,3.0554083707556856e-09
1988,2.398621523624911e-09,5.396898483667201e-09
1989,3.2928733073589456e-09,7.683371272548811e-09
1990,1.6345953479657283e-09,1.089730194969718e-09
1991,5.861465202094962e-10,2.344586080837985e-09
1992,0.0,6.61193322315512e-09
1993,1.1078414852150331e-09,6.647049133334804e-09
1994,0.0,3.6924485691258724e-09
1995,1.0844901643380922e-09,4.337960657352369e-09
1996,1.6014276571496566e-09,1.6014276571496566e-09
1997,4.79489448146353e-10,5.753873377756236e-09
1998,9.536258449571733e-10,2.3840645013706308e-09
1999,4.570201161957499e-10,7.312321859131998e-09
2000,8.836062992401139e-10,3.092622158362701e-09
2001,4.3812117822561447e-10,2.190605918883648e-09
2002,1.752488598683044e-09,7.886198361006791e-09
2003,4.1669229178253886e-10,5.416999737661854e-09
2004,1.3214374039449694e-09,2.2023955992267474e-09
2005,1.8014998381943315e-09,4.053374524914943e-09
2006,4.1178899179428186e-10,7.823991232669414e-09
2007,7.988958938831558e-10,5.592271090648637e-09
2008,1.7029758714315335e-09,5.960415716543821e-09
2009,1.430457752249481e-09,5.245011536203492e-09
2010,4.723793023408973e-10,8.030448306328708e-09
2011,3.82397197240536e-10,4.971163480860241e-09
2012,3.404252713057332e-10,5.446804340891731e-09
2013,5.578250084070646e-10,6.693900100884775e-09
2014,2.165445156521173e-09,7.795602385840539e-09
2015,0.0,5.763096222466402e-09
2016,6.214020409345267e-10,6.006886099640951e-09
2017,7.54683426862357e-10,2.5156112748447867e-09
2018,1.290733298020541e-09,4.3884935685412074e-09
2019,0.0,7.397864543179367e-09
