year,aient_VERB osé_VERB,aient_VERB posé_VERB
1853,9.793968303029033e-08,3.5831591027601917e-09
1854,8.261106643203675e-08,2.0782657372819813e-08
1855,1.1091498208770645e-07,1.539011762474729e-08
1856,7.921099864915959e-08,9.836659486950339e-09
1857,1.054405984746154e-07,6.8341128311999455e-09
1858,9.053300686900911e-08,5.872411001917044e-09
1859,9.013146495817637e-08,5.601390462572908e-09
1860,7.552353764594955e-08,2.746310290291376e-09
1861,7.356903353183952e-08,5.659156698811785e-09
1862,9.081152541057236e-08,1.0843167252971853e-08
1863,1.0338865052972324e-07,4.495158911765884e-09
1864,1.0308664855074312e-07,8.151037178549814e-09
1865,8.613525181999648e-08,6.118897832863013e-09
1866,7.103794530394225e-08,1.1677471434268227e-08
1867,7.424801395927716e-08,6.308654931785895e-09
1868,8.694178177393042e-08,1.975949714960734e-08
1869,7.178773131499838e-08,2.9301114867763545e-09
1870,7.282241654138488e-08,1.3761717099214366e-08
1871,7.753459385639871e-08,1.0621176826930423e-08
1872,7.619647846013322e-08,2.0560953828407946e-08
1873,7.18320549708551e-08,1.1972009161809183e-08
1874,6.452577849813679e-08,3.5847653734322193e-09
1875,7.037478155780263e-08,8.010138330405425e-09
1876,3.688068872520489e-08,1.0882827083946722e-08
1877,8.225805459005642e-08,1.2369632429454214e-08
1878,4.166971123709118e-08,8.4547240319921e-09
1879,6.720257772485638e-08,1.649517855639715e-08
1880,5.262634061864446e-08,1.7328185109022343e-08
1881,4.8807553554297556e-08,4.8807553554297556e-09
1882,5.457415852561098e-08,3.3276925659464496e-09
1883,5.497824773215143e-08,1.2006744043446815e-08
1884,3.300848305798354e-08,2.178559910248623e-08
1885,5.9299846810745294e-08,4.511945039809007e-09
1886,5.162771188338411e-08,5.808117542471791e-09
1887,4.1785117588233334e-08,4.570247291724172e-09
1888,4.882273429984707e-08,5.07249175996094e-09
1889,5.0121094830046786e-08,7.51816386923565e-09
1890,4.129263331265065e-08,1.1142456735058204e-08
1891,2.7409146952095398e-08,1.1473596295275001e-08
1892,3.6984221907232495e-08,3.1342561879199593e-09
1893,3.87980243488073e-08,1.6627724974682678e-08
1894,4.159015887239548e-08,1.2603078580752936e-08
1895,3.671354775747204e-08,1.0833506536300774e-08
1896,2.5357223876198987e-08,5.307326134129653e-09
1897,7.92433070273546e-08,1.2236098356765979e-08
1898,4.639851169940812e-08,8.487532454637403e-09
1899,3.814029270188257e-08,8.291367592505594e-09
1900,3.010810800674335e-08,3.633737311048435e-09
1901,4.415103660448949e-08,7.265360757457984e-09
1902,3.338993082024899e-08,1.4730852093691738e-09
1903,6.102249017203576e-08,7.020286574288548e-09
1904,3.708491291831706e-08,1.0211787859759625e-08
1905,2.167518786677647e-08,5.160758931310738e-09
1906,4.78409170057148e-08,2.3148830408104004e-08
1907,7.045695582519329e-08,2.0571373937627868e-08
1908,4.371136341774218e-08,5.893666887857307e-09
1909,3.740668930163338e-08,2.7504918342913243e-09
1910,6.840512867256621e-08,1.336037680488289e-08
1911,4.8947441655400326e-08,1.0108711201439746e-08
1912,7.032718940536142e-08,2.6047106693738442e-09
1913,4.2423916823963737e-08,6.363587878865928e-09
1914,4.620753202289052e-08,9.37544086809794e-09
1915,4.123266705846618e-08,1.295883844676382e-08
1916,8.350470892537487e-08,2.0876177231343718e-08
1917,6.908847183240141e-08,1.4256351654751143e-08
1918,5.6283244731503146e-08,6.89182577673364e-09
1919,5.985101125816072e-08,6.4454939163738345e-09
1920,6.284952291935042e-08,3.028892692213958e-09
1921,5.14946840723951e-08,7.572747762196741e-09
1922,4.648099505288883e-08,8.115729421831475e-09
1923,3.6094224498128824e-08,8.492758496458919e-09
1924,4.512068585427187e-08,3.867487219366694e-09
1925,4.3992713472107425e-08,8.798542339150117e-09
1926,4.0126099776216506e-08,1.2260752413340015e-08
1927,6.578042643923254e-08,3.3447675740205796e-09
1928,4.1133748851507335e-08,7.998228745975666e-09
1929,5.23599084090165e-08,1.4482528065684619e-08
1930,3.361153133596417e-08,1.3654684494213143e-08
1931,3.763767608688795e-08,2.0529641986399838e-08
1932,3.3974561830518724e-08,7.6716757391182e-09
1933,3.326492148403304e-08,5.735331320977366e-09
1934,2.3963160344919743e-08,7.188948103475923e-09
1935,3.590485420090772e-08,4.787313656606784e-09
1936,2.5461901032031165e-08,8.487299751891442e-09
1937,4.0291578073947676e-08,6.295559185076627e-09
1938,4.019216603978748e-08,5.186085783037697e-09
1939,4.8940961505650193e-08,3.058810094103137e-09
1940,2.7893612752905028e-08,5.0715658339584024e-09
1941,1.7709016475464523e-08,8.854508237732261e-09
1942,3.6410540360520827e-08,6.068423541449874e-09
1943,4.645176332473966e-08,1.1612940831184915e-08
1944,1.927911696952833e-08,9.639558484764166e-09
1945,3.0499055725385915e-08,8.714016175304096e-09
1946,4.1763314584386535e-08,1.1136883415474585e-08
1947,4.649139739854036e-08,1.3112957830685446e-08
1948,3.587722829934137e-08,8.697510267552389e-09
1949,2.9451024730065e-08,1.570721330779179e-08
1950,2.7651939404904624e-08,1.0635361480382244e-09
1951,2.7719645245838365e-08,1.0661401539380222e-08
1952,2.4253049346611988e-08,1.0544804140977249e-08
1953,4.5250075686453783e-08,2.1547654771580937e-09
1954,4.397641362174909e-08,1.172704333640695e-08
1955,2.2525458831523792e-08,1.3139850985055546e-08
1956,3.662879421995058e-08,1.744228228517386e-08
1957,2.47381048978923e-08,9.718541527092839e-09
1958,3.1434524316864554e-08,1.9026160202884057e-08
1959,2.325224279786653e-08,1.3176271629333769e-08
1960,3.114374891310945e-08,8.305000243069571e-09
1961,2.570818935510033e-08,1.250668635321972e-08
1962,3.170978146727066e-08,6.341956293454132e-09
1963,2.651081842941494e-08,9.69907976156037e-09
1964,4.015419108327478e-08,1.2167936880302932e-08
1965,4.377634610364112e-08,1.0396882466068291e-08
1966,2.76953731059848e-08,1.273987226824147e-08
1967,3.254021407883556e-08,1.232583901611406e-08
1968,2.649935382237345e-08,1.7516521566562915e-08
1969,3.633406109315729e-08,1.4533624970169967e-08
1970,3.7709543931896405e-08,9.197449912790034e-09
1971,2.3122789016838396e-08,1.644287195290417e-08
1972,2.667676390899487e-08,1.6929485369132635e-08
1973,3.9695066789136035e-08,1.4885650045926013e-08
1974,2.6440186928766707e-08,1.518904291231138e-08
1975,3.0270843609514486e-08,1.1994108817248161e-08
1976,2.3425460682346966e-08,1.4855169538918744e-08
1977,2.703319701424789e-08,1.23412418062685e-08
1978,2.673266052966028e-08,1.6039596317796168e-08
1979,2.63338808537128e-08,1.1703946256602649e-08
1980,1.989802811408481e-08,1.6486936260662333e-08
1981,1.771153890217647e-08,2.1506869174459098e-08
1982,2.3588508923921836e-08,9.932003663948308e-09
1983,2.9050454486423405e-08,1.2630632539867293e-08
1984,3.015484395518797e-08,1.8556827185989277e-08
1985,2.6468455871508922e-08,1.804667348892508e-08
1986,2.8174081734277934e-08,1.4386765556650971e-08
1987,1.8943532964499354e-08,7.332980445085013e-09
1988,2.2187249371086182e-08,8.395175221664886e-09
1989,2.359892548042808e-08,9.878619700032232e-09
1990,1.6345952147389653e-08,1.689081763345257e-08
1991,2.5204300868608698e-08,1.875668864670388e-08
1992,2.0386792698445788e-08,1.322386644631024e-08
1993,2.3818591543545153e-08,1.3848018731721368e-08
1994,2.9012095836833396e-08,1.5824779708850656e-08
1995,1.843633334885908e-08,1.138714633697191e-08
1996,1.92171327739743e-08,1.014237493990322e-08
1997,1.1507746755512471e-08,1.2466725429760572e-08
1998,1.6688451509594415e-08,9.536258005482523e-09
1999,2.1936966021485205e-08,1.1425503210205079e-08
2000,1.899753598877396e-08,1.0603275590881367e-08
2001,2.1029816110740285e-08,6.571817756650944e-09
2002,1.6648641576466616e-08,7.886198361006791e-09
2003,2.2084691408963408e-08,7.083769126836614e-09
2004,2.1583476339515073e-08,9.690540814233373e-09
2005,2.0266872624574717e-08,4.053374524914943e-09
2006,1.6471560115860484e-08,7.412201963319376e-09
2007,1.5179022483380322e-08,1.1184542181297275e-08
2008,1.6604014163590364e-08,1.1069342775726909e-08
2009,1.5735034608610476e-08,1.0490023072406984e-08
2010,1.8895171649546683e-08,1.0864724231396394e-08
2011,1.911985947344874e-08,1.185431308670104e-08
2012,2.2808492872172792e-08,1.1234034147378225e-08
2013,2.119734965333464e-08,1.0877587719448911e-08
2014,1.9272462736807938e-08,8.012147389990787e-09
2015,6.117748085898711e-08,1.2412821881468972e-08
2016,3.0034431830472386e-08,1.0356700386182638e-08
2017,1.7106156491308866e-08,1.0817128526241504e-08
2018,2.220061290358899e-08,1.1874746519424662e-08
2019,6.071351066339048e-08,1.020395146156261e-08
