year,voulaient_VERB unir_VERB,voulaient_VERB punir_VERB
1989,1.0976244357863152e-09,3.2928733073589456e-09
1990,2.179460389939436e-09,1.6345953479657283e-09
1991,5.861465202094962e-10,4.10302547493302e-09
1992,2.7549720282848966e-09,4.4079553340736766e-09
1993,2.7696036575264316e-09,6.093128224193833e-09
1994,5.274926606624319e-10,4.747434001473039e-09
1995,2.1689803286761844e-09,3.253470381991974e-09
1996,0.0,2.6690460952494277e-09
1997,0.0,2.3974471297094624e-09
1998,1.9072516899143466e-09,2.3840645013706308e-09
1999,4.570201161957499e-10,4.570201106446348e-09
2000,8.836062992401139e-10,5.743440834038438e-09
2001,2.190605918883648e-09,8.762423675534592e-09
2002,4.38122149670761e-10,3.066854992184176e-09
2003,0.0,5.8336921959778465e-09
2004,1.3214374039449694e-09,4.404791198453495e-09
2005,1.3511248786457486e-09,4.053374524914943e-09
2006,4.1178899179428186e-10,4.941467679486777e-09
2007,1.5977917877663117e-09,3.595031605740928e-09
2008,0.0,7.2376473703172906e-09
2009,9.53638501499654e-10,4.291373478793048e-09
2010,0.0,7.558068837454357e-09
2011,1.529588788962144e-09,6.118355155848576e-09
2012,1.0212758416727752e-09,3.063827413996023e-09
2013,0.0,4.741512515948898e-09
2014,8.661780737106994e-10,6.496335469563519e-09
2015,1.329945265027277e-09,5.984753581600444e-09
2016,2.0713399884186856e-09,7.663958356829426e-09
2017,5.031222660711876e-10,5.282783988036499e-09
2018,2.5814667070633845e-10,3.872199894061623e-09
2019,2.55098775436835e-10,2.806086474294034e-09
