year,avaient_VERB assez_ADV,avaient_VERB passé_VERB
1899,2.006511010677059e-07,1.1950623957091011e-06
1900,1.8168685755881597e-07,1.1363215435267193e-06
1901,2.1963744245567796e-07,1.2149918120485381e-06
1902,1.7480610381426231e-07,9.923683137458283e-07
1903,1.9278786567156203e-07,1.1513269555507577e-06
1904,2.12297692314678e-07,1.2506752682384104e-06
1905,2.4255567154796154e-07,1.0920166459982283e-06
1906,2.062817969772368e-07,1.2289457345104893e-06
1907,2.1754227930159686e-07,1.1797682191172498e-06
1908,1.6846064454512089e-07,1.1546675295903697e-06
1909,1.8043226646113908e-07,1.121650598179258e-06
1910,2.009400645874848e-07,1.2013650803055498e-06
1911,2.0909070030938892e-07,1.1683541742968373e-06
1912,1.9014387930837984e-07,1.06272193534096e-06
1913,2.2272557487212907e-07,1.082340190805553e-06
1914,2.464401802626526e-07,1.1451431873865658e-06
1915,2.674233030575124e-07,1.54681401909329e-06
1916,2.175517437308372e-07,1.4107901051829685e-06
1917,1.831392921758379e-07,1.3960258229417377e-06
1918,2.0675477685472288e-07,1.4128243037703214e-06
1919,2.3111699931632756e-07,1.3747317098022904e-06
1920,2.0975082293261949e-07,1.2562331903609447e-06
1921,1.6811499392588303e-07,1.1760477036659722e-06
1922,1.9920425131658703e-07,1.2483467344281962e-06
1923,2.2081172801335924e-07,1.0255006372972275e-06
1924,1.8692855974222766e-07,1.0429324674987583e-06
1925,1.9246810722961527e-07,1.0723223340391996e-06
1926,2.1289125129442255e-07,1.058883185578452e-06
1927,2.5197249442499015e-07,1.1985416676907334e-06
1928,1.5653677110094577e-07,9.849247817328433e-07
1929,1.9941327877859294e-07,1.1173827942911885e-06
1930,2.132231458062961e-07,1.0692668865885935e-06
1931,1.779235674348456e-07,1.1359735481164535e-06
1932,1.6548899850477028e-07,9.589595038050902e-07
1933,1.9270711959507025e-07,9.807416745388764e-07
1934,2.4202790882554837e-07,9.980656159314094e-07
1935,1.543908609846767e-07,9.23951517961541e-07
1936,1.7702083709991712e-07,9.748270031195716e-07
1937,1.8131210310912138e-07,1.0161032832911587e-06
1938,1.8410604241125839e-07,8.971928195933287e-07
1939,2.0799907929358596e-07,8.885843385542103e-07
1940,1.6989746143281081e-07,8.596304041930125e-07
1941,1.9184767552360427e-07,8.70693270371703e-07
1942,2.2453167503044824e-07,1.1135557542729657e-06
1943,2.438717672248458e-07,1.1177455689903582e-06
1944,1.8636480092482088e-07,1.0892700856857118e-06
1945,2.810270132158621e-07,1.1175725376233459e-06
1946,2.2830610646451532e-07,1.1387463700884837e-06
1947,2.479541194588819e-07,9.751272500579944e-07
1948,1.9895554714821628e-07,9.534645641906536e-07
1949,2.0321206761764188e-07,7.676900395381381e-07
1950,1.8611882524055545e-07,7.306493330361263e-07
1951,2.24955570615748e-07,9.403356102666294e-07
1952,1.8664303524928982e-07,8.340940098605643e-07
1953,1.6914908940179885e-07,7.498583727283403e-07
1954,1.8176916682932642e-07,8.033024414544343e-07
1955,1.7551086273215333e-07,7.56480005748017e-07
1956,1.7703916910249973e-07,7.116451570254867e-07
1957,2.1557491436396958e-07,8.022214501579583e-07
1958,2.0763330610407138e-07,7.618735935466248e-07
1959,1.852428681559104e-07,7.138438604670228e-07
1960,1.674841740850752e-07,7.073091410347843e-07
1961,1.834314105053636e-07,7.094070610946801e-07
1962,2.1752910583927587e-07,7.64205765335646e-07
1963,2.1984581621836696e-07,8.011439831534517e-07
1964,1.8616943009419629e-07,7.976082656568906e-07
1965,1.5759485449962085e-07,6.965911438783223e-07
1966,2.0882312412595638e-07,7.682696718802617e-07
1967,1.7502691207482712e-07,7.55820451558975e-07
1968,2.2906220920049236e-07,7.922857321318588e-07
1969,1.9257052485954773e-07,6.989765211073973e-07
1970,1.908470892431069e-07,6.024329763931746e-07
1971,2.0399437516971375e-07,6.566871775248728e-07
1972,1.780160943098963e-07,5.525168376152578e-07
1973,1.7531988305563573e-07,6.070037557037722e-07
1974,1.5864111446717288e-07,5.783087431154854e-07
1975,1.4735618947270268e-07,5.197446739657607e-07
1976,1.6169281025213422e-07,5.833510954289522e-07
1977,1.745404176745069e-07,5.436023116089927e-07
1978,1.6396032265220128e-07,5.708908474844065e-07
1979,1.7614439684621175e-07,5.881233278159925e-07
1980,1.637323379100053e-07,5.963723310742353e-07
1981,1.4295741834757791e-07,5.414670454229054e-07
1982,1.669818061600381e-07,5.617789611278567e-07
1983,1.7303966615145328e-07,5.582739390774805e-07
1984,1.3279729671467067e-07,5.219107492848707e-07
1985,1.47381172155292e-07,6.009542516949296e-07
1986,1.912240890078465e-07,5.341086648513738e-07
1987,1.6682530201705958e-07,5.304189016896999e-07
1988,1.8529351564211538e-07,5.738701815971581e-07
1989,1.640948568137901e-07,5.608860647043912e-07
1990,1.4874817111376615e-07,5.394164190875017e-07
1991,1.6998248497657187e-07,4.847431682719616e-07
1992,1.3829959755184973e-07,5.509944003279088e-07
1993,1.423576350134681e-07,5.577981596616155e-07
1994,1.6985264039703907e-07,5.50702338841802e-07
1995,1.4369494749644218e-07,5.194708023736894e-07
1996,1.3772277895895968e-07,4.921720915262995e-07
1997,1.323390819152337e-07,5.216845124778047e-07
1998,1.6116277379296662e-07,5.602551595984551e-07
1999,1.1973926916653e-07,4.638754091956798e-07
2000,1.7186142997616116e-07,5.482776828102942e-07
2001,1.4282750271377154e-07,5.476514957081235e-07
2002,1.4589467411951773e-07,5.704350201085617e-07
2003,1.7792760331758473e-07,5.946199053141754e-07
2004,1.6253679291367007e-07,6.765759508198244e-07
2005,1.567304792615687e-07,5.962964451100561e-07
2006,1.7748105562986893e-07,6.600977258131024e-07
2007,1.633742101603275e-07,9.594739367457805e-07
2008,1.843471437723565e-07,9.511120424576802e-07
2009,1.6784036915851175e-07,1.2149354233770282e-06
2010,2.0926403010435024e-07,1.4587072882932262e-06
2011,2.1299523211837368e-07,1.71543388205464e-06
2012,3.084252853113867e-07,2.0759132439707173e-06
2013,3.277222049291595e-07,2.2349258870235644e-06
2014,3.451719692293409e-07,2.4105736429191893e-06
2015,3.114288347205729e-07,2.465275201757322e-06
2016,3.3534996646267246e-07,2.4936862246249802e-06
2017,2.8828907261413406e-07,2.1795256088807946e-06
2018,3.1545522460874054e-07,2.430192807878484e-06
2019,2.933635983026761e-07,2.337980276934104e-06
