year,sont_VERB assez_ADV,sont_VERB passés_ADJ
1893,9.878715900413226e-06,5.142277927916439e-07
1894,1.0098216989717912e-05,4.7450589590880554e-07
1895,9.850064088823274e-06,5.32647391082719e-07
1896,1.017473368847277e-05,4.941710471939587e-07
1897,1.0110513358085882e-05,5.517897534446092e-07
1898,1.0366105925641023e-05,5.426362577054533e-07
1899,1.0186774488829542e-05,5.776319653705286e-07
1900,1.0438689059810713e-05,4.947073648509104e-07
1901,1.0462677892064676e-05,4.6274757892206253e-07
1902,1.0259546797897201e-05,4.586205193390924e-07
1903,1.1378264389350079e-05,5.189611442801834e-07
1904,1.0679917977540754e-05,4.933905870529998e-07
1905,1.0174952876695897e-05,5.067865345154132e-07
1906,1.0683442269510124e-05,4.357124225862208e-07
1907,1.0327858035452664e-05,4.47427368044373e-07
1908,1.0056560313387308e-05,4.867186476076313e-07
1909,1.0629550160956569e-05,4.6263272679425427e-07
1910,9.747196600073949e-06,4.895242113889253e-07
1911,1.0402395673736464e-05,5.788567136733036e-07
1912,9.959371709555853e-06,5.183374014450237e-07
1913,1.0471283530932851e-05,4.990113211533753e-07
1914,1.0219901014352217e-05,5.042647899244912e-07
1915,8.691846232977696e-06,7.751741577521898e-07
1916,8.57461509440327e-06,7.548386520284112e-07
1917,8.890479875844903e-06,7.062377562760958e-07
1918,8.658430488139857e-06,7.224930413940456e-07
1919,8.387429261347279e-06,5.70886584227992e-07
1920,8.919331776269246e-06,5.239984375293716e-07
1921,9.357643648399971e-06,4.649666891509696e-07
1922,9.1110123321414e-06,5.312113557920384e-07
1923,8.492758752254304e-06,4.936416075906891e-07
1924,9.458584827370942e-06,4.2671277356021164e-07
1925,9.110890459851362e-06,4.223300322792056e-07
1926,9.136490007222164e-06,5.182954510019044e-07
1927,8.816807167022489e-06,4.2924514787046064e-07
1928,9.245952242054045e-06,4.284765395823342e-07
1929,8.927921953727491e-06,4.411600968978746e-07
1930,9.583487553754821e-06,3.6132396985522064e-07
1931,9.289662557421252e-06,4.744628370190185e-07
1932,9.1402534962981e-06,4.515329123933043e-07
1933,9.354324902233202e-06,4.691500805620308e-07
1934,9.21623177418951e-06,4.984337351743306e-07
1935,9.671570296632126e-06,3.9974068499759596e-07
1936,1.0045326234831009e-05,4.6073915882516303e-07
1937,9.520144885755144e-06,3.387010849564831e-07
1938,9.888569366012234e-06,4.045146795306209e-07
1939,1.0445836778671946e-05,4.3435102270450443e-07
1940,9.854052223090548e-06,3.7022431342847995e-07
1941,1.010889627650613e-05,4.0140434975910466e-07
1942,1.0349695912736934e-05,4.2175543057965115e-07
1943,9.310675523011014e-06,3.861302957375301e-07
1944,9.800217412703205e-06,4.1128782868327107e-07
1945,8.380705367017072e-06,5.010559220863797e-07
1946,8.02830072643701e-06,4.705333367382991e-07
1947,7.4994200076616835e-06,4.291513562293403e-07
1948,8.885594070306979e-06,3.707313851464278e-07
1949,9.102330295718275e-06,4.2409476463944884e-07
1950,8.816714398562908e-06,4.03080207433959e-07
1951,9.312734619015828e-06,3.475616949799587e-07
1952,9.92055174720008e-06,3.6906814671056054e-07
1953,9.727688848215621e-06,3.727744228854135e-07
1954,9.396293535246514e-06,3.9481045632783207e-07
1955,9.364021025248803e-06,3.575916593945294e-07
1956,9.527847396384459e-06,3.87218676678458e-07
1957,9.422567927686032e-06,3.631200513609656e-07
1958,1.0062356523121707e-05,3.8631375787190336e-07
1959,9.01334442460211e-06,3.464584210632893e-07
1960,9.199171472573653e-06,3.5642293028104177e-07
1961,8.90615046955645e-06,3.8562282611565024e-07
1962,8.93074320629239e-06,3.557837544576614e-07
1963,9.12295490707038e-06,4.00248694631955e-07
1964,8.568660632590763e-06,3.729472553004598e-07
1965,8.476742550556082e-06,3.835902475657349e-07
1966,8.845902812026907e-06,3.594859379063564e-07
1967,8.36825893202331e-06,4.087248157702561e-07
1968,8.186054401448928e-06,4.1321024468743417e-07
1969,8.15245493868133e-06,4.0648731669534754e-07
1970,7.808635018591303e-06,3.7847507883270737e-07
1971,7.869455657782964e-06,3.7407534136946197e-07
1972,7.976352208061144e-06,3.791178642131854e-07
1973,7.632479537278414e-06,4.11836310831859e-07
1974,7.454445039911661e-06,3.470977674169262e-07
1975,7.137065495044226e-06,3.849537506539491e-07
1976,7.225326044135727e-06,3.5595272152022517e-07
1977,7.143816219468135e-06,3.631851086538518e-07
1978,7.1578183451492805e-06,3.84950311627108e-07
1979,6.709872650390025e-06,3.704299160744995e-07
1980,7.151919362513581e-06,3.8488471432174265e-07
1981,6.749994099664036e-06,4.016723949007428e-07
1982,6.561329882970313e-06,3.6624263088924636e-07
1983,6.288791610131739e-06,3.675513937650976e-07
1984,6.484451205324149e-06,3.9549237840219575e-07
1985,6.005933300912147e-06,4.0965949210658437e-07
1986,6.1617315623152535e-06,4.741638122141012e-07
1987,5.835830052092206e-06,4.5281151983544987e-07
1988,5.7932707022700924e-06,4.2455602056179487e-07
1989,5.4551933317270596e-06,4.505748449901148e-07
1990,5.5957643780857325e-06,4.3480235945025925e-07
1991,5.354448603611672e-06,4.278869596419099e-07
1992,5.3760527407575864e-06,4.011239411738643e-07
1993,5.12819815412513e-06,4.1765625269363227e-07
1994,5.150965989741962e-06,4.531162005605438e-07
1995,5.268453151074937e-06,4.256623924447922e-07
1996,5.163536570762517e-06,4.313178578740917e-07
1997,5.224996584729524e-06,3.9941471641213866e-07
1998,5.265444997348823e-06,4.2531712551863166e-07
1999,5.39512257091701e-06,3.989785568592197e-07
2000,4.780752078659134e-06,4.616842943505617e-07
2001,5.177716047910508e-06,4.118338949865574e-07
2002,5.002040779800154e-06,4.4075088112549565e-07
2003,4.999474185751751e-06,4.3711020225600805e-07
2004,4.831174919672776e-06,4.070027159741585e-07
2005,4.924399945593905e-06,4.652373206681659e-07
2006,4.996647476218641e-06,4.805577304978215e-07
2007,4.842507678404218e-06,4.6935133468650747e-07
2008,4.9160657908942085e-06,4.832194235859788e-07
2009,4.868801170232473e-06,4.7062059138625045e-07
2010,4.579717369779246e-06,4.993049174117914e-07
2011,5.0422895583324134e-06,4.806732931683655e-07
2012,4.803400770470034e-06,5.082549137114256e-07
2013,4.130973138671834e-06,5.173827162252564e-07
2014,4.0160348362405784e-06,5.132105229677109e-07
2015,4.304589310777374e-06,5.215601959207561e-07
2016,4.314394118409837e-06,5.478694333760359e-07
2017,3.5517916785465786e-06,5.733078296543681e-07
2018,3.6292840377427638e-06,5.501105420080421e-07
2019,4.109641395189101e-06,5.438706125460158e-07
