year,étaient_VERB à_ADP,étaient_VERB a_ADP,étaient_VERB pas_ADV,etaient_VERB à_ADP,etaient_VERB a_ADP,etaient_VERB pas_ADV
2009,5.666043307428481e-06,1.3827758271744983e-08,1.7585093701200094e-06,9.53638501499654e-10,0.0,1.430457752249481e-09
2010,6.094165200920543e-06,7.55806894847666e-09,1.8120470031135483e-06,4.723793023408973e-10,4.723793023408973e-10,4.723793023408973e-10
2011,6.307259354798589e-06,7.26554677532576e-09,1.8997492361449986e-06,0.0,7.64794394481072e-10,1.1471915639660324e-09
2012,7.571398327854695e-06,7.1489305863980945e-09,2.0667218905146e-06,1.0212758416727752e-09,0.0,6.808505426114664e-10
2013,8.110218004730996e-06,5.578250084070646e-09,2.0762247459060745e-06,0.0,0.0,2.789125042035323e-10
2014,8.306215022457764e-06,2.3819897027044235e-09,2.2449169136962155e-06,0.0,0.0,2.1654451842767486e-10
2015,8.231252650148235e-06,3.32486305154589e-09,2.059863618342206e-06,6.649726325136385e-10,0.0,2.2165753954528356e-10
2016,8.497465387335978e-06,4.142680254393127e-09,2.107174168486381e-06,6.214020409345267e-10,0.0,4.1426800878596737e-10
2017,8.3435279520927e-06,3.77341691226718e-09,2.0358843357826117e-06,0.0,0.0,5.031222660711876e-10
2018,8.174472895916551e-06,2.8396133222585718e-09,2.058719701381051e-06,5.162933414126769e-10,2.323319980845895e-09,2.5814667070633845e-10
2019,7.808828740962781e-06,3.06118530524202e-09,1.9943622646678705e-06,2.55098775436835e-10,0.0,0.0
