year,furent_VERB heureux_ADJ
1992,4.7936513425383964e-08
1993,7.034793725324562e-08
1994,7.226649501035354e-08
1995,6.398492047310356e-08
1996,6.405710450962943e-08
1997,5.6579754215135836e-08
1998,4.72044803245808e-08
1999,6.535387342410104e-08
2000,5.080736187323964e-08
2001,6.352757253580421e-08
2002,4.162160394116654e-08
2003,6.292053456036228e-08
2004,5.5059889092490266e-08
2005,5.6296869388461346e-08
2006,7.4945596395537e-08
2007,6.670780550166455e-08
2008,6.258436258121947e-08
2009,7.343016505956257e-08
2010,9.022444658057793e-08
2011,6.844909705705504e-08
2012,8.81701467392304e-08
2013,1.0236088598958304e-07
2014,1.132527813751949e-07
2015,9.863760652706333e-08
2016,1.313229631705326e-07
2017,7.999643969469616e-08
2018,9.55142667180553e-08
2019,9.285595581332018e-08
