year,seront_VERB assez_ADV,seront_VERB passés_ADJ
1850,2.7088094523008976e-07,1.968808849284187e-08
1851,2.5217305865687933e-07,0.0
1852,2.447965166130217e-07,9.114763610540422e-09
1853,2.4902954587346926e-07,3.5831591027601917e-09
1854,2.6445933309915404e-07,2.649788899411476e-08
1855,2.0325569849433123e-07,6.368324534378189e-09
1856,2.49540518693081e-07,9.318940286107136e-09
1857,2.157626979304439e-07,3.0753507296310545e-08
1858,2.8089699455335904e-07,1.027671986397749e-08
1859,2.52062576366896e-07,9.165912251418717e-09
1860,2.4396389716740963e-07,2.746310290291376e-09
1861,2.2636625685024114e-07,8.017138508620292e-09
1862,2.5662161109996084e-07,1.626475132354699e-08
1863,3.2215305356686486e-07,1.8480096231066057e-08
1864,2.641895064936506e-07,1.5343129433631475e-08
1865,2.536989052170924e-07,1.0355057256106193e-08
1866,2.1360040003415293e-07,9.731225603104576e-09
1867,2.3487607059280435e-07,2.9602150064533816e-08
1868,3.201038252242938e-07,1.1855697312768143e-08
1869,2.353856269898813e-07,2.0022429381150175e-08
1870,2.695002985220185e-07,7.454263428741115e-09
1871,2.421628457760505e-07,3.18635318130589e-09
1872,2.7454919693248314e-07,5.442605255367994e-09
1873,2.5201079045800157e-07,1.1373408326242895e-08
1874,2.5810310999574426e-07,1.7923826867161097e-09
1875,2.860763621548301e-07,9.154443147973979e-09
1876,2.2370254715298188e-07,1.3905834039817933e-08
1877,2.4739263837503245e-07,5.566334282391949e-09
1878,2.645120980027116e-07,3.200716980344964e-08
1879,3.024116084215933e-07,1.0996785260175557e-08
1880,2.560720639976921e-07,6.417846254436199e-09
1881,2.4124875608322327e-07,1.673401861523871e-08
1882,2.9283694047421704e-07,1.6638462829732248e-08
1883,2.786828414702569e-07,1.3270611720628267e-08
1884,2.5944670234423484e-07,3.300848483434038e-09
1885,1.998147001192052e-07,9.023890135129164e-09
1886,2.1490034840532246e-07,6.4534639854230136e-09
1887,2.73561929553523e-07,9.14049436140374e-09
1888,2.2382370090667791e-07,7.60873763994141e-09
1889,2.4559335431995066e-07,1.8795409673089125e-08
1890,2.2809265642909082e-07,9.831579994568074e-09
1891,2.887521688421657e-07,9.561329950003028e-09
1892,2.4885993088474834e-07,1.002961935725466e-08
1893,2.8759805581479725e-07,1.1700991509044911e-08
1894,2.70966203030909e-07,8.82215478448245e-09
1895,2.2268872945652163e-07,1.3240951446391591e-08
1896,2.3411204508327899e-07,3.5382172747233653e-09
1897,2.5754072940920025e-07,4.07869948926276e-09
1898,2.659426741047355e-07,3.3950129374460403e-09
1899,2.885396028773357e-07,4.9748205555033564e-09
1900,2.3463560094860725e-07,1.2977633190303095e-08
1901,3.1520488286140846e-07,7.265360812969135e-09
1902,2.445321470867512e-07,6.874397273648469e-09
1903,2.570504875620827e-07,4.320176216765503e-09
1904,3.101158609908339e-07,8.061937784020756e-09
1905,2.662951610332698e-07,3.096455358786443e-08
1906,2.638966799528575e-07,8.385021033063822e-08
1907,2.900563589314231e-07,4.1142747875255736e-08
1908,2.4949857380107687e-07,4.4202501214840595e-08
1909,2.5084486310333887e-07,1.2102163715610459e-08
1910,2.709484476781654e-07,1.763569701385137e-08
1911,2.3462850151645398e-07,1.649316061502759e-08
1912,2.599501289779482e-07,1.3544494747996794e-08
1913,2.3492244993761346e-07,1.749986605625864e-08
1914,2.5514593060549373e-07,4.018046340092951e-09
1915,2.5917676516051813e-07,2.2383447872975637e-08
1916,3.241301271827979e-07,1.4283700444650549e-08
1917,2.3139155802542888e-07,2.3029491202919417e-08
1918,2.8601076529355396e-07,6.89182577673364e-09
1919,1.749491143621107e-07,4.603924352863942e-09
1920,2.491264208259736e-07,5.300562211374427e-09
1921,1.953768880014195e-07,1.2116395886607734e-08
1922,2.1174675168822432e-07,1.2542490601674672e-08
1923,1.8259430722977754e-07,9.554353752605493e-09
1924,2.0239851039605128e-07,2.578324886925998e-09
1925,2.3976027696548385e-07,7.698724324711748e-09
1926,1.9394281025597593e-07,5.573069228326233e-09
1927,2.084905115218305e-07,3.3447675740205796e-09
1928,2.0566873526473017e-07,7.998228745975666e-09
1929,2.3506257607053271e-07,1.4482528065684619e-08
1930,1.838130583298181e-07,5.2518016602221e-09
1931,1.8362624132350902e-07,1.3686427990933225e-08
1932,1.7754449121998306e-07,5.4797681947604815e-09
1933,1.9958952179877087e-07,1.9500125958415992e-08
1934,1.9290344255296077e-07,1.3179738189705859e-08
1935,1.5439086453739037e-07,7.180970484910176e-09
1936,2.15819925042382e-07,8.487299751891442e-09
1937,1.7879387192998308e-07,1.2591118370153254e-08
1938,1.9966430764295495e-07,7.779128452511941e-09
1939,1.7894039672228246e-07,6.117620188206274e-09
1940,1.749690170527174e-07,2.5357829169792012e-09
1941,1.4462362685208063e-07,0.0
1942,1.6688164805600536e-07,3.034211770724937e-09
1943,1.6548440862074187e-07,1.4516175816936538e-08
1944,1.9279117502435383e-07,3.2131861615880553e-09
1945,1.764588346553353e-07,4.357008087652048e-09
1946,1.8097435638964043e-07,8.352662561605939e-09
1947,1.6808428471293269e-07,7.152522796260996e-09
1948,1.9025803976724376e-07,2.174377566888097e-09
1949,1.6688914117324316e-07,2.945102384188658e-09
1950,1.9994479893981065e-07,9.571825110299415e-09
1951,1.6631787347343163e-07,3.1984206394497505e-09
1952,1.9613334900636659e-07,5.272402070488624e-09
1953,1.8315506622457178e-07,8.619062019654677e-09
1954,1.4463353337212936e-07,4.886268278880834e-09
1955,1.5580109424817579e-07,2.815682353940474e-09
1956,1.6395746627040353e-07,3.488456634670456e-09
1957,1.7846775790530955e-07,3.534015080575159e-09
1958,1.6958099247066372e-07,8.272243445794913e-10
1959,1.8834316561910924e-07,7.750747599288843e-09
1960,1.7371292271306515e-07,6.2287499602575735e-09
1961,1.639765560557116e-07,9.03260666262895e-09
1962,1.9025868969180237e-07,3.170978146727066e-09
1963,1.7910967642364994e-07,4.526237162849611e-09
1964,1.9225339542572328e-07,4.258777774879263e-09
1965,1.7510539151999183e-07,6.01924787790864e-09
1966,1.6894178145321348e-07,1.6617224263271169e-09
1967,1.6220804333055838e-07,7.395503320850594e-09
1968,1.8684289671000442e-07,1.392338955241712e-08
1969,1.9983734175776924e-07,9.991866889436096e-09
1970,2.0648274770551645e-07,9.657322941336588e-09
1971,1.7162247489821425e-07,5.138397263237948e-09
1972,1.6416470599578403e-07,2.5137719461554298e-08
1973,1.527157383329758e-07,2.7566018356850464e-09
1974,1.4232696005089807e-07,7.875800456247362e-09
1975,1.2336796739731426e-07,2.8557400888473694e-09
1976,1.3141111837589037e-07,3.9994687561772935e-09
1977,1.2811383953703626e-07,8.815172591880582e-09
1978,1.0277222906029948e-07,4.158413835497754e-09
1979,1.2113584946238376e-07,1.580032815695631e-08
1980,1.2109371116952872e-07,7.95921106799824e-09
1981,1.1196222399201261e-07,7.590659656386833e-09
1982,1.1359729512605554e-07,8.069752865935698e-09
1983,1.0420271223665623e-07,6.315316047889041e-10
1984,1.2873799298818156e-07,3.479405208395292e-09
1985,1.0166293407110061e-07,4.812446441349039e-09
1986,1.1809136257756592e-07,3.5966913891627428e-09
1987,8.982901045229141e-08,4.277571630240118e-09
1988,1.0793797144970085e-07,1.798966087207532e-09
1989,1.1031125524141316e-07,3.2928733073589456e-09
1990,9.262706790469366e-08,4.903785932874882e-09
1991,8.147436858507717e-08,2.930732601047481e-09
1992,8.320016015028742e-08,2.2039776670368383e-09
1993,1.0912238518345774e-07,1.661762283333701e-09
1994,9.072873996540665e-08,1.0549853435293244e-08
1995,9.597737865574274e-08,9.21816667442954e-09
1996,9.234899778221006e-08,4.270473752399084e-09
1997,1.0596716948363394e-07,4.315404922294874e-09
1998,9.679302337417539e-08,5.72175506974304e-09
1999,8.866190431833232e-08,5.484241505371301e-09
2000,9.322046612414425e-08,4.859834423776022e-09
2001,8.280490301770804e-08,2.6287270138425356e-09
2002,9.24437770777331e-08,1.3143663935011318e-09
2003,9.625592023443375e-08,1.7917768602160322e-08
2004,9.029822067851967e-08,2.642874807889939e-09
2005,9.097573894223387e-08,4.053374524914943e-09
2006,8.647568811026574e-08,5.7650457740976435e-09
2007,9.387026622675876e-08,2.7961355453243186e-09
2008,8.131709705594403e-08,6.3861596011349775e-09
2009,8.105926951884612e-08,3.814554005998616e-09
2010,8.597303458035555e-08,3.7790344187271785e-09
2011,1.1127758087203787e-07,3.059177577924288e-09
2012,1.1642543984446974e-07,4.425528388196653e-09
2013,9.566698999652345e-08,2.2313000336282585e-09
2014,1.1195351456994018e-07,1.9489005964601347e-09
2015,1.1348865758264992e-07,3.32486305154589e-09
2016,1.263517475091902e-07,3.314144070287739e-09
2017,9.71025949647597e-08,4.779661555431858e-09
2018,1.0713087122971032e-07,2.581466596041082e-09
2019,9.336615225397082e-08,2.5509878653906526e-09
