year,auraient_VERB eu_VERB,auraient_VERB pu_VERB
1927,1.1662089036690304e-06,6.0596039475058205e-06
1928,1.1186094752702047e-06,5.7038796512642875e-06
1929,1.2755765510519268e-06,5.921126103203278e-06
1930,1.1207345096408972e-06,5.988104476273293e-06
1931,1.1473788390503614e-06,5.934206910751527e-06
1932,1.3151443454262335e-06,5.696766947949072e-06
1933,1.1550956742212293e-06,5.755978236265946e-06
1934,1.1658077028187108e-06,5.72120461583836e-06
1935,9.7421832379041e-07,5.809405138279544e-06
1936,1.064549906004686e-06,5.807738489238545e-06
1937,1.1332006124575855e-06,6.089064754633e-06
1938,1.1616832580330083e-06,5.831753242091509e-06
1939,1.1852889656438492e-06,5.964679530734429e-06
1940,1.1791390761572984e-06,5.758763109042775e-06
1941,1.1422315537856775e-06,6.254233994695824e-06
1942,9.224003747476672e-07,6.195860350999283e-06
1943,1.080003471543023e-06,6.471311280620284e-06
1944,1.1310414720355766e-06,6.3106976995186415e-06
1945,1.2591752920343424e-06,7.221740816021338e-06
1946,1.1944307516387198e-06,6.686306278425036e-06
1947,1.051420781550405e-06,6.533829491672805e-06
1948,1.0665321497072e-06,5.803413841931615e-06
1949,1.0798709126902395e-06,5.985430107102729e-06
1950,1.009295829135226e-06,5.844131010235287e-06
1951,9.840473467193078e-07,5.902152224734891e-06
1952,1.0323362857889151e-06,5.701575446437346e-06
1953,1.007352807391726e-06,6.026878963893978e-06
1954,9.752991445566295e-07,5.9895874073845334e-06
1955,9.920587444867124e-07,5.5562800298503134e-06
1956,8.773468493927794e-07,5.389665602706373e-06
1957,1.0752240768852062e-06,5.938029062235728e-06
1958,9.463446417612431e-07,5.7392826420255005e-06
1959,1.0068221172332414e-06,5.854914888914209e-06
1960,9.22547087611747e-07,5.72491353523219e-06
1961,9.887230589811224e-07,5.679425612470368e-06
1962,1.05276478734595e-06,6.083204425522126e-06
1963,9.899526958179194e-07,6.045759619155433e-06
1964,9.825608913160977e-07,5.963505827821791e-06
1965,9.368138194076892e-07,5.769175459136022e-06
1966,9.516130603515194e-07,5.8348614402348176e-06
1967,9.855740472630714e-07,5.866113497177139e-06
1968,1.0734484021668322e-06,6.202645181474509e-06
1969,1.119997477871948e-06,6.354373454087181e-06
1970,1.0351729997637449e-06,6.166430466691963e-06
1971,9.55741938923893e-07,5.781724667031085e-06
1972,9.311216331298056e-07,5.79142260903609e-06
1973,8.887284366210224e-07,5.5970044741116e-06
1974,9.130303055826516e-07,5.8207788242725655e-06
1975,9.69238158177177e-07,5.536137905437499e-06
1976,9.878688160824822e-07,5.944353233644506e-06
1977,8.685883585712872e-07,5.8133127822657116e-06
1978,9.409896506440418e-07,5.882967798243044e-06
1979,9.187598379867268e-07,5.84846202400513e-06
1980,9.437350172447623e-07,5.6271619541803375e-06
1981,8.912699058782891e-07,5.773329121439019e-06
1982,9.373328566653072e-07,5.957339908491122e-06
1983,9.201415309689764e-07,5.9888143368880264e-06
1984,9.31320755626075e-07,5.932965450483607e-06
1985,8.927088401833316e-07,5.758693532698089e-06
1986,9.399353189110116e-07,6.078408205212327e-06
1987,8.903460297915444e-07,6.112650225986727e-06
1988,9.162734500023362e-07,6.129077519290149e-06
1989,8.94015101948753e-07,6.0341903918015305e-06
1990,9.115593115893716e-07,5.84258850722108e-06
1991,8.927011663217854e-07,5.874946509720758e-06
1992,9.322825462731998e-07,6.0052880144212395e-06
1993,9.200623480865033e-07,6.041059805284021e-06
1994,8.534831295037293e-07,6.119969839346595e-06
1995,8.816904824016092e-07,6.004279839544324e-06
1996,8.850556696415879e-07,6.043253961252049e-06
1997,9.388403441334958e-07,6.3388506532646716e-06
1998,9.798505971048144e-07,6.177111572469585e-06
1999,9.419184721082274e-07,6.47277602183749e-06
2000,9.061382684194541e-07,6.030612894392107e-06
2001,9.152351481134247e-07,6.111352377047297e-06
2002,8.442613648185215e-07,6.1578066379297525e-06
2003,8.892213259059645e-07,6.3016373132995795e-06
2004,8.906487778403971e-07,6.155255505291279e-06
2005,8.273387948065647e-07,6.2912877183407545e-06
2006,8.709337180334842e-07,6.288429631240433e-06
2007,8.464302254651557e-07,6.25175971435965e-06
2008,8.75329590144247e-07,6.315060090855695e-06
2009,8.620892231192556e-07,6.163365469546989e-06
2010,8.76263584359549e-07,6.8476101660053246e-06
2011,8.431858304902562e-07,6.376090823323466e-06
2012,9.324248253506084e-07,6.762547855032608e-06
2013,9.505338312010281e-07,7.3242422331532e-06
2014,1.0716788665376953e-06,7.63341085985303e-06
2015,9.664269100539968e-07,7.06466926203575e-06
2016,1.0338058018533047e-06,7.365270903392229e-06
2017,8.726655664759164e-07,6.98031817591982e-06
2018,9.60047486842086e-07,7.297290267160861e-06
2019,9.920790944306646e-07,7.0085839070088696e-06
