year,peuvent_VERB oser_VERB,peuvent_VERB poser_VERB
1864,5.753673537611803e-09,8.63051052846231e-09
1865,1.1767110841276462e-08,2.5416959203994338e-08
1866,2.432806400776144e-09,1.1677471434268227e-08
1867,3.396968040192405e-09,5.82337378318698e-09
1868,9.87974857480367e-09,1.9265508299781686e-08
1869,8.30198221279943e-09,1.6115613732381462e-08
1870,1.2614907340946502e-08,2.8096838633473453e-08
1871,1.0621176826930423e-08,1.6993883633631413e-08
1872,9.071008832961525e-09,6.047339518033823e-09
1873,4.190203295451056e-09,1.5563610844537834e-08
1874,1.0156835372754358e-08,1.3144139998644278e-08
1875,2.2886108563824337e-09,1.8881038954532414e-08
1876,6.04601479992084e-10,1.3905833817773328e-08
1877,6.184816214727107e-09,1.1751150275074451e-08
1878,1.2078177347163432e-09,1.509772218355465e-08
1879,0.0,1.8938909107646396e-08
1880,3.8507077526617195e-09,9.626769603698904e-09
1881,1.3945015142624584e-09,1.8128519130300447e-08
1882,8.652000893505374e-09,2.5290463057103807e-08
1883,8.21514056781325e-09,1.1374810426900694e-08
1884,6.601696966868076e-10,7.922036360241691e-09
1885,1.933690763067375e-09,1.6758653131887513e-08
1886,3.872078213618124e-09,6.4534639854230136e-09
1887,3.264462256069578e-09,7.834709769838355e-09
1888,1.268122939990235e-09,8.876860135842435e-09
1889,6.891650361495749e-09,1.6915869593958632e-08
1890,0.0,1.5075089621063853e-08
1891,1.211101796627645e-08,1.3385862196457765e-08
1892,1.002961980134387e-08,1.5044429702015805e-08
1893,6.774258043407144e-09,2.2170299374124625e-08
1894,1.0082462864602348e-08,1.449354058991048e-08
1895,7.824199066419624e-09,2.2268872967856623e-08
1896,2.358811590497112e-09,1.8870492723976895e-08
1897,6.992056267307589e-09,1.2236098356765979e-08
1898,1.13167097914868e-09,2.6028432742464247e-08
1899,9.39688327150634e-09,1.9346524382513053e-08
1900,2.07642125715779e-09,1.557315876254961e-08
1901,8.941982265753268e-09,1.1736351446245408e-08
1902,9.820567692386817e-10,1.4730851205513318e-08
1903,3.7801539676252105e-09,1.6200660368781428e-08
1904,3.2247751136083025e-09,1.7736262236667244e-08
1905,1.2901897328276846e-08,1.2901897328276846e-08
1906,6.173021205313489e-09,2.572092228092515e-08
1907,1.131425531042396e-08,3.497133316265888e-08
1908,9.822778146428846e-09,1.8663278922304016e-08
1909,2.2003934230241384e-09,1.7053048750881317e-08
1910,2.67207544979442e-09,3.90122991689168e-08
1911,3.7242617878519013e-09,1.702519725199636e-08
1912,3.125652625612929e-09,1.1460726589973547e-08
1913,1.113627856597077e-08,2.5454351515463713e-08
1914,3.3483718020477227e-09,2.8795998474606677e-08
1915,1.1780761921542648e-09,5.654765544704787e-08
1916,1.0987462051303964e-09,1.2086208478478966e-08
1917,1.0966424213165737e-08,3.289927263949721e-08
1918,1.6080926812378493e-08,2.756730310693456e-08
1919,4.603924352863942e-09,1.6574126959767455e-08
1920,2.2716695191604686e-09,1.590168707821249e-08
1921,9.087297137000405e-09,1.5145495524393482e-08
1922,2.951174193910333e-09,3.172512297311414e-08
1923,6.369568872344189e-09,2.0170300985000722e-08
1924,3.867487219366694e-09,4.512068585427187e-08
1925,1.0998177923937646e-09,1.6497267552040284e-08
1926,0.0,3.678225690695314e-08
1927,1.1149224654616319e-08,4.5711821883287485e-08
1928,1.1426041224282812e-09,3.5420729460611255e-08
1929,2.2280812750352652e-09,3.564929884625201e-08
1930,2.100720708497761e-09,4.096405403775094e-08
1931,1.0264820993199919e-08,3.877821175279905e-08
1932,8.767629289252454e-09,3.9454333244925976e-08
1933,5.735331320977366e-09,4.932384811695556e-08
1934,5.990790086229936e-09,4.672816089623666e-08
1935,0.0,6.22350775358882e-08
1936,4.849885826274658e-09,3.15242587589637e-08
1937,1.2591118148108649e-09,3.021868266728234e-08
1938,5.186085783037697e-09,5.3157380164314816e-08
1939,4.588215141154706e-09,1.8352860564618823e-08
1940,5.0715658339584024e-09,3.803674530900025e-08
1941,8.854508237732261e-09,2.9515025090631752e-08
1942,0.0,1.8205270180260413e-08
1943,5.806470415592457e-09,2.6129116870166058e-08
1944,0.0,6.105053707017305e-08
1945,4.357008087652048e-09,4.574858669670334e-08
1946,0.0,7.517395950173977e-08
1947,1.0728784083369192e-08,4.887556936949977e-08
1948,2.174377566888097e-09,6.305694766339798e-08
1949,2.945102384188658e-09,1.0504198555416622e-07
1950,4.2541445921528975e-09,7.019338288394295e-08
1951,2.1322803522849654e-09,6.503454763606697e-08
1952,5.272402070488624e-09,8.963083075741451e-08
1953,0.0,1.1958948165080585e-07
1954,4.886268278880834e-09,7.818028691097823e-08
1955,1.8771215692936494e-09,1.0230312375014705e-07
1956,8.72114158667614e-10,9.157198488374263e-08
1957,1.4136060322300636e-08,9.718541638115141e-08
1958,1.6544486891589827e-09,9.347634827294726e-08
1959,3.100299128533379e-09,1.2323689002613492e-07
1960,4.844583401109048e-09,8.997083306150344e-08
1961,1.3896318540318475e-09,1.2020315409699833e-07
1962,2.5367825617905737e-09,1.0844745146343371e-07
1963,8.405868889838075e-09,1.280278558724035e-07
1964,1.2167936658258327e-09,1.1498699903356169e-07
1965,4.924839203113152e-09,1.0013839357725374e-07
1966,2.769537488234164e-09,1.32937787000742e-07
1967,1.4791006197611978e-09,1.390354635866231e-07
1968,3.1439910674890825e-09,1.347424734010616e-07
1969,3.6334062425424918e-09,1.244441689696174e-07
1970,3.6789800095249348e-09,1.3382290264818408e-07
1971,4.624557625731995e-09,1.3925057051888956e-07
1972,4.6171320100540925e-09,1.5031330347081706e-07
1973,2.7566018356850464e-09,1.4389462110742102e-07
1974,3.937900228123681e-09,1.7045481742750113e-07
1975,3.998036124386317e-09,1.416447026336698e-07
1976,2.856763492431469e-09,1.4112412016764608e-07
1977,2.3507127355770763e-09,1.5279633203135745e-07
1978,1.0693064211864112e-08,1.3960390099487796e-07
1979,5.851973128301324e-09,1.4278814719492772e-07
1980,1.7055452605774235e-09,1.5804718711542876e-07
1981,3.795329828193417e-09,1.138598904049104e-07
1982,2.483000915987077e-09,1.52704550004934e-07
1983,5.052252838311233e-09,2.0019551527639123e-07
1984,5.799008384599347e-09,1.594727336851065e-07
1985,4.812446441349039e-09,1.245220524470625e-07
1986,4.7955883708539204e-09,1.2648364133838186e-07
1987,3.0554083707556856e-09,1.4177095553069563e-07
1988,2.398621523624911e-09,1.193314176362037e-07
1989,1.6464366536794728e-09,1.3830068401610163e-07
1990,4.90378582185258e-09,1.4166492612321946e-07
1991,2.344586080837985e-09,1.4770892270421498e-07
1992,3.856960972825618e-09,1.3499362694346928e-07
1993,3.323524566667402e-09,1.4291154570855724e-07
1994,4.747434001473039e-09,1.4611546811371667e-07
1995,4.337960657352369e-09,1.5182862966867106e-07
1996,3.736664311304594e-09,1.2651278780140274e-07
1997,2.876936688878118e-09,1.2802368587472301e-07
1998,7.152193948201102e-09,1.4256706037940603e-07
1999,7.312321859131998e-09,1.5218769533476006e-07
2000,7.068850393920911e-09,1.811392849049298e-07
2001,4.8193329327261836e-09,1.6473356367896486e-07
2002,3.066854992184176e-09,1.6955327453160862e-07
2003,3.7502307925763034e-09,1.912617619836965e-07
2004,3.0833537945085254e-09,1.783940462019018e-07
2005,4.053374524914943e-09,1.9005823503892572e-07
2006,1.6471559671771274e-09,1.8118716127446532e-07
2007,5.592271090648637e-09,1.9852562616051728e-07
2008,5.5346713878634546e-09,1.8051544259378716e-07
2009,6.675469510497578e-09,1.993104514763644e-07
2010,8.502827775203059e-09,2.1162593100143567e-07
2011,4.5887662558641296e-09,2.3746865451812482e-07
2012,7.829781267787439e-09,2.0561685964981535e-07
2013,3.904775169871755e-09,1.9217071667299024e-07
2014,8.012147389990787e-09,1.7128671458976896e-07
2015,5.098123256885856e-09,1.6491320309341972e-07
2016,7.663958356829426e-09,1.626001983334735e-07
2017,4.779661555431858e-09,1.9194114031506615e-07
2018,4.64663996169179e-09,1.6211610898153594e-07
2019,6.377469219387422e-09,1.4311041240944178e-07
