year,doit_VERB unir_VERB,doit_VERB punir_VERB
1940,4.81798743123818e-08,2.5357829613881222e-08
1941,4.132103725851266e-08,4.7224041566096275e-08
1942,6.068423630267716e-08,3.3376331032286544e-08
1943,7.548411673496958e-08,3.193558839598154e-08
1944,9.639558129492798e-08,3.855823393905666e-08
1945,1.1763921747842687e-07,2.832055301382752e-08
1946,8.352662916877307e-08,6.682130049284751e-08
1947,7.986983519003843e-08,4.649139739854036e-08
1948,1.0654449766889229e-07,4.1313175103141475e-08
1949,6.184715317658629e-08,3.6322930441201606e-08
1950,7.12569203642488e-08,5.530387880980925e-08
1951,8.209279656057333e-08,5.117473023119601e-08
1952,5.799642011083961e-08,2.8470971358274255e-08
1953,7.757155628951296e-08,2.8011951869189033e-08
1954,7.524852918550096e-08,4.788542540268281e-08
1955,7.696198167650437e-08,2.0648336374051723e-08
1956,1.0988638621256541e-07,2.8779767902165077e-08
1957,7.156380377182359e-08,1.6786572132332367e-08
1958,7.362296372548371e-08,2.5643954515430778e-08
1959,6.588135903484726e-08,2.5577467255288866e-08
1960,6.920833328649678e-08,3.737250153790228e-08
1961,7.781938649031872e-08,3.890969324515936e-08
1962,7.54692806026469e-08,4.249110929777089e-08
1963,7.306640270599019e-08,3.4916688207431434e-08
1964,8.030838216654956e-08,4.258777863697105e-08
1965,7.38725844939836e-08,4.596516589572275e-08
1966,4.763604266599941e-08,4.265087483190655e-08
1967,6.064312429998608e-08,5.078245735035125e-08
1968,7.635406973349745e-08,4.581244184009847e-08
1969,8.356834513278955e-08,5.495526878007695e-08
1970,6.852100398191396e-08,3.724967356788511e-08
1971,6.371612926159287e-08,3.339958354331429e-08
1972,4.822338084409239e-08,2.924183739594355e-08
1973,5.623467913551394e-08,3.0322620858669325e-08
1974,5.231781585735007e-08,3.431598827319249e-08
1975,4.112265727940212e-08,2.7415104852934746e-08
1976,4.2280099421532213e-08,3.199575004941835e-08
1977,5.582942819160053e-08,3.467301112891619e-08
1978,4.396037667220298e-08,2.1386128423728223e-08
1979,6.378650851956991e-08,4.096381189810927e-08
1980,4.150160037852402e-08,2.3309118191150446e-08
1981,6.199038438126081e-08,2.783241725978769e-08
1982,5.0280767993626796e-08,2.1726258125909226e-08
1983,5.7469375036589554e-08,2.462973291983417e-08
1984,4.233276129639307e-08,2.2616132966390978e-08
1985,5.173379946654677e-08,1.9249785765396155e-08
1986,3.8364706966831363e-08,2.6975184752586756e-08
1987,5.499735067360234e-08,2.8720839040374813e-08
1988,4.9771397669928774e-08,3.1182079140990027e-08
1989,5.1039535264862934e-08,3.347754429228189e-08
1990,4.4678937882736136e-08,2.887784944505256e-08
1991,5.2167038688821776e-08,2.05151273746651e-08
1992,3.250866953408149e-08,2.975369817193041e-08
1993,4.985286850001103e-08,1.717154241021035e-08
1994,4.483687732204089e-08,2.5847139539791897e-08
1995,4.446409818115171e-08,3.741491028108612e-08
1996,3.3629980578098184e-08,3.3629980578098184e-08
1997,4.5072006571444945e-08,3.020783623242096e-08
1998,4.1959538066294044e-08,3.146965354972053e-08
1999,5.392837465478806e-08,2.696418732739403e-08
2000,3.180982588446568e-08,3.976228413193894e-08
2001,4.249775287235025e-08,2.1467938537966802e-08
2002,4.994592472939985e-08,1.62105191492401e-08
2003,4.4169382817926817e-08,2.6668306674082487e-08
2004,3.655976854588516e-08,2.2464435645019876e-08
2005,4.5037495510769077e-08,3.422849559342467e-08
2006,4.941468034758145e-08,3.953174143589422e-08
2007,4.513761808766503e-08,2.7961355897332396e-08
2008,3.9594187484226495e-08,3.193079933794252e-08
2009,3.1946889578193804e-08,2.4794601927169424e-08
2010,3.590082542359596e-08,2.5980861906305108e-08
2011,3.47981448101109e-08,2.370862617340208e-08
2012,3.234040235611246e-08,2.4851045665741367e-08
2013,4.0721225502693414e-08,2.2870825233667347e-08
2014,3.789529046116513e-08,2.9450054839230688e-08
2015,3.989835661855068e-08,2.9702110992957387e-08
2016,3.583418362040902e-08,3.811265614217518e-08
2017,3.3457631332112214e-08,2.7168601590688013e-08
2018,2.220061290358899e-08,2.2458760184917992e-08
2019,3.086695343768042e-08,2.7550667525133576e-08
