year,auraient_VERB assez_ADV,auraient_VERB passé_VERB
1884,3.498899303622238e-08,1.8220683273284521e-07
1885,3.4161868001092444e-08,1.5211699633255193e-07
1886,3.355801325710672e-08,1.5294709498903103e-07
1887,2.4809914123125054e-08,1.508181526332919e-07
1888,4.311618084784641e-08,1.3759134276369878e-07
1889,3.821733329800736e-08,1.6665264013226988e-07
1890,1.2453334363726754e-08,1.2060071696851082e-07
1891,2.103492668936724e-08,1.338586201882208e-07
1892,2.570090096298827e-08,1.297582059578417e-07
1893,2.8328715373504565e-08,1.5457625579529122e-07
1894,2.3945849747519787e-08,1.2981170982584445e-07
1895,3.671354775747204e-08,1.2338159649516456e-07
1896,2.240870955461105e-08,2.0049898807883437e-07
1897,2.680288169187861e-08,1.584866140547092e-07
1898,4.0740154361174064e-08,1.5673643360969436e-07
1899,2.9296165493519766e-08,1.1829017410036613e-07
1900,1.8168686111152965e-08,1.4223485322872875e-07
1901,4.191554126009578e-08,1.4866046171846392e-07
1902,2.1114219705964388e-08,1.2815840477742313e-07
1903,2.6461078661554893e-08,1.5930649510664807e-07
1904,2.364835083312755e-08,1.1931668097986403e-07
1905,3.251278357652154e-08,1.4604948717078514e-07
1906,3.446603713541663e-08,1.743878499382845e-07
1907,2.1599941391059474e-08,1.604567074764418e-07
1908,2.161011281032188e-08,8.152905905944863e-08
1909,1.7603147384193107e-08,1.1662085341868078e-07
1910,2.2979847358328698e-08,1.2077779842911696e-07
1911,3.085817112946643e-08,1.3141324473053828e-07
1912,1.3544495303108306e-08,1.3179835889332026e-07
1913,2.333315407554437e-08,1.6704417760138313e-07
1914,2.4108278040557707e-08,1.3996194070386991e-07
1915,1.0602685840410686e-08,2.0616333529233088e-07
1916,4.1752354462687435e-08,1.5602195446717815e-07
1917,4.276905585243185e-08,1.6668964519794827e-07
1918,2.6418664589300533e-08,1.734442776069045e-07
1919,2.4861190439651182e-08,1.6574126959767455e-07
1920,1.590168707821249e-08,1.226701584755574e-07
1921,2.196096815509918e-08,1.2192123222121154e-07
1922,2.7298360905092522e-08,9.296199010577766e-08
1923,1.8047112249064412e-08,1.1359064444604883e-07
1924,2.4494086758863887e-08,1.2375959101973422e-07
1925,2.5295809891190402e-08,1.330779468844412e-07
1926,1.671920735191179e-08,1.4267057224515156e-07
1927,4.3481975353643065e-08,1.2152655415320623e-07
1928,2.170947865920425e-08,1.0397697280950524e-07
1929,3.0079096546842266e-08,9.35794162160164e-08
1930,2.6259009189288918e-08,1.1028783575284251e-07
1931,1.4826963656844327e-08,9.92266038224443e-08
1932,2.082311922890767e-08,1.249387224788734e-07
1933,2.523545639121494e-08,1.1700075219778228e-07
1934,3.2350264689284813e-08,8.866369682891673e-08
1935,2.154291145473053e-08,9.095896302824258e-08
1936,3.273672888326473e-08,1.2245961045209697e-07
1937,1.888667711114067e-08,1.0954272511298768e-07
1938,2.463390735840676e-08,1.0501823766162488e-07
1939,3.5176316970364496e-08,7.341144225847529e-08
1940,1.2678914806940611e-08,9.128818589942966e-08
1941,1.7709016475464523e-08,7.37875680556499e-08
1942,2.1239483061208375e-08,6.978687139280737e-08
1943,1.7419411690866582e-08,9.580676163523094e-08
1944,1.6065930807940276e-08,1.0282195717081777e-07
1945,1.5249527862692958e-08,8.714016530575464e-08
1946,4.037120149291695e-08,1.1693727230976947e-07
1947,2.26496545963073e-08,8.344609625510202e-08
1948,2.391815279167986e-08,9.567261116671943e-08
1949,2.4542520904446974e-08,6.871906066407973e-08
1950,1.2762433776458693e-08,4.998619829166273e-08
1951,2.4521224162299404e-08,7.569595084078173e-08
1952,7.381362632230548e-09,6.221434034614504e-08
1953,2.3702419582605216e-08,7.218464048719397e-08
1954,8.795282724349818e-09,5.961246785091134e-08
1955,1.595553378308523e-08,4.6928040120519654e-08
1956,1.831439710997529e-08,5.6687419203171885e-08
1957,1.8553580005686854e-08,6.802979157782829e-08
1958,3.060729980575161e-08,6.204182767532984e-08
1959,1.9376869886400527e-08,5.968075811324525e-08
1960,1.038124963770315e-08,6.22874978262189e-08
1961,1.320150300188061e-08,6.392306772795564e-08
1962,1.2049716779927166e-08,6.4053757853344e-08
1963,2.0044765847160306e-08,6.983337641486287e-08
1964,2.5552667537454e-08,8.152517239068402e-08
1965,1.3680108601477059e-08,6.894774884358412e-08
1966,2.76953731059848e-08,5.926809976131153e-08
1967,2.021437595089992e-08,6.754559933597193e-08
1968,1.527081394669949e-08,5.88375463905777e-08
1969,1.544197658631674e-08,7.948076330421827e-08
1970,2.989171221656761e-08,6.116304263059646e-08
1971,2.3122789016838396e-08,5.0356295133724416e-08
1972,2.0007572487656944e-08,6.10487447261221e-08
1973,1.3783009400469837e-08,6.560712506598065e-08
1974,1.2938814464291681e-08,5.344293185771676e-08
1975,1.2565256390928425e-08,4.454954449784054e-08
1976,1.199840671262109e-08,5.827797266988455e-08
1977,1.9981058585472056e-08,3.819908300783936e-08
1978,1.4257419245211622e-08,5.4653440884067095e-08
1979,1.580032815695631e-08,5.559374827157626e-08
1980,2.1603572264439208e-08,5.400893243745486e-08
1981,1.2651098835192442e-08,6.768338067786317e-08
1982,9.932003663948308e-09,2.7933760193832313e-08
1983,2.3366668600033336e-08,4.2312617409834274e-08
1984,1.4497521405587577e-08,7.016799941084173e-08
1985,1.804667348892508e-08,5.474157660501078e-08
1986,1.498621315931814e-08,4.375974427262008e-08
1987,1.649920555735207e-08,3.666490044906823e-08
1988,1.739000587974715e-08,4.497415417858974e-08
1989,9.329808037250586e-09,4.335616665684938e-08
1990,1.3076762783725826e-08,4.304434142454738e-08
1991,1.641210189973208e-08,4.0444110283033297e-08
1992,8.815910668147353e-09,3.7467621893938485e-08
1993,2.049506697687775e-08,5.483815357365529e-08
1994,1.6879765141197822e-08,4.430938460586731e-08
1995,2.0063067651676647e-08,3.7957157417167764e-08
1996,9.60856638698715e-09,5.231330391097799e-08
1997,1.006927874414032e-08,3.308477047880842e-08
1998,1.0966696883940585e-08,3.766822231909828e-08
1999,1.279656292041409e-08,4.341691095532951e-08
2000,1.3695897749244068e-08,4.771473882669852e-08
2001,1.0514908055370142e-08,4.512648033028199e-08
2002,1.445803121669087e-08,3.8992872930521116e-08
2003,1.0833999475323708e-08,5.125315283294185e-08
2004,1.5416770082765652e-08,4.184551727348662e-08
2005,1.4411998705554652e-08,4.1884870682906694e-08
2006,1.6471560115860484e-08,4.364963146485934e-08
2007,1.5179022483380322e-08,5.0330442036283785e-08
2008,2.086145478585877e-08,4.512886064844679e-08
2009,1.2397300963584712e-08,4.6251468432956244e-08
2010,1.8895171649546683e-08,4.959982646823846e-08
2011,1.6825476123472072e-08,5.0858826483590747e-08
2012,1.974466634635519e-08,7.557441250582997e-08
2013,2.4823213706781644e-08,7.502746512955127e-08
2014,2.425298539776577e-08,7.145968794475266e-08
2015,2.881547978006438e-08,8.024002795536944e-08
2016,3.7491254545329866e-08,8.7203417820092e-08
2017,2.2388940479345365e-08,8.628546765976353e-08
2018,2.6589107804397827e-08,6.556925313816464e-08
2019,3.086695343768042e-08,6.173390687536084e-08
