year,doit_VERB oser_VERB,doit_VERB poser_VERB
1854,1.2989160858012383e-08,1.522329711178827e-07
1855,1.963566731433275e-08,9.074862816760287e-08
1856,1.7084724746041502e-08,1.2373482149996562e-07
1857,1.3180074809326925e-08,1.0153539165003167e-07
1858,2.104280660830682e-08,8.808616769329092e-08
1859,1.2730433596175317e-08,1.0642641967706368e-07
1860,1.876645328025006e-08,1.1626047324853062e-07
1861,2.9238975685075275e-08,9.573406600793533e-08
1862,1.0391368654438793e-08,7.770936605311363e-08
1863,1.048870412745373e-08,1.0938219929812476e-07
1864,4.794728170054441e-09,7.719511785353461e-08
1865,1.2708479601997169e-08,1.1578837444403689e-07
1866,2.4814625021463144e-08,9.585257743083275e-08
1867,1.7955402498159856e-08,9.608567097529885e-08
1868,9.87974857480367e-09,8.545982410623765e-08
1869,1.5627261262807224e-08,1.098791813092248e-07
1870,1.77755516972411e-08,1.0894692792362548e-07
1871,1.4869648623516696e-08,1.0302542108320267e-07
1872,1.269941218851045e-08,1.2880832400696818e-07
1873,5.9860045809045914e-09,1.0655087834265942e-07
1874,2.3300975371398636e-08,1.105302658288565e-07
1875,4.005069165202713e-09,9.040012827199462e-08
1876,1.6928840551599933e-08,9.129482236858166e-08
1877,2.4120781816350245e-08,7.916564470633602e-08
1878,1.2078177569208037e-08,8.756678226973236e-08
1879,1.3440515367335593e-08,6.781350947449027e-08
1880,1.2835692508872398e-08,1.0910338943403985e-07
1881,1.4642266066289267e-08,8.785359284502192e-08
1882,1.8635077481121698e-08,7.587139094766826e-08
1883,8.847074184359371e-09,7.772786858595282e-08
1884,1.2543224237049344e-08,7.790002598540013e-08
1885,2.5782542767416317e-09,7.476937469164113e-08
1886,1.1616235084943582e-08,6.905206362262106e-08
1887,2.285123557044244e-08,7.051238526400994e-08
1888,6.340614699951175e-09,8.496423475889969e-08
1889,8.14467782106476e-09,8.896493852716958e-08
1890,3.2771931834929546e-09,8.192983358412675e-08
1891,7.649063604731055e-09,8.031517495510343e-08
1892,8.775916882086676e-09,8.086380631766588e-08
1893,6.15841644346915e-09,8.560198949680853e-08
1894,1.3233232287745977e-08,9.137232126477102e-08
1895,6.6204757231957956e-09,8.726991040930443e-08
1896,1.47425724961181e-08,1.261964257537329e-07
1897,1.6897470089816125e-08,9.264474698511549e-08
1898,4.52668391659472e-09,9.788954002942774e-08
1899,6.080336234504102e-09,9.894365149420992e-08
1900,1.2977633190303095e-08,7.838490034828283e-08
1901,1.2295225282343836e-08,9.668518430316908e-08
1902,7.856454153909453e-09,1.0949933226811481e-07
1903,8.100330184390714e-09,6.53426681651581e-08
1904,1.4511488011237361e-08,7.470728746739042e-08
1905,5.676835002077496e-09,1.3676012144969718e-07
1906,8.745113966313056e-09,1.208883304570918e-07
1907,9.771402353919711e-09,1.3474249271894223e-07
1908,7.858222517143076e-09,1.0657714000217311e-07
1909,1.980354014108343e-08,9.846760917753272e-08
1910,1.336037680488289e-08,8.604082779584132e-08
1911,7.448523575703803e-09,8.35298763490755e-08
1912,5.2094213387476884e-09,1.125235016274928e-07
1913,1.113627856597077e-08,6.41661728195686e-08
1914,6.027069510139427e-09,1.0714789766552713e-07
1915,5.890381071793627e-09,7.539687629787295e-08
1916,6.592477230782379e-09,6.702352095544484e-08
1917,1.0966424435210342e-09,1.4037023277069238e-07
1918,2.2972752589112133e-08,8.040463228553563e-08
1919,1.1049418269237776e-08,8.563299047636974e-08
1920,3.028892692213958e-09,1.370573983194845e-07
1921,9.087297137000405e-09,1.0223209301329916e-07
1922,5.164555005876537e-09,8.041949683956773e-08
1923,6.369568872344189e-09,1.2526818693459063e-07
1924,1.5469948877466777e-08,1.1473545669105079e-07
1925,1.2097995494286806e-08,1.0228305313830788e-07
1926,1.89484357093761e-08,1.0254447602164873e-07
1927,2.2298449309232637e-08,1.2598624721249507e-07
1928,1.1426041446327417e-08,1.0511958237202634e-07
1929,8.912325100141061e-09,9.580749349424877e-08
1930,1.7856125467119455e-08,9.87338708569041e-08
1931,1.3686427990933225e-08,8.668071416195744e-08
1932,9.863582839386709e-09,1.0411559969725204e-07
1933,4.588264879146209e-09,7.11181087353907e-08
1934,4.7926320689839486e-09,1.066360653112497e-07
1935,2.2739740757060645e-08,9.095896302824258e-08
1936,6.0623572828433225e-09,9.699771652549316e-08
1937,8.813782592653752e-09,9.94698368117497e-08
1938,1.1668692678767911e-08,7.779128452511941e-08
1939,7.647025235257843e-09,1.1776418773479236e-07
1940,1.2678914806940611e-08,6.339457314652464e-08
1941,8.854508237732261e-09,1.151085982087352e-07
1942,1.517105907566929e-08,1.0012898599143227e-07
1943,8.709705845433291e-09,1.2774235358392616e-07
1944,1.927911696952833e-08,8.032965581605822e-08
1945,1.089252066321933e-08,1.0238969139209075e-07
1946,1.6705325123211878e-08,1.2946627236942732e-07
1947,9.536696765621855e-09,1.3112958185956813e-07
1948,1.6307831529616124e-08,1.3589860259344277e-07
1949,3.9268033269479474e-09,1.1093219143276656e-07
1950,1.1698897850465073e-08,1.1379836450942094e-07
1951,1.5992101864981123e-08,1.3433366063964058e-07
1952,1.8980646387944944e-08,1.381369258979248e-07
1953,1.0773827163745864e-08,1.335954635806047e-07
1954,1.4658803948464083e-08,1.280202184261725e-07
1955,1.8771215692936494e-08,1.173200985249423e-07
1956,1.5698054411927842e-08,1.526199753243418e-07
1957,1.236905244894615e-08,1.1573899172390156e-07
1958,1.3235589513271862e-08,1.1250251219507845e-07
1959,1.4726420971555854e-08,1.193615162264905e-07
1960,1.314958364417862e-08,9.343124673932834e-08
1961,1.876002997391879e-08,1.2228760226662416e-07
1962,6.341956293454132e-09,1.2874171773091803e-07
1963,1.2285501505004959e-08,1.5647849238575873e-07
1964,1.3993127545575135e-08,1.186373808081953e-07
1965,1.3680108601477059e-08,1.2202656307636062e-07
1966,1.1078149952936656e-08,1.5897144578502775e-07
1967,1.2818872185960117e-08,1.3163996470666461e-07
1968,1.8863946849023705e-08,1.3968303846922936e-07
1969,1.4987801222332564e-08,1.4351954291669244e-07
1970,1.3336302728816918e-08,1.466993211352019e-07
1971,1.284599360218408e-08,1.1253090548279943e-07
1972,7.182205497002769e-09,1.3543588295306108e-07
1973,1.3231689521830958e-08,1.4665121739199094e-07
1974,1.1251143128276908e-08,1.3107582219618052e-07
1975,1.7134439644905797e-08,1.399312594685398e-07
1976,1.199840671262109e-08,1.31411113102331e-07
1977,1.3516598507123945e-08,1.6983899797651247e-07
1978,5.940591130126904e-09,1.241583618138975e-07
1979,1.345953837272873e-08,1.2991381481697317e-07
1980,1.989802811408481e-08,1.227992498797903e-07
1981,1.3916208629893845e-08,1.4485507904282713e-07
1982,8.069752865935698e-09,1.3904805484799e-07
1983,1.136756910824488e-08,1.3577928825725394e-07
1984,1.5657322549600394e-08,1.4903451983627747e-07
1985,1.7445119127046382e-08,1.3835783363447263e-07
1986,2.0980699844130868e-08,1.2648364133838186e-07
1987,1.8332450224534114e-08,1.466596017962729e-07
1988,1.199310784016916e-08,1.2832624918246438e-07
1989,2.6342986458871565e-08,1.0153026153147948e-07
1990,1.2531897297662908e-08,1.3512654106762056e-07
1991,9.37834432335194e-09,1.4184745111833763e-07
1992,1.3774860363469088e-08,1.2066777799191186e-07
1993,1.661762283333701e-08,1.3848018909357052e-07
1994,2.004472143823932e-08,1.4822543903392216e-07
1995,1.0302656505700725e-08,1.3230780382400553e-07
1996,1.3879040139386234e-08,1.2117469339045783e-07
1997,1.91795770376757e-08,1.519981509545687e-07
1998,1.4304387896402204e-08,1.4495113020984718e-07
1999,1.5995704316651427e-08,1.3482093663697015e-07
2000,1.899753598877396e-08,1.647925813585971e-07
2001,1.3581756164171566e-08,1.4808496473506239e-07
2002,2.059174164514843e-08,1.3537975007693603e-07
2003,2.25013838672794e-08,1.4625899780185136e-07
2004,2.2023955992267474e-08,1.264175040205373e-07
2005,1.6663873836364473e-08,1.355628569399414e-07
2006,1.8118715416903797e-08,1.367139503827275e-07
2007,2.0371844655642235e-08,1.2143217986704258e-07
2008,1.4901038625225738e-08,1.3325785630513565e-07
2009,2.2410505451375684e-08,1.497212451795349e-07
2010,2.0312310056169736e-08,1.2565288898258586e-07
2011,3.250376323649107e-08,1.5601806069298618e-07
2012,1.4297861561374248e-08,1.3072330773411522e-07
2013,1.5340187786705428e-08,1.1463303906111832e-07
2014,1.7107016248019136e-08,1.18016764361073e-07
2015,1.5959342292148904e-08,1.1504026531383715e-07
2016,1.7813524877396958e-08,1.0978101983027955e-07
2017,1.7609279368002717e-08,1.3005710286506655e-07
2018,1.7812119779136992e-08,1.1668229404904196e-07
2019,1.9132407658162265e-08,8.80090809118883e-08
