year,devrait_VERB unir_VERB,devrait_VERB punir_VERB
1927,4.4596899506643695e-09,2.2298449753321847e-09
1928,2.0566874425753667e-08,5.713020723163709e-09
1929,6.684243825105796e-09,1.1140406375176326e-09
1930,1.05036033204442e-08,8.402882833991043e-09
1931,7.983749661377715e-09,4.5621426636444085e-09
1932,7.6716757391182e-09,4.383814644626227e-09
1933,1.1470662641954732e-08,1.1470662197865522e-09
1934,2.3963160344919743e-09,5.990790086229936e-09
1935,1.0771455727365264e-08,0.0
1936,7.274828739411987e-09,7.274828739411987e-09
1937,2.0145789036973838e-08,2.5182236296217297e-09
1938,5.186085783037697e-09,9.075650453382877e-09
1939,6.117620188206274e-09,3.058810094103137e-09
1940,7.607348528892999e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,1.1806010391524069e-08
1942,6.068423541449874e-09,0.0
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,1.6065930807940276e-08
1945,1.089252066321933e-08,8.714016175304096e-09
1946,2.227376683094917e-08,2.7842208538686464e-09
1947,1.3112957830685446e-08,8.344609447874518e-09
1948,1.7395020535104777e-08,3.2615663503321457e-09
1949,1.570721330779179e-08,6.8719057111366055e-09
1950,6.381216888229346e-09,1.0635361480382244e-09
1951,1.3859822622919182e-08,5.330700769690111e-09
1952,7.381362632230548e-09,3.1634410646574906e-09
1953,5.386913581872932e-09,3.232148326759443e-09
1954,5.863521668203475e-09,9.772536113672459e-10
1955,6.569925492527773e-09,1.8771215692936494e-09
1956,3.488456634670456e-09,5.232684952005684e-09
1957,7.068030161150318e-09,2.6505113659425206e-09
1958,9.926692356998501e-09,7.445019267748876e-09
1959,8.525822714489095e-09,1.2401196514133517e-08
1960,4.844583401109048e-09,2.076250060767393e-09
1961,9.03260666262895e-09,6.25334317660986e-09
1962,1.0147130247162295e-08,8.244543714397423e-09
1963,7.1126584622049904e-09,4.526237162849611e-09
1964,6.6923653285755336e-09,4.258777774879263e-09
1965,1.2038495533772675e-08,7.660860390501512e-09
1966,7.754704434148607e-09,3.3234448526542337e-09
1967,6.902469706915326e-09,3.944268467392931e-09
1968,8.533690198930799e-09,4.940557296606585e-09
1969,1.3625273354023193e-08,8.629339909305145e-09
1970,6.898087434592526e-09,3.219107563845469e-09
1971,5.138397263237948e-09,4.1107179882260425e-09
1972,9.747279428040656e-09,3.0780881177250308e-09
1973,8.821126051827832e-09,3.859242703185828e-09
1974,4.500457340128605e-09,1.6876715580593782e-09
1975,9.709516746170266e-09,1.7134440533084216e-09
1976,1.4855169538918744e-08,1.7140580066410394e-09
1977,1.2928920156696222e-08,2.938390863960194e-09
1978,6.534650598410963e-09,2.3762365408686037e-09
1979,8.777959692451986e-09,3.5111840102075575e-09
1980,1.0801786132219604e-08,1.7055452605774235e-09
1981,6.325549417596221e-09,1.8976649140967083e-09
1982,1.1794254461960918e-08,3.1037510339615437e-09
1983,1.1999100379966876e-08,1.89459470334441e-09
1984,9.278413592994639e-09,4.059305780401701e-09
1985,1.0226449020933615e-08,3.0077789148208467e-09
1986,8.991728250862252e-09,3.5966913891627428e-09
1987,1.2221633483022742e-08,3.666490056009053e-09
1988,6.596209356501959e-09,1.798966087207532e-09
1989,9.878619700032232e-09,4.390497743145261e-09
1990,4.358920779878872e-09,3.2691906959314565e-09
1991,1.1136783939491579e-08,6.4476117778156095e-09
1992,1.4876849085965205e-08,2.2039776670368383e-09
1993,5.539207315052863e-09,4.985286850001103e-09
1994,9.494868002946077e-09,1.0549853213248639e-09
1995,7.0491861237087505e-09,3.253470381991974e-09
1996,1.014237493990322e-08,5.3380921904988554e-09
1997,9.110299181713799e-09,8.151320507465698e-09
1998,7.629006759657386e-09,2.86087753487152e-09
1999,9.140402212892695e-09,5.0272213059088244e-09
2000,8.83606254831193e-09,5.743440834038438e-09
2001,8.762423675534592e-09,3.943090742808408e-09
2002,8.762443215459825e-09,6.133709984368352e-09
2003,7.083769126836614e-09,6.667076890565227e-09
2004,6.166707589017051e-09,3.0833537945085254e-09
2005,1.5763124139311913e-08,5.854874363109275e-09
2006,1.2353670086895363e-08,2.4707338397433887e-09
2007,7.988958827809256e-09,3.595031605740928e-09
2008,8.940623352771127e-09,4.257439734089985e-09
2009,1.0966842545201416e-08,7.1522885392028e-09
2010,9.447585824773341e-09,5.196172214727568e-09
2011,7.265546830836911e-09,1.529588788962144e-09
2012,4.425528388196653e-09,5.7872298064864935e-09
2013,5.578249862026041e-09,7.530637446961919e-09
2014,6.712880029624557e-09,6.496335469563519e-09
2015,6.64972610309178e-09,7.979671506896935e-09
2016,4.142679976837371e-09,9.321030308706568e-09
2017,3.2702947017071438e-09,1.0817128526241504e-08
2018,3.3559066636712487e-09,6.711813327342497e-09
2019,3.3162841361900064e-09,6.887666881283394e-09
