year,voulait_VERB unir_VERB,voulait_VERB punir_VERB
1901,1.4530721514915967e-08,2.4031576728589243e-08
1902,9.329538919189417e-09,1.7677022512430085e-08
1903,7.020286574288548e-09,1.9980815224585058e-08
1904,1.6123875568041512e-08,4.460938995975994e-08
1905,1.2901897328276846e-08,2.0126959654476195e-08
1906,1.388929860013377e-08,2.4692084821253957e-08
1907,6.685696440911215e-09,2.7257069490360664e-08
1908,1.3751889405000384e-08,2.2592390180875555e-08
1909,4.950885035270858e-09,2.1453836041018803e-08
1910,8.550641084070776e-09,3.099607326362275e-08
1911,1.0108711201439746e-08,1.9685383989553884e-08
1912,1.510732161591477e-08,1.3023552902780011e-08
1913,7.42418571064718e-09,2.9166443482608884e-08
1914,1.6072185360371805e-08,3.147469485043075e-08
1915,9.424609537234119e-09,4.2410743361642744e-08
1916,2.0876177231343718e-08,2.4172416956957932e-08
1917,5.483212106582869e-09,2.9609346086090227e-08
1918,4.594550517822427e-09,1.6080926812378493e-08
1919,1.5653341733923298e-08,2.025726608678724e-08
1920,1.0601124422748853e-08,1.590168707821249e-08
1921,6.815472630705699e-09,9.844571380313027e-09
1922,8.853522359686394e-09,8.853522359686394e-09
1923,8.492758496458919e-09,4.140219900250486e-08
1924,3.867487219366694e-09,1.4180787211159895e-08
1925,1.3197813508725176e-08,1.2097995494286806e-08
1926,1.3375366592072169e-08,8.916910765321973e-09
1927,6.689535148041159e-09,2.0068604555945058e-08
1928,2.170947865920425e-08,1.82816659588525e-08
1929,2.6736975300423182e-08,2.6736975300423182e-08
1930,1.995684684175103e-08,2.10072066408884e-08
1931,2.2810713318222042e-09,2.167017854048936e-08
1932,4.383814644626227e-09,2.082311922890767e-08
1933,1.1470662641954732e-08,3.0970788600370724e-08
1934,5.990790086229936e-09,1.7972370258689807e-08
1935,1.555876849579363e-08,1.0771455727365264e-08
1936,8.487299751891442e-09,1.6974599503782883e-08
1937,1.7627565185307503e-08,1.510934133364117e-08
1938,1.0372171566075394e-08,2.2040865133021725e-08
1939,1.070583532936098e-08,7.647025235257843e-09
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,0.0,2.9515025978810172e-09
1942,1.8205270180260413e-08,2.1239483061208375e-08
1943,1.7419411690866582e-08,1.7419411690866582e-08
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,6.535512131478072e-09,1.9606536838523425e-08
1946,1.1136883415474585e-08,2.0881657292193267e-08
1947,9.536696765621855e-09,1.549713246618012e-08
1948,1.4133454406817236e-08,1.848220954059343e-08
1949,3.9268033269479474e-09,1.0798709482173763e-08
1950,3.190608444114673e-09,1.0635361036293034e-08
1951,8.529121409139861e-09,1.9190522948520083e-08
1952,1.370824520563474e-08,1.2653764258629963e-08
1953,5.386913581872932e-09,9.69644453618912e-09
1954,4.886268278880834e-09,1.6613311615287785e-08
1955,2.0648336374051723e-08,1.8771215692936494e-08
1956,6.104799332717903e-09,1.1337483840634377e-08
1957,9.718541527092839e-09,7.068030161150318e-09
1958,8.272243334772611e-09,1.2408365002158916e-08
1959,3.8753737996444215e-09,3.8753737996444215e-09
1960,1.5225833038812198e-08,8.305000243069571e-09
1961,4.16889545107324e-09,1.528595028332802e-08
1962,4.43936931660005e-09,1.331810839388936e-08
1963,1.1638896069143811e-08,2.4571003010009917e-08
1964,1.3993127545575135e-08,3.285342842218597e-08
1965,7.1136563306595235e-09,1.4774516721161035e-08
1966,4.431259803538978e-09,2.2710207048248776e-08
1967,1.2818872185960117e-08,2.267954357648705e-08
1968,1.4372530721118437e-08,2.1558795637588446e-08
1969,1.0446043141598693e-08,1.407944960618579e-08
1970,8.7375777724219e-09,2.575285940054073e-08
1971,2.0553589941130213e-09,2.3122789016838396e-08
1972,8.208234980600082e-09,1.6929485369132635e-08
1973,3.859242703185828e-09,2.4809416743210022e-08
1974,6.750686232237513e-09,1.1251143128276908e-08
1975,7.996072248772634e-09,1.8847885030481848e-08
1976,2.856763492431469e-09,1.2569759455516305e-08
1977,8.815172591880582e-09,1.1165885105413054e-08
1978,7.128709622605811e-09,1.1881182260253809e-08
1979,4.096381456264453e-09,1.6970723493159312e-08
1980,4.548120546843393e-09,1.7055452161685025e-08
1981,9.488323904349727e-09,1.0120879245789638e-08
1982,6.2075020679230875e-09,8.069752865935698e-09
1983,6.315316269933646e-09,1.515675762675528e-08
1984,5.799008384599347e-09,1.1018116197192285e-08
1985,6.015557829641693e-09,1.7445119127046382e-08
1986,7.1933827783254856e-09,1.7384007122700496e-08
1987,1.0388388815840699e-08,9.777306964053878e-09
1988,5.99655392008458e-09,9.594486094499644e-09
1989,7.683371272548811e-09,1.4269117443177493e-08
1990,8.172976073694826e-09,1.0897301727652575e-08
1991,9.96449056600568e-09,1.52398094144246e-08
1992,2.2039776670368383e-09,7.713921945651236e-09
1993,7.754890063438324e-09,1.2186256448387667e-08
1994,1.2132331583813993e-08,1.5824779708850656e-08
1995,3.253470381991974e-09,1.7351842629409475e-08
1996,1.1209993822092201e-08,1.8149513891785318e-08
1997,4.794894259418925e-09,1.2466725429760572e-08
1998,8.10582001520288e-09,1.6688451509594415e-08
1999,2.7421207526856506e-09,1.828080442578539e-08
2000,7.510653432518666e-09,1.6346715980830595e-08
2001,3.5049694258049158e-09,1.9715452381774412e-08
2002,1.3143663935011318e-09,2.3220474432150695e-08
2003,6.250384210204629e-09,1.3750845795357236e-08
2004,7.488145215006625e-09,1.1452457648886138e-08
2005,6.305249655724765e-09,1.4862373554080932e-08
2006,3.706100981659688e-09,1.2765458912156191e-08
2007,1.078509459517818e-08,1.7975157362570826e-08
2008,8.089135583588813e-09,1.830699147831183e-08
2009,6.198650481792356e-09,2.0503227560197956e-08
2010,3.7790344187271785e-09,1.2754241218715379e-08
2011,6.118355155848576e-09,2.9444583660165335e-08
2012,2.0425516833455504e-09,2.9957423208770706e-08
2013,5.578249862026041e-09,3.0680375573410856e-08
2014,4.980523993225461e-09,2.9016964830930192e-08
2015,6.428068743957738e-09,3.546520588315616e-08
2016,7.871092222444531e-09,3.686985294848455e-08
2017,3.5218559180094644e-09,2.6413918163825656e-08
2018,6.9699601645822895e-09,3.252647928775332e-08
2019,3.826481798085979e-09,3.9540310581287486e-08
