year,fut_VERB à_ADP,fut_VERB a_ADP,fut_VERB pas_ADV
1832,1.1235286365263164e-05,7.170883620233326e-08,3.133270365651697e-05
1833,1.0977804777212441e-05,6.023486709416659e-08,3.0411658372031525e-05
1834,1.064416574081406e-05,6.814207687000362e-08,2.8592601665877737e-05
1835,1.1700097275024746e-05,9.983276072489389e-08,3.0710674764122814e-05
1836,1.2580571819853503e-05,1.229897250709655e-07,3.248205757699907e-05
1837,1.2090031304978766e-05,6.540417185618708e-08,3.0582017643610016e-05
1838,1.4148710761219263e-05,1.161437792607245e-07,3.570916305761784e-05
1839,1.132199486164609e-05,7.69062267202969e-08,3.335353176225908e-05
1840,1.1834881661343388e-05,1.006410839110572e-07,3.282555189798586e-05
1841,1.0721031685534399e-05,5.6500827572136814e-08,2.896309524658136e-05
1842,1.1138403351651505e-05,1.2410290395337142e-07,3.0324041290441528e-05
1843,1.1096132766397204e-05,7.619915548540135e-08,3.0508013878716156e-05
1844,1.0532548913033679e-05,8.013299140907648e-08,3.301534161437303e-05
1845,9.8262235042057e-06,8.09133013923713e-08,2.80534804915078e-05
1846,9.968459380615968e-06,9.19156706302715e-08,2.8177715648780577e-05
1847,9.364253855892457e-06,7.280851654911658e-08,2.7377082005841658e-05
1848,9.237523954652715e-06,8.045221733254948e-08,2.5961126084439456e-05
1849,8.308189535455313e-06,7.206296892547925e-08,2.399026561761275e-05
1850,8.758484000281896e-06,8.214685465190996e-08,2.7407177185523324e-05
1851,9.245270121027716e-06,7.739326246536393e-08,2.7127629437018186e-05
1852,8.512538443028461e-06,9.63560697897492e-08,2.5038907551788725e-05
1853,9.779038009583019e-06,8.062108047823813e-08,2.86885624518618e-05
1854,1.0469783774169628e-05,9.3521959954046e-08,2.9277569410623983e-05
1855,1.0037009815277997e-05,9.870903028286193e-08,2.969868182844948e-05
1856,8.857135071593802e-06,9.940203238301137e-08,2.916673111030832e-05
1857,1.0088614544656593e-05,1.0397614647050801e-07,3.085309072048403e-05
1858,9.790777767193504e-06,9.200110978602183e-08,3.108707824139856e-05
1859,9.234656317858025e-06,7.638260246523032e-08,2.9516782888094895e-05
1860,9.643668818171136e-06,7.186178585527614e-08,2.9027127311564982e-05
1861,8.613235877419356e-06,5.6591563268870715e-08,2.7808151571662165e-05
1862,9.561414117342792e-06,8.26791513031111e-08,2.8352171284495853e-05
1863,8.48486160975881e-06,5.993545126870004e-08,2.8094742447137833e-05
1864,8.143366358126514e-06,8.24693171530555e-08,2.720672455325257e-05
1865,8.091065865301061e-06,5.2245973769515786e-08,2.874799247365445e-05
1866,8.646680726087652e-06,8.222885927722245e-08,2.7967542337137274e-05
1867,8.525419616489671e-06,1.1258522825130513e-07,2.6548761525191367e-05
1868,8.795445864961948e-06,7.261615120324194e-08,2.6439194698468782e-05
1869,7.972344974405132e-06,9.083345453575475e-08,2.5368904971401207e-05
1870,9.031699846673291e-06,9.174477977325068e-08,2.7776306524174288e-05
1871,6.658416168647818e-06,6.266494545492662e-08,2.399642653472256e-05
1872,7.5513125921133906e-06,7.55917443084897e-08,2.513879007892683e-05
1873,7.740502041997388e-06,8.021245889722195e-08,2.515558480808977e-05
1874,7.890665983723011e-06,3.764003908557356e-08,2.4701423171791248e-05
1875,7.772122444293927e-06,8.525075656518055e-08,2.569537900853902e-05
1876,7.602863661304582e-06,6.831996612888247e-08,2.476145346008707e-05
1877,7.845439540687948e-06,7.11253853591387e-08,2.3674856493016705e-05
1878,8.143711056618486e-06,6.220261461464816e-08,2.552179284975864e-05
1879,8.162058293237351e-06,4.3987143594215183e-08,2.5247398298233747e-05
1880,8.022308065847028e-06,5.776061628992579e-08,2.497312380000949e-05
1881,6.985058007558109e-06,5.020205590122728e-08,2.272619167342782e-05
1882,6.968853995203972e-06,5.790185064746822e-08,2.4096487322822213e-05
1883,7.156019364629174e-06,1.3776158791500848e-07,2.236287582491059e-05
1884,6.863124326628167e-06,5.743476272357384e-08,2.371263508393895e-05
1885,6.666076387773501e-06,7.863675799413272e-08,2.2655120119452477e-05
1886,6.967804893065477e-06,1.4004016990476487e-07,2.432955807307735e-05
1887,5.965478521829937e-06,4.439668860323209e-08,2.1078632926219143e-05
1888,6.5333692873537075e-06,6.340614677746714e-08,2.2140791770652868e-05
1889,6.433042472053785e-06,7.8940724179688e-08,2.2534444724442437e-05
1890,5.728533778892597e-06,3.93263200892946e-08,2.0279927412047982e-05
1891,5.775680619990453e-06,1.0326236310476133e-07,2.008644150919281e-05
1892,6.061651674826862e-06,5.829716687166808e-08,2.0813342416658998e-05
1893,6.319767180684721e-06,6.404753083444348e-08,2.1221287170192227e-05
1894,6.077834768802859e-06,4.4740930071895946e-08,2.1662801373167895e-05
1895,6.727005256834673e-06,8.36587430441682e-08,2.1638725229422562e-05
1896,6.219006536412053e-06,7.902018750449713e-08,2.164917350455653e-05
1897,5.735817012464395e-06,5.477110631701976e-08,1.9384893676033244e-05
1898,5.93731192566338e-06,5.262270086348053e-08,2.0773517462657765e-05
1899,6.0659644987026695e-06,5.859233098703953e-08,2.0466964997467585e-05
1900,5.951023467787309e-06,6.125442753024402e-08,2.0534249415504746e-05
1901,5.720074113924056e-06,5.9240631511414676e-08,1.9960181816713884e-05
1902,4.9677341849019285e-06,4.4683582001159294e-08,1.752382013364695e-05
1903,5.5616869758523535e-06,4.86019817724781e-08,2.0433893951121718e-05
1904,5.575098839472048e-06,5.2671326855602274e-08,2.0481083993217908e-05
1905,5.59890759177506e-06,4.438252965144329e-08,2.0211597075103782e-05
1906,5.645228156936355e-06,9.002323214657437e-08,1.9626606444944628e-05
1907,5.749184765591053e-06,6.068555302718437e-08,1.960400550160557e-05
1908,5.837186108692549e-06,7.36708387627516e-08,2.0521256374195218e-05
1909,6.315679002000252e-06,5.721022855453839e-08,2.1077017663628794e-05
1910,5.858792519575218e-06,5.932007129949568e-08,2.052207310043741e-05
1911,5.96520339968265e-06,4.7351329857114877e-08,2.0973979189875536e-05
1912,6.192959972395329e-06,5.053138663058121e-08,2.0635559849324636e-05
1913,5.930333372816676e-06,8.00751458474025e-08,1.983954462048132e-05
1914,5.800719463877613e-06,6.897646331882612e-08,2.021880936808884e-05
1915,5.500437964656157e-06,2.945190524794583e-08,1.8499329598853365e-05
1916,5.427806172519922e-06,4.175235601699967e-08,1.9112691006739624e-05
1917,5.591779881797265e-06,4.496234051742931e-08,1.8788774468703195e-05
1918,5.94075390836224e-06,6.776961924970237e-08,1.9748526028706692e-05
1919,5.861716090294067e-06,4.235610262526279e-08,2.0003129975521006e-05
1920,5.830618647451047e-06,4.0132827727745735e-08,1.9888466340489686e-05
1921,5.48266916666762e-06,3.104826418187656e-08,1.911209983518347e-05
1922,5.993097147438675e-06,3.7627471360934805e-08,1.9362654711585492e-05
1923,5.735796548833605e-06,5.944931080748006e-08,1.9703200450749137e-05
1924,5.9185449572396465e-06,4.769901040813096e-08,2.0413886886672117e-05
1925,5.933517059020232e-06,6.818870446068104e-08,1.977472311409656e-05
1926,5.9988515204167925e-06,7.022067105566521e-08,1.966513264051173e-05
1927,6.2513704506272916e-06,3.567751971633726e-08,1.9589188013924286e-05
1928,6.054659024812281e-06,4.22763521967795e-08,1.949968282133341e-05
1929,5.9578892432909925e-06,4.456162616683912e-08,1.9501281713019125e-05
1930,5.8326509133621585e-06,4.201441561324515e-08,1.9999912183266133e-05
1931,5.80418600293342e-06,4.790249708008787e-08,1.7930360627360642e-05
1932,5.921437605138635e-06,5.150982307355889e-08,1.8693681340664625e-05
1933,5.745654561906122e-06,3.4411986593596566e-08,1.950356636370998e-05
1934,5.489960130944382e-06,3.9539212792760736e-08,1.7985550584853627e-05
1935,5.171495558897732e-06,6.223507931224503e-08,1.7673564798315056e-05
1936,5.142091595189413e-06,3.6374143252970725e-08,1.6422925909864716e-05
1937,5.197613518248545e-06,4.5328023556834296e-08,1.6586280253250152e-05
1938,5.291104116622591e-06,4.7971293604121e-08,1.654361403780058e-05
1939,5.158683052286506e-06,4.7411558234955464e-08,1.56825190060772e-05
1940,5.233855972619494e-06,3.55009599495304e-08,1.6414122001151554e-05
1941,4.82865834783297e-06,6.493305626520396e-08,1.5073323993419763e-05
1942,5.4069655561761465e-06,4.2478966344461355e-08,1.6794361727079377e-05
1943,6.160665179777425e-06,9.290352864788076e-08,1.8490705770091154e-05
1944,5.812653853354277e-06,7.390327816381159e-08,1.8244470993522555e-05
1945,6.345982455968624e-06,3.0499057057653545e-08,1.9271046767244115e-05
1946,6.065425168344518e-06,2.9234318077442367e-08,1.7470985767431557e-05
1947,6.214349923538975e-06,3.0994263822137214e-08,1.8877890397561714e-05
1948,5.721874458686216e-06,4.8923494810892976e-08,1.651222373766359e-05
1949,5.210868039284833e-06,4.9085043030139275e-08,1.5205564523057546e-05
1950,5.466575657919748e-06,2.7651939404904624e-08,1.55499619722832e-05
1951,5.546061402128544e-06,5.010858750154057e-08,1.5147719750530086e-05
1952,5.451663582789479e-06,2.003512689086051e-08,1.4346205716719851e-05
1953,5.424622031569015e-06,3.878577858884569e-08,1.5685614926042035e-05
1954,5.239056463324232e-06,3.713563656582153e-08,1.5031137991172727e-05
1955,5.1132792577845976e-06,1.970977603349411e-08,1.4421924788621254e-05
1956,5.120182322571054e-06,2.4419195998603982e-08,1.4313137398858089e-05
1957,5.342547410691623e-06,5.47772354142495e-08,1.4967436982260551e-05
1958,5.174288162379526e-06,4.3015665251999735e-08,1.4071086297917645e-05
1959,4.941101906297263e-06,2.0151945223645384e-08,1.411643734172685e-05
1960,5.57611565454863e-06,3.598833298035231e-08,1.474691180192167e-05
1961,5.1868009904865175e-06,4.029932243465595e-08,1.4539717994921375e-05
1962,5.4718398132536095e-06,2.6636217065334478e-08,1.5017752957646735e-05
1963,5.338373739505187e-06,2.651081842941494e-08,1.4780751371290535e-05
1964,5.4798301789560355e-06,7.239922039659064e-08,1.5281711966963485e-05
1965,5.515272732736776e-06,6.128688512241354e-08,1.5836640159250237e-05
1966,5.381764822232071e-06,5.2621208723735435e-08,1.5030279428174254e-05
1967,6.017967734806007e-06,6.458739409964664e-08,1.5975765563780442e-05
1968,6.277202828641748e-06,5.34478479252698e-08,1.6978001440293156e-05
1969,5.606800186797045e-06,4.9050982775522556e-08,1.4190268302627373e-05
1970,4.954206360707758e-06,4.598725028559514e-08,1.4531510714732576e-05
1971,5.094721018394921e-06,4.059333980066526e-08,1.4096165614319034e-05
1972,5.14553721586708e-06,5.694463156569185e-08,1.403454280080041e-05
1973,4.822950813831994e-06,3.804110537686256e-08,1.3873425814381335e-05
1974,4.402009835757781e-06,8.382101618353843e-08,1.2067976058460772e-05
1975,4.634295237337938e-06,3.8838065208324224e-08,1.2854828128183726e-05
1976,4.416556294017937e-06,2.742492899443505e-08,1.2354359569144435e-05
1977,4.566259576677112e-06,4.231282924038737e-08,1.2008616067760158e-05
1978,4.900987732980866e-06,4.45544341420856e-08,1.3292073163029272e-05
1979,4.634177912521409e-06,6.495690385577291e-08,1.2739160411001649e-05
1980,4.6510217543982435e-06,4.263863129239098e-08,1.2275945664441679e-05
1981,4.608162726071896e-06,6.072527591882704e-08,1.1555513992789201e-05
1982,4.474988600122742e-06,3.600351305976801e-08,1.188302121590823e-05
1983,4.795219410880236e-06,2.3998200759933752e-08,1.18241659947671e-05
1984,4.6531245061487425e-06,3.0154843622121064e-08,1.1502333109092433e-05
1985,4.776954483531881e-06,3.549179172779304e-08,1.1771244317060336e-05
1986,4.780002655024873e-06,3.1770773123440676e-08,1.2072893696313258e-05
1987,4.52017138741212e-06,7.455196771033457e-08,1.1792654731834773e-05
1988,4.7126918616413604e-06,3.0582424537239916e-08,1.2087253708159551e-05
1989,4.9047348511521704e-06,4.6649036633539254e-08,1.2199547199998051e-05
1990,4.798626832780428e-06,2.342919880327088e-08,1.2195715498819482e-05
1991,4.689758497988805e-06,3.6341082421120774e-08,1.1177814485563431e-05
1992,5.066944595455425e-06,4.518154361754512e-08,1.2226566468598321e-05
1993,5.195776338950964e-06,3.655876845698458e-08,1.2236108887009323e-05
1994,4.751126198243583e-06,2.6374632922099295e-08,1.176097612187732e-05
1995,4.91382479594904e-06,3.145021548744964e-08,1.2093692021153402e-05
1996,4.840581823373213e-06,3.896807276859704e-08,1.2000565220660064e-05
1997,4.780989456776297e-06,1.347365311543669e-07,1.1480895409476943e-05
1998,4.679918674810324e-06,3.337690490656797e-08,1.1529336916282773e-05
1999,4.797797373612411e-06,2.467908566394783e-08,1.1818539860541932e-05
2000,4.680904567067046e-06,2.076474858725419e-08,1.1202802852494642e-05
2001,4.807065579370828e-06,2.4534786063901137e-08,1.1523025023052469e-05
2002,4.7531871132378e-06,2.4096717288202285e-08,1.1282083505648188e-05
2003,4.578615062200697e-06,2.4584845659259003e-08,1.1659467418212444e-05
2004,4.678769073507283e-06,5.021462148868672e-08,1.1292122508166358e-05
2005,4.829821136809187e-06,2.9724747108161864e-08,1.160706324299099e-05
2006,4.868993073614547e-06,3.211954113790938e-08,1.1456381798780058e-05
2007,4.897631242783973e-06,2.276853305893667e-08,1.185082146548666e-05
2008,4.993976745026885e-06,2.128719933658374e-08,1.1527017704793252e-05
2009,5.031396540289279e-06,1.7165492582904562e-08,1.1824164175777696e-05
2010,5.014306225348264e-06,3.164941286826206e-08,1.1278056263108738e-05
2011,4.961603735864628e-06,1.2619107425670961e-08,1.1086842278018594e-05
2012,5.658208465320058e-06,8.170206511337597e-09,1.2187905667815357e-05
2013,5.888121904717991e-06,9.204112416671961e-09,1.3390031199378427e-05
2014,6.62236425341689e-06,4.3308904240646484e-09,1.5016712495707907e-05
2015,6.462425517383963e-06,3.989835795081831e-09,1.4272972293838393e-05
2016,6.670750735793263e-06,6.006886099640951e-09,1.6458039681310765e-05
2017,5.4218971854425035e-06,7.295273080076825e-09,1.1795701539085712e-05
2018,5.94460152569809e-06,5.162933414126769e-09,1.3389035302679986e-05
2019,6.305021543084877e-06,3.826481742574828e-09,1.374523253616644e-05
