year,voulant_VERB unir_VERB,voulant_VERB punir_VERB
1882,3.9932310791357395e-09,2.861815673327328e-08
1883,4.423537092179686e-09,4.107570417133388e-08
1884,7.2618666635548834e-09,3.762967271114803e-08
1885,1.8047780159236027e-08,2.9649923405372647e-08
1886,3.872078213618124e-09,2.1296431285122708e-08
1887,2.6115699047757346e-09,1.7628095927424425e-08
1888,4.4384300679212174e-09,1.7119659911912777e-08
1889,1.0024218788373673e-08,2.6313573542324775e-08
1890,3.2771931834929546e-09,2.490666928256502e-08
1891,0.0,1.211101796627645e-08
1892,2.5074049503359674e-09,2.6327752200572263e-08
1893,1.2316833108982905e-09,1.7243566574620672e-08
1894,2.520615716150587e-09,1.3233232509790582e-08
1895,7.824199066419624e-09,4.213029924926559e-09
1896,1.7691086373616827e-09,1.592197840238896e-08
1897,8.740070445156789e-09,1.8062811357744124e-08
1898,6.2241901632731356e-09,1.7540900398849146e-08
1899,2.7637891975018647e-09,1.5477219506010442e-08
1900,2.595526460424935e-09,2.0764212238510993e-08
1901,5.588738916095792e-10,1.956058609531297e-08
1902,8.838511256215043e-09,1.4730851205513318e-08
1903,1.6200660812870638e-09,7.560307935250421e-09
1904,4.837162670412454e-09,1.8811188162715098e-08
1905,4.1286072338664326e-09,6.708986699521802e-09
1906,3.0865106026567446e-09,9.773950537805831e-09
1907,3.0857059130084963e-09,5.65712765521198e-09
1908,4.4202501658929805e-09,1.1787333775714615e-08
1909,1.0451869036920414e-08,4.950885035270858e-09
1910,2.137660271017694e-09,1.0153886620400954e-08
1911,5.3203743632934675e-09,4.788336838146279e-09
1912,3.646594803896619e-09,7.814131730565776e-09
1913,5.302989602995467e-09,1.590896969716482e-09
1914,5.357394972094198e-09,1.2054139020278853e-08
1915,0.0,9.424609537234119e-09
1916,0.0,1.2086208478478966e-08
1917,1.0966424435210342e-09,3.289927441585405e-09
1918,1.1486376294556067e-09,2.2972752589112133e-09
1919,6.4454939163738345e-09,9.207848372660976e-10
1920,8.329454459499175e-09,9.086678076641874e-09
1921,0.0,6.058197998815018e-09
1922,2.2133805899215986e-09,1.1804696775641332e-08
1923,3.1847844361720945e-09,6.369568872344189e-09
1924,3.867487330388997e-09,6.445812106292692e-09
1925,0.0,8.798542339150117e-09
1926,4.458455382660986e-09,6.687683296036084e-09
1927,6.689534814974252e-09,1.1149224765638621e-08
1928,6.8556245125250825e-09,2.2852082448565625e-09
1929,2.2280812750352652e-09,1.1140406375176326e-08
1930,1.0503603542488804e-09,1.4705044848462023e-08
1931,0.0,2.2810713318222042e-09
1932,1.0959536611565568e-09,8.767629289252454e-09
1933,0.0,4.588264879146209e-09
1934,1.1981580172459871e-09,2.7557634396657704e-08
1935,2.393656828303392e-09,7.180970484910176e-09
1936,2.424942913137329e-09,4.849885826274658e-09
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,0.0,5.186085783037697e-09
1939,0.0,4.588215141154706e-09
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,0.0,2.9515025978810172e-09
1942,9.102635090130207e-09,0.0
1943,2.9032352077962287e-09,1.1612940831184915e-08
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,0.0,2.178504043826024e-09
1946,2.7842208538686464e-09,9.744772988540262e-09
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,4.348755133776194e-09,8.697510267552389e-09
1949,2.945102384188658e-09,2.945102384188658e-09
1950,5.317680518146517e-09,3.190608444114673e-09
1951,1.0661401761424827e-09,4.264560704569931e-09
1952,5.272401848444019e-09,5.272402070488624e-09
1953,5.386913581872932e-09,4.3095309543161875e-09
1954,5.863521668203475e-09,5.863521668203475e-09
1955,2.815682353940474e-09,5.631364707880948e-09
1956,3.488456634670456e-09,4.360570571293465e-09
1957,1.7670075402875796e-09,9.718541527092839e-09
1958,8.272243445794913e-10,4.1361216673863055e-09
1959,3.100299128533379e-09,3.8753737996444215e-09
1960,6.920833350854139e-10,1.2457500420115508e-08
1961,2.08444772553662e-09,1.111705483225478e-08
1962,5.0735651235811474e-09,5.7077609305622445e-09
1963,1.2932106496776896e-09,5.819448034571906e-09
1964,1.2167936658258327e-09,4.867174663303331e-09
1965,2.188817349590977e-09,1.2585699593614663e-08
1966,1.1078149508847446e-09,1.0524242255449678e-08
1967,4.930335695263466e-09,1.6270107816573898e-08
1968,2.24570789741918e-09,1.2575964603023237e-08
1969,4.9959334169624725e-09,1.0446043141598693e-08
1970,2.2993625059530842e-09,9.657322275202773e-09
1971,1.0276794970565106e-09,1.3873673210262893e-08
1972,3.0780880067027283e-09,9.234264020108185e-09
1973,0.0,8.821126162850135e-09
1974,5.625571675160757e-10,1.0688586016271984e-08
1975,2.2845920710778955e-09,9.709516746170266e-09
1976,3.4281160132820787e-09,7.998937512354587e-09
1977,4.7014254711541525e-09,5.876782005476144e-09
1978,4.75247319275951e-09,4.752473081737207e-09
1979,5.266776126333639e-09,7.0223681314374176e-09
1980,5.685150683554241e-10,5.68515062804309e-09
1981,1.2651099057237047e-09,6.325549417596221e-09
1982,1.2415004579935385e-09,6.828252296919857e-09
1983,4.4207211225000265e-09,5.683784332077835e-09
1984,2.8995041922996734e-09,5.219107590548333e-09
1985,1.8046674155058895e-09,1.0828004493035337e-08
1986,2.3977941854269602e-09,3.5966913891627428e-09
1987,2.4443267410134695e-09,4.277571907795874e-09
1988,1.798966087207532e-09,2.398621523624911e-09
1989,3.841685525252103e-09,7.134558832611049e-09
1990,1.089730194969718e-09,4.358920779878872e-09
1991,2.344586080837985e-09,7.619904984768056e-09
1992,1.65298330578878e-09,5.5099441120809445e-09
1993,2.7696036575264316e-09,7.754890063438324e-09
1994,0.0,8.439882570598911e-09
1995,7.0491861237087505e-09,6.506941208073158e-09
1996,2.135236876199542e-09,1.0676184380997711e-08
1997,3.3564260260021683e-09,7.671831170341648e-09
1998,1.43043876743576e-09,8.105819682135973e-09
1999,2.2851005809787495e-09,7.76934183654987e-09
2000,3.534425307982758e-09,1.0161472663305915e-08
2001,4.3812117822561447e-10,7.886181124794334e-09
2002,1.752488598683044e-09,3.9430991805033955e-09
2003,2.083461403401543e-09,1.1250691600572793e-08
2004,4.404791253964646e-10,8.369103465799554e-09
2005,1.3511248786457486e-09,7.205999463799628e-09
2006,1.6471559671771274e-09,6.588624035241963e-09
2007,1.5977917877663117e-09,7.589511075156707e-09
2008,8.514879357157668e-10,5.960415494499216e-09
2009,9.53638501499654e-10,7.629107789952627e-09
2010,0.0,6.613310454817167e-09
2011,7.64794394481072e-10,5.735957903096889e-09
2012,1.3617010852229328e-09,6.468080099297779e-09
2013,1.1156500168141292e-09,9.20411236116081e-09
2014,1.5158115873603606e-09,6.929424548052232e-09
2015,1.10828768384863e-09,8.201328685619735e-09
2016,2.071340099440988e-09,1.2635174073682975e-08
2017,1.509366853724714e-09,7.798395401659164e-09
2018,1.5488800242380307e-09,5.937373259712331e-09
2019,7.65296326310505e-10,7.3978642656236104e-09
