year,avaient_VERB osé_VERB,avaient_VERB posé_VERB
1879,3.042443950107554e-07,1.362379578040418e-07
1880,2.2205747995940328e-07,1.007601895253174e-07
1881,2.10569723435583e-07,1.1504637598136469e-07
1882,2.2295540702543803e-07,1.3443877833196893e-07
1883,2.1232979463547963e-07,9.4158153274293e-08
1884,2.053127730050619e-07,8.714239640994492e-08
1885,1.9852558352795313e-07,8.701608322780885e-08
1886,1.8585976135909732e-07,1.1293561641423366e-07
1887,1.4755369193153456e-07,8.487602087825508e-08
1888,2.1875121092307381e-07,9.510922183153525e-08
1889,2.2115932551969308e-07,1.108929197357611e-07
1890,1.6189333962302044e-07,8.389614691850511e-08
1891,1.306715091686783e-07,8.923908012548054e-08
1892,1.8930907685899e-07,1.2474339428081294e-07
1893,1.3918021579684137e-07,8.929703909643649e-08
1894,1.657304835589457e-07,1.0271509154335945e-07
1895,1.7754912562395475e-07,1.1074250494402804e-07
1896,1.568609775404184e-07,1.1204355132576893e-07
1897,1.4042379348211398e-07,1.0488084711823831e-07
1898,1.5617060000749916e-07,8.996784117698553e-08
1899,1.6029977700782183e-07,9.673262013620842e-08
1900,1.3860112346719689e-07,8.565237408220128e-08
1901,1.4977820228523342e-07,1.3133536924669897e-07
1902,9.133128031635351e-08,1.1882887207548265e-07
1903,1.188048486255866e-07,1.306853363303162e-07
1904,1.445774131525468e-07,1.0641758052543082e-07
1905,1.2282606576263788e-07,7.999176432349486e-08
1906,1.8570506199466763e-07,9.61962527412652e-08
1907,1.506853095634142e-07,1.1417112233402804e-07
1908,1.5323533375521947e-07,1.159087830160388e-07
1909,1.386247845402977e-07,1.1166996927158834e-07
1910,1.5818686449620145e-07,9.512588405868883e-08
1911,1.282210178032983e-07,1.0587544352347322e-07
1912,1.609711119954227e-07,6.980624789321155e-08
1913,1.3787773411877424e-07,9.439321502213716e-08
1914,1.4933738157196785e-07,8.839701592933125e-08
1915,1.2487608103128878e-07,1.060268601804637e-07
1916,1.6261444102383393e-07,9.668966782783173e-08
1917,1.7326951251561695e-07,9.760118047097421e-08
1918,1.6770108857144805e-07,7.695872028534723e-08
1919,1.7679069230780442e-07,1.261475262026579e-07
1920,1.5750242710055318e-07,1.3781462371298403e-07
1921,9.996026761882604e-08,1.1056211235427327e-07
1922,1.313272548486566e-07,1.1362020302385645e-07
1923,1.0934426342146253e-07,1.1677543199084539e-07
1924,1.2375959101973422e-07,8.766304659957314e-08
1925,1.0118323956476161e-07,1.462757666104153e-07
1926,1.5047287149627664e-07,1.1257599652481076e-07
1927,1.2933101345424802e-07,1.5274437714651867e-07
1928,1.1883082606800599e-07,1.0854738974330758e-07
1929,1.4148315585771343e-07,1.381410328349375e-07
1930,1.3654684494213143e-07,8.928063266466779e-08
1931,9.238338805062085e-08,1.0036713860017699e-07
1932,1.249387224788734e-07,1.216508564994001e-07
1933,1.4108914569987974e-07,1.0438302666671007e-07
1934,8.866369682891673e-08,1.1262685006840911e-07
1935,1.1250187270661627e-07,1.0651773152403621e-07
1936,1.1639725983059179e-07,1.3458432590596203e-07
1937,1.0450627740965501e-07,1.1961562051965302e-07
1938,7.90878047496335e-08,1.335417039172171e-07
1939,8.564668263488784e-08,1.3152883582279173e-07
1940,1.2678914629304927e-07,8.368083825871508e-08
1941,1.2986610897769424e-07,1.2396310467011062e-07
1942,1.5474479653221351e-07,1.0012898599143227e-07
1943,1.1903264152124393e-07,1.4225852851268428e-07
1944,1.34953822339412e-07,1.285274464635222e-07
1945,1.32888743564763e-07,1.6774481537140673e-07
1946,1.1972149138728128e-07,1.5034792966162058e-07
1947,9.179070303844128e-08,1.5139505649131024e-07
1948,1.0328293598149685e-07,8.697510622823756e-08
1949,1.0013348372694963e-07,1.325296068444004e-07
1950,9.89088633218671e-08,1.8292821835075301e-07
1951,1.0661401717015906e-07,1.215399834109121e-07
1952,1.1810180211568877e-07,1.2442868069229007e-07
1953,1.1851209791302608e-07,1.3251808184122638e-07
1954,9.186184257714558e-08,1.6711037176264654e-07
1955,9.291751723594643e-08,1.4735404363364069e-07
1956,8.982775767663043e-08,1.290729017000558e-07
1957,1.0336994193949067e-07,1.228070232173195e-07
1958,7.941353885598801e-08,1.2160198537003453e-07
1959,8.060777645368944e-08,1.240119615886215e-07
1960,1.045045863179439e-07,1.1073333183730938e-07
1961,1.0630683533463525e-07,1.1464462801313857e-07
1962,9.44951494830093e-08,1.0400808747590418e-07
1963,8.535189977010305e-08,1.4225317102045665e-07
1964,9.916868037862514e-08,1.1316181058873553e-07
1965,9.576076109851783e-08,1.1983775038970634e-07
1966,1.0967367813918827e-07,1.401385958388346e-07
1967,1.0698828134536598e-07,1.1734199034663106e-07
1968,1.6034354644034465e-07,1.3204763149587961e-07
1969,1.853037190358009e-07,1.2989427489173977e-07
1970,1.0347131507160157e-07,1.0669042183053534e-07
1971,1.4079209620376787e-07,1.2229385504269885e-07
1972,1.0055087784621719e-07,1.1594131876790925e-07
1973,1.1963652468693908e-07,1.019942672542129e-07
1974,1.1476166150714562e-07,1.0463563171470014e-07
1975,9.995090266556872e-08,1.0109319958928609e-07
1976,1.0055807564413044e-07,1.308397656885063e-07
1977,8.580101251709493e-08,1.222370684672569e-07
1978,1.116831143121999e-07,9.445540172237088e-08
1979,9.538716483348253e-08,1.0065394207003919e-07
1980,1.0801786487490972e-07,1.1881964923077248e-07
1981,1.1196222970966119e-07,1.0753434054322497e-07
1982,1.1421803947087028e-07,9.683703439122837e-08
1983,9.599280303973501e-08,1.0546578010917074e-07
1984,1.1829977353272625e-07,1.0380225035078183e-07
1985,1.3294383904849383e-07,1.1249093745391292e-07
1986,1.1209687755808773e-07,9.651121501974558e-08
1987,9.349550111892313e-08,9.777306786418194e-08
1988,1.0194141708552706e-07,1.0973693775895299e-07
1989,1.4598404618482164e-07,1.1086007134508691e-07
1990,1.2695356588210416e-07,1.0951788453894551e-07
1991,1.266076452566267e-07,8.616353852630709e-08
1992,1.4601351949750097e-07,1.4160556816023018e-07
1993,1.2463216592095705e-07,1.0690670393387336e-07
1994,1.123559343341185e-07,1.250157595222845e-07
1995,1.0899125868490955e-07,1.1007575295707284e-07
1996,1.1637040842060742e-07,1.2651278780140274e-07
1997,1.1891338402847396e-07,1.2226981027652073e-07
1998,1.072829078907489e-07,1.0394521865464412e-07
1999,1.201962902541709e-07,1.0008740503053559e-07
2000,1.2282127670459886e-07,1.033819359008703e-07
2001,1.1873083849422983e-07,9.638665687816683e-08
2002,1.3056039449566015e-07,1.1741673944243303e-07
2003,1.5542622122666216e-07,1.2042407604440086e-07
2004,1.2861990228429931e-07,1.4623907418354065e-07
2005,1.29257614389644e-07,1.3871549242594483e-07
2006,1.2065417820394941e-07,1.0994766341809736e-07
2007,1.3701064460747148e-07,1.2063327403666335e-07
2008,1.5454506296919135e-07,1.3666381448729226e-07
2009,1.4924442837127572e-07,1.6021127180465555e-07
2010,1.464375856130573e-07,1.7478033953466365e-07
2011,1.6213641629292397e-07,2.2179037273417634e-07
2012,1.8791475042689854e-07,2.393189788563177e-07
2013,1.7850399558483332e-07,2.613410288176965e-07
2014,2.232574018989908e-07,2.423133196316485e-07
2015,1.9239874404775037e-07,2.2852891845559498e-07
2016,2.1500510172245413e-07,2.431753216569632e-07
2017,1.9495988112794294e-07,2.435111809973023e-07
2018,2.2148984157865925e-07,2.6873067326960154e-07
2019,1.9183427468760783e-07,2.262726184198982e-07
