year,eut_VERB eu_VERB,eut_VERB pu_VERB
1933,8.602996359741155e-08,4.3014983930333983e-07
1934,8.02765853791243e-08,4.1096819813901675e-07
1935,8.018750463634206e-08,3.9495338910455757e-07
1936,8.48730010716281e-08,3.5525414432413527e-07
1937,5.666003133342201e-08,3.2862817533896305e-07
1938,7.779128452511941e-08,3.5913643614549073e-07
1939,7.799965828780842e-08,3.823512599865353e-07
1940,7.86092684279538e-08,3.1950864354257646e-07
1941,3.836953510472085e-08,3.3351980732732045e-07
1942,9.406056733496371e-08,3.853448902191303e-07
1943,9.290352664947932e-08,3.65807636626414e-07
1944,6.7476911169706e-08,4.980438461643644e-07
1945,4.357008265287732e-08,5.054129132986418e-07
1946,7.378185529205439e-08,3.368907357526041e-07
1947,5.8412268799656886e-08,3.5166570455658075e-07
1948,7.610321262063735e-08,3.783416957503505e-07
1949,3.8286334103077024e-08,2.886200434204511e-07
1950,4.679559140186029e-08,3.19060831088791e-07
1951,5.863770979885885e-08,3.0704836717632134e-07
1952,3.690681538159879e-08,3.110717159415799e-07
1953,4.5250075686453783e-08,3.8678041391904117e-07
1954,6.449873524161376e-08,3.1760743013364845e-07
1955,3.754243138587299e-08,2.656126980582485e-07
1956,4.360570926564833e-08,3.0000725814716134e-07
1957,3.975766915687018e-08,3.162943471579638e-07
1958,5.21151335419745e-08,3.011096509908384e-07
1959,9.300897119146612e-08,3.72810973203741e-07
1960,6.3671663497189e-08,2.8236999582986755e-07
1961,5.072156383789661e-08,2.897382387345715e-07
1962,5.7711801559889864e-08,2.5494665578662534e-07
1963,5.1728427763464424e-08,2.3471773147321073e-07
1964,5.4755716405452404e-08,2.640442176016222e-07
1965,1.0232721336933537e-07,3.3762506745915744e-07
1966,8.973301390824417e-08,2.2100908836364397e-07
1967,1.1684895184771449e-07,2.7609880248746776e-07
1968,7.859977557700404e-08,3.700926640703983e-07
1969,6.540130925714038e-08,2.0710415071789612e-07
1970,6.392227902551895e-08,2.2257829357386072e-07
1971,7.553444447694346e-08,2.795288196466572e-07
1972,6.412683717371692e-08,2.0469285288982064e-07
1973,5.623467913551394e-08,1.8469232543338876e-07
1974,4.837991696149402e-08,1.575160126776609e-07
1975,5.140332248743107e-08,1.844808110718077e-07
1976,8.227478787148357e-08,2.3882543587205873e-07
1977,5.465406971438824e-08,2.1273950778777362e-07
1978,4.930690877813504e-08,2.0851476278949121e-07
1979,1.0240953685070053e-07,2.4636807438582764e-07
1980,3.865902442612423e-08,2.1433018559946504e-07
1981,4.99718417756867e-08,2.0368268849324522e-07
1982,3.3520510811513304e-08,1.4835930528533936e-07
1983,4.0418022706489865e-08,1.8503875764963595e-07
1984,4.465236713713239e-08,1.9774618920109788e-07
1985,4.090579608373446e-08,1.6542784919693077e-07
1986,3.057187569766029e-08,1.3907205698160396e-07
1987,3.299841111470414e-08,1.5949231624290405e-07
1988,2.6384837426007834e-08,1.6310626449467236e-07
1989,3.1831110192115375e-08,1.4488642818832886e-07
1990,3.160217687536715e-08,1.4983790208589198e-07
1991,3.341035181847474e-08,1.2484920830502233e-07
1992,2.920270425477156e-08,1.1460684135045085e-07
1993,4.154405530698568e-08,1.4568115602742182e-07
1994,3.5342008430916394e-08,1.3029068668402033e-07
1995,4.0126135303353294e-08,1.388147410352758e-07
1996,3.096093337262573e-08,1.2971564444796968e-07
1997,2.4933450859521145e-08,1.4816224336300365e-07
1998,3.146965354972053e-08,1.4876563625421113e-07
1999,3.4733528053720875e-08,1.599570396138006e-07
2000,2.87172046142814e-08,1.6921060819186096e-07
2001,4.4688359679412315e-08,1.616667191228771e-07
2002,3.5926017716292336e-08,1.2793167059044208e-07
2003,2.7918384049030465e-08,1.4417553018120088e-07
2004,3.259545522382723e-08,1.4007235904500703e-07
2005,3.0175122844866564e-08,1.400666178597021e-07
2006,3.006059756671675e-08,1.334196326752135e-07
2007,3.435252438066527e-08,1.3022003031437634e-07
2008,3.448526086913262e-08,1.2516872516243893e-07
2009,2.9562793102400065e-08,1.3923121855441423e-07
2010,2.4563723499682055e-08,1.043958235413811e-07
2011,2.1796640936599943e-08,9.980566773037935e-08
2012,3.029784778618705e-08,1.1438289249099398e-07
2013,2.2870825233667347e-08,1.196534640257596e-07
2014,2.7501153354592134e-08,1.2039875230129837e-07
2015,3.6130177960558285e-08,2.1500781599570473e-07
2016,4.4533809528957136e-08,1.947059615758917e-07
2017,1.7106156491308866e-08,1.0791972471224653e-07
2018,2.4265787601507327e-08,1.4740174947291962e-07
2019,3.1377147990951926e-08,2.1632375535318715e-07
