year,faut_VERB unir_VERB,faut_VERB punir_VERB
1877,1.793596560162314e-08,1.0081249968152406e-07
1878,2.959153455606156e-08,9.36058768274961e-08
1879,2.016077260691418e-08,1.0263666183618625e-07
1880,2.2462462112571302e-08,9.04916319655058e-08
1881,2.5798277292210514e-08,7.809208568687609e-08
1882,1.4641846846075168e-08,7.720246486542237e-08
1883,1.3902545781263598e-08,8.151947383794322e-08
1884,9.902545450302114e-09,9.374409870588352e-08
1885,2.4493415295978593e-08,9.732909944659696e-08
1886,1.2261581083805595e-08,5.420909587883216e-08
1887,1.0446279397058333e-08,9.336362438716606e-08
1888,1.6485598663962264e-08,8.115986815937504e-08
1889,1.1903759755682586e-08,1.0086870361192268e-07
1890,3.5393686204088226e-08,1.0487018187177455e-07
1891,1.466070642663908e-08,8.286485808639554e-08
1892,1.3790726782758611e-08,1.0907211844823905e-07
1893,3.079208354961338e-08,6.343169189904074e-08
1894,1.5753848003896564e-08,8.570093257276312e-08
1895,1.5046536461227333e-08,7.944571223106323e-08
1896,1.2973464080801023e-08,6.191880430606034e-08
1897,2.2141511735185304e-08,7.516460698298033e-08
1898,2.319925584970406e-08,7.129526835569777e-08
1899,1.1055156790007459e-08,8.95467735517741e-08
1900,2.076421168339948e-08,6.540727071069341e-08
1901,1.7883964531506535e-08,9.05375685533727e-08
1902,1.8659077838378835e-08,6.677986164049798e-08
1903,2.052083658554693e-08,7.668312917985531e-08
1904,1.6123875568041512e-08,7.631967946508667e-08
1905,2.0643035725242953e-08,6.605771574186292e-08
1906,2.006231980544726e-08,5.65860283074926e-08
1907,1.3885677496716653e-08,6.788553008618692e-08
1908,2.2101250607420297e-08,7.809108382161867e-08
1909,2.1453836041018803e-08,7.096268461737054e-08
1910,1.0153886620400954e-08,9.085056262847502e-08
1911,2.553779587799454e-08,8.938228290844563e-08
1912,9.897900277167082e-09,7.918320221733666e-08
1913,1.4318072061314524e-08,6.681766961946778e-08
1914,1.2723813114234872e-08,5.089525245693949e-08
1915,1.1780761921542648e-09,4.123266705846618e-08
1916,3.076489463182952e-08,4.9443578120644815e-08
1917,1.2063066989753679e-08,6.799183438488399e-08
1918,1.4932290071101306e-08,7.351280828515883e-08
1919,1.6574126959767455e-08,4.1435317399418636e-08
1920,1.3630017114962811e-08,2.953170330499688e-08
1921,6.815472630705699e-09,5.2251955651172466e-08
1922,1.623145884366295e-08,6.197466007051844e-08
1923,3.1847843473542525e-08,4.458698299458774e-08
1924,1.4180787211159895e-08,5.0277336072213075e-08
1925,1.3197813508725176e-08,5.829034321891413e-08
1926,1.2260752413340015e-08,4.346993875969929e-08
1927,1.0034302277972529e-08,3.5677519605314956e-08
1928,6.8556245125250825e-09,3.313552099371009e-08
1929,1.7824650200282122e-08,3.342121956961819e-08
1930,1.995684684175103e-08,5.987053697253941e-08
1931,7.983749661377715e-09,4.219981875053236e-08
1932,1.2055489939655217e-08,3.287861005674131e-08
1933,6.882397318719313e-09,5.276504566609219e-08
1934,2.036868629318178e-08,3.1152108448395666e-08
1935,2.2739740757060645e-08,6.103825000991492e-08
1936,2.424942913137329e-08,3.8799086610197264e-08
1937,1.0072894518486919e-08,3.5255130370615007e-08
1938,1.2965214679638848e-08,3.8895642262559704e-08
1939,1.2235240376412548e-08,4.282334131744392e-08
1940,2.2822046474857416e-08,3.0429394115571995e-08
1941,1.1806010391524069e-08,2.9515025090631752e-08
1942,2.730790527039062e-08,5.76500234217292e-08
1943,1.1612940831184915e-08,6.096794180621146e-08
1944,2.5705489292704442e-08,7.390327994016843e-08
1945,2.6142048525912287e-08,5.8819608739213436e-08
1946,2.0881657292193267e-08,8.770295778504078e-08
1947,2.1457568166738383e-08,4.887557025767819e-08
1948,1.4133454406817236e-08,6.414413888933268e-08
1949,1.1780409536754632e-08,3.141442661558358e-08
1950,2.1270722072586068e-08,8.614642865722999e-08
1951,1.5992101864981123e-08,6.396840745992449e-08
1952,1.0544804140977249e-08,3.796129277588989e-08
1953,1.1851209791302608e-08,2.5857186614075545e-08
1954,2.247683283940205e-08,2.6385848173049453e-08
1955,2.1586897602787758e-08,2.440258128899586e-08
1956,3.314033847345854e-08,3.226822542501395e-08
1957,2.03205861026845e-08,3.6223653410161205e-08
1958,7.445019267748876e-09,4.1361218450219894e-08
1959,2.1702094343822864e-08,4.8829711829512235e-08
1960,1.1765417085030094e-08,4.221708493901133e-08
1961,2.084447814354462e-08,6.600751589758147e-08
1962,1.585489073363533e-08,6.468795277214667e-08
1963,1.1638896069143811e-08,5.6901267697639923e-08
1964,1.4601523545820783e-08,5.049693641012709e-08
1965,1.7510538796727815e-08,4.2134733035936733e-08
1966,1.38476865529924e-08,6.037591759877614e-08
1967,2.021437595089992e-08,7.642019994591465e-08
1968,2.0660513300185812e-08,6.243067929290191e-08
1969,1.2716921737876419e-08,1.0718548537624883e-07
1970,2.2533752641606952e-08,6.116304263059646e-08
1971,1.798439086542203e-08,6.063309143655715e-08
1972,1.2825367434743384e-08,5.181448159419233e-08
1973,7.1671650836435674e-09,5.954260018370405e-08
1974,1.8564387360697765e-08,5.119270340969706e-08
1975,1.599214449754527e-08,3.655347313724633e-08
1976,1.4855169538918744e-08,3.6566571992580066e-08
1977,1.057820764316375e-08,4.113747209544272e-08
1978,1.1881182260253809e-08,5.346532105932056e-08
1979,1.0533551808578068e-08,4.6815785026410595e-08
1980,1.3075846183596695e-08,4.60497204812782e-08
1981,1.3916208629893845e-08,5.123695245856652e-08
1982,2.4209258597807093e-08,3.972801465579323e-08
1983,1.7682884490000106e-08,4.2312617409834274e-08
1984,1.9716628330002095e-08,4.697196942515802e-08
1985,1.0828004270990732e-08,4.6319797775140614e-08
1986,2.0980699844130868e-08,2.997242631863628e-08
1987,9.777306964053878e-09,4.1553555263362796e-08
1988,1.9188972188999287e-08,4.077656612366809e-08
1989,2.140367705294466e-08,6.091815407671675e-08
1990,1.5801088437683575e-08,3.214704236143007e-08
1991,1.582595565707834e-08,6.271767460930278e-08
1992,1.8733810946969243e-08,4.4079552452558346e-08
1993,1.717154241021035e-08,6.093128490647359e-08
1994,1.4242301560329906e-08,5.907917710601396e-08
1995,1.4640617607142303e-08,6.56116583286348e-08
1996,1.2277611816102763e-08,4.964425670550554e-08
1997,1.054876808126437e-08,4.5551498573104254e-08
1998,1.716526476513991e-08,5.674073833006332e-08
1999,1.7366764026860437e-08,5.7127515162846976e-08
2000,1.2370488633450805e-08,7.157211001640462e-08
2001,7.0099388516098315e-09,5.345078335494691e-08
2002,2.4972962364699924e-08,5.6955880012310445e-08
2003,1.583430631058036e-08,6.750415337819504e-08
2004,9.250062049659391e-09,5.550036874524267e-08
2005,1.0358624180639708e-08,5.4945743954704085e-08
2006,1.3589036562677848e-08,5.188541152278958e-08
2007,1.6377365241737607e-08,6.271332608775992e-08
2008,7.2376473703172906e-09,7.152498682216901e-08
2009,1.2397300963584712e-08,4.8635563132393145e-08
2010,9.919965293647692e-09,6.093692661579553e-08
2011,6.883149605840799e-09,5.0858826483590747e-08
2012,9.19148224198807e-09,5.6170168960534284e-08
2013,1.0877587719448911e-08,4.769403716409215e-08
2014,1.3642305063399363e-08,5.6518118185522326e-08
2015,1.551602757388082e-08,6.206411029552328e-08
2016,1.0770968117412849e-08,5.9447458511385776e-08
2017,1.1571811953103861e-08,6.087779524932557e-08
2018,1.0842160058643913e-08,5.5759681316658316e-08
2019,1.3010037491767434e-08,7.703982873863424e-08
