year,peut_VERB oser_VERB,peut_VERB poser_VERB
1855,5.200798369742188e-08,3.369904959527048e-07
1856,3.209857268871019e-08,2.940643355486827e-07
1857,4.5886185517929334e-08,3.026535750905168e-07
1858,6.410715513993637e-08,2.985142373290728e-07
1859,4.7357211485632433e-08,3.4321249131608056e-07
1860,5.767251565202969e-08,3.661747030037077e-07
1861,3.065376574795664e-08,4.192491758203687e-07
1862,5.647482836934614e-08,3.4607774068717845e-07
1863,4.994620894649415e-08,4.3253416492916585e-07
1864,3.3563097190381086e-08,3.586456500670465e-07
1865,5.977692296710302e-08,3.2665499816175725e-07
1866,4.476363812955242e-08,2.8804427643081e-07
1867,4.804283548764943e-08,3.5716692536880146e-07
1868,2.8157282727647726e-08,3.986478418482875e-07
1869,6.25090450512289e-08,4.39028383425466e-07
1870,5.390005952676802e-08,4.157185458097956e-07
1871,5.098165090089424e-08,4.2059861016241484e-07
1872,4.535504416480762e-08,4.1908060666173697e-07
1873,3.5317427204972773e-08,4.7229573851836903e-07
1874,4.958925714504403e-08,5.084392569187912e-07
1875,9.554950253232164e-08,4.714538306416216e-07
1876,5.562333527109331e-08,4.087106049155409e-07
1877,3.0924081073635534e-08,4.5025461758996244e-07
1878,2.7779808675632012e-08,3.8770949117861164e-07
1879,5.9260454321474754e-08,3.6533765523927286e-07
1880,5.647704881539539e-08,3.8442900063273555e-07
1881,6.344981784422998e-08,4.65763491774851e-07
1882,4.991538915533056e-08,4.2860679627665377e-07
1883,2.5277355319985872e-08,4.1707636455612374e-07
1884,3.6969503014461225e-08,4.522162555531395e-07
1885,4.060750313783501e-08,5.092052219879406e-07
1886,3.87207848007165e-08,3.8462644624814857e-07
1887,2.8074376601239237e-08,4.916280431643827e-07
1888,4.1848057463766963e-08,4.33063974014658e-07
1889,2.318100555953606e-08,4.4169215129841177e-07
1890,5.046877760150892e-08,5.721979619011108e-07
1891,2.8683990294098294e-08,4.818910497306206e-07
1892,4.7013841708576365e-08,3.96169980376726e-07
1893,3.1407925149551374e-08,4.7050301077433687e-07
1894,3.654892921645114e-08,5.154658992978511e-07
1895,3.4306101071024386e-08,4.4417373601390864e-07
1896,1.8280790214930676e-08,5.089136152491847e-07
1897,2.680288169187861e-08,4.6147570742505195e-07
1898,2.4330926606808134e-08,5.126469773131248e-07
1899,2.5979618456517528e-08,4.6763312866460183e-07
1900,5.398695179792412e-08,4.806915399058198e-07
1901,3.353243371861936e-08,4.560411070997361e-07
1902,3.093478895266344e-08,6.191867782945337e-07
1903,4.644189388613995e-08,5.357018721952045e-07
1904,2.6873125946735854e-08,5.32087881310872e-07
1905,2.631987072732045e-08,4.882078314949467e-07
1906,2.9321851613417493e-08,5.211059033172205e-07
1907,3.4971336049238744e-08,4.64913028963565e-07
1908,5.893667065492991e-08,5.0587306077432e-07
1909,4.8958753495753626e-08,5.550492687689257e-07
1910,4.1684376839157267e-08,4.921962499793153e-07
1911,4.149891807969652e-08,5.410820449469611e-07
1912,4.844761747335724e-08,5.865808248017856e-07
1913,6.734796897944761e-08,5.462079570861533e-07
1914,3.549274296688054e-08,5.310517963152961e-07
1915,2.4739600590351074e-08,5.536958269658498e-07
1916,2.5271162940043723e-08,4.911395308226929e-07
1917,2.52227767560953e-08,4.4852674818685045e-07
1918,5.054005569604669e-08,4.606037009580177e-07
1919,4.1435317399418636e-08,5.635203024212387e-07
1920,2.7260034229925623e-08,6.618130328206462e-07
1921,2.3475516641724425e-08,5.293350682222808e-07
1922,4.500540740082215e-08,5.289979867484362e-07
1923,4.140219900250486e-08,5.721996103602578e-07
1924,3.0939897754933554e-08,5.027733323004213e-07
1925,4.6192347724627325e-08,4.421267476573121e-07
1926,6.018914433525424e-08,6.119229851719865e-07
1927,5.5746124161260013e-08,4.247854690220265e-07
1928,3.1992914983902665e-08,5.461647560878191e-07
1929,6.127223173280072e-08,5.703888064090279e-07
1930,5.3568378177715203e-08,6.144608164504461e-07
1931,4.44808918587114e-08,6.056244501451147e-07
1932,2.6302888755935783e-08,5.161941771802958e-07
1933,5.735331143341682e-08,6.641513436989044e-07
1934,3.1152108448395666e-08,6.685721700705471e-07
1935,4.787313656606784e-08,5.218171850174258e-07
1936,5.33487423126644e-08,6.620094268328103e-07
1937,2.2664012888640173e-08,6.031145858287346e-07
1938,2.2040865133021725e-08,6.21033791503578e-07
1939,4.129393715857077e-08,5.842327368554834e-07
1940,1.7750480196809804e-08,6.516962116620562e-07
1941,4.132103725851266e-08,6.139125616755337e-07
1942,5.158160121254696e-08,6.129107532615308e-07
1943,5.2258233296242906e-08,7.403249924209376e-07
1944,4.4984606262232774e-08,6.908350087542203e-07
1945,5.2284097051824574e-08,8.10403491868783e-07
1946,4.5939643200654245e-08,6.222733759386756e-07
1947,4.4107220986688844e-08,6.437270485548652e-07
1948,4.240036233227329e-08,5.979538286737807e-07
1949,4.712163814701853e-08,6.842454922662e-07
1950,3.616023036556726e-08,5.998343794999528e-07
1951,5.224086763178093e-08,6.450147793657379e-07
1952,3.4797853487589236e-08,6.801398626521404e-07
1953,3.5553629373907825e-08,6.324236778709746e-07
1954,3.322662323057557e-08,6.909182843628514e-07
1955,5.0682281482750113e-08,7.086134132805455e-07
1956,4.360570926564833e-08,7.378085911113885e-07
1957,2.2087593976038988e-08,6.414237532226252e-07
1958,5.376958256420039e-08,7.147218070713279e-07
1959,3.5653439312000046e-08,7.138438604670228e-07
1960,4.15249985508126e-08,7.246112545544747e-07
1961,5.141637871020066e-08,7.267774435604224e-07
1962,5.327243357555744e-08,7.052255455164413e-07
1963,3.814971449855875e-08,7.177318934736832e-07
1964,4.258777863697105e-08,6.552434115292272e-07
1965,4.760677896342713e-08,6.697781032016792e-07
1966,3.7665706997813686e-08,6.558264544764825e-07
1967,3.845661922241561e-08,7.168707725213608e-07
1968,4.850729240502005e-08,7.114402933439123e-07
1969,4.269252329436313e-08,6.948889677005354e-07
1970,4.2768142805016396e-08,7.137221018638229e-07
1971,4.007949883089168e-08,7.712734486631234e-07
1972,5.23274970021248e-08,7.566966360172955e-07
1973,3.3079221140042137e-08,7.983119303389685e-07
1974,3.7691329168865195e-08,8.207709356611304e-07
1975,4.112265727940212e-08,7.567711008960032e-07
1976,5.713526718409412e-08,7.793250915710814e-07
1977,3.0559267116814226e-08,8.462565688205359e-07
1978,4.930690877813504e-08,7.657422429474536e-07
1979,4.447499790671827e-08,7.876756171754096e-07
1980,5.5145960686786566e-08,7.981951739566284e-07
1981,3.542307780435294e-08,8.590096172156336e-07
1982,5.5867520387664626e-08,8.21252569949138e-07
1983,4.294414779337785e-08,8.917226068660966e-07
1984,4.9871474061546905e-08,8.350572215931606e-07
1985,6.015557829641693e-08,8.307485472869303e-07
1986,5.874595743193822e-08,8.434241181021207e-07
1987,4.949761489569937e-08,8.365708481505862e-07
1988,7.075933439182336e-08,8.19728882106574e-07
1989,5.597884467078984e-08,7.749228529974062e-07
1990,4.90378582185258e-08,7.606316785313538e-07
1991,6.213153369571955e-08,8.030207254705601e-07
1992,6.336436086940012e-08,7.339245371440484e-07
1993,8.087242520105065e-08,7.782586521898338e-07
1994,5.433174266045171e-08,8.155036539392313e-07
1995,5.802022329248757e-08,7.933045367281011e-07
1996,6.459091395072392e-08,8.386142553717946e-07
1997,7.192341655581913e-08,8.290372761621256e-07
1998,7.390600131884639e-08,8.396675639232853e-07
1999,6.169771893382858e-08,8.45030172058614e-07
2000,6.759588444538167e-08,9.361808679386741e-07
2001,8.411926444296114e-08,8.657274293000228e-07
2002,8.149071817342701e-08,9.003410355035157e-07
2003,6.583738354493107e-08,9.429746796740801e-07
2004,7.311953709177033e-08,9.043036470757215e-07
2005,8.33193709581792e-08,9.46688146541419e-07
2006,7.28866496046976e-08,8.598154295214044e-07
2007,7.988958827809256e-08,8.420362860306341e-07
2008,8.812899920940254e-08,8.634087862446904e-07
2009,7.199970752935769e-08,9.28843917336053e-07
2010,8.219399916242764e-08,9.244462830793054e-07
2011,7.265546742019069e-08,1.0049398042610846e-06
2012,7.897866538542075e-08,8.626376484244247e-07
2013,6.638117611146299e-08,7.951795737426437e-07
2014,6.301445409917505e-08,6.751857881681644e-07
2015,6.16207955772552e-08,6.764988143004302e-07
2016,6.628287962939794e-08,6.522649869111774e-07
2017,6.21355980001681e-08,7.3179131732104e-07
2018,5.756670873324765e-08,6.396874709935219e-07
2019,5.790742108047198e-08,6.785627419958473e-07
