year,aurait_VERB osé_VERB,aurait_VERB posé_VERB
1952,8.119499028680366e-08,4.74516177462192e-08
1953,8.511323557058859e-08,2.693456835345387e-08
1954,6.449873524161376e-08,4.0067398288101685e-08
1955,9.385608024103931e-08,5.819076775992471e-08
1956,8.721141853129666e-08,4.6222051963695776e-08
1957,6.979679767482594e-08,4.8592706747285774e-08
1958,7.279574276708445e-08,6.369627669755573e-08
1959,9.533420097795897e-08,6.355612924835441e-08
1960,9.827583369315107e-08,6.090333215524879e-08
1961,9.4494964741898e-08,7.017640513140577e-08
1962,7.54692806026469e-08,5.580921680348183e-08
1963,7.759263809248296e-08,6.660035012373555e-08
1964,8.395875994438029e-08,5.77976990712159e-08
1965,6.457010925942086e-08,4.4323552828018364e-08
1966,9.361036035215875e-08,5.9822006903687e-08
1967,7.543413715893621e-08,7.29689659806354e-08
1968,1.1992079862466198e-07,5.2549566476045584e-08
1969,8.992680733399538e-08,6.449295852917203e-08
1970,7.311972893830898e-08,7.7718453894704e-08
1971,8.067284085200299e-08,6.371612926159287e-08
1972,7.797823542432525e-08,6.002272101568451e-08
1973,7.497957454916104e-08,5.017015425323734e-08
1974,7.0882201441691e-08,6.525662854528491e-08
1975,6.682432029947449e-08,6.054168721902897e-08
1976,6.856232204199841e-08,8.170343335223151e-08
1977,6.053085144230863e-08,5.818014159331142e-08
1978,8.49504573352533e-08,7.306927329864266e-08
1979,8.309802268513522e-08,6.788289397263725e-08
1980,7.049586514540351e-08,7.276992874949428e-08
1981,8.412980889715982e-08,7.590659123479782e-08
1982,9.125028554990422e-08,6.9524027423995e-08
1983,6.946847719291327e-08,7.641532562274733e-08
1984,7.132780410756823e-08,8.350572500148701e-08
1985,7.880380792357755e-08,8.000692020004863e-08
1986,8.452224165012012e-08,7.013547786982599e-08
1987,8.738468437741176e-08,7.760737474882262e-08
1988,7.555657788316239e-08,7.375761157391025e-08
1989,9.439570192171232e-08,7.13455889922443e-08
1990,8.22746315520817e-08,6.592867407562153e-08
1991,9.085270846753701e-08,6.740685165596005e-08
1992,9.091407804362461e-08,8.209816826365568e-08
1993,9.250476296074339e-08,7.200969776022248e-08
1994,6.962903142948562e-08,7.859640760443654e-08
1995,7.211859553990507e-08,7.049185768437383e-08
1996,7.419948389042474e-08,7.206424612604678e-08
1997,6.664903651198983e-08,6.521056405972558e-08
1998,8.105819659931512e-08,7.247556510492359e-08
1999,7.449428096606425e-08,6.855301393215996e-08
2000,9.145325208237409e-08,8.040817078835971e-08
2001,7.448060301840087e-08,8.587175415186721e-08
2002,6.878517666564221e-08,7.141390767628764e-08
2003,8.292176545410257e-08,7.042099525733647e-08
2004,7.356001674452273e-08,6.475043079490206e-08
2005,7.566299586869718e-08,7.97163650645416e-08
2006,6.753339221177157e-08,8.976999765764049e-08
2007,9.586750593371107e-08,1.0345701895175807e-07
2008,9.834685954501765e-08,9.494090136286104e-08
2009,8.964202180550274e-08,9.91784077086777e-08
2010,9.636537612323082e-08,1.0581296550071784e-07
2011,9.330491934633756e-08,9.101053422000405e-08
2012,1.2697861961896706e-07,1.232339457146736e-07
2013,1.3387800379405235e-07,1.2606845700702252e-07
2014,1.504984368239093e-07,1.3295833412030333e-07
2015,1.3343783678010368e-07,1.4296911388100852e-07
2016,1.4354387189996487e-07,1.215876608284816e-07
2017,1.0565567265530262e-07,1.5395541197449347e-07
2018,1.2984777697511163e-07,1.3759218120412697e-07
2019,1.1811073363787727e-07,1.2678408722877066e-07
