year,fallait_VERB unir_VERB,fallait_VERB punir_VERB
1952,0.0,4.2179215675730575e-09
1953,0.0,6.464296653518886e-09
1954,9.772536113672459e-10,9.772536557761669e-09
1955,9.385607846468247e-10,1.6894095011821264e-08
1956,0.0,1.3081712602058815e-08
1957,1.7670075402875796e-09,1.8553580005686854e-08
1958,1.6544486891589827e-09,1.4062814024384807e-08
1959,4.650448914844674e-09,1.0851047171911432e-08
1960,3.460416619915918e-09,2.2838749558218296e-08
1961,6.948159270159238e-10,2.014966149488373e-08
1962,1.9025869768540815e-09,1.77574772664002e-08
1963,1.2932106496776896e-09,1.6165133231993423e-08
1964,4.258777774879263e-09,2.068549243006146e-08
1965,3.830430195250756e-09,7.660860390501512e-09
1966,3.8773522170743036e-09,8.308612464702492e-09
1967,1.9721342336964653e-09,8.874604162656397e-09
1968,4.940557296606585e-09,2.110965446888713e-08
1969,2.7250546263957176e-09,2.1346261647181564e-08
1970,2.7592350626548523e-09,4.1388523719376735e-09
1971,5.138397263237948e-09,1.284599360218408e-08
1972,2.0520587451500205e-09,1.2312352026810913e-08
1973,3.859242703185828e-09,1.2129047988196362e-08
1974,2.812785782069227e-09,5.625571564138454e-09
1975,6.282628195464213e-09,7.996072248772634e-09
1976,2.285410749536254e-09,9.712995741040231e-09
1977,4.11374712072643e-09,1.4104276857551667e-08
1978,3.5643548113029055e-09,1.485147826940647e-08
1979,4.096381456264453e-09,1.404473604083023e-08
1980,1.1370301367108482e-09,1.591842213599648e-08
1981,3.795329828193417e-09,9.488323904349727e-09
1982,1.8622506869903077e-09,1.2415004135846175e-08
1983,3.78918940668882e-09,8.841442245000053e-09
1984,8.118611560803402e-09,5.219107812592938e-09
1985,4.210890747202711e-09,1.0828004270990732e-08
1986,0.0,1.558566253834215e-08
1987,3.0554083707556856e-09,1.2832715334809564e-08
1988,4.797243047249822e-09,2.2187249371086182e-08
1989,2.7440609784434855e-09,1.1525056464734007e-08
1990,5.44865097484859e-10,1.1442167213715493e-08
1991,3.5168792322792797e-09,1.1722930182145319e-08
1992,3.30596661157756e-09,1.1570882918476855e-08
1993,2.2156829704300662e-09,1.4955860550003308e-08
1994,2.1099706426497278e-09,1.3714808844156323e-08
1995,3.795715741716776e-09,1.6809597269684673e-08
1996,4.270473752399084e-09,9.074756945892659e-09
1997,2.876936688878118e-09,1.006927874414032e-08
1998,6.198567881199324e-09,9.536258005482523e-09
1999,4.113180906983871e-09,1.553868322901053e-08
2000,1.7672125984802278e-09,1.2812291672048559e-08
2001,1.7524847129024579e-09,1.4019877703219663e-08
2002,4.81934359086722e-09,1.8839251936242363e-08
2003,3.7502307925763034e-09,1.3334153337041244e-08
2004,3.0833537945085254e-09,1.4535810777260849e-08
2005,3.1526248278623825e-09,1.4862373554080932e-08
2006,2.0589450144825605e-09,1.4824403926638752e-08
2007,5.592271090648637e-09,1.3980677948666198e-08
2008,2.554463751636149e-09,1.9158479247494142e-08
2009,5.245011536203492e-09,2.0503227560197956e-08
2010,3.7790344187271785e-09,2.0312310056169736e-08
2011,4.5887662558641296e-09,1.6825476123472072e-08
2012,2.382976926895708e-09,1.4297861561374248e-08
2013,2.5102124823206395e-09,1.8687137171014e-08
2014,6.063246349441442e-09,2.793424336289263e-08
2015,3.546520632724537e-09,2.1722438958704515e-08
2016,3.72841224560716e-09,2.4856079861024227e-08
2017,4.024978128569501e-09,1.6603035390971854e-08
2018,4.904786798931582e-09,1.8070267060465994e-08
2019,4.3366790158927415e-09,1.581612352197226e-08
