year,eut_VERB osé_VERB,eut_VERB posé_VERB
1959,2.325224279786653e-08,1.9376869886400527e-08
1960,1.038124963770315e-08,2.7683332959327345e-08
1961,1.042223907177231e-08,3.335116360858592e-08
1962,9.512934440181198e-09,2.72704117065814e-08
1963,4.526237162849611e-09,2.909724017285953e-08
1964,4.258777774879263e-09,2.6769461314302134e-08
1965,1.4227312661319047e-08,1.8057743744748223e-08
1966,9.416426749453422e-09,4.265087483190655e-08
1967,8.381570104631919e-09,3.254021407883556e-08
1968,1.6169096284102125e-08,1.9313088017725022e-08
1969,1.1354394757745467e-08,2.2254612375149918e-08
1970,5.058597540852361e-09,1.5175793066646293e-08
1971,8.221435976452085e-09,1.0276794526475896e-08
1972,1.2312352026810913e-08,9.747279428040656e-09
1973,9.923766697284009e-09,1.3783009400469837e-08
1974,5.06301445213353e-09,1.6876715136504572e-08
1975,5.140332159925265e-09,1.0851811893530794e-08
1976,1.0284348483935446e-08,1.428381679602353e-08
1977,8.815172591880582e-09,1.880570188461661e-08
1978,8.316828115084718e-09,2.198018833610149e-08
1979,1.1703946256602649e-08,2.2237498953359136e-08
1980,9.664756106531058e-09,2.0466542238750662e-08
1981,1.9609203150139365e-08,2.783241725978769e-08
1982,1.4277254933858785e-08,1.6139505731871395e-08
1983,8.841442245000053e-09,2.5261265079734585e-08
1984,7.538710988796993e-09,2.0876431250371752e-08
1985,7.820225356169885e-09,2.3460676956688076e-08
1986,6.593933843390687e-09,2.6975184752586756e-08
1987,3.0554083707556856e-09,1.588812459374367e-08
1988,4.197587610832443e-09,2.1587593934668803e-08
1989,1.1525056464734007e-08,1.2073869015694072e-08
1990,6.538381391862913e-09,1.5256222951620657e-08
1991,4.68917216167597e-09,1.75843961613964e-08
1992,4.958949695321735e-09,1.8182815253453555e-08
1993,3.877445031719162e-09,1.827938511667071e-08
1994,8.439882570598911e-09,1.8989736005892155e-08
1995,2.7112254663563817e-09,2.114755837112625e-08
1996,3.2028553142993132e-09,1.5480466686312866e-08
1997,7.671831170341648e-09,1.8220598363427598e-08
1998,4.291316191284977e-09,1.9072516010965046e-08
1999,4.113180906983871e-09,1.5995704316651427e-08
2000,2.2090156370779823e-09,1.2370488633450805e-08
2001,6.571817756650944e-09,1.445799924226776e-08
2002,3.504977197366088e-09,1.927737436346888e-08
2003,2.5001538617175356e-09,2.541822929913451e-08
2004,3.0833537945085254e-09,3.03930605127789e-08
2005,4.954124666056714e-09,1.5763124139311913e-08
2006,5.7650457740976435e-09,1.523619275189958e-08
2007,3.595031605740928e-09,3.8746449604332156e-08
2008,2.1287198670449925e-09,4.044567702976565e-08
2009,3.337734755248789e-09,4.9112383493365996e-08
2010,8.030448306328708e-09,6.943975705553385e-08
2011,4.5887662558641296e-09,7.647943789379497e-08
2012,5.1063788752969685e-09,9.191482064352385e-08
2013,4.741512515948898e-09,1.034765375607094e-07
2014,6.279790909502481e-09,1.0892189550304465e-07
2015,4.654808538617772e-09,1.0018920448828794e-07
2016,8.285359953674742e-09,1.0998815724860833e-07
2017,7.043711836018929e-09,8.578234655942651e-08
2018,5.937373259712331e-09,1.0093534541510962e-07
2019,8.673358031785483e-09,8.494789227597721e-08
