year,faudrait_VERB oser_VERB,faudrait_VERB poser_VERB
1942,0.0,4.247896612241675e-08
1943,1.1612940831184915e-08,2.322588166236983e-08
1944,9.639558484764166e-09,9.639558484764166e-09
1945,2.178504132643866e-08,2.832055301382752e-08
1946,1.1136883415474585e-08,2.227376683094917e-08
1947,3.5762612871081956e-09,4.0530959921625254e-08
1948,1.0871888278529696e-08,3.044128504825494e-08
1949,9.817008539414473e-09,2.5524220959027843e-08
1950,1.2762433776458693e-08,2.0207187034770868e-08
1951,1.8124383771578323e-08,2.6653504292539765e-08
1952,9.490323193972472e-09,2.6362009464264702e-08
1953,5.386913581872932e-09,3.663101466599983e-08
1954,4.886268278880834e-09,3.0294863506696856e-08
1955,4.6928039232341234e-09,2.5341140741375057e-08
1956,9.593255967388359e-09,3.226822542501395e-08
1957,2.6505113659425206e-09,3.445664731316356e-08
1958,5.790570245522986e-09,2.4816730004317833e-08
1959,8.525822714489095e-09,1.8601795659378695e-08
1960,8.305000243069571e-09,2.629916728835724e-08
1961,9.03260666262895e-09,3.126671543896009e-08
1962,6.341956293454132e-09,3.55149545328004e-08
1963,3.879631726988464e-09,3.297687101166957e-08
1964,1.2167936658258327e-09,2.6161064425878067e-08
1965,4.377634699181954e-09,2.954903344232207e-08
1966,4.431259803538978e-09,3.5450078428311826e-08
1967,8.874604162656397e-09,4.1907853187694855e-08
1968,5.838840522187638e-09,4.087188543167031e-08
1969,1.3625273131978588e-09,4.9050985495568966e-08
1970,6.438214850135182e-09,4.414776100247764e-08
1971,5.138397263237948e-09,2.6205826841874114e-08
1972,8.208234980600082e-09,3.437198259348406e-08
1973,9.37244681864513e-09,3.473318344049403e-08
1974,3.937900228123681e-09,3.7691329168865195e-08
1975,1.1422960355389478e-09,4.454954449784054e-08
1976,1.7140580066410394e-09,4.456551039311307e-08
1977,8.22749424145286e-09,4.4663540421652215e-08
1978,9.504946163474415e-09,5.643561706847322e-08
1979,8.192762912528906e-09,4.037861600636461e-08
1980,2.2740602734216964e-09,4.4912688679232815e-08
1981,6.958104314946922e-09,6.325549861685431e-08
1982,9.932003663948308e-09,5.959202198368985e-08
1983,5.68378455412244e-09,6.062703050702112e-08
1984,5.219107812592938e-09,5.335087749358536e-08
1985,9.02333674446254e-09,3.368712597762169e-08
1986,1.1389522214244607e-08,6.773768745915731e-08
1987,4.888653482026939e-09,5.866384356068011e-08
1988,6.596209356501959e-09,4.9771397669928774e-08
1989,3.841685636274406e-09,5.927171997655023e-08
1990,7.628111475810329e-09,4.4678937882736136e-08
1991,5.2753188484189195e-09,6.975143662657501e-08
1992,3.30596661157756e-09,4.4630546369717194e-08
1993,9.970573700002205e-09,3.323524566667402e-08
1994,8.967375286772494e-09,6.488159698392337e-08
1995,9.760411145975922e-09,3.741491028108612e-08
1996,1.1209993822092201e-08,5.711758532811473e-08
1997,8.151320507465698e-09,4.842843281949172e-08
1998,5.72175506974304e-09,4.577404055794432e-08
1999,9.597422412355172e-09,3.97607493596297e-08
2000,6.627047355323157e-09,3.401884285381129e-08
2001,7.448059946568719e-09,4.600272518473503e-08
2002,6.133709984368352e-09,4.381221430094229e-08
2003,8.750538071922165e-09,4.166922806803086e-08
2004,1.2773894830786503e-08,4.3166952679030146e-08
2005,8.106749049829887e-09,3.738112042128705e-08
2006,1.0294725072412803e-08,3.500206346984669e-08
2007,1.078509459517818e-08,4.753430715709328e-08
2008,7.663391698997657e-09,4.3000142113669426e-08
2009,1.4781396551200032e-08,3.1946889578193804e-08
2010,5.668551850135373e-09,4.5820790717243653e-08
2011,9.177532511728259e-09,3.288615957330876e-08
2012,8.851056776393307e-09,4.663826302930829e-08
2013,6.414987652192394e-09,4.462599889620833e-08
2014,8.228691505962615e-09,4.720670432334373e-08
2015,4.654808538617772e-09,4.1893276403470736e-08
2016,6.628288140575478e-09,3.4384243008389603e-08
2017,3.773417134311785e-09,3.823729244345486e-08
2018,3.0977600484760615e-09,3.949644167278166e-08
2019,5.3570743396846865e-09,4.081580584625044e-08
