year,grand_ADJ an_NOUN,grand_ADJ pan_NOUN
2006,2.470733950765691e-09,1.3424321315680388e-07
2007,1.5977917877663117e-09,1.2782334551930674e-07
2008,6.3861594623570994e-09,1.1835682234284661e-07
2009,9.53638501499654e-10,9.822476587650897e-08
2010,0.0,1.0439582709409478e-07
2011,3.82397197240536e-10,1.2198470367152936e-07
2012,6.808505426114664e-10,1.2902117907387378e-07
2013,8.367375126105969e-10,1.1128608767840831e-07
2014,1.5158116567492996e-09,1.3880503546559453e-07
2015,6.649726186358507e-10,1.4230414069338337e-07
2016,2.0713400439298368e-10,1.1785924991514207e-07
2017,0.0,1.1672436639464934e-07
2018,5.162933414126769e-10,1.1048677817093733e-07
2019,5.1019755087367e-10,1.2576369479155858e-07
