year,aurait_VERB eu_VERB,aurait_VERB pu_VERB
1942,5.692181275662733e-06,2.0638708519982174e-05
1943,5.495824098034063e-06,2.2854266717331484e-05
1944,6.0022316574759316e-06,2.234449675597716e-05
1945,6.080204911995679e-06,2.3397133190883324e-05
1946,5.763336957897991e-06,2.2300217096926644e-05
1947,5.831690032209735e-06,2.18771820073016e-05
1948,5.208721631788649e-06,2.0788136680494063e-05
1949,5.215776582190301e-06,1.96359796973411e-05
1950,5.325125584931811e-06,2.0872959794360213e-05
1951,5.352023890736746e-06,2.1038144041085616e-05
1952,5.194370260142023e-06,2.018486338783987e-05
1953,5.1843658184225205e-06,2.110700552293565e-05
1954,5.525391770788701e-06,2.1622712665703148e-05
1955,5.199626684770919e-06,2.086232962028589e-05
1956,5.284139660943765e-06,2.1141791876289062e-05
1957,5.034204605181003e-06,2.057856909232214e-05
1958,5.170152235223213e-06,2.1020598069299012e-05
1959,5.147271622263361e-06,2.0486777430051006e-05
1960,4.924173026665812e-06,2.1002653738833033e-05
1961,5.168040843273047e-06,2.0636032786569558e-05
1962,5.196598976908717e-06,2.1439618649310432e-05
1963,4.975628144165967e-06,2.1091618691571057e-05
1964,5.07646336700418e-06,2.114179005729966e-05
1965,5.1727224672504235e-06,2.1023590306867845e-05
1966,5.007323579775402e-06,2.1075071344967e-05
1967,5.0353519327472895e-06,2.1022457076469436e-05
1968,5.147611773281824e-06,2.188981306971982e-05
1969,5.070872703072382e-06,2.030483665294014e-05
1970,4.859012733504642e-06,2.0496057913987897e-05
1971,4.710882876679534e-06,1.9746861653402448e-05
1972,4.70896202386939e-06,2.0122488422202878e-05
1973,4.6421178012678865e-06,2.0092871636734344e-05
1974,4.396384156279964e-06,2.0371882783365436e-05
1975,4.393270501168445e-06,1.938305103976745e-05
1976,4.470263320399681e-06,2.020988722506445e-05
1977,4.478695245779818e-06,1.9902896383428015e-05
1978,4.396631538838847e-06,2.0457613572943956e-05
1979,4.579168944474077e-06,2.0965864678146318e-05
1980,4.4702337618218735e-06,2.0456309357541613e-05
1981,4.441800683707697e-06,2.10014568438055e-05
1982,4.602242370310705e-06,2.178647082473617e-05
1983,4.576709670800483e-06,2.1439866031869315e-05
1984,4.491332219913602e-06,2.1826308511663228e-05
1985,4.246984190103831e-06,2.156577647838276e-05
1986,4.6331379053299315e-06,2.244575080112554e-05
1987,4.540336703939829e-06,2.250797115266323e-05
1988,4.394274583319202e-06,2.245349605800584e-05
1989,4.344397439126624e-06,2.2152256860863417e-05
1990,4.399240879138233e-06,2.2263733626459725e-05
1991,4.41895872427267e-06,2.2832165996078402e-05
1992,4.464707672013901e-06,2.2257419914240018e-05
1993,4.555998202704359e-06,2.315222445758991e-05
1994,4.404563696880359e-06,2.2449032258009538e-05
1995,4.369410817162134e-06,2.29255801968975e-05
1996,4.325456302467501e-06,2.269383185193874e-05
1997,4.314445959607838e-06,2.2529291527462192e-05
1998,4.479180461203214e-06,2.3105400032363832e-05
1999,4.356315912446007e-06,2.304661029484123e-05
2000,4.2090587157872505e-06,2.271044832014013e-05
2001,4.276500931155169e-06,2.2424355847761035e-05
2002,4.160408025200013e-06,2.2919484763406217e-05
2003,4.5394458538794424e-06,2.3844799216021784e-05
2004,4.230361355439527e-06,2.3424239770974964e-05
2005,4.210555289319018e-06,2.330600364075508e-05
2006,4.455145244719461e-06,2.41205398197053e-05
2007,4.4586381591216195e-06,2.6189005438936874e-05
2008,4.425182851264253e-06,2.60700053331675e-05
2009,4.530259502644185e-06,2.735130510700401e-05
2010,4.922664629702922e-06,3.140755507047288e-05
2011,4.709221684606746e-06,3.145522714476101e-05
2012,5.3177832342043985e-06,3.5037250199820846e-05
2013,5.732488716603257e-06,3.8217705878196284e-05
2014,6.191007742017973e-06,4.069347778568044e-05
2015,5.767307357018581e-06,3.7549674743786454e-05
2016,6.086632765800459e-06,3.861329969367944e-05
2017,5.339888048183639e-06,3.888128776452504e-05
2018,5.94537596043665e-06,4.067436384502798e-05
2019,5.669060101354262e-06,3.902424577972852e-05
