year,seraient_VERB assez_ADV,seraient_VERB passés_ADJ
1872,2.2798468535256688e-07,1.8142017887967654e-09
1873,2.1908776659529394e-07,3.591602570907071e-09
1874,2.1926815918504872e-07,4.779687312606029e-09
1875,1.8652178823685972e-07,2.0025344937835143e-08
1876,1.9165867115589208e-07,1.813804439976252e-09
1877,2.4244479845947353e-07,1.4843558382438005e-08
1878,2.07744648150765e-07,2.4760263173106978e-08
1879,2.266559704366955e-07,1.1607718342077078e-08
1880,1.6237150646247756e-07,1.0910338410496934e-08
1881,1.8616594843479106e-07,1.3945015142624584e-09
1882,2.0831355129757867e-07,8.652000893505374e-09
1883,2.0790625399058626e-07,3.791603475633565e-09
1884,1.769254822647781e-07,7.2618666635548834e-09
1885,1.6952022008354106e-07,7.7347630522695e-09
1886,1.7488886783212365e-07,1.2906927748801422e-09
1887,2.0304955228311883e-07,9.140494583448344e-09
1888,1.6802628977075074e-07,4.4384300679212174e-09
1889,1.72917779650561e-07,1.9421923624918236e-08
1890,1.7303580079897074e-07,1.4419650362640368e-08
1891,1.6827941351493791e-07,7.649063604731055e-09
1892,1.9996554101453512e-07,6.268512375839919e-09
1893,1.6442972139429912e-07,1.1700991287000306e-08
1894,1.9534772377483023e-07,1.0082462864602348e-08
1895,1.9921614580198366e-07,6.6204757231957956e-09
1896,2.2880472272390762e-07,7.66613794667137e-09
1897,1.812107939258567e-07,8.740070001067579e-09
1898,2.2293917822935327e-07,1.6975064687230201e-09
1899,2.1557555385243177e-07,1.492446166651007e-08
1900,1.5988443635706062e-07,3.633737311048435e-09
1901,2.190785721722932e-07,3.353243460679778e-09
1902,1.5614702419952664e-07,2.9461704187383475e-09
1903,2.0358829999622685e-07,2.052083658554693e-08
1904,1.9724873823179223e-07,6.987012746151322e-09
1905,1.9043200438773056e-07,1.0321517862621477e-08
1906,1.8158971215598285e-07,1.0288369267641428e-08
1907,2.1239942782358412e-07,1.6457098794830927e-08
1908,2.0382265120133525e-07,1.0313916831705683e-08
1909,1.9473482382181828e-07,1.1001967337165297e-08
1910,1.7796021722915611e-07,8.01622590529405e-09
1911,1.505665920831234e-07,3.7242617878519013e-09
1912,2.229632229955314e-07,6.772247651554153e-09
1913,1.5643819040178641e-07,1.3257474229533273e-08
1914,1.767940318586625e-07,8.705766774141921e-09
1915,1.8024566372787376e-07,5.890381071793627e-09
1916,2.010705486554798e-07,6.592477230782379e-09
1917,2.2810162647601828e-07,1.315970976634162e-08
1918,1.8722793981851282e-07,5.743188147278033e-09
1919,1.9336481216214452e-07,1.1049418269237776e-08
1920,1.9839247045183583e-07,1.514446346106979e-09
1921,1.8401776458176755e-07,1.5145494858259667e-09
1922,1.785460455039356e-07,3.6889677978990676e-09
1923,1.6136240788000578e-07,6.369568872344189e-09
1924,1.5469949232738145e-07,5.156649773851996e-09
1925,1.5287467647340236e-07,2.1996355847875293e-09
1926,1.415559580664194e-07,1.114613823460786e-08
1927,1.6054883644756046e-07,7.804457524684949e-09
1928,1.4054030827992392e-07,1.2568645679778001e-08
1929,1.5485164794881712e-07,5.570202965543558e-09
1930,1.796116180230456e-07,6.302162347537887e-09
1931,1.585344620025353e-07,5.7026783295555106e-09
1932,1.6439304317827919e-07,8.767629289252454e-09
1933,1.307655423943288e-07,3.4411986593596566e-09
1934,1.3059921855074208e-07,9.585264137967897e-09
1935,1.543908609846767e-07,1.0771455727365264e-08
1936,1.2245961045209697e-07,6.0623572828433225e-09
1937,1.8131210310912138e-07,3.777335333410292e-09
1938,1.7762343418326054e-07,3.8895642262559704e-09
1939,1.5446991596945736e-07,9.176430282309411e-09
1940,1.0143131845552489e-07,1.2678914806940611e-08
1941,1.2396310467011062e-07,5.9030051957620344e-09
1942,1.1833425617169269e-07,9.102635090130207e-09
1943,1.0451646659248581e-07,8.709705845433291e-09
1944,1.799384250489311e-07,0.0
1945,1.2199622290154366e-07,4.357008087652048e-09
1946,1.559163678166442e-07,8.352662561605939e-09
1947,1.4662671787846193e-07,7.152522574216391e-09
1948,1.30462652236929e-07,1.0871888278529696e-08
1949,1.3351130689898127e-07,1.2762110479513922e-08
1950,1.254972659125997e-07,2.1270722072586068e-08
1951,1.6311945216784807e-07,4.264560704569931e-09
1952,1.6449894246761687e-07,9.490323193972472e-09
1953,1.551431125790259e-07,8.619061908632375e-09
1954,1.485425542568919e-07,5.863521668203475e-09
1955,1.1825866153003517e-07,8.447047505910632e-09
1956,1.465151768798023e-07,3.488456634670456e-09
1957,1.298750476053101e-07,5.301022731885041e-09
1958,1.249108692036316e-07,2.5643954515430778e-08
1959,1.193615162264905e-07,6.200598257066758e-09
1960,1.1973041580404242e-07,1.1765417085030094e-08
1961,1.2506686175584036e-07,6.25334317660986e-09
1962,1.420598181312016e-07,5.7077609305622445e-09
1963,1.52598857994235e-07,1.4871922360271128e-08
1964,1.3871448345526005e-07,1.034274621503073e-08
1965,1.4665076264464005e-07,9.849678406226303e-09
1966,1.3293779943523987e-07,6.092982118843793e-09
1967,1.291747935283638e-07,9.367637332502454e-09
1968,1.4192873720730859e-07,7.186265360559219e-09
1969,1.44882079666786e-07,9.991866889436096e-09
1970,1.3014391697652172e-07,5.058597540852361e-09
1971,1.1972466040788277e-07,8.735275613958038e-09
1972,1.0927212912292816e-07,1.0260293947794707e-08
1973,1.1577728287193167e-07,5.513203671370093e-09
1974,8.71963621307259e-08,1.2376257352286757e-08
1975,8.33876114825216e-08,6.8537762132336866e-09
1976,1.1084242146353063e-07,4.570821499072508e-09
1977,8.932708084330443e-08,9.990529292736028e-09
1978,1.045544095745754e-07,4.158414057542359e-09
1979,9.831315139763319e-08,1.2289143924704149e-08
1980,1.0290122531841916e-07,1.3644362084619388e-08
1981,6.958104137311238e-08,8.855769451088236e-09
1982,9.745778584147047e-08,8.069752865935698e-09
1983,7.641532562274733e-08,9.47297440490047e-09
1984,7.306750404723061e-08,6.378909400694965e-09
1985,8.361625702946185e-08,1.564045071233977e-08
1986,7.373217414397004e-08,2.3977941854269602e-09
1987,7.210763897091965e-08,4.888653482026939e-09
1988,7.25583007010755e-08,7.195864348830128e-09
1989,9.878620232939284e-08,1.0427432250992297e-08
1990,8.390922801027045e-08,4.90378582185258e-09
1991,7.854363559545163e-08,1.1722930182145319e-08
1992,6.391535123384529e-08,5.509944056569793e-09
1993,7.976458960001764e-08,9.970573700002205e-09
1994,8.703629106321387e-08,9.494868002946077e-09
1995,6.452716405647152e-08,8.675921314704738e-09
1996,6.085424786306248e-08,1.1743802375008272e-08
1997,7.863626905191268e-08,1.1507746755512471e-08
1998,7.342919161601458e-08,2.0026142522056034e-08
1999,6.901003501980085e-08,1.0054442611817649e-08
2000,7.775735610948686e-08,1.6346715980830595e-08
2001,7.316623396036448e-08,1.270551397425379e-08
2002,6.922329731651189e-08,1.4896152755738967e-08
2003,8.375515392344823e-08,1.2500768420409258e-08
2004,6.959569986975112e-08,8.369103632333008e-09
2005,6.845699118684934e-08,1.261049931144953e-08
2006,7.206307373053278e-08,1.523619275189958e-08
2007,6.071608993352129e-08,1.3980677948666198e-08
2008,7.322796591324732e-08,1.4049550856043425e-08
2009,6.007922337403215e-08,1.3350939020995156e-08
2010,8.030448128693024e-08,7.085689368580006e-09
2011,7.227306753065932e-08,1.3383901986685487e-08
2012,7.931908641012342e-08,1.327658516458996e-08
2013,9.036764936354302e-08,1.0040849929282558e-08
2014,9.268105571891283e-08,9.094869746206768e-09
2015,8.799804618320195e-08,1.0196246513771712e-08
2016,1.0915962178614791e-07,1.0978101983027955e-08
2017,7.999643969469616e-08,9.30776167251679e-09
2018,8.828616415712531e-08,6.9699601645822895e-09
2019,7.933572021556756e-08,1.0459049626376782e-08
