year,avait_VERB assez_ADV,avait_VERB passé_VERB
1984,6.773241807422892e-07,1.952526190507342e-06
1985,6.773518634872744e-07,1.9809233435807982e-06
1986,7.912721002867329e-07,2.078288162010722e-06
1987,7.137434181458957e-07,1.8949642708321335e-06
1988,6.752119361408404e-07,1.8571327018435113e-06
1989,6.76136664878868e-07,2.1096341242810013e-06
1990,6.990618999225262e-07,1.85799001428677e-06
1991,6.142815323073592e-07,1.8914947759185452e-06
1992,7.030688493614434e-07,2.0001098164357245e-06
1993,6.630431244047941e-07,1.9642029656097293e-06
1994,6.461785346800752e-07,1.8794563629853656e-06
1995,6.371379868141958e-07,1.8859284409700194e-06
1996,6.298948846961139e-07,1.825093704610481e-06
1997,6.276516728576098e-07,1.7597262740309816e-06
1998,6.498960374301532e-07,1.9105893898085924e-06
1999,6.064656759008358e-07,1.770495941855188e-06
2000,6.331039230644819e-07,1.814043685044453e-06
2001,6.492956003967265e-07,1.849309455792536e-06
2002,7.001191875133372e-07,2.0815182324440684e-06
2003,7.09210269178584e-07,2.1505488803086337e-06
2004,7.03445152794302e-07,2.2697888653055998e-06
2005,7.732937774562743e-07,2.155044285245822e-06
2006,8.408730991504854e-07,2.3006650735624135e-06
2007,1.1036746627723915e-06,3.5159407616447425e-06
2008,1.2291228586036596e-06,3.890448169840965e-06
2009,1.3846830597685766e-06,4.700007139035733e-06
2010,1.7922070583153982e-06,5.846166459377855e-06
2011,1.948696080944501e-06,6.514136202895315e-06
2012,2.458551307427115e-06,8.432674803771079e-06
2013,2.6259613150614314e-06,9.078323273570277e-06
2014,2.961246309496346e-06,9.659834177000448e-06
2015,2.7762607714976184e-06,9.829182090470567e-06
2016,2.912511263275519e-06,9.904941180138849e-06
2017,2.5855454168777214e-06,8.919351785152685e-06
2018,2.8659442250500433e-06,9.963428965420462e-06
2019,2.7280264021101175e-06,9.572581802785862e-06
