year,aurait_VERB uni_VERB,aurait_VERB puni_VERB
1891,1.211101796627645e-08,1.466070642663908e-08
1892,8.775916882086676e-09,1.191017329205124e-08
1893,1.539604177480669e-08,1.3548516086814288e-08
1894,2.835692747282792e-08,9.452309157609307e-09
1895,6.6204757231957956e-09,5.416753268150387e-09
1896,8.255840455717589e-09,6.486732040400511e-09
1897,1.4566784223291052e-08,1.2818770045441852e-08
1898,6.7900258748920805e-09,1.4145887128336199e-08
1899,1.1055156790007459e-08,6.633094074004475e-09
1900,1.038210584169974e-08,8.30568502863116e-09
1901,7.265360757457984e-09,2.179608138419553e-08
1902,4.419255628107521e-09,9.329538919189417e-09
1903,5.940242076007962e-09,9.720396931811592e-09
1904,1.1286712897629059e-08,9.13686282189019e-09
1905,7.741138396966107e-09,1.186974607492175e-08
1906,1.0288369267641428e-08,7.716276506641861e-09
1907,2.0057088434555226e-08,9.771402353919711e-09
1908,1.7680999775393502e-08,3.929111258571538e-09
1909,2.2003934674330594e-08,7.701377313651392e-09
1910,1.336037680488289e-08,1.4429207162436342e-08
1911,7.448523575703803e-09,3.7242617878519013e-09
1912,1.2502610502451716e-08,1.4586379215586476e-08
1913,6.893886794756554e-09,3.181793939432964e-09
1914,6.696743604095445e-09,1.6072185360371805e-08
1915,1.295883844676382e-08,1.8849219074468238e-08
1916,1.4283700444650549e-08,1.2086208478478966e-08
1917,1.2063066989753679e-08,4.386569774084137e-09
1918,2.756730310693456e-08,5.743188147278033e-09
1919,5.524709134618888e-09,1.6574126959767455e-08
1920,1.4387239843927091e-08,1.4387239843927091e-08
1921,1.2873671018098776e-08,1.2116395886607734e-08
1922,8.853522359686394e-09,5.902348387820666e-09
1923,2.7601466001669905e-08,7.431163684401554e-09
1924,1.2891624656674594e-08,1.289162443462999e-09
1925,9.898360353588487e-09,6.598906754362588e-09
1926,4.458455382660986e-09,5.57306911730393e-09
1927,1.7838759802657478e-08,4.4596899506643695e-09
1928,1.3711249025050165e-08,7.998228745975666e-09
1929,3.342121912552898e-09,1.1140405931087116e-08
1930,1.575540586884472e-08,9.453243521306831e-09
1931,1.596749932275543e-08,2.2810713318222042e-09
1932,1.2055489939655217e-08,4.383814644626227e-09
1933,1.605892663292252e-08,1.1470662641954732e-08
1934,1.3179738189705859e-08,2.3963160344919743e-09
1935,1.4361940969820353e-08,1.196828414151696e-09
1936,1.8187071404440758e-08,6.0623572828433225e-09
1937,5.0364472592434595e-09,3.777335333410292e-09
1938,9.075650453382877e-09,0.0
1939,1.3764645423464117e-08,7.647025235257843e-09
1940,1.5214697057785997e-08,1.5214697057785997e-08
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,1.517105907566929e-08,1.517105907566929e-08
1943,1.7419411690866582e-08,1.4516175816936538e-08
1944,9.639558484764166e-09,9.639558484764166e-09
1945,3.267756198965799e-08,6.535512131478072e-09
1946,2.3665876369705074e-08,1.2528993842408909e-08
1947,1.907339353124371e-08,3.5762612871081956e-09
1948,5.435944139264848e-09,1.0871888278529696e-08
1949,1.668891336237266e-08,9.817008317369869e-10
1950,1.1698897850465073e-08,5.317680518146517e-09
1951,9.595261474260042e-09,4.264560704569931e-09
1952,2.2144087452602434e-08,1.1599284199803606e-08
1953,1.0773827163745864e-08,7.54167928107563e-09
1954,7.818028890937967e-09,9.772536557761669e-09
1955,1.3139850985055546e-08,5.631364707880948e-09
1956,1.4825940475304833e-08,5.232684952005684e-09
1957,1.6786572132332367e-08,3.534015080575159e-09
1958,1.0753916868111446e-08,3.3088973783179654e-09
1959,1.3176271629333769e-08,6.200598257066758e-09
1960,1.1073333361366622e-08,5.536666680683311e-09
1961,1.320150300188061e-08,6.94815938118154e-09
1962,5.7077609305622445e-09,5.7077609305622445e-09
1963,7.759263453976928e-09,5.819448034571906e-09
1964,7.300761772910391e-09,4.867174663303331e-09
1965,7.1136563306595235e-09,6.5664522708175355e-09
1966,1.38476865529924e-08,6.6468897053084675e-09
1967,5.916402479044791e-09,5.423369309198733e-09
1968,1.0330256650092906e-08,5.838840522187638e-09
1969,1.2716921737876419e-08,5.450109252791435e-09
1970,1.0117195081704722e-08,8.7375777724219e-09
1971,4.624557625731995e-09,7.707596338946132e-09
1972,6.156176013405457e-09,1.2312352026810913e-08
1973,1.543697081274331e-08,3.3079223804577396e-09
1974,1.012602890426706e-08,8.438357568252286e-09
1975,7.996072248772634e-09,1.4849848462006321e-08
1976,7.998937512354587e-09,2.856763492431469e-09
1977,5.876781727920388e-09,6.464460078348111e-09
1978,4.752473081737207e-09,1.128712323605896e-08
1979,1.1118749476679568e-08,8.192762912528906e-09
1980,1.7055452605774235e-09,2.8425752862659692e-09
1981,4.427884725544118e-09,8.855769451088236e-09
1982,9.311253101884631e-09,1.8622506869903077e-09
1983,4.4207211225000265e-09,7.57837881337764e-09
1984,5.799008384599347e-09,2.8995041922996734e-09
1985,4.210890747202711e-09,4.210890747202711e-09
1986,7.792831269171074e-09,3.5966913891627428e-09
1987,5.49973533381376e-09,7.944062296871834e-09
1988,2.99827696004229e-09,1.0793796967334401e-08
1989,6.036934507847036e-09,7.134558721588746e-09
1990,4.358920779878872e-09,9.262707045820662e-09
1991,9.37834432335194e-09,9.96449056600568e-09
1992,1.2121876835635703e-08,7.162927584403178e-09
1993,9.970573700002205e-09,3.323524566667402e-09
1994,1.160483886764041e-08,3.164955852952289e-09
1995,7.0491861237087505e-09,1.138714633697191e-08
1996,5.871901187504136e-09,3.736664311304594e-09
1997,7.671831170341648e-09,3.835915585170824e-09
1998,1.144351013948608e-08,8.582632382569955e-09
1999,7.312321859131998e-09,5.941261704833778e-09
2000,7.510653432518666e-09,3.97622823555821e-09
2001,5.257454027685071e-09,4.8193329327261836e-09
2002,1.1391176002462089e-08,8.324320788233308e-09
2003,5.8336921959778465e-09,5.000307723435071e-09
2004,7.047666006343434e-09,5.285749615779878e-09
2005,7.205999352777326e-09,9.007498746882447e-09
2006,4.117890028965121e-09,8.64756888319107e-09
2007,7.988958827809256e-09,1.1184542181297275e-08
2008,6.811903485726134e-09,9.79211112195344e-09
2009,5.245011536203492e-09,4.291373478793048e-09
2010,4.2514138876015295e-09,9.919965293647692e-09
2011,3.823971805871906e-09,4.206369030868018e-09
2012,7.489355802192676e-09,1.0893608681783462e-08
2013,4.183687618564136e-09,1.0319762822064149e-08
2014,5.846701789380404e-09,1.2559581819004961e-08
2015,4.654808538617772e-09,7.093041265449074e-09
2016,7.45682449121432e-09,1.3256576281150956e-08
2017,5.7859059765519305e-09,1.2578056818313144e-08
2018,2.8396134332808742e-09,1.1874746519424662e-08
2019,3.826481798085979e-09,9.438654302584837e-09
