year,furent_VERB assez_ADV,furent_VERB passés_ADJ
1853,6.521349291688239e-07,1.791579506971175e-08
1854,6.816711675128317e-07,1.0910895298366086e-08
1855,6.824720912845805e-07,1.4859423913549108e-08
1856,6.813181130382873e-07,2.2779632402603056e-08
1857,7.166055411289562e-07,2.0990489346672803e-08
1858,6.743485414517636e-07,2.1532175153993194e-08
1859,6.833696488683927e-07,3.208069188076479e-08
1860,5.913721565775631e-07,1.4646988510946812e-08
1861,5.01306942624069e-07,1.5091083938045813e-08
1862,5.033036813983927e-07,8.132375661773494e-09
1863,5.943599035163061e-07,1.748117206545885e-08
1864,5.552295192501333e-07,1.4863656971897399e-08
1865,5.375216005631955e-07,1.6003271596787272e-08
1866,6.111209813752794e-07,1.3137154475373336e-08
1867,5.794257162961003e-07,1.164674756637396e-08
1868,4.7669783498349716e-07,2.667531973088444e-08
1869,5.606279955827631e-07,1.0255390314739543e-08
1870,5.281058861328347e-07,1.7202147262196377e-08
1871,5.023816811444703e-07,2.0180236148803488e-08
1872,5.968723826299538e-07,2.0560953828407946e-08
1873,5.650788352795644e-07,8.979006871356887e-09
1874,5.974609393888386e-07,2.4495896866483235e-08
1875,6.356616495395429e-07,1.5448122780981066e-08
1876,5.024238021178462e-07,1.3301232115736639e-08
1877,5.393159767663747e-07,1.608052180301911e-08
1878,6.238378773559816e-07,1.4493812372506909e-08
1879,5.541157861443935e-07,7.331190321480108e-09
1880,5.44875149444124e-07,1.7328185109022343e-08
1881,4.859837758885988e-07,1.2550513517339823e-08
1882,4.9649173661237e-07,6.655385131892899e-09
1883,5.523102117876988e-07,1.64302811356265e-08
1884,5.400187887971697e-07,1.4523733327109767e-08
1885,5.929985036345897e-07,3.287274097374393e-08
1886,5.950093964202097e-07,6.4534639854230136e-09
1887,4.988098680769326e-07,9.140494583448344e-09
1888,5.059810632701556e-07,1.7119660356001987e-08
1889,4.780299605045002e-07,2.5687061366852504e-08
1890,4.856800615016255e-07,2.6217545912032847e-09
1891,5.156744009582326e-07,4.461953917456185e-09
1892,4.6386992380575975e-07,1.4417578242387208e-08
1893,5.01910960792884e-07,2.155445777418663e-08
1894,4.392173025280499e-07,2.142523314319078e-08
1895,5.404716034718149e-07,6.018614495673091e-09
1896,5.289634827931877e-07,7.076434549446731e-09
1897,4.754598137424182e-07,1.631479840114025e-08
1898,4.815260012946965e-07,5.6583546736987955e-09
1899,4.6376382556445606e-07,9.39688327150634e-09
1900,4.7394314606208354e-07,9.34389543516545e-09
1901,4.979566483598319e-07,3.353243460679778e-09
1902,4.4978199298384425e-07,2.9461704187383475e-09
1903,5.31921671154123e-07,1.5660639007819555e-08
1904,4.971528255737212e-07,1.2361637935498493e-08
1905,5.01109695960622e-07,1.4966200723165457e-08
1906,4.953849952471501e-07,4.629765903985117e-09
1907,4.947415277456457e-07,6.685696440911215e-09
1908,5.643186113957199e-07,9.331639461152008e-09
1909,5.368959818952135e-07,1.5402754627302784e-08
1910,5.269332632451551e-07,5.878565634276356e-09
1911,5.059675913798856e-07,7.448523575703803e-09
1912,5.516777150660346e-07,7.293189607793238e-09
1913,5.759046644016053e-07,1.4318072061314524e-08
1914,6.087340125304763e-07,8.036092680185902e-09
1915,5.289562068355735e-07,1.0602685840410686e-08
1916,4.55979687785657e-07,1.0987462051303964e-09
1917,4.715562624824088e-07,1.0966424213165737e-08
1918,4.755359839236917e-07,5.743188147278033e-09
1919,5.036692982685054e-07,3.1306683467846597e-08
1920,4.573628018533782e-07,5.300562211374427e-09
1921,4.967722588844481e-07,9.844571380313027e-09
1922,4.456273074993078e-07,1.475587119159627e-08
1923,4.6179374635357817e-07,8.492758496458919e-09
1924,5.324241101334337e-07,1.2891624656674594e-08
1925,5.213136091697379e-07,8.798542339150117e-09
1926,5.015762098992127e-07,1.114613823460786e-08
1927,4.548883794086578e-07,1.2264147031260109e-08
1928,4.867493430538161e-07,1.7139061725401916e-08
1929,5.013183113078412e-07,6.684243825105796e-09
1930,5.524895527742046e-07,5.2518016602221e-09
1931,4.847276500186126e-07,1.0264820993199919e-08
1932,5.205779984862602e-07,7.6716757391182e-09
1933,4.576794196964329e-07,5.735331320977366e-09
1934,4.828576720683486e-07,2.3963160344919743e-09
1935,4.823218660021666e-07,1.795242710045386e-08
1936,4.3770219804173394e-07,8.487299751891442e-09
1937,4.583166912652814e-07,1.0072894518486919e-08
1938,4.978642209607642e-07,6.482607339819424e-09
1939,4.190569882212003e-07,3.058810094103137e-09
1940,5.172997248337197e-07,5.0715658339584024e-09
1941,4.102588491150527e-07,1.1806010391524069e-08
1942,5.036791321799683e-07,1.2136847082899749e-08
1943,3.8322704654092377e-07,2.322588166236983e-08
1944,4.819779064746399e-07,9.639558484764166e-09
1945,5.664110744874051e-07,1.742803235060819e-08
1946,4.983755275134172e-07,6.960552134671616e-09
1947,4.601456282671279e-07,1.0728784083369192e-08
1948,4.131317439259874e-07,9.784699273041042e-09
1949,4.2900325070149847e-07,9.817008539414473e-09
1950,4.6370175255106005e-07,9.571825110299415e-09
1951,4.0939784184956807e-07,7.462981344019681e-09
1952,4.6397136088671687e-07,1.0544803918932644e-09
1953,4.977508183401369e-07,6.464296653518886e-09
1954,3.7721989087913244e-07,1.5636057781875934e-08
1955,3.8199422647267056e-07,1.0324168187025862e-08
1956,4.66581070668326e-07,1.1337483840634377e-08
1957,4.1613026269260445e-07,1.767007518083119e-08
1958,4.2767499053297797e-07,8.272243334772611e-09
1959,3.7668633012799546e-07,2.325224457422337e-09
1960,3.453495764915715e-07,8.305000243069571e-09
1961,3.8770727428527607e-07,6.948159270159238e-10
1962,3.805173776072479e-07,5.0735651235811474e-09
1963,3.9184283195936587e-07,9.052474325699222e-09
1964,3.7720604950663983e-07,1.2167936880302932e-08
1965,3.9562874576404283e-07,3.830430195250756e-09
1966,3.8496568777190987e-07,1.0524241922382771e-08
1967,3.584353862606804e-07,1.5777073869571723e-08
1968,4.365656138816121e-07,8.084548142051062e-09
1969,3.356358888595423e-07,1.3171097990039016e-08
1970,3.4674386029109883e-07,6.898087434592526e-09
1971,3.447864571626269e-07,5.138397263237948e-09
1972,3.6937058212060947e-07,7.182205497002769e-09
1973,3.374080677076563e-07,7.718485406371656e-09
1974,2.925297337696975e-07,9.00091468025721e-09
1975,3.101333732047351e-07,2.2845920710778955e-09
1976,3.0510233273162157e-07,1.085570122683066e-08
1977,2.685689253212331e-07,4.11374712072643e-09
1978,3.4455430863999936e-07,4.158414057542359e-09
1979,2.996210355377116e-07,8.192762912528906e-09
1980,3.0984071486273024e-07,2.2740602734216964e-09
1981,2.5934753011824796e-07,5.060439622894819e-09
1982,2.2719459025211108e-07,4.345251713999687e-09
1983,2.740847264703916e-07,3.157658134966823e-09
1984,2.0760450070156367e-07,4.639206796497319e-09
1985,2.189663064200431e-07,2.4062232206745193e-09
1986,2.505694851606677e-07,2.997242676272549e-09
1987,2.3587753616993723e-07,1.2221633705067347e-09
1988,2.4825732225508546e-07,8.994830658082265e-09
1989,2.381844979026937e-07,8.780995486290522e-09
1990,2.5172766981995665e-07,4.358920779878872e-09
1991,2.2918328568266588e-07,2.9307325455363298e-09
1992,2.110308656710913e-07,5.509944056569793e-09
1993,2.3320063746723463e-07,7.200969598386564e-09
1994,2.5161401140394446e-07,4.2199412852994556e-09
1995,2.1418681228624337e-07,1.626735190995987e-09
1996,2.1832796903709095e-07,1.6014276571496566e-09
1997,2.2823697065632587e-07,3.835915585170824e-09
1998,2.0932087352321105e-07,4.291316191284977e-09
1999,2.275960184761061e-07,2.7421207526856506e-09
2000,2.0543846801501786e-07,5.3016377954406835e-09
2001,2.3921415959193837e-07,5.257454027685071e-09
2002,2.3045224395445985e-07,5.257465574004527e-09
2003,2.0626268337764486e-07,5.000307723435071e-09
2004,2.0658471555634605e-07,7.488145215006625e-09
2005,1.977146126819207e-07,2.251874686720612e-09
2006,2.0548270640574628e-07,4.941467679486777e-09
2007,1.9453115385204e-07,5.192823504529542e-09
2008,1.9073330292940227e-07,6.3861596011349775e-09
2009,1.8929723921701225e-07,2.384096253749135e-09
2010,1.9273075224646163e-07,3.3066551718974324e-09
2011,1.996113354607587e-07,6.500752380844688e-09
2012,2.0834026770444325e-07,1.0212757750593937e-08
2013,2.2954499456773192e-07,9.204113027294625e-09
2014,2.633181281908037e-07,1.277612682315521e-08
2015,2.673189953839028e-07,1.1526192444932803e-08
2016,3.1152953283708484e-07,1.4085112631789798e-08
2017,2.0451919624520087e-07,9.810884549210641e-09
2018,2.5220930410796427e-07,1.161660012627408e-08
2019,2.2295633073099452e-07,1.020395146156261e-08
