year,ait_VERB uni_VERB,ait_VERB puni_VERB
1890,3.2771931834929546e-09,1.5075089621063853e-08
1891,8.92390783491237e-09,5.099376032546843e-09
1892,4.387958441043338e-09,1.002961980134387e-08
1893,1.9091091374434654e-08,1.1700991287000306e-08
1894,7.561847148451761e-09,1.1342770278588432e-08
1895,6.6204757231957956e-09,4.814891596538473e-09
1896,1.592197840238896e-08,6.486732040400511e-09
1897,1.1070755867592652e-08,3.4960281336537946e-09
1898,3.1120951149432585e-08,9.05336783318944e-09
1899,8.291367592505594e-09,4.9748205555033564e-09
1900,9.34389543516545e-09,4.671947717582725e-09
1901,3.353243460679778e-09,4.470991132876634e-09
1902,7.365425602756659e-09,2.455141867585553e-09
1903,1.0800440541913758e-09,5.940242076007962e-09
1904,7.524475265086039e-09,4.837162670412454e-09
1905,7.2250627702885595e-09,5.160758931310738e-09
1906,5.658602919567102e-09,5.658602919567102e-09
1907,1.0285686968813934e-08,1.697138252154673e-08
1908,1.080505640516094e-08,2.4556945366072114e-09
1909,1.1552065082298668e-08,4.400786846048277e-09
1910,5.878565634276356e-09,6.947395991829808e-09
1911,1.0640748282497725e-09,3.7242617878519013e-09
1912,4.167536982180309e-09,1.40654377034366e-08
1913,4.772690687104841e-09,7.42418571064718e-09
1914,1.2723813114234872e-08,4.018046340092951e-09
1915,7.068456930880984e-09,7.068456930880984e-09
1916,1.0987461607214755e-08,2.197492410260793e-09
1917,2.1932848870420685e-09,4.386569774084137e-09
1918,8.040463406189247e-09,2.2972752589112133e-09
1919,3.6831393490643904e-09,3.6831393490643904e-09
1920,1.1358347151713133e-08,1.2872794385998532e-08
1921,1.9689142760626055e-08,4.543648568500203e-09
1922,1.0329110011753073e-08,7.377935595798135e-09
1923,1.1677542488541803e-08,6.369568872344189e-09
1924,9.02413699321869e-09,1.289162443462999e-09
1925,1.5397448649423495e-08,1.4297631523163545e-08
1926,7.802296586589819e-09,5.57306911730393e-09
1927,1.3379070296082318e-08,5.574612327308159e-09
1928,2.2852082448565625e-09,1.0283437212876834e-08
1929,3.342121912552898e-09,4.4561625500705304e-09
1930,1.1553964007759987e-08,1.1553964007759987e-08
1931,2.2810713318222042e-08,7.983749661377715e-09
1932,6.575722188983946e-09,5.4797681947604815e-09
1933,4.588264879146209e-09,3.4411986593596566e-09
1934,1.5576054224197833e-08,7.188948103475923e-09
1935,1.555876849579363e-08,3.590485242455088e-09
1936,1.091224355320719e-08,4.849885826274658e-09
1937,1.2591118370153254e-08,2.5182236296217297e-09
1938,7.779128452511941e-09,0.0
1939,1.3764645423464117e-08,0.0
1940,7.607348528892999e-09,0.0
1941,1.7709016475464523e-08,2.9515025978810172e-09
1942,0.0,3.034211770724937e-09
1943,8.709705845433291e-09,1.1612940831184915e-08
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,6.535512131478072e-09,2.178504043826024e-09
1946,5.568441707737293e-09,2.7842208538686464e-09
1947,1.1920871401116528e-08,8.344609447874518e-09
1948,1.3046265401328583e-08,1.0871888278529696e-08
1949,1.0798709482173763e-08,3.9268033269479474e-09
1950,1.1698897850465073e-08,5.317680518146517e-09
1951,1.9190522948520083e-08,4.264560704569931e-09
1952,4.2179215675730575e-09,1.0544803918932644e-09
1953,1.8315507332999914e-08,5.386913581872932e-09
1954,1.3681550115052232e-08,2.9317608341017376e-09
1955,1.6894095011821264e-08,1.8771215692936494e-09
1956,8.72114158667614e-10,1.744228317335228e-09
1957,1.0602045463770082e-08,6.184526224473075e-09
1958,5.790570245522986e-09,4.9633461784992505e-09
1959,8.525822714489095e-09,6.200598257066758e-09
1960,1.4533750203327145e-08,6.2287499602575735e-09
1961,1.181187059273725e-08,2.084447814354462e-08
1962,5.7077609305622445e-09,2.5367825617905737e-09
1963,6.466053470433053e-09,5.819448034571906e-09
1964,3.041984220075733e-09,1.4601523545820783e-08
1965,3.830430195250756e-09,3.2832261354087677e-09
1966,6.6468897053084675e-09,6.092982118843793e-09
1967,7.395503320850594e-09,8.381570104631919e-09
1968,8.084548142051062e-09,4.042274071025531e-09
1969,8.175163657142548e-09,3.1792304344691047e-09
1970,4.598724956395017e-09,3.6789800095249348e-09
1971,7.193756701440179e-09,3.5968783507200897e-09
1972,4.104117490300041e-09,4.6171320100540925e-09
1973,6.615844760915479e-09,8.269805285010534e-09
1974,6.750686232237513e-09,1.6876715580593782e-09
1975,4.569184142155791e-09,6.8537762132336866e-09
1976,3.9994687561772935e-09,1.142705374768127e-09
1977,5.289103821581875e-09,3.526069214387917e-09
1978,8.316828115084718e-09,2.970295565063452e-09
1979,1.7555920051037788e-09,5.266775904289034e-09
1980,3.97960553399912e-09,6.253665585376211e-09
1981,6.325549528618524e-10,2.5302198114474095e-09
1982,2.483000915987077e-09,5.586751949948621e-09
1983,5.052252838311233e-09,2.5261264191556165e-09
1984,2.3196033982486597e-09,2.3196033982486597e-09
1985,2.4062232206745193e-09,4.812446441349039e-09
1986,1.1988970927134801e-09,4.7955883708539204e-09
1987,7.332980445085013e-09,7.944062296871834e-09
1988,4.797243047249822e-09,7.195864348830128e-09
1989,1.6464366536794728e-09,8.232182935330457e-09
1990,2.724325431913144e-09,3.814055737905164e-09
1991,2.344586080837985e-09,5.8614650910726596e-09
1992,3.856960972825618e-09,3.30596661157756e-09
1993,5.539207315052863e-09,6.647049133334804e-09
1994,2.1099706426497278e-09,4.2199412852994556e-09
1995,1.626735190995987e-09,4.880205572987961e-09
1996,4.804283193493575e-09,3.2028553142993132e-09
1997,2.876936688878118e-09,1.438468344439059e-09
1998,5.2449422582867555e-09,2.3840645013706308e-09
1999,2.7421207526856506e-09,8.226361813967742e-09
2000,2.2090156370779823e-09,3.092622158362701e-09
2001,6.133696661692056e-09,1.7524847129024579e-09
2002,2.1906108038649563e-09,3.9430991805033955e-09
2003,8.333845613606172e-09,3.7502307925763034e-09
2004,2.2023955992267474e-09,3.0833537945085254e-09
2005,1.8014998381943315e-09,3.602999676388663e-09
2006,2.8825228870488218e-09,4.117890028965121e-09
2007,1.997239706952314e-09,3.595031605740928e-09
2008,3.8316958494988285e-09,3.405951742863067e-09
2009,1.907277002999308e-09,3.814554005998616e-09
2010,1.8895172093635892e-09,3.7790344187271785e-09
2011,3.059177577924288e-09,1.911985902935953e-09
2012,2.382976926895708e-09,1.3617010852229328e-09
2013,3.0680376017500066e-09,5.857162754807632e-09
2014,3.031623174720721e-09,4.330890313042346e-09
2015,2.881548111233201e-09,4.654808538617772e-09
2016,3.5212781579474495e-09,6.8354220061905835e-09
2017,1.7609279590047322e-09,5.534344982294215e-09
2018,2.323319980845895e-09,4.130346731301415e-09
2019,2.5509878653906526e-09,4.3366790158927415e-09
