year,grand_ADJ or_NOUN,grand_ADJ port_NOUN
1984,5.219107590548333e-09,4.6450056778724047e-07
1985,1.2031116103372597e-09,5.077130822428444e-07
1986,1.1988970927134801e-09,5.317108566771367e-07
1987,1.8332451112712533e-09,4.784769700449942e-07
1988,3.5979322854373663e-09,5.450867623935096e-07
1989,1.0976244357863152e-09,6.24548306404904e-07
1990,0.0,6.20056471944963e-07
1991,2.344586136349136e-09,4.923630747555308e-07
1992,3.30596661157756e-09,5.328115761926711e-07
1993,2.7696036575264316e-09,5.644452159003777e-07
1994,2.6374633033121597e-09,5.554497803927916e-07
1995,5.4224509327127635e-09,5.791177599689945e-07
1996,5.871901631593346e-09,5.56229228010352e-07
1997,1.917957792585412e-09,6.429953565145752e-07
1998,4.7681292247858664e-09,5.135275245038429e-07
1999,5.027221361419976e-09,4.944957581187737e-07
2000,3.97622823555821e-09,5.540211418519903e-07
2001,5.257454194218525e-09,5.310028683425116e-07
2002,3.943099347036849e-09,5.647394445418286e-07
2003,8.333845835650777e-10,5.721185019069708e-07
2004,4.845270351605535e-09,5.563251406215386e-07
2005,3.15262471684008e-09,4.985650789990359e-07
2006,4.941467901531382e-09,7.029238275890748e-07
2007,5.192823337996089e-09,5.072989033294562e-07
2008,2.5544638071473003e-09,4.789619723055694e-07
2009,2.860915504498962e-09,5.24501189147486e-07
2010,6.140931096965119e-09,5.422914313157889e-07
2011,4.588766200352978e-09,5.491223902254205e-07
2012,3.4042526853017563e-09,5.593187282215695e-07
2013,8.367375126105969e-10,4.864234099954956e-07
2014,1.5158116428715118e-09,4.796461006151276e-07
2015,4.43315073539452e-09,5.585770139759916e-07
2016,2.278474020567245e-09,4.786866867334538e-07
2017,2.515611330355938e-10,3.916806896597791e-07
2018,3.6140533898887384e-09,4.623406866244295e-07
2019,1.275493877184175e-09,5.142791366097299e-07
