year,auront_VERB assez_ADV,auront_VERB passé_VERB
1915,7.775302890422608e-08,2.0498525543644064e-07
1916,9.00971883766033e-08,1.9997180800146452e-07
1917,1.3159709055798885e-07,2.291982639235357e-07
1918,1.0337738842736144e-07,2.527002891383745e-07
1919,7.642513821792818e-08,1.9612717494510434e-07
1920,5.4520068459851245e-08,1.7188966694448027e-07
1921,4.8465583546430935e-08,1.4009582116614183e-07
1922,5.82856891639949e-08,1.2690048833974288e-07
1923,5.4141334970836397e-08,1.273913738941701e-07
1924,4.640984840875717e-08,1.0828964747133796e-07
1925,3.739380360912037e-08,1.4407612525246805e-07
1926,4.0126099776216506e-08,1.0700293273657735e-07
1927,4.9056588125040435e-08,1.103773286104115e-07
1928,5.3702393643106916e-08,1.1083260176292242e-07
1929,5.681607362362229e-08,1.169742702700205e-07
1930,4.20144132817768e-08,1.7225909232365666e-07
1931,6.044839295782367e-08,1.0264820815564235e-07
1932,4.7126007984843454e-08,1.1069131744534388e-07
1933,4.3588517684156614e-08,1.2158902507053426e-07
1934,3.9539216345474415e-08,1.1023053758663082e-07
1935,5.0266791618014395e-08,9.095896302824258e-08
1936,3.394919900756577e-08,8.729794842565752e-08
1937,4.1550688223424004e-08,9.569249925789336e-08
1938,5.4453899167583586e-08,6.223302762009553e-08
1939,2.5999884911698246e-08,8.411727492330101e-08
1940,4.81798743123818e-08,1.2425336137766863e-07
1941,3.246652724442356e-08,9.444808313219255e-08
1942,5.76500234217292e-08,7.58552971547033e-08
1943,7.83873517207212e-08,1.1032293656398906e-07
1944,5.462416652335378e-08,8.675602458652065e-08
1945,1.0892519952676594e-07,1.2199622290154366e-07
1946,4.733175273941015e-08,1.0997672461598995e-07
1947,6.07964452115084e-08,1.0251949333905941e-07
1948,5.6533817627268945e-08,7.936478141346015e-08
1949,3.239612667016445e-08,6.47922533403289e-08
1950,3.084254984742074e-08,8.508288829034427e-08
1951,3.1984203729962246e-08,5.224086763178093e-08
1952,5.2724018928529404e-08,6.326882129314981e-08
1953,5.386913670690774e-08,5.8178667217134716e-08
1954,3.420387528763058e-08,7.427127712844594e-08
1955,3.566530892840092e-08,6.288357212724804e-08
1956,4.447782231409292e-08,8.023449993288523e-08
1957,3.534015036166238e-08,7.068030072332476e-08
1958,4.4670112941957996e-08,6.86596237642334e-08
1959,3.1778064624177205e-08,9.998464634008997e-08
1960,3.460416664324839e-08,7.751333441774477e-08
1961,3.196153386397782e-08,6.670232721717184e-08
1962,4.756467220090599e-08,6.912732430919277e-08
1963,4.073613624200334e-08,8.405869067473759e-08
1964,5.353892262860427e-08,7.239922439339352e-08
1965,5.034279837445865e-08,8.91943088277003e-08
1966,4.265087483190655e-08,9.859552818625161e-08
1967,4.930335606445624e-08,1.0255097748768094e-07
1968,5.165128058592927e-08,8.264205320074325e-08
1969,4.995933622353732e-08,1.1172723901609061e-07
1970,5.058597452034519e-08,1.0117194904069038e-07
1971,5.0356295133724416e-08,8.324204259224643e-08
1972,3.1806909106535386e-08,6.002272101568451e-08
1973,3.583582497412863e-08,7.608220897736828e-08
1974,3.54411007208455e-08,6.806941854620163e-08
1975,3.084199207137317e-08,5.3687912782152125e-08
1976,2.513951891103261e-08,6.51342091373408e-08
1977,1.7630345183761165e-08,7.93365515505684e-08
1978,3.26732525479656e-08,7.247521693898307e-08
1979,3.803782533395861e-08,6.027532606367458e-08
1980,2.6720208268216084e-08,6.424220089229493e-08
1981,3.0362638625547334e-08,4.99718417756867e-08
1982,3.47620137119975e-08,4.531476704983106e-08
1983,4.862793190341108e-08,4.0418022706489865e-08
1984,3.3054348591576854e-08,6.958810416790584e-08
1985,2.8874678648094232e-08,5.0530687190075696e-08
1986,2.577628777089558e-08,4.91547815784088e-08
1987,3.116516467116526e-08,5.988600548789691e-08
1988,2.6984492862425213e-08,4.61734650514245e-08
1989,3.4026356843241956e-08,7.793133249833772e-08
1990,3.0512445903241314e-08,4.6858399826987807e-08
1991,3.458264430378222e-08,4.8064013213888757e-08
1992,2.7549720726938176e-08,4.35285585353995e-08
1993,3.0465642453236796e-08,6.591656642740418e-08
1994,3.164955941770131e-08,6.224413340305546e-08
1995,2.982347879765257e-08,4.609083248396928e-08
1996,3.149474281372022e-08,4.3772356406179824e-08
1997,2.5412941084823615e-08,5.082588216964723e-08
1998,2.8131962537258914e-08,5.149579607177657e-08
1999,3.244842972094375e-08,6.44398383542466e-08
2000,2.960081069147691e-08,6.803768570762259e-08
2001,2.3220422917802352e-08,4.1183390919741214e-08
2002,3.50497728618393e-08,5.169841443830592e-08
2003,2.2084691408963408e-08,7.083769304472298e-08
2004,2.5547789661573006e-08,4.448839163728735e-08
2005,2.9724747108161864e-08,4.4136747590073355e-08
2006,2.9648807853277503e-08,5.47679341877938e-08
2007,2.8760252845927425e-08,4.993099267380785e-08
2008,2.937633425403874e-08,5.1940762801905294e-08
2009,2.62250594573743e-08,4.339055337254649e-08
2010,2.9759895880943077e-08,4.534841480108298e-08
2011,2.4091024286576612e-08,4.894684124678861e-08
2012,3.880847998516401e-08,5.582974438311794e-08
2013,3.2911675162949905e-08,5.466685237820457e-08
2014,4.049382340554075e-08,6.453026912822679e-08
2015,4.455316471307924e-08,9.176622484119434e-08
2016,4.9297891990818243e-08,8.161079989577047e-08
2017,2.6665480490351e-08,4.3771638758016707e-08
2018,3.846385254746565e-08,5.498523947267131e-08
2019,3.4948531180134523e-08,9.540693923781873e-08
