year,faut_VERB oser_VERB,faut_VERB poser_VERB
1896,6.840553368192559e-08,1.662962176851579e-07
1897,6.5259193604561e-08,1.3401441378846357e-07
1898,4.9227686815811467e-08,1.6069728303591546e-07
1899,5.7486815308038786e-08,1.5145565157581586e-07
1900,6.800279805929677e-08,1.5313607093503379e-07
1901,6.147612907625444e-08,1.7045653066816158e-07
1902,5.4995179965544594e-08,1.5467394121060352e-07
1903,6.588268774976314e-08,1.8090737796683243e-07
1904,7.148251768285263e-08,1.9079919866271666e-07
1905,4.799505859409692e-08,1.8888377439907345e-07
1906,5.24706820215215e-08,1.6564274574193405e-07
1907,3.857132568896304e-08,2.0211373907841335e-07
1908,5.893667065492991e-08,1.9498214953728166e-07
1909,6.051082124258755e-08,1.5567783862024953e-07
1910,4.756294202934441e-08,1.5872127789862134e-07
1911,6.490856208074547e-08,1.4311805784927856e-07
1912,6.563870869058519e-08,2.0264648981083155e-07
1913,5.88631863251976e-08,2.0098330821838317e-07
1914,4.8216556081115414e-08,1.8148175229271146e-07
1915,4.123266705846618e-08,1.5432797795256192e-07
1916,9.00971883766033e-08,1.3954077360267547e-07
1917,7.566833204464274e-08,2.061687780496868e-07
1918,8.959373332118048e-08,1.504715356759334e-07
1919,7.918749389546065e-08,1.9428560449341603e-07
1920,8.102288262534785e-08,2.1050804832611902e-07
1921,6.209653236055601e-08,1.628140751108731e-07
1922,8.705963949751094e-08,1.9035073250961432e-07
1923,7.749642350063368e-08,2.2505810193251818e-07
1924,8.121723737986031e-08,1.9208520996016887e-07
1925,6.048998102414771e-08,2.0566592695558938e-07
1926,1.1591983906100722e-07,2.641634750943922e-07
1927,9.030872405446644e-08,1.9176667365172761e-07
1928,5.5987602110008083e-08,2.022409262281144e-07
1929,9.35794162160164e-08,2.484310641648335e-07
1930,9.348207186121726e-08,1.743598119219314e-07
1931,7.86969636124013e-08,1.7450196310164756e-07
1932,1.1397918342481717e-07,2.2247859021717886e-07
1933,7.455930273181366e-08,1.950012631368736e-07
1934,1.1861764193099589e-07,1.8571449800219852e-07
1935,1.029272453934027e-07,1.6994962948047032e-07
1936,6.66859278908305e-08,2.1703239383441542e-07
1937,7.051026074123001e-08,1.9390321881473938e-07
1938,9.334954143014329e-08,2.541181913784385e-07
1939,5.505858169385647e-08,2.661164728579024e-07
1940,8.621661606866837e-08,1.5975432177128823e-07
1941,1.121570960549434e-07,1.682356440824151e-07
1942,1.0012898599143227e-07,1.8812113466992741e-07
1943,1.3935529352693266e-07,2.3516204805673624e-07
1944,1.0282195717081777e-07,1.702988612350964e-07
1945,8.496165548876888e-08,2.810270132158621e-07
1946,9.187928640130849e-08,2.7285364012641367e-07
1947,1.001353169272079e-07,2.8133254659223894e-07
1948,1.0002136718867405e-07,2.739715796451492e-07
1949,9.522498345404529e-08,2.130290823743053e-07
1950,9.997239658332546e-08,2.743923346315569e-07
1951,9.275419188270462e-08,2.590720669104485e-07
1952,6.748674508116892e-08,1.9929679240249243e-07
1953,9.265491485166422e-08,2.337920506079172e-07
1954,9.186184257714558e-08,2.4919967245295993e-07
1955,9.385608024103931e-08,2.515342885089922e-07
1956,6.715278999536167e-08,2.6337846747992444e-07
1957,8.039884136223918e-08,2.129244052184731e-07
1958,9.18219029699685e-08,2.3989505848476256e-07
1959,1.0618524726169198e-07,2.2167138524764596e-07
1960,7.128458179295194e-08,2.4568959133830504e-07
1961,8.893643865803824e-08,2.716730307383841e-07
1962,8.561641351434446e-08,2.2640784891336807e-07
1963,7.047997740983192e-08,2.508828629288473e-07
1964,7.848318972492052e-08,2.597854518171516e-07
1965,8.262785655688276e-08,2.9767915066258865e-07
1966,8.80712889284041e-08,2.7861545959240175e-07
1967,9.269030698533243e-08,2.67224180561243e-07
1968,9.29723071863009e-08,2.8834890031248506e-07
1969,8.901844950059967e-08,2.6342195269535296e-07
1970,8.737577417150533e-08,2.7316426098877855e-07
1971,1.1818314504807859e-07,2.610305784855882e-07
1972,8.618646774039007e-08,3.088348421442788e-07
1973,8.380069971281046e-08,3.258303422626341e-07
1974,9.394704392207132e-08,3.02093212667387e-07
1975,7.881842378765214e-08,3.204140455181914e-07
1976,1.0170077757720719e-07,3.171007278979232e-07
1977,8.873940515741197e-08,3.420286986965948e-07
1978,1.1049500159288073e-07,3.178216445576254e-07
1979,1.4512893642404379e-07,2.9376906240941025e-07
1980,1.2393628878726304e-07,3.342868524214282e-07
1981,1.0310645848221611e-07,3.2323558230018534e-07
1982,1.2352928990821965e-07,3.383088653663435e-07
1983,1.2062253063049866e-07,3.5176310575479874e-07
1984,1.3047768732121767e-07,3.1952535550772154e-07
1985,1.3895939332542184e-07,3.025825776603597e-07
1986,1.3247813512862194e-07,3.1471049055653566e-07
1987,1.1977201097579382e-07,3.0981840382082737e-07
1988,9.654451815777065e-08,2.992280485614174e-07
1989,1.0537194583548626e-07,3.161158304010314e-07
1990,1.1387680842744885e-07,2.942271635220095e-07
1991,1.3129681519785663e-07,3.36448096049935e-07
1992,1.1074988037762523e-07,2.9478201213350985e-07
1993,1.3349489336178522e-07,3.0687209573443397e-07
1994,1.2026832507672225e-07,2.996158343648858e-07
1995,1.1875167160724232e-07,2.9823479508195305e-07
1996,1.2064087684393598e-07,2.839865089754312e-07
1997,1.4528529845847515e-07,3.1790150956112484e-07
1998,1.4971925565987476e-07,3.104051984337275e-07
1999,1.499026041074103e-07,2.9066478646200267e-07
2000,1.3828439193730446e-07,3.039605758203834e-07
2001,1.143496248801057e-07,3.075610663927364e-07
2002,1.318747706591239e-07,2.860937513560202e-07
2003,1.6125991919579974e-07,3.0876898904352856e-07
2004,1.3610805638109014e-07,2.6428747901263705e-07
2005,1.4502073497624224e-07,2.859881078620674e-07
2006,1.58538767891514e-07,2.9937058343421086e-07
2007,1.8174881688537425e-07,2.9838761861356033e-07
2008,1.7114906825099752e-07,2.6396125463179487e-07
2009,1.7165493204629456e-07,2.8227699999661127e-07
2010,1.7619747438857303e-07,2.706733539525885e-07
2011,2.0305290604483162e-07,2.6806043251781375e-07
2012,2.0697856939477788e-07,2.1582961551303015e-07
2013,1.899394135307375e-07,2.4237496631940303e-07
2014,1.9164190234732814e-07,2.41880229623348e-07
2015,1.9638858361759048e-07,2.504730218788609e-07
2016,1.603217185675021e-07,2.282616691218209e-07
2017,1.7609279723274085e-07,2.5332207087558345e-07
2018,1.6727904039726127e-07,2.3568790652461757e-07
2019,1.7678344477189967e-07,2.3367047674582864e-07
