year,avait_VERB osé_VERB,avait_VERB posé_VERB
1884,7.248663109749032e-07,7.387299092442845e-07
1885,7.534948167631228e-07,6.17491878074361e-07
1886,6.672881909253192e-07,6.505091505459859e-07
1887,5.419007607088133e-07,7.390742666757433e-07
1888,6.702029509142449e-07,6.581557840945607e-07
1889,6.346583631966496e-07,7.937928216961154e-07
1890,6.180786726872611e-07,6.305319857347058e-07
1891,6.087379915697966e-07,6.622814794354781e-07
1892,5.296893164086214e-07,6.494178705906961e-07
1893,5.327030407897837e-07,7.827347303646093e-07
1894,6.01166846081469e-07,7.467323825949279e-07
1895,6.403805627996917e-07,7.733919460406469e-07
1896,5.961896363260166e-07,7.648446853636415e-07
1897,5.255695896266843e-07,7.784489071127609e-07
1898,6.818317501711135e-07,7.038993317109998e-07
1899,4.947182787873317e-07,6.865252544230316e-07
1900,5.429841394288815e-07,6.93524725647876e-07
1901,5.706102683689096e-07,6.114080406405265e-07
1902,4.983938310942904e-07,5.828507028127206e-07
1903,5.3030163371659e-07,7.679113309677632e-07
1904,5.170389272279863e-07,6.60003991015401e-07
1905,4.923364258502261e-07,7.606958547512477e-07
1906,4.871542955697805e-07,7.551662974947249e-07
1907,4.95770109409932e-07,7.817121741027222e-07
1908,4.955591634825396e-07,7.848399832255382e-07
1909,4.813360874322825e-07,7.486838740078383e-07
1910,5.130384579388192e-07,7.433713449245261e-07
1911,5.213966574046935e-07,7.166543696257577e-07
1912,4.5530342163146997e-07,7.574498681606201e-07
1913,4.0302722936758073e-07,7.090097255968431e-07
1914,5.484633334162936e-07,8.009305361156294e-07
1915,4.170389615865133e-07,7.080237764967023e-07
1916,5.10917004703515e-07,6.449640181926952e-07
1917,4.0904762954596663e-07,7.325571687033516e-07
1918,5.674269800692855e-07,6.983716502872994e-07
1919,4.6315477675307193e-07,7.946372875267116e-07
1920,5.027961833548034e-07,8.147721359819116e-07
1921,5.694706146641693e-07,9.034287700160348e-07
1922,4.972728788743552e-07,9.015836894832319e-07
1923,4.809024289897934e-07,9.129715294875496e-07
1924,4.563634945498052e-07,9.501127351541072e-07
1925,5.169143832972622e-07,8.490593472743058e-07
1926,5.283269501887844e-07,8.248142648881185e-07
1927,5.61920955988171e-07,1.127186578742112e-06
1928,4.958901627105661e-07,8.455270403828763e-07
1929,5.469939310387417e-07,1.0405140073999064e-06
1930,5.03122635109321e-07,8.350364737452765e-07
1931,4.858682132180547e-07,8.337315762219077e-07
1932,4.7345199050141673e-07,9.107374694394821e-07
1933,3.8426719584094826e-07,8.591525784140686e-07
1934,4.2175162207058747e-07,9.153927180705068e-07
1935,4.0572481907474867e-07,9.263451943297696e-07
1936,4.1466523725830484e-07,8.523674068783293e-07
1937,4.167659994891437e-07,9.040422810357995e-07
1938,4.1618338286752987e-07,9.360884973830252e-07
1939,4.236451900396787e-07,9.635251672079903e-07
1940,3.778316681746219e-07,7.531275514338631e-07
1941,4.3682237560460635e-07,8.913538067645277e-07
1942,4.58165970940172e-07,8.556477268939489e-07
1943,5.022596951675951e-07,1.050971150107216e-06
1944,4.2092739249710576e-07,9.89661316452839e-07
1945,4.966989308741177e-07,1.2983883834749577e-06
1946,5.457072802528273e-07,1.1665885040201829e-06
1947,4.839873781747883e-07,1.2457310276658973e-06
1948,4.2943958078467404e-07,9.904289299811353e-07
1949,3.593025041936926e-07,1.01802379504079e-06
1950,4.211603084058879e-07,1.0124864502358832e-06
1951,4.680355232267175e-07,1.0863968782359734e-06
1952,4.871699275099672e-07,1.1040409617635305e-06
1953,4.341852388733969e-07,1.0590672445687233e-06
1954,4.778769948643458e-07,1.3407919823293923e-06
1955,4.2047523152177746e-07,1.1356585218891269e-06
1956,4.090215384167095e-07,1.1337483556417283e-06
1957,4.249653215993021e-07,1.1282343166385544e-06
1958,4.2271165057172766e-07,1.1457057098596124e-06
1959,3.8831245774417766e-07,1.0711532922869083e-06
1960,4.422412587246072e-07,1.0768816309791873e-06
1961,4.7247482370949e-07,1.007483092507755e-06
1962,4.7564674332534196e-07,1.0032974842033582e-06
1963,4.61676194163374e-07,1.0306888498234912e-06
1964,3.832900006273121e-07,9.600502153261914e-07
1965,4.4761316075891955e-07,8.618468427812331e-07
1966,4.746987087855814e-07,1.1067071454817778e-06
1967,4.614794022472779e-07,1.0107188472829876e-06
1968,5.582829771810793e-07,9.517310104456556e-07
1969,5.073143256595358e-07,9.451397886550694e-07
1970,3.9686997865828744e-07,8.19952674646629e-07
1971,4.239177826548257e-07,8.257404715550365e-07
1972,4.0630763464832853e-07,8.22362551389233e-07
1973,3.7655181017726136e-07,8.435201834799955e-07
1974,3.493479994176596e-07,8.725261864128697e-07
1975,3.3640617402852513e-07,7.156484684855968e-07
1976,3.628089473295404e-07,8.301754519379756e-07
1977,3.3438888635828334e-07,7.434128974637133e-07
1978,4.1405922956982977e-07,7.78811511281674e-07
1979,3.792078757669515e-07,8.438545364697347e-07
1980,3.593015094338625e-07,7.964895871737099e-07
1981,3.47905228181844e-07,8.678653671267966e-07
1982,4.0907440279625007e-07,9.596798236088944e-07
1983,3.5428922728897305e-07,9.403505600857898e-07
1984,4.2622713181117433e-07,8.965267284111178e-07
1985,4.012377132767142e-07,8.788730383457732e-07
1986,4.5917758484392834e-07,9.333413686363201e-07
1987,3.8803688084954047e-07,9.050119729181461e-07
1988,4.581367250011681e-07,9.600482826499501e-07
1989,3.918519269063836e-07,9.642631084716413e-07
1990,4.3807153815578204e-07,9.15918235477875e-07
1991,4.401960325139953e-07,8.276388712147309e-07
1992,4.0938886058938806e-07,9.708521702123107e-07
1993,4.1377879256287997e-07,8.469448289361026e-07
1994,4.383464045076835e-07,8.830227216094499e-07
1995,4.0831054093359853e-07,8.318039590449189e-07
1996,4.0249216226584394e-07,7.959095569276542e-07
1997,3.9318135236499074e-07,8.626014960100292e-07
1998,4.353302074378007e-07,9.126199529418955e-07
1999,4.1360320324201894e-07,8.22179174519988e-07
2000,4.082261000348808e-07,7.79340780354687e-07
2001,4.166532505678333e-07,8.249821803474333e-07
2002,4.784293992088351e-07,8.539000759810733e-07
2003,4.654452823160682e-07,9.292238019042998e-07
2004,4.884913664682244e-07,9.509944334240572e-07
2005,4.999162115382205e-07,9.529933890917164e-07
2006,5.011472126170702e-07,1.0574741509117302e-06
2007,5.85990164836403e-07,1.5486597249037004e-06
2008,5.743286237702705e-07,1.6357083723050891e-06
2009,6.732688007105025e-07,2.014084429902141e-06
2010,7.680887392780278e-07,2.578246267148643e-06
2011,8.133588380587753e-07,2.9402519885479705e-06
2012,9.327652605861658e-07,3.57140152118518e-06
2013,9.912550922308583e-07,3.928482783521758e-06
2014,1.1593793942665798e-06,4.202479431114625e-06
2015,1.0349190233682748e-06,3.887208094965899e-06
2016,1.132401621362078e-06,3.852278041449608e-06
2017,9.61215050665487e-07,4.0443483158014715e-06
2018,1.1012537015631096e-06,4.151256689510774e-06
2019,1.0808535080286674e-06,3.822400231001666e-06
