year,ont_VERB eu_VERB,ont_VERB pu_VERB
1913,2.1911422663833946e-05,1.8393950085737742e-05
1914,2.2950411221245304e-05,1.9477478417684324e-05
1915,2.8244376153452322e-05,2.4996421416290104e-05
1916,2.6834679374587722e-05,2.3607661205460317e-05
1917,2.660564314282965e-05,2.219165617134422e-05
1918,2.4569359084125608e-05,2.1394524083007127e-05
1919,2.4243343432317488e-05,2.0420246073626913e-05
1920,2.168005630664993e-05,1.9888466340489686e-05
1921,2.1654272131854668e-05,1.8781171092996374e-05
1922,2.186967685702257e-05,1.901810355775524e-05
1923,2.154188223357778e-05,1.8066220945911482e-05
1924,2.121832403645385e-05,1.837314266595058e-05
1925,2.0924033378832974e-05,1.7365022358717397e-05
1926,2.030380528594833e-05,1.7211867088917643e-05
1927,2.0881383534288034e-05,1.7272379409405403e-05
1928,2.1355270291678607e-05,1.7708078303257935e-05
1929,2.0764602595590986e-05,1.744698965921998e-05
1930,2.117211442964617e-05,1.79328017111402e-05
1931,2.0488581867539324e-05,1.867056926130317e-05
1932,2.1025871319579892e-05,1.823886123020202e-05
1933,2.1306754206307232e-05,1.803761551855132e-05
1934,2.0319561372161843e-05,1.7989144907915033e-05
1935,1.9402981706662104e-05,1.838687421695795e-05
1936,2.0130662960582413e-05,1.9939092453569174e-05
1937,2.0308214516262524e-05,1.9254337530583143e-05
1938,2.0168687115074135e-05,1.9034230717807077e-05
1939,1.8874387023970485e-05,1.980273736990057e-05
1940,1.8125776477972977e-05,1.939620415214449e-05
1941,1.672026155574713e-05,1.8765653294394724e-05
1942,1.826898915169295e-05,2.0326184312580153e-05
1943,1.6876505469554104e-05,2.0174580640741624e-05
1944,1.8006694517680444e-05,2.0805380700039677e-05
1945,1.9175193301634863e-05,1.9153407265548594e-05
1946,1.8989778254763223e-05,1.961762063729111e-05
1947,1.932849954755511e-05,1.876583519333508e-05
1948,1.8733349861577153e-05,1.9244329450884834e-05
1949,2.0062037947354838e-05,2.0248560758773237e-05
1950,1.837684067140799e-05,1.953290484379977e-05
1951,1.857216193457134e-05,1.9040197003050707e-05
1952,1.8089611330651678e-05,2.0027746359119192e-05
1953,1.9096609321422875e-05,2.0760087863891385e-05
1954,1.8583454220788553e-05,2.0124583897995763e-05
1955,1.8403299691271968e-05,2.0066428987774998e-05
1956,1.8761791579890996e-05,2.0463287000893615e-05
1957,1.851293745858129e-05,2.055824916169513e-05
1958,1.8106286006513983e-05,2.003868212341331e-05
1959,1.83382690011058e-05,1.9742705262615345e-05
1960,1.7967175153899007e-05,1.9943074221373536e-05
1961,1.8235443349112757e-05,1.9598672224674374e-05
1962,1.8676428226171993e-05,1.9397508367546834e-05
1963,1.839139440562576e-05,1.9636756405816413e-05
1964,1.9354320102138445e-05,1.8838400137610734e-05
1965,1.88801914191572e-05,1.844461621658411e-05
1966,1.89813017641427e-05,1.8942528186016716e-05
1967,1.9192317267879844e-05,1.8298447685083374e-05
1968,1.9295572201372124e-05,1.7825979739427567e-05
1969,2.1069214199087583e-05,1.8353697669226676e-05
1970,1.9534923922037706e-05,1.783247535058763e-05
1971,1.883787990664132e-05,1.780197817424778e-05
1972,1.9369383153389208e-05,1.8183805877924897e-05
1973,1.7812610167311504e-05,1.7691319953883067e-05
1974,1.8527820429881103e-05,1.8629643818712793e-05
1975,1.767132016539108e-05,1.7319493053946644e-05
1976,1.7786780517781153e-05,1.8535252820583992e-05
1977,1.837258241721429e-05,1.8250933862873353e-05
1978,1.7935239156940952e-05,1.826791230996605e-05
1979,1.8735678168013692e-05,1.778297701093834e-05
1980,1.8329494196223095e-05,1.8099814042216167e-05
1981,1.8665432435227558e-05,1.8039834685623646e-05
1982,1.8858392650145106e-05,1.873424116638489e-05
1983,1.851713750511408e-05,1.8094642655341886e-05
1984,1.826803600124549e-05,1.86931047210237e-05
1985,1.828308631957043e-05,1.8686729163164273e-05
1986,1.8569116946309805e-05,1.8332335457671434e-05
1987,1.865510239440482e-05,1.9136023183818907e-05
1988,1.8894541426561773e-05,1.8496370103093795e-05
1989,1.936813168867957e-05,1.7921462131198496e-05
1990,1.8784223357215524e-05,1.784596679499373e-05
1991,1.8650009224074893e-05,1.732062992232386e-05
1992,1.831285044318065e-05,1.745880945236422e-05
1993,1.8697041014092974e-05,1.7620772268855944e-05
1994,1.909365164465271e-05,1.7497986846137792e-05
1995,1.876655915111769e-05,1.770484414009843e-05
1996,1.849649015639443e-05,1.7824424503487535e-05
1997,1.8633440049597993e-05,1.8257040210301057e-05
1998,1.861429882410448e-05,1.7696434952085838e-05
1999,1.8889555576606654e-05,1.7949922039406374e-05
2000,1.883362710941583e-05,1.784752203093376e-05
2001,1.8459797502146102e-05,1.799714118533302e-05
2002,1.8281960365129635e-05,1.774745214788709e-05
2003,1.8812406779034063e-05,1.8281123630004004e-05
2004,1.8518183424021117e-05,1.7692724213702604e-05
2005,1.8504555555409752e-05,1.788619192666374e-05
2006,1.824801802285947e-05,1.72696072695544e-05
2007,1.798634184524417e-05,1.6098951164167374e-05
2008,1.7147689504781738e-05,1.5996904039639048e-05
2009,1.6799296645331196e-05,1.447480190108763e-05
2010,1.5791640180395916e-05,1.3889841284253635e-05
2011,1.4032447325007524e-05,1.1384347089915536e-05
2012,1.3918287550040986e-05,1.1010714842996094e-05
2013,1.3548175047617406e-05,1.0870614460145589e-05
2014,1.3089683307043742e-05,1.0384825145592913e-05
2015,1.2605442861968186e-05,1.015945144899888e-05
2016,1.3088591003906913e-05,9.897276868287008e-06
2017,1.2418567166605499e-05,9.834530828811694e-06
2018,1.2345864888629876e-05,9.711219718155917e-06
2019,1.2372545825201087e-05,1.0256246241624467e-05
