year,sont_VERB assez_ADV,sont_VERB passées_ADJ
1917,8.890479875844903e-06,3.728584374584898e-08
1918,8.658430488139857e-06,2.986458014220261e-08
1919,8.387429261347279e-06,2.5781975665495338e-08
1920,8.919331776269246e-06,4.467616676606667e-08
1921,9.357643648399971e-06,4.922285867792198e-08
1922,9.1110123321414e-06,2.8036154731125862e-08
1923,8.492758752254304e-06,2.866305948145964e-08
1924,9.458584827370942e-06,3.2229060309418855e-08
1925,9.110890459851362e-06,3.959344141435395e-08
1926,9.136490007222164e-06,3.343841470382358e-08
1927,8.816807167022489e-06,2.4528294062520217e-08
1928,9.245952242054045e-06,2.5137291359556002e-08
1929,8.927921953727491e-06,3.230717737778832e-08
1930,9.583487553754821e-06,5.566909777598994e-08
1931,9.289662557421252e-06,3.649714130915527e-08
1932,9.1402534962981e-06,3.3974561830518724e-08
1933,9.354324902233202e-06,3.785318369864399e-08
1934,9.21623177418951e-06,2.7557634396657704e-08
1935,9.671570296632126e-06,2.992070946561398e-08
1936,1.0045326234831009e-05,2.424942913137329e-08
1937,9.520144885755144e-06,2.6441348666139675e-08
1938,9.888569366012234e-06,2.5930429359277696e-08
1939,1.0445836778671946e-05,6.117620188206274e-08
1940,9.854052223090548e-06,4.564409294971483e-08
1941,1.010889627650613e-05,4.427253941230447e-08
1942,1.0349695912736934e-05,1.2136847082899749e-08
1943,9.310675523011014e-06,2.322588166236983e-08
1944,9.800217412703205e-06,3.534504600111177e-08
1945,8.380705367017072e-06,3.703456741277478e-08
1946,8.02830072643701e-06,4.733175273941015e-08
1947,7.4994200076616835e-06,4.52993091926146e-08
1948,8.885594070306979e-06,2.9354097819123126e-08
1949,9.102330295718275e-06,3.8286334103077024e-08
1950,8.816714398562908e-06,3.084254984742074e-08
1951,9.312734619015828e-06,1.5992101864981123e-08
1952,9.92055174720008e-06,2.2144087452602434e-08
1953,9.727688848215621e-06,4.417269394707546e-08
1954,9.396293535246514e-06,2.7363100230104465e-08
1955,9.364021025248803e-06,3.378819002364253e-08
1956,9.527847396384459e-06,3.226822542501395e-08
1957,9.422567927686032e-06,2.297109880089465e-08
1958,1.0062356523121707e-05,2.5643954515430778e-08
1959,9.01334442460211e-06,2.2477168570844697e-08
1960,9.199171472573653e-06,2.8375417571169237e-08
1961,8.90615046955645e-06,3.404598203360365e-08
1962,8.93074320629239e-06,3.614915300431676e-08
1963,9.12295490707038e-06,4.138274078968607e-08
1964,8.568660632590763e-06,3.8937397306426647e-08
1965,8.476742550556082e-06,3.3379464525751246e-08
1966,8.845902812026907e-06,2.547974453648294e-08
1967,8.36825893202331e-06,3.4019315364730573e-08
1968,8.186054401448928e-06,3.817703486674873e-08
1969,8.15245493868133e-06,2.1346261647181564e-08
1970,7.808635018591303e-06,2.6672605457633836e-08
1971,7.869455657782964e-06,3.494110245583215e-08
1972,7.976352208061144e-06,3.745007148836521e-08
1973,7.632479537278414e-06,2.866866033457427e-08
1974,7.454445039911661e-06,1.9689501584707614e-08
1975,7.137065495044226e-06,3.369773438066659e-08
1976,7.225326044135727e-06,2.971033907783749e-08
1977,7.143816219468135e-06,3.584836960612847e-08
1978,7.1578183451492805e-06,7.425739312338919e-08
1979,6.709872650390025e-06,3.6282234106010947e-08
1980,7.151919362513581e-06,3.0699812469947574e-08
1981,6.749994099664036e-06,2.0241758491579276e-08
1982,6.561329882970313e-06,3.3520510811513304e-08
1983,6.288791610131739e-06,4.547027643297952e-08
1984,6.484451205324149e-06,3.3054348591576854e-08
1985,6.005933300912147e-06,2.8273122509858695e-08
1986,6.1617315623152535e-06,3.6566362382473017e-08
1987,5.835830052092206e-06,3.238733015109574e-08
1988,5.7932707022700924e-06,3.537966719591168e-08
1989,5.4551933317270596e-06,4.610022585893603e-08
1990,5.5957643780857325e-06,3.650596269721973e-08
1991,5.354448603611672e-06,4.6891720728581276e-08
1992,5.3760527407575864e-06,3.526364267258941e-08
1993,5.12819815412513e-06,3.655877023334142e-08
1994,5.150965989741962e-06,3.481451571474281e-08
1995,5.268453151074937e-06,2.8196744494835002e-08
1996,5.163536570762517e-06,3.096093337262573e-08
1997,5.224996584729524e-06,3.116681313031222e-08
1998,5.265444997348823e-06,4.577404055794432e-08
1999,5.39512257091701e-06,3.793266856177979e-08
2000,4.780752078659134e-06,3.092621980727017e-08
2001,5.177716047910508e-06,3.8992784112679146e-08
2002,5.002040779800154e-06,4.5126579806265e-08
2003,4.999474185751751e-06,4.208592230270369e-08
2004,4.831174919672776e-06,5.241701472868954e-08
2005,4.924399945593905e-06,4.4136747590073355e-08
2006,4.996647476218641e-06,4.0355320862772714e-08
2007,4.842507678404218e-06,4.9531546864045595e-08
2008,4.9160657908942085e-06,4.768332573235057e-08
2009,4.868801170232473e-06,5.674149150536323e-08
2010,4.579717369779246e-06,4.912744699936411e-08
2011,5.0422895583324134e-06,5.46828005099087e-08
2012,4.803400770470034e-06,5.310634065835984e-08
2013,4.130973138671834e-06,5.35512008070782e-08
2014,4.0160348362405784e-06,6.041592115479943e-08
2015,4.304589310777374e-06,6.16207955772552e-08
2016,4.314394118409837e-06,6.56614815852663e-08
2017,3.5517916785465786e-06,7.52167821360672e-08
2018,3.6292840377427638e-06,8.338137291730163e-08
2019,4.109641395189101e-06,7.80602249506046e-08
