year,grand_ADJ appât_NOUN,grand_ADJ papa_NOUN
1843,2.008349753168659e-08,7.088293119128508e-09
1844,1.701453911095996e-08,9.330554107123135e-09
1845,6.696273757711424e-09,2.0646842902038998e-08
1846,4.6836010625384006e-09,7.025401593807601e-09
1847,1.6718992412734224e-08,1.4022381478184798e-08
1848,8.04522137798358e-09,1.206783206697537e-08
1849,1.6758829879393033e-09,5.02764896381791e-09
1850,8.146795238417326e-09,1.1541293254424545e-08
1851,1.9348316726564008e-08,7.094382414862821e-09
1852,7.812654523320361e-09,1.1067927463415117e-08
1853,2.388772735173461e-09,8.95789731281127e-09
1854,1.558699302961486e-08,1.766525914437267e-08
1855,1.6982198758341838e-08,4.776243400783642e-09
1856,1.7084724746041502e-08,1.2425254325432178e-08
1857,1.7085282522089074e-08,2.0502338549110988e-08
1858,1.7127865348243176e-08,1.1255454956948796e-08
1859,1.1202780925145817e-08,2.9025388093018023e-08
1860,2.1055045706930287e-08,5.9503392213500206e-09
1861,1.1789909493131745e-08,4.7159637306393165e-09
1862,1.9879140111811466e-08,8.13237543972889e-09
1863,1.2486552236623538e-08,3.0467187883687075e-08
1864,7.1920918109924514e-09,2.6371003047920283e-08
1865,1.835669216632141e-08,2.7770382327041432e-08
1866,1.6543083347642096e-08,2.7247432143884254e-08
1867,1.164674756637396e-08,2.426405742994575e-08
1868,4.44588676984381e-09,1.5807596898120835e-08
1869,8.790334682373668e-09,2.5882652243680582e-08
1870,5.160643912205387e-09,1.6055336171660883e-08
1871,1.274541272522356e-08,1.6993883855676017e-08
1872,4.23313739617015e-09,3.205089860180976e-08
1873,0.0,2.873282073379002e-08
1874,3.5847653734322193e-09,1.0754296064785507e-08
1875,7.437985338754061e-09,2.1741802525010456e-08
1876,3.627608879952504e-09,1.4510435741854621e-08
1877,7.421779191219002e-09,1.7935966711846163e-08
1878,6.6429977074733415e-09,2.294853684858822e-08
1879,2.3826368433788048e-08,1.4051447894125602e-08
1880,2.1178893305773272e-08,1.2835692730917003e-08
1881,8.367009307619355e-09,2.0917521825758456e-08
1882,5.989846840748214e-09,1.9966155617723302e-08
1883,0.0,1.5166413569467352e-08
1884,1.9805090900604227e-09,2.442627788923346e-08
1885,9.023890079618013e-09,9.668453482269967e-09
1886,5.162771099520569e-09,1.161623497392128e-08
1887,4.570247291724172e-09,1.828098916689669e-08
1888,3.1703073499755874e-09,1.0779044767872392e-08
1889,6.265136742733546e-10,8.144677543509005e-09
1890,9.176140736144589e-09,9.831579883545771e-09
1891,6.3742202627281586e-09,1.0198752065093686e-08
1892,8.775916882086676e-09,1.0029619579299265e-08
1893,7.390100087434348e-09,1.785940839660327e-08
1894,1.2603078580752936e-08,1.7014156528105673e-08
1895,3.611168697403855e-09,3.550982552447124e-08
1896,2.358811590497112e-09,1.88704929460215e-08
1897,5.826713556089658e-10,2.3306853447202514e-08
1898,2.8291773368493978e-09,2.998928139152923e-08
1899,1.1055156790007459e-09,1.6029977345510815e-08
1900,2.595526460424935e-09,2.0764213126689413e-08
1901,1.1177477832191585e-09,1.173635155726771e-08
1902,6.38336894454028e-09,9.329539640834383e-09
1903,5.400220270956879e-10,1.4040572482443281e-08
1904,0.0,1.0211787859759625e-08
1905,5.160759042333041e-10,8.257214467732865e-09
1906,1.0288369267641428e-08,8.230695125455156e-09
1907,3.0857059130084963e-09,9.771402353919711e-09
1908,2.9468334439286537e-09,1.6207583941607595e-08
1909,5.5009836685826485e-09,1.8153246017504898e-08
1910,1.068830135508847e-09,2.244543295670809e-08
1911,1.0640748282497725e-09,1.542908534268861e-08
1912,6.772247651554153e-09,1.3023552680735406e-08
1913,0.0,4.7726907814737984e-08
1914,4.018046340092951e-09,7.3664180866295226e-09
1915,3.534228465440492e-09,8.246533234057551e-09
1916,8.789969641043172e-09,6.592477230782379e-09
1917,3.289927441585405e-09,1.864292187292449e-08
1918,4.594550517822427e-09,2.067547821837934e-08
1919,0.0,9.207848705727883e-09
1920,0.0,1.2115570324766622e-08
1921,4.543648568500203e-09,5.300923255902035e-09
1922,2.2133805899215986e-09,3.9103056792555435e-08
1923,0.0,5.307974060286824e-09
1924,9.02413699321869e-09,6.4458122173149945e-09
1925,4.399271169575059e-09,1.2097996160420621e-08
1926,1.1146138456652466e-09,7.802296808634424e-09
1927,0.0,1.1149224765638621e-08
1928,0.0,1.1426041446327417e-08
1929,2.2280812750352652e-09,1.0026365515614089e-08
1930,5.2518016602221e-09,2.2057568216382606e-08
1931,0.0,1.596749932275543e-08
1932,5.4797681947604815e-09,5.479768305782784e-09
1933,2.2941324395731044e-09,9.176529536247813e-09
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,0.0,2.393656828303392e-09
1936,0.0,4.7286386806177916e-08
1937,7.554670666820584e-09,2.5182236296217297e-09
1938,0.0,5.186085783037697e-09
1939,4.588215141154706e-09,3.058810182920979e-08
1940,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,1.4757512545315876e-08
1942,3.034211770724937e-09,1.2136847082899749e-08
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,2.178504043826024e-09,1.5249528306782167e-08
1946,2.7842208538686464e-09,1.1136883415474585e-08
1947,0.0,9.536696765621855e-09
1948,2.174377566888097e-09,2.1743775446836366e-08
1949,2.945102384188658e-09,4.908504158684934e-09
1950,1.0635361480382244e-09,2.1270722738719883e-08
1951,6.396841278899501e-09,1.1727541715522705e-08
1952,0.0,1.581720565635436e-08
1953,0.0,2.801195164714443e-08
1954,1.9545072227344917e-09,2.0522326726890583e-08
1955,0.0,1.2201290200408721e-08
1956,8.72114158667614e-10,1.22095984433912e-08
1957,1.7670075402875796e-09,9.718541360559385e-09
1958,2.4816730892496253e-09,8.272243445794913e-09
1959,0.0,2.480239236213322e-08
1960,1.3841666701708277e-09,1.4533749592704481e-08
1961,6.948159270159238e-10,8.337791235213388e-09
1962,3.170978146727066e-09,2.5367825395861132e-08
1963,1.2932106496776896e-09,2.198458048940921e-08
1964,4.867174663303331e-09,1.095114277038789e-08
1965,0.0,1.0396882133001384e-08
1966,2.769537488234164e-09,2.1048484732943962e-08
1967,1.9721342336964653e-09,2.366561102640219e-08
1968,3.1439910674890825e-09,2.2906220920049236e-08
1969,5.450109252791435e-09,1.5896152116834372e-08
1970,3.219107425067591e-09,1.7015282710586277e-08
1971,1.0276794970565106e-09,2.0039749970557352e-08
1972,0.0,2.6163748723107005e-08
1973,1.102640756478479e-09,1.2129048099218664e-08
1974,5.625571675160757e-10,9.563472069817891e-09
1975,2.2845920710778955e-09,1.3707552870556583e-08
1976,2.856763492431469e-09,1.7140580288455e-08
1977,2.3507127355770763e-09,8.815172869436338e-09
1978,1.7821774056514528e-09,1.8415833080709376e-08
1979,4.096381456264453e-09,1.2289144035726451e-08
1980,4.548120546843393e-09,1.1370301422619633e-08
1981,6.325549528618524e-10,1.0753434143140339e-08
1982,2.483000915987077e-09,8.69050320595477e-09
1983,1.2630632095778083e-09,2.273513821648976e-08
1984,5.799008495621649e-10,2.8415142128146442e-08
1985,2.4062232206745193e-09,1.2031115992350294e-08
1986,5.994485463567401e-10,1.1988971038157104e-08
1987,0.0,2.872083976201978e-08
1988,0.0,1.49913848557226e-08
1989,0.0,1.5366741878963808e-08
1990,0.0,2.615352495682899e-08
1991,0.0,7.033758342434027e-08
1992,5.509944167592096e-10,3.195767683816797e-08
1993,1.1078414852150331e-09,2.0495068142611927e-08
1994,5.274926606624319e-10,9.49486766987917e-09
1995,5.422450821690461e-10,2.6027763999625364e-08
1996,2.6690460952494277e-09,1.3345230032157929e-08
1997,2.876936688878118e-09,9.110299514780706e-09
1998,1.43043876743576e-09,9.536258227527128e-09
1999,2.285100553223174e-09,9.59742230133287e-09
2000,1.3254094488601709e-09,1.1486882112166086e-08
2001,1.3143635069212678e-09,1.2705514473854151e-08
2002,2.6287327870022636e-09,1.1391175502861728e-08
2003,1.6667691671301554e-09,1.0417307516608076e-08
2004,4.404791253964646e-10,1.27738947197642e-08
2005,1.3511248786457486e-09,1.5763123695222703e-08
2006,3.294311934354255e-09,9.882935803062765e-09
2007,7.988958938831558e-10,1.078509459517818e-08
2008,8.514879357157668e-10,1.2772318702669594e-08
2009,4.76819250749827e-10,1.0966842989290626e-08
2010,1.4171379625338432e-09,1.322662068758973e-08
2011,3.82397197240536e-10,1.0324724047938716e-08
2012,6.808505426114664e-10,8.851057026193487e-09
2013,2.2313000336282585e-09,1.506127500494614e-08
2014,1.7323561474213989e-09,1.4075393447998685e-08
2015,3.32486305154589e-09,3.967669917614991e-08
2016,2.6927420293532123e-09,1.9056328875999284e-08
2017,1.0062445321423752e-09,9.559322944330262e-09
2018,1.8070267504555204e-09,1.8844706961562707e-08
2019,2.2958890344426663e-09,1.6581420514416578e-08
