year,ait_VERB eu_VERB,ait_VERB pu_VERB
1873,8.701255865162238e-06,7.958393325679936e-06
1874,8.23002392280614e-06,7.560867743450217e-06
1875,8.489029823977035e-06,7.514081517001614e-06
1876,8.442654689133633e-06,7.570819889224367e-06
1877,8.070566764217801e-06,7.500944775529206e-06
1878,8.413054274569731e-06,7.336284852499375e-06
1879,8.369164788746275e-06,7.433826795022469e-06
1880,7.870205081417225e-06,7.430582172673894e-06
1881,8.113210242299829e-06,7.699740308453329e-06
1882,8.176140909199603e-06,7.542547791672405e-06
1883,8.59619649418164e-06,7.047326562314993e-06
1884,7.81178823672235e-06,7.045990969345439e-06
1885,7.832091796444729e-06,6.715063136653043e-06
1886,7.824824933777563e-06,6.790334737161174e-06
1887,8.3237264334457e-06,6.806404144299449e-06
1888,8.231386345869396e-06,6.717247288179351e-06
1889,8.121496648527682e-06,6.825239779573167e-06
1890,7.900657692516688e-06,6.646147994615603e-06
1891,8.08633558335714e-06,6.8146787270961795e-06
1892,7.98420387582155e-06,6.551222213602159e-06
1893,8.17652926343726e-06,6.676955308648758e-06
1894,8.180658369383309e-06,6.516421763080871e-06
1895,7.69359485275345e-06,6.749876320100157e-06
1896,7.833024028514046e-06,6.675436907244148e-06
1897,7.804300366842654e-06,6.766562364646234e-06
1898,8.244788659794722e-06,6.945064797037048e-06
1899,8.057550985540729e-06,6.8951012508478016e-06
1900,7.57322732169996e-06,6.5235963120358065e-06
1901,7.830381946405396e-06,6.675748409179505e-06
1902,7.012376499915263e-06,6.071566076570889e-06
1903,7.723395356151741e-06,6.555867457791464e-06
1904,7.667978024983313e-06,6.648411272180965e-06
1905,8.151419024216011e-06,6.622802175115794e-06
1906,8.034186976146884e-06,6.822731847933028e-06
1907,8.132377843139693e-06,6.797296009608544e-06
1908,7.933857887110207e-06,6.853352260804968e-06
1909,7.829549758753274e-06,6.768410003132885e-06
1910,7.858573553676251e-06,6.73469867251697e-06
1911,7.935869689390529e-06,6.785073310311418e-06
1912,7.968851605255622e-06,7.0603286985715386e-06
1913,7.606608505739132e-06,6.531692633870989e-06
1914,7.896130227891263e-06,6.912378921697382e-06
1915,7.742316483927425e-06,7.408921192109119e-06
1916,7.531905339419609e-06,7.493449174944544e-06
1917,7.3650508056744e-06,7.2806092248356435e-06
1918,6.88723139319336e-06,6.873447546240641e-06
1919,7.509000170102809e-06,6.5467802414787e-06
1920,7.20346406524186e-06,6.591627879970474e-06
1921,7.075975190673489e-06,6.48833020022721e-06
1922,7.338832347159041e-06,6.598825621040305e-06
1923,7.5744787864096e-06,6.4842211031646e-06
1924,7.679540431126952e-06,6.560547717526788e-06
1925,7.552449005743256e-06,6.502122687379597e-06
1926,7.199290848802775e-06,6.597399533347925e-06
1927,7.366292720689671e-06,6.574698090844322e-06
1928,7.257821380335372e-06,6.590540579054505e-06
1929,7.368264959950466e-06,6.56615566185792e-06
1930,7.469112460967153e-06,6.547946668433724e-06
1931,7.056494268908864e-06,6.368751201080158e-06
1932,6.9878005888313055e-06,6.5439394347777124e-06
1933,6.967280114622554e-06,6.461424163717311e-06
1934,7.19254239811562e-06,6.435306659113849e-06
1935,6.73575050313957e-06,6.5035656007239595e-06
1936,6.730429049639497e-06,6.721941645082552e-06
1937,6.688401754217921e-06,6.508349088107934e-06
1938,6.787289748899639e-06,6.581142770301085e-06
1939,6.773735094611766e-06,6.499971277662553e-06
1940,6.998760909482371e-06,6.144201961433282e-06
1941,6.378197213052772e-06,6.578899501619162e-06
1942,6.632787062699208e-06,7.045439815556165e-06
1943,6.900990229041781e-06,6.874860901007196e-06
1944,6.879431566630956e-06,7.1911108534550294e-06
1945,7.267489309015218e-06,6.890608347021043e-06
1946,6.7294618020241614e-06,6.7294618020241614e-06
1947,7.443391950801015e-06,7.020200882834615e-06
1948,6.802540156058967e-06,6.7144778768124525e-06
1949,6.535182365041692e-06,6.215148005139781e-06
1950,6.725802450091578e-06,6.6045595303876325e-06
1951,6.873405709484359e-06,6.456544724642299e-06
1952,6.607373961742269e-06,6.146566192910541e-06
1953,6.921106887602946e-06,6.818755537096877e-06
1954,6.805594239267521e-06,6.545644737343537e-06
1955,6.97632231094758e-06,7.011987690930255e-06
1956,6.676906195934862e-06,6.4580053731333464e-06
1957,6.520258011732949e-06,6.393916919478215e-06
1958,6.1859836932853796e-06,6.157858024380403e-06
1959,6.446296993090073e-06,6.432345799112227e-06
1960,6.403847237379523e-06,6.442603989853524e-06
1961,6.653557193203596e-06,6.2116541812429205e-06
1962,6.317856787063647e-06,6.210677838680567e-06
1963,6.058045073586982e-06,6.137577656772919e-06
1964,6.785449841117952e-06,6.5220142460020725e-06
1965,6.658382517343853e-06,6.273150574997999e-06
1966,6.1356331571005285e-06,6.115692485764157e-06
1967,6.8625340645667166e-06,6.312308869382832e-06
1968,6.290227702265838e-06,6.318074611044722e-06
1969,6.359823601087555e-06,6.3053221310838126e-06
1970,6.257025233935565e-06,5.7106967688014265e-06
1971,5.9230305851087905e-06,5.568481356021948e-06
1972,5.800144208478741e-06,5.831438102177344e-06
1973,5.803198291687295e-06,5.402939677878749e-06
1974,5.76677348362864e-06,5.341480118659092e-06
1975,5.730328211939195e-06,5.34137643626309e-06
1976,5.745522685174365e-06,5.506697107193759e-06
1977,5.535928266908741e-06,5.337880793376826e-06
1978,5.679205514752539e-06,5.527126177184982e-06
1979,5.5892196542117745e-06,5.424194114311831e-06
1980,5.461155524244532e-06,5.2962864174332935e-06
1981,5.471600161399692e-06,5.192643584450707e-06
1982,5.613444500340847e-06,5.54267899133265e-06
1983,5.172875262360321e-06,5.234765467321267e-06
1984,5.404675903264433e-06,5.343786142475437e-06
1985,5.015772330807522e-06,5.320159743860131e-06
1986,5.4621750678052194e-06,5.309915195539361e-06
1987,5.293800768413348e-06,5.32496596861165e-06
1988,5.27336942468537e-06,5.199012321099872e-06
1989,5.2987820708949585e-06,5.2455470722634345e-06
1990,5.081411927676527e-06,5.296088602335658e-06
1991,5.071925897937035e-06,5.241908183961641e-06
1992,5.323156983649824e-06,5.2884442993672565e-06
1993,5.047325885243481e-06,5.395188054535538e-06
1994,5.008015250496101e-06,4.95051881443942e-06
1995,4.92846538691083e-06,5.06348442286253e-06
1996,5.07545792061137e-06,5.016205250285566e-06
1997,4.713860562333139e-06,5.134373168402817e-06
1998,4.813903160538757e-06,5.0766270760504995e-06
1999,4.832073500438128e-06,5.024022357247304e-06
2000,4.490487299335655e-06,4.791354967892403e-06
2001,4.602462922775885e-06,4.928863290842855e-06
2002,4.4171474655740894e-06,4.938513029628666e-06
2003,4.618617367668776e-06,4.905301466351375e-06
2004,4.397743396111764e-06,4.881830136582721e-06
2005,4.226768851367524e-06,4.863148660660954e-06
2006,4.360845196060836e-06,4.88464092995855e-06
2007,4.67394056613557e-06,5.408525339589687e-06
2008,4.595054633682594e-06,5.268581389827887e-06
2009,4.57317355539999e-06,5.4772226576460525e-06
2010,4.647267360269325e-06,6.000634130032267e-06
2011,4.265640654921299e-06,5.9684552979888394e-06
2012,4.672677277994808e-06,6.382973879226483e-06
2013,5.087642875878373e-06,6.79653976476402e-06
2014,5.6167318689404055e-06,7.508897851948859e-06
2015,5.282764050207334e-06,6.797128662583418e-06
2016,5.3562780522042885e-06,7.023292710073292e-06
2017,4.757272563438164e-06,6.4593350543873385e-06
2018,4.824245024792617e-06,6.788999144191621e-06
2019,5.032078661315609e-06,6.760627911717165e-06
