year,ont_VERB osé_VERB,ont_VERB posé_VERB
1902,3.5550453958421713e-07,2.9117984468030045e-07
1903,4.044765091748559e-07,3.121327267763263e-07
1904,3.5956242072643363e-07,4.2190808358100185e-07
1905,3.6796211588807637e-07,3.6434957451092487e-07
1906,3.492901328172593e-07,3.7501104088732973e-07
1907,3.87770398901921e-07,3.610276166909898e-07
1908,4.3613135858322494e-07,3.7080988590787456e-07
1909,4.1367397329850064e-07,3.0530458161592833e-07
1910,4.665443498197419e-07,3.537827808486327e-07
1911,3.820028666723374e-07,3.7295822608029994e-07
1912,4.078976871824125e-07,3.6570136785485374e-07
1913,3.457549269114679e-07,4.258300805304316e-07
1914,4.4131542153991177e-07,4.1318909893561795e-07
1915,5.042165867052972e-07,4.6534009356946626e-07
1916,5.592618208538624e-07,4.5817716909368755e-07
1917,4.836193170376646e-07,4.956824000146298e-07
1918,4.697927806773805e-07,4.996573466087284e-07
1919,4.3737279042943555e-07,4.6683791765644855e-07
1920,3.3014930522767827e-07,4.770506052409473e-07
1921,3.066962790398975e-07,4.831412638850452e-07
1922,3.0765991709813534e-07,5.068641826255771e-07
1923,2.887537959850306e-07,4.947031584379147e-07
1924,3.429172181768081e-07,4.5378519075711665e-07
1925,3.1894717267277883e-07,4.5752420874123345e-07
1926,3.0206035717128543e-07,4.2689711676757724e-07
1927,3.14408140411615e-07,3.8353334730345523e-07
1928,2.993622842950572e-07,4.947476099914638e-07
1929,3.420104803808499e-07,4.021686663691071e-07
1930,2.983023534852691e-07,4.5165495521359844e-07
1931,2.680258717191464e-07,4.0717122828937136e-07
1932,2.871398692150251e-07,5.129062969899678e-07
1933,2.844724349415628e-07,4.03767302259439e-07
1934,2.6958554144584923e-07,4.6847978296682413e-07
1935,2.4056251390902617e-07,4.3684238448804535e-07
1936,2.8856820222245005e-07,4.874135015597858e-07
1937,2.1278989947859372e-07,4.7594426177965943e-07
1938,2.670834078344342e-07,5.056433565187035e-07
1939,2.9976339988024847e-07,4.542332874279964e-07
1940,2.408993680091953e-07,4.817987360183906e-07
1941,3.423743066832685e-07,3.3351980732732045e-07
1942,3.1252380949808867e-07,3.246606468110258e-07
1943,3.4258175674040103e-07,3.7161410659791727e-07
1944,2.5062851705115463e-07,4.6591199520662485e-07
1945,2.984550633300387e-07,4.618428590674739e-07
1946,3.5916448837269854e-07,4.5939643200654245e-07
1947,2.884850687223661e-07,6.163090233712865e-07
1948,2.946281654203631e-07,5.979538286737807e-07
1949,2.522971271901042e-07,6.106179171183612e-07
1950,2.765193869436189e-07,5.551658546210092e-07
1951,2.5374134793310077e-07,4.936229061058839e-07
1952,2.4463943759656104e-07,5.082595748717722e-07
1953,2.3055990538978222e-07,5.656259531860997e-07
1954,2.1206403744145064e-07,4.866723202212597e-07
1955,2.2525458120981057e-07,5.509351694854558e-07
1956,2.2500545071579836e-07,6.662951932412398e-07
1957,2.4296352307828784e-07,5.733939474339422e-07
1958,2.671934566933487e-07,5.740936899201188e-07
1959,2.4259841779894487e-07,5.975826411486196e-07
1960,2.090091726358878e-07,5.695845857189852e-07
1961,3.0293975328277156e-07,6.308928846010531e-07
1962,3.0441390208579833e-07,6.050226488696353e-07
1963,2.3795075776433805e-07,6.129818643785256e-07
1964,3.486113939743518e-07,6.661945235464373e-07
1965,2.982263538342522e-07,6.216241104084475e-07
1966,2.769537275071343e-07,5.710786012969038e-07
1967,3.9097560033951595e-07,5.541697305488924e-07
1968,4.6037013134991867e-07,6.508061574095336e-07
1969,5.745323505834676e-07,6.803552992096229e-07
1970,3.0259610639404855e-07,6.277259672060609e-07
1971,4.1877939338519354e-07,6.011924824633752e-07
1972,3.3756367656678776e-07,6.053573429198877e-07
1973,3.4236995816172566e-07,5.998365963932883e-07
1974,3.1953246093507914e-07,6.587544589820027e-07
1975,2.901431912505359e-07,6.316897156466439e-07
1976,3.416689082769153e-07,6.153468348202296e-07
1977,2.9736514761680155e-07,6.676024213447818e-07
1978,3.249503492952499e-07,5.910888489779609e-07
1979,3.5462957725940214e-07,6.437170441131457e-07
1980,3.3712944969011005e-07,6.782384502912464e-07
1981,2.8275206886974047e-07,6.357177539939585e-07
1982,4.0038389670371544e-07,6.834459895799228e-07
1983,2.860838037577196e-07,6.258478038034809e-07
1984,2.951695421415934e-07,5.967179959043278e-07
1985,3.2303546504408587e-07,5.889231147193641e-07
1986,3.452823591487686e-07,6.563961392203055e-07
1987,3.3181734693243925e-07,6.41635779174976e-07
1988,3.7898220739407407e-07,6.500264362330199e-07
1989,4.2642710695872665e-07,6.009493631609075e-07
1990,3.5470716852614714e-07,6.298640755630913e-07
1991,3.393788290395605e-07,5.832158080920635e-07
1992,3.283926730546227e-07,6.165627723930811e-07
1993,3.6558768101713213e-07,5.32317812940164e-07
1994,3.597500040086743e-07,6.445960138989903e-07
1995,3.947544087168353e-07,6.257508289309044e-07
1996,3.304278948235151e-07,6.01603005634388e-07
1997,3.5146575783073786e-07,6.161439500829147e-07
1998,3.642850856522273e-07,5.583479492088372e-07
1999,3.386519153991685e-07,5.964112688161549e-07
2000,3.998318618414487e-07,6.278022510741721e-07
2001,3.759079731935344e-07,6.396569460775936e-07
2002,3.8773811184000806e-07,6.177522209327435e-07
2003,3.6252228596822533e-07,6.821252895861107e-07
2004,3.3035934166036895e-07,6.893498039062251e-07
2005,4.0398634837401914e-07,6.449369607253175e-07
2006,3.9614101865481643e-07,6.572152528860897e-07
2007,3.850678069738933e-07,6.798604204050207e-07
2008,3.916844377727102e-07,6.59051636375807e-07
2009,3.9289906794692797e-07,6.270173003031232e-07
2010,4.0152241354007856e-07,6.183445293572731e-07
2011,3.177720770963788e-07,5.766549975305679e-07
2012,3.765103429032024e-07,5.45701709597779e-07
2013,3.3832085932772316e-07,6.041244660082157e-07
2014,4.3547103700802836e-07,5.504561499947158e-07
2015,3.404659878469829e-07,5.357462669053348e-07
2016,4.003900357929524e-07,5.182492941457895e-07
2017,3.225013642804697e-07,5.999733048156486e-07
2018,3.5107947837786924e-07,5.353961682885711e-07
2019,3.9285211528294894e-07,5.321360276866471e-07
