year,tant_ADV eu_VERB,tant_ADV pu_VERB
1961,3.543561177821175e-08,3.47407969059077e-09
1962,2.663621678777872e-08,6.341956404476434e-10
1963,2.133797494252576e-08,6.466053248388448e-10
1964,3.224503331011874e-08,6.083968329129164e-10
1965,3.0643441562006046e-08,1.0944086747954884e-09
1966,3.323444985880997e-08,1.6617224263271169e-09
1967,3.3526280418527676e-08,1.972134178185314e-09
1968,2.784677910483424e-08,1.7965663401398047e-09
1969,3.088395317263348e-08,1.8167031212712459e-09
1970,3.4030566808951335e-08,2.2993624781975086e-09
1971,3.0316545718278576e-08,2.569198631618974e-09
1972,3.283293992240033e-08,3.0780880067027283e-09
1973,4.465695013777804e-08,0.0
1974,2.5877628928583363e-08,5.625571675160757e-10
1975,2.1703623787061588e-08,5.711480177694739e-09
1976,2.856763359204706e-08,1.142705374768127e-09
1977,1.9981058585472056e-08,1.1753563677885381e-09
1978,2.1386128423728223e-08,3.5643548113029055e-09
1979,3.5697038214266286e-08,1.1703946700691858e-09
1980,3.240536017301565e-08,1.7055452605774235e-09
1981,3.0362638625547334e-08,4.427884725544118e-09
1982,2.9175261317959666e-08,1.2415004579935385e-09
1983,2.2103606056589342e-08,6.315316047889041e-10
1984,2.3775934110403796e-08,1.739702604197646e-09
1985,3.549179083961462e-08,1.8046674155058895e-09
1986,1.7384007122700496e-08,2.997242676272549e-09
1987,2.4443266966045485e-08,2.4443267410134695e-09
1988,2.5185526553173077e-08,2.398621523624911e-09
1989,2.798942233539492e-08,2.1952488715726304e-09
1990,2.45189291092629e-08,3.2691906959314565e-09
1991,2.4032006606944378e-08,4.10302547493302e-09
1992,2.5345743281945943e-08,5.509944167592096e-10
1993,2.2710750613441633e-08,3.323524566667402e-09
1994,2.8484603120659813e-08,1.0549853213248639e-09
1995,2.0063067651676647e-08,5.422450821690461e-10
1996,1.7081895009596337e-08,2.6690460952494277e-09
1997,1.8220598363427598e-08,4.79489448146353e-10
1998,2.43174582692518e-08,9.536258449571733e-10
1999,2.6050146928469076e-08,4.113181045761749e-09
2000,2.385736941334926e-08,5.7434409450607404e-09
2001,3.5487815353008045e-08,1.3143635069212678e-09
2002,2.541108479192644e-08,1.3143663935011318e-09
2003,2.541822929913451e-08,2.5001538617175356e-09
2004,2.114299846311951e-08,1.7619165015858584e-09
2005,2.2068373795036678e-08,1.8014998381943315e-09
2006,3.211954080484247e-08,2.0589450144825605e-09
2007,2.5165221018141892e-08,1.5977917877663117e-09
2008,2.8950589481269162e-08,1.7029758714315335e-09
2009,3.147006921722095e-08,1.430457752249481e-09
2010,2.220182793166714e-08,1.8895172093635892e-09
2011,2.4855816960211996e-08,1.529588788962144e-09
2012,3.3702100665777834e-08,1.3617010852229328e-09
2013,2.7612337305527035e-08,8.367375126105969e-10
2014,3.594638897652658e-08,1.9489005964601347e-09
2015,3.3913604369217865e-08,1.329945265027277e-09
2016,3.728412067971476e-08,3.1070099826280284e-09
2017,2.440143020976393e-08,1.7609279867603078e-09
2018,2.5556520455438658e-08,1.5488800242380307e-09
2019,3.7244422657067844e-08,2.2958890344426663e-09
