year,tout_DET acte_NOUN,tout_DET pacte_NOUN
1840,2.0765184842730378e-06,1.019150168701799e-07
1841,2.2035322899682797e-06,1.894061760765453e-07
1842,2.0634622899251553e-06,1.2276125360699552e-07
1843,1.9333320437908696e-06,1.2758928136236136e-07
1844,2.240430717392883e-06,1.9429506536994268e-07
1845,2.355414153498714e-06,1.3113535413111777e-07
1846,2.1761181869806023e-06,9.659927258098833e-08
1847,2.2365698839621473e-06,1.2026888995819718e-07
1848,2.521372493902163e-06,1.1585119530366228e-07
1849,3.0283205774139788e-06,1.2820505190802578e-07
1850,2.6273415585365e-06,1.310276207533434e-07
1851,2.4862585803475667e-06,1.0254607829551787e-07
1852,2.527393746731832e-06,1.7969104781911938e-07
1853,1.997014010157727e-06,1.0331442368283206e-07
1854,2.015398251842271e-06,9.508065978991453e-08
1855,2.398204941300719e-06,1.2842787455724647e-07
1856,2.6258703940129635e-06,1.289120117320408e-07
1857,2.166901850841896e-06,1.0202353717403412e-07
1858,2.253537815022355e-06,1.781298077929705e-07
1859,2.4198008361508982e-06,1.1151859879987569e-07
1860,1.968189025092215e-06,1.2495711620985617e-07
1861,2.3188394209228136e-06,1.3063219395093029e-07
1862,1.955836239631026e-06,1.0888346979598396e-07
1863,2.42838470398965e-06,1.1437681468606797e-07
1864,2.116872337865061e-06,9.062036099294346e-08
1865,1.9415732595007285e-06,1.0072646894343507e-07
1866,2.2634830258994043e-06,9.682569857005774e-08
1867,1.7790406587891994e-06,1.227761305955255e-07
1868,1.8954296194806375e-06,1.1707501501589945e-07
1869,2.3216249758206686e-06,8.839169485241882e-08
1870,1.7362700077683257e-06,8.601073409053583e-08
1871,2.3440938150542934e-06,8.284518493439919e-08
1872,1.9925983565372007e-06,1.0220003243688325e-07
1873,2.0184807567602547e-06,6.883905068200136e-08
1874,1.8240481267639552e-06,5.556386639682387e-08
1875,1.7645189984705212e-06,9.841026393786478e-08
1876,1.6971163461221295e-06,8.58534088266083e-08
1877,1.6606230701654567e-06,6.988842038424536e-08
1878,1.9983344827778637e-06,1.0024887409088024e-07
1879,1.8492927154056815e-06,9.408360712725994e-08
1880,2.325185675999819e-06,5.390990853726407e-08
1881,1.7389434248116231e-06,5.508280898069984e-08
1882,1.6538632507945294e-06,5.923292856202522e-08
1883,1.924238716810578e-06,7.140852886777793e-08
1884,1.7817980051404447e-06,8.912290638818376e-08
1885,2.1090120299049886e-06,8.766064230059101e-08
1886,1.8844114038074622e-06,7.356949049963646e-08
1887,2.4183137270483712e-06,7.508263566435858e-08
1888,1.9351556375113432e-06,8.24279879907408e-08
1889,1.8588661134799622e-06,7.142255986636314e-08
1890,2.0574218808633304e-06,7.078737596089013e-08
1891,2.0110664706862735e-06,6.884157954800685e-08
1892,2.0103118743008963e-06,8.274436602562218e-08
1893,2.0372041547034314e-06,6.959010834250989e-08
1894,2.0064100851868716e-06,6.868677893123731e-08
1895,1.999985641987223e-06,6.680662156810513e-08
1896,2.4962124030025734e-06,6.604672364574071e-08
1897,2.2508593815473432e-06,6.4093847562674e-08
1898,2.3233206150052865e-06,7.412444880117164e-08
1899,2.076158466479683e-06,4.4220628936386674e-08
1900,1.6751527880387584e-06,4.8795898210940436e-08
1901,2.2466730627002107e-06,8.550770447257605e-08
1902,1.9724610353932803e-06,8.543894036705524e-08
1903,2.2923934182017547e-06,8.316338906411147e-08
1904,2.070305669121808e-06,6.073326641597987e-08
1905,2.0044388122641976e-06,7.173455074394042e-08
1906,2.0113760967888084e-06,6.99609095100584e-08
1907,2.21142263967522e-06,6.582839295887766e-08
1908,2.140383401183499e-06,5.746325282274256e-08
1909,2.0964248506061267e-06,4.565816391632893e-08
1910,1.9458052520349156e-06,4.382203533381812e-08
1911,1.9531092902980163e-06,3.937076709092935e-08
1912,1.9134204478632455e-06,4.271725329019205e-08
1913,2.018848135776352e-06,5.5681391719630824e-08
1914,2.359932466333703e-06,5.826166926681253e-08
1915,2.642424874466087e-06,4.2410742917553534e-08
1916,2.699619528812036e-06,4.724608504425021e-08
1917,2.2810163216036017e-06,5.3735480065597585e-08
1918,2.143357818340519e-06,5.2837331843136326e-08
1919,2.306566045717773e-06,3.222746935982457e-08
1920,2.6093911174029927e-06,4.467616587788825e-08
1921,2.2248731852414494e-06,3.559191302793252e-08
1922,2.0850046098530584e-06,3.7627470028667176e-08
1923,2.4501607640559087e-06,4.2463792038205384e-08
1924,2.1967327938909875e-06,5.027733585016847e-08
1925,2.259025791317981e-06,1.1108159725381483e-07
1926,2.097703315939725e-06,4.7928394586449485e-08
1927,2.1674093204637757e-06,6.132073826492501e-08
1928,2.26349871468301e-06,6.284322839889e-08
1929,2.104422748061552e-06,5.013182957647189e-08
1930,2.3643611370971485e-06,5.7769821371067565e-08
1931,2.729301911585935e-06,4.1059285749156516e-08
1932,2.17875592056771e-06,4.4934101772753365e-08
1933,2.3916331315376738e-06,4.7029714345114826e-08
1934,2.148297369330976e-06,9.944712076048745e-08
1935,1.928090540559424e-06,6.103825000991492e-08
1936,2.0478642568377836e-06,4.122403085560222e-08
1937,1.9969513118667237e-06,3.273690651894867e-08
1938,1.907183019511649e-06,4.408173026604345e-08
1939,1.838344815041637e-06,6.270560781729273e-08
1940,2.0590557312516466e-06,7.100192167541763e-08
1941,2.1752573502453743e-06,5.017554371988808e-08
1942,1.878177101843903e-06,2.7307905936524435e-08
1943,1.6722634796906277e-06,3.774205836748479e-08
1944,1.8347292893849954e-06,3.213186161588055e-08
1945,2.6882739518896415e-06,2.6142048081823077e-08
1946,2.2663558070235013e-06,2.9234318077442367e-08
1947,2.4258973212454293e-06,3.457052599742383e-08
1948,2.1134949861334462e-06,4.131317266065082e-08
1949,2.1950830273453903e-06,4.1231433378641213e-08
1950,2.0962297071491776e-06,4.5732053699509834e-08
1951,1.8998618145360524e-06,3.0918065885288115e-08
1952,1.8632669025464565e-06,4.639713813148205e-08
1953,2.2722001915553847e-06,4.2017925361292896e-08
1954,2.193934449223889e-06,4.397641317765988e-08
1955,2.1417956759250956e-06,4.411235776657918e-08
1956,2.087841323827888e-06,4.971050859836623e-08
1957,1.965795917158175e-06,4.329168490357915e-08
1958,1.900961535739043e-06,4.4670114718314835e-08
1959,1.919860210364277e-06,2.712761837386779e-08
1960,1.6492345764618221e-06,1.453374998128254e-08
1961,1.90171115832527e-06,1.806521421343632e-08
1962,1.842972508825369e-06,2.219684747117867e-08
1963,1.7303158301729127e-06,3.6856503626836457e-08
1964,1.7607003996999993e-06,3.77206030854893e-08
1965,1.894968590931967e-06,3.228505507379964e-08
1966,1.6013465540254401e-06,3.7665707441902896e-08
1967,1.7177288782477262e-06,4.535908626479568e-08
1968,1.7044922770992343e-06,4.1321024824014785e-08
1969,2.116005020980083e-06,4.7234280264873973e-08
1970,2.100697599871637e-06,4.2308271774871287e-08
1971,1.5795433654375302e-06,2.4664307485267045e-08
1972,1.6626805745545425e-06,2.5137719461554298e-08
1973,1.5745710442160998e-06,3.6387143520499876e-08
1974,1.7737427953079532e-06,3.937900094896918e-08
1975,1.6774617535020298e-06,2.1132476657470534e-08
1976,1.6277838597034133e-06,2.228275497451193e-08
1977,1.7412904469438217e-06,3.58483685514166e-08
1978,1.5659398968637106e-06,2.19801887801907e-08
1979,1.7936298490894842e-06,4.037861511818619e-08
1980,1.7135044458882476e-06,3.2973873853592295e-08
1981,1.6345220075209e-06,1.8344093466460265e-08
1982,1.7287893570028245e-06,3.972801421170402e-08
1983,1.6824002528892379e-06,3.0945048745678605e-08
1984,1.7657980322383082e-06,2.551563760277986e-08
1985,1.773386486547679e-06,2.5866898734072663e-08
1986,1.733605188292131e-06,2.2779044872578424e-08
1987,1.71775064927715e-06,2.5054349706010726e-08
1988,1.736002346319765e-06,3.4780011537449695e-08
1989,1.7836396892789708e-06,3.567279582838978e-08
1990,2.0628592665161705e-06,3.323677066902064e-08
1991,1.9120099210567787e-06,2.7548886727402078e-08
1992,1.940602373906586e-06,2.314176633655407e-08
1993,1.837909010760086e-06,3.157348160698348e-08
1994,1.8931712020275882e-06,2.8484604452927442e-08
1995,1.8653231421694727e-06,2.6027763944114213e-08
1996,1.988973195921062e-06,3.309617002678067e-08
1997,2.0963278188901313e-06,3.883864696518913e-08
1998,2.024070909101283e-06,3.5760970851228535e-08
1999,2.0867538808033714e-06,4.158882949134579e-08
2000,2.1210968839113775e-06,4.064588876584452e-08
2001,1.9592779096910817e-06,3.461157316309027e-08
2002,2.1998112629262323e-06,2.979230617761175e-08
2003,2.040125451685526e-06,3.375207446865147e-08
2004,2.0204777939625274e-06,3.700024714392569e-08
2005,2.0383970138482255e-06,3.0625496805214425e-08
2006,2.012824594999074e-06,3.6237429945629174e-08
2007,1.8790031788284978e-06,2.7561909032858267e-08
2008,1.756193825031005e-06,1.8732734807791473e-08
2009,1.883436056004939e-06,3.099325152078336e-08
2010,1.8455858850074947e-06,2.4091343697740797e-08
2011,1.5597982070403305e-06,2.0649448317922037e-08
2012,1.4103819410138385e-06,2.0765940744738032e-08
2013,1.6879785107448697e-06,2.5102125267295605e-08
2014,1.5651837372843147e-06,2.013864008887367e-08
2015,1.7994159549061806e-06,3.546520588315616e-08
2016,1.7013986877145726e-06,2.982729618850044e-08
2017,1.8560180592430697e-06,2.440143020976393e-08
2018,1.6141911487466132e-06,2.633096030102422e-08
2019,1.3686049840089254e-06,1.9132408990429894e-08
