year,peut_VERB unir_VERB,peut_VERB punir_VERB
1871,4.885741589077952e-08,5.947859449406678e-08
1872,5.624025689598966e-08,7.49870068261771e-08
1873,3.5317427204972773e-08,4.669083608632718e-08
1874,3.943242177228967e-08,5.795370938699307e-08
1875,3.089624556196213e-08,4.920513418937844e-08
1876,5.38095328295185e-08,7.255217582269324e-08
1877,5.751878973114799e-08,5.566334237983028e-08
1878,2.717589886458427e-08,3.2611080058586595e-08
1879,5.437299321897626e-08,5.254019797007459e-08
1880,5.0700986520269e-08,7.701415682959123e-08
1881,2.3009274485730202e-08,5.2293806618308736e-08
1882,3.128031167420886e-08,5.657077295495583e-08
1883,4.044376922252013e-08,4.2971503688704615e-08
1884,2.3105940272216685e-08,3.6969503014461225e-08
1885,3.158361394639542e-08,5.736615804607936e-08
1886,4.7755634113855194e-08,3.87207848007165e-08
1887,5.876032105334161e-08,5.223139609711325e-08
1888,2.6630582183884144e-08,6.213802095089704e-08
1889,6.077182490571431e-08,5.826577265111155e-08
1890,3.8015443237782165e-08,6.88210590737981e-08
1891,2.995883363610119e-08,6.947900033082988e-08
1892,3.5103667528346705e-08,1.0217674883961081e-07
1893,3.7566341148931315e-08,6.404753349897874e-08
1894,2.6466464575491955e-08,3.465846631911518e-08
1895,3.069493459406658e-08,6.861220214204877e-08
1896,4.717623269812066e-08,4.363801409112966e-08
1897,4.3700350005337896e-08,3.903898004864459e-08
1898,2.6594268121016285e-08,5.545187775624072e-08
1899,4.477338677588705e-08,4.366786754417262e-08
1900,2.7512582434496835e-08,5.710158390570541e-08
1901,4.750427962108006e-08,1.0171504527534125e-07
1902,3.5845072687834545e-08,2.8479647085077886e-08
1903,3.2401320737562855e-08,3.834156458992766e-08
1904,4.407192477628996e-08,6.449550227216605e-08
1905,3.6641388589941926e-08,4.283430143914302e-08
1906,3.600929332492342e-08,4.372556716703002e-08
1907,5.297128780057392e-08,4.6799875974556926e-08
1908,3.8799974788616964e-08,2.2101250607420297e-08
1909,5.0609049395689e-08,3.5206294768386215e-08
1910,3.099607326362275e-08,4.649411167179096e-08
1911,2.8197982615552064e-08,4.256299490634774e-08
1912,3.438217888174222e-08,5.46989227245831e-08
1913,2.2802856491921375e-08,4.931780495098792e-08
1914,3.281404303834279e-08,3.8171439342704616e-08
1915,2.0027295377644805e-08,4.947920118070215e-08
1916,3.84561182897869e-08,5.493730981243061e-08
1917,5.812205117194935e-08,3.61891991929042e-08
1918,4.709414369585829e-08,3.331049214239101e-08
1919,4.788081042761405e-08,4.051453217357448e-08
1920,5.7548959375708364e-08,3.180337415642498e-08
1921,3.180553775905537e-08,1.9689142760626055e-08
1922,4.131644004701229e-08,2.5084981203349344e-08
1923,5.732611896291928e-08,4.564857647437748e-08
1924,4.640984840875717e-08,2.4494086758863887e-08
1925,3.959344141435395e-08,7.258797296572084e-08
1926,5.461607699430715e-08,4.346993875969929e-08
1927,5.686104742608222e-08,6.243566019747959e-08
1928,4.570416578530967e-08,5.0274582719112004e-08
1929,6.684243913923638e-08,3.8991423423340166e-08
1930,1.1448928205481934e-07,3.151081173768944e-08
1931,4.676196141417677e-08,3.9918749195066994e-08
1932,6.13734059129456e-08,3.9454331357546835e-08
1933,3.9000251916831985e-08,3.785318369864399e-08
1934,3.9539216345474415e-08,5.152079296522061e-08
1935,5.146362269670135e-08,3.8298509252854274e-08
1936,3.394919900756577e-08,1.9399543305098632e-08
1937,5.162358363008934e-08,1.6368453259474336e-08
1938,3.630260181353151e-08,2.852347158466273e-08
1939,6.576441791139587e-08,2.5999884911698246e-08
1940,6.846613587185857e-08,2.7893612752905028e-08
1941,6.198155233505531e-08,2.066051862925633e-08
1942,8.192371581117186e-08,3.944475324146879e-08
1943,4.645176332473966e-08,1.7419411690866582e-08
1944,3.534504600111177e-08,3.855823393905666e-08
1945,9.585417615198821e-08,6.753362669087437e-08
1946,4.872386583087973e-08,3.480275978517966e-08
1947,7.867775053682635e-08,2.3841742802233057e-08
1948,8.371353743541476e-08,3.913879709216417e-08
1949,7.068246077324147e-08,3.6322930441201606e-08
1950,4.785912821603233e-08,4.1477910883713776e-08
1951,6.396840745992449e-08,3.5182626589858046e-08
1952,6.432330224015459e-08,3.690681538159879e-08
1953,6.356557946674002e-08,2.9089333608567358e-08
1954,6.840775057526116e-08,2.9317607896928166e-08
1955,5.5375085850073447e-08,3.660387193349379e-08
1956,6.45364508500279e-08,3.750090726839517e-08
1957,6.891329462632712e-08,2.297109880089465e-08
1958,4.715178647529683e-08,2.0680609225109947e-08
1959,6.278105502133258e-08,3.952881399982289e-08
1960,5.1214165353030694e-08,2.629916728835724e-08
1961,7.08712235564235e-08,1.945484662257968e-08
1962,5.0735650347633054e-08,3.2343976386073336e-08
1963,4.526237162849611e-08,1.6165133231993423e-08
1964,6.570685684437194e-08,4.015419108327478e-08
1965,7.715581062939236e-08,3.173785145804686e-08
1966,5.317511764246774e-08,3.821961414018915e-08
1967,5.8177960227112635e-08,3.7963584276212714e-08
1968,7.455750505869219e-08,3.458390196442451e-08
1969,5.04135115875215e-08,1.9075383050903838e-08
1970,4.552737919993888e-08,4.230826888829142e-08
1971,4.72732573086887e-08,3.288574390580834e-08
1972,5.335352781798974e-08,3.078088184338412e-08
1973,4.796487118596815e-08,2.3706776985932265e-08
1974,5.119270340969706e-08,2.981553137715309e-08
1975,4.854758017813765e-08,2.227477224892027e-08
1976,3.94233339306993e-08,1.656922776760439e-08
1977,5.9355496517810025e-08,1.704266772151186e-08
1978,4.455443658457625e-08,3.2079192635592335e-08
1979,3.920822067016161e-08,2.691907674545746e-08
1980,4.2638628627855724e-08,2.2740602290127754e-08
1981,5.756250232025195e-08,1.8344094243616382e-08
1982,3.289976291398489e-08,2.2347007799794483e-08
1983,5.115406054301275e-08,2.3998200759933752e-08
1984,4.755186822080759e-08,3.189454744756404e-08
1985,4.571824163690508e-08,2.045289804186723e-08
1986,4.975423095743281e-08,2.2179596825822046e-08
1987,5.377518874638554e-08,2.0776777631681398e-08
1988,5.276967485201567e-08,1.679035044332977e-08
1989,5.2137160366783064e-08,2.5245361356951435e-08
1990,4.413407239667322e-08,2.179460345530515e-08
1991,5.4511627212150415e-08,2.989347080983862e-08
1992,3.856960972825618e-08,2.4243753671271406e-08
1993,4.2651898013446043e-08,1.550978012687665e-08
1994,3.745197929561073e-08,2.5319646823618314e-08
1995,4.7175323203418884e-08,2.1689803730851054e-08
1996,4.5373784729463296e-08,1.4946657245218375e-08
1997,5.801822311468641e-08,2.4933450859521145e-08
1998,5.626392507451783e-08,3.242328006081152e-08
1999,4.8901153348879234e-08,2.6050146928469076e-08
2000,5.522539225921719e-08,2.8275401575683645e-08
2001,4.030714961800186e-08,2.3220422917802352e-08
2002,4.293596944648925e-08,2.234422957769766e-08
2003,4.8752998083045895e-08,2.7918384049030465e-08
2004,4.228599692623902e-08,2.4666830356068203e-08
2005,4.999161973273658e-08,3.332774767272895e-08
2006,5.5591513614672294e-08,3.664921877089e-08
2007,4.1143138673760404e-08,3.355362920842708e-08
2008,4.257439556454301e-08,2.0009967016676455e-08
2009,4.672828524121542e-08,2.813233557219519e-08
2010,4.6765549654992355e-08,3.164941375644048e-08
2011,3.785732261007979e-08,2.103184648660772e-08
2012,3.5063802528156884e-08,2.2808492872172792e-08
2013,4.0442312609911824e-08,2.928581288585974e-08
2014,3.594638897652658e-08,3.291476602385046e-08
2015,4.2779905840006904e-08,2.881547978006438e-08
2016,3.355570754592918e-08,3.127723502416302e-08
2017,3.647636503956164e-08,2.5407674186794793e-08
2018,3.3559068413069326e-08,2.0393587263356494e-08
2019,3.3162841361900064e-08,2.2958889900337454e-08
