year,tout_DET or_NOUN,tout_DET port_NOUN
1970,1.6095537624938316e-08,1.0255156746019622e-07
1971,2.1067429578636165e-08,3.853798080655224e-08
1972,2.872882304272295e-08,2.821580813439084e-08
1973,3.08739407373082e-08,2.425809664252654e-08
1974,1.4626486244395664e-08,7.42575465562112e-08
1975,1.3707552870556583e-08,3.998035946750633e-08
1976,1.9997343725375316e-08,3.5423867728034963e-08
1977,1.469195476389018e-08,3.937443793233797e-08
1978,5.04950251611902e-08,2.7326720664078152e-08
1979,1.287434114871644e-08,4.740098524802505e-08
1980,9.096241204709088e-09,4.604971898247712e-08
1981,8.855769562110538e-09,5.8827611282286085e-08
1982,1.80017563078394e-08,7.821452852052602e-08
1983,1.8945948587756334e-08,2.589279490816665e-08
1984,1.7976925670293298e-08,3.1314646264934964e-08
1985,1.564045115642898e-08,2.7070011787699855e-08
1986,1.3187867797803676e-08,4.435919231937646e-08
1987,1.466596055710312e-08,1.894353235387669e-08
1988,1.9188972077976985e-08,3.23813907909809e-08
1989,9.329807593161377e-09,2.9087046771181235e-08
1990,1.6345952813523468e-08,2.8877849223007956e-08
1991,1.875668864670388e-08,3.223805955521186e-08
1992,1.9284805363728452e-08,2.3692760420246373e-08
1993,1.8833305692744773e-08,3.822053074031828e-08
1994,1.5297287436766283e-08,2.6902126082362088e-08
1995,1.7894087323000463e-08,2.9823480018897897e-08
1996,2.5622842514394506e-08,2.348760541615036e-08
1997,1.438468300030138e-08,2.685140887415116e-08
1998,1.287394890692184e-08,2.86087753487152e-08
1999,7.769341975327748e-09,2.2851005754276343e-08
2000,1.5904913719388958e-08,3.3135235444348154e-08
2001,1.6648604495017594e-08,2.979223995280833e-08
2002,1.1391175447350577e-08,3.5049772639794696e-08
2003,1.1667383725821878e-08,3.3752075578874496e-08
2004,1.8940602419803554e-08,4.31669550104985e-08
2005,1.1709748504173945e-08,3.1526247834534615e-08
2006,1.8530504686253835e-08,3.211954169302089e-08
2007,1.3980677865399471e-08,3.1156939694909624e-08
2008,1.5326782676350348e-08,3.022782135708724e-08
2009,1.3350938576905946e-08,3.051643293616735e-08
2010,1.2754240996670774e-08,2.1257068105740018e-08
2011,9.942326711920302e-09,2.3326229336984028e-08
2012,9.19148274158843e-09,2.791487307973739e-08
2013,1.171432484348145e-08,1.9802787964984248e-08
2014,1.0827226060161621e-08,2.0138639866829067e-08
2015,1.551602757388082e-08,2.571227541992016e-08
2016,1.1806638028355465e-08,2.4648947438699054e-08
2017,7.0437116417298995e-09,2.0879574735843676e-08
2018,1.110030711792831e-08,1.523065318309591e-08
2019,1.0714148235280163e-08,1.7346716563171327e-08
