year,ont_VERB uni_VERB,ont_VERB puni_VERB
1906,9.208090101520128e-08,1.5432553013283723e-08
1907,8.794262162936661e-08,1.131425531042396e-08
1908,8.74227286118412e-08,1.86632782561702e-08
1909,9.901770309239666e-08,1.9253442729016967e-08
1910,8.497199344148498e-08,2.8858413880783473e-08
1911,9.3106547804922e-08,3.351835864418007e-08
1912,1.2658893200345744e-07,4.0112542620818203e-08
1913,6.787826756227133e-08,2.704524781904638e-08
1914,8.97363646723548e-08,2.6117300322425763e-08
1915,2.0851948023814515e-07,1.5314990164938536e-08
1916,1.736019037412717e-07,7.69122365795738e-09
1917,1.217273066789204e-07,1.2063066989753679e-08
1918,2.1134931937893953e-07,4.479686666059024e-08
1919,1.9520638483427888e-07,1.1970202606903513e-08
1920,1.4084351462884115e-07,2.5745588771997063e-08
1921,1.2419305567279437e-07,1.438822039290244e-08
1922,1.2616269778886746e-07,2.951174238319254e-08
1923,1.2739137655870536e-07,2.0170300985000722e-08
1924,1.1602462191007135e-07,2.0626599095407983e-08
1925,9.238469389494242e-08,2.859526304632709e-08
1926,9.362755992725624e-08,3.1209186346359274e-08
1927,1.2375639479866862e-07,3.1217830098739796e-08
1928,9.940655587570291e-08,7.998228745975666e-09
1929,1.0917598447512944e-07,6.684243825105796e-09
1930,1.0188495136453923e-07,1.470504518152893e-08
1931,1.0721035526017886e-07,2.167017765231094e-08
1932,1.1945894806686397e-07,2.849479585620429e-08
1933,1.181478215261933e-07,1.605892663292252e-08
1934,9.944711898413061e-08,1.3179738189705859e-08
1935,8.377799076697556e-08,1.4361940969820353e-08
1936,1.0184759968723256e-07,1.576212849130343e-08
1937,9.569249870278185e-08,5.0364472592434595e-09
1938,7.519824651858187e-08,1.0372171566075394e-08
1939,1.116465684347645e-07,1.070583532936098e-08
1940,1.0650288118085882e-07,7.607348528892999e-09
1941,1.2396310467011062e-07,2.066051862925633e-08
1942,1.3957374767059605e-07,3.034211770724937e-09
1943,8.419382169222445e-08,1.4516175816936538e-08
1944,1.3816700850100005e-07,1.2852744646352221e-08
1945,9.367567477269745e-08,1.089252066321933e-08
1946,1.1693727586248315e-07,1.5313215584455975e-08
1947,9.894323005354977e-08,2.7418002757073623e-08
1948,1.0219574320124991e-07,2.0656587551570738e-08
1949,1.2271260707574783e-07,1.8652315691980448e-08
1950,9.359118435803282e-08,3.722376362702562e-08
1951,7.782823052693288e-08,2.7719644801749155e-08
1952,9.068531170441929e-08,1.5817205323287453e-08
1953,1.260537771941017e-07,1.508335856215126e-08
1954,1.0847515041767508e-07,2.052232517257835e-08
1955,7.790054468159724e-08,1.5016972554349195e-08
1956,1.0901426938936254e-07,1.4825940475304833e-08
1957,7.333080986882123e-08,9.718541527092839e-09
1958,9.347634827294726e-08,9.099467956907858e-09
1959,8.680837737529146e-08,1.8601795659378695e-08
1960,7.197666462843699e-08,1.314958364417862e-08
1961,1.1464462551513677e-07,2.292892631317045e-08
1962,1.1986297610011576e-07,1.1415521861124489e-08
1963,1.3320069469635598e-07,1.4225316924409981e-08
1964,1.0525264915184351e-07,1.8860301764789256e-08
1965,1.0615764500787606e-07,1.3680108601477059e-08
1966,8.364002923588743e-08,1.9940669560014612e-08
1967,9.811368006928944e-08,2.859594694371026e-08
1968,8.264205361707688e-08,2.2457078807658348e-08
1969,1.1308976866075682e-07,2.3162965295808746e-08
1970,9.381399196373152e-08,2.115413444414571e-08
1971,1.2948761385356278e-07,1.2332153964678128e-08
1972,1.015769072187922e-07,1.7955513686995772e-08
1973,1.427919716356918e-07,1.3783009900070198e-08
1974,7.538266377782321e-08,8.438357568252286e-09
1975,1.833385128158227e-07,1.1994108817248161e-08
1976,1.011294283315145e-07,1.199840671262109e-08
1977,1.4985793267419112e-07,1.704266772151186e-08
1978,1.1168311631060135e-07,1.0099005187669263e-08
1979,1.322545927218144e-07,2.0481905949054635e-08
1980,1.1029192409361954e-07,1.989802811408481e-08
1981,1.448550804306059e-07,8.855769451088236e-09
1982,1.4215180599297383e-07,5.586751949948621e-09
1983,1.4904145595462381e-07,1.2630632539867293e-08
1984,1.327972937170685e-07,1.2177918229383522e-08
1985,1.323422793575446e-07,1.5038894574104233e-08
1986,1.3127922676714476e-07,8.991728250862252e-09
1987,1.1305011471396398e-07,1.711028652096047e-08
1988,1.0973693764793069e-07,1.3192418713003917e-08
1989,1.3226373918318046e-07,8.232182935330457e-09
1990,9.753085095098868e-08,1.9070277801347402e-08
1991,1.3305526336271356e-07,1.817054240405014e-08
1992,1.2121877240867107e-07,9.91789939064347e-09
1993,1.0856846444085022e-07,1.883330469354405e-08
1994,1.0971847053120598e-07,1.635227242502424e-08
1995,1.0139982870027708e-07,2.657000813810484e-08
1996,1.302494467836368e-07,1.3345230698291743e-08
1997,1.189133860268754e-07,1.2466725429760572e-08
1998,9.297851666367762e-08,1.5258013519314773e-08
1999,1.2476648691972514e-07,1.4167623435534793e-08
2000,1.0691636209703148e-07,1.2812291783070862e-08
2001,1.2530266299548565e-07,1.445799924226776e-08
2002,1.139117559167957e-07,1.7963008858146168e-08
2003,1.1625715112817403e-07,1.4167538253673229e-08
2004,1.0086971916067888e-07,9.690540814233373e-09
2005,1.0088399449159624e-07,1.6213498099659773e-08
2006,1.2600743770629919e-07,1.6883348052942893e-08
2007,9.906308875984315e-08,9.986198895584053e-09
2008,1.03455783578843e-07,1.1920831516354369e-08
2009,9.774794307304546e-08,1.2874119548200724e-08
2010,7.085689190944322e-08,1.1809483002611643e-08
2011,7.303786461743123e-08,1.2236710311697152e-08
2012,6.842548286312145e-08,1.7702113552786614e-08
2013,6.66600854515309e-08,2.1755175438897822e-08
2014,6.431372412407654e-08,2.0138640005606945e-08
2015,6.317240100472965e-08,2.9702110992957387e-08
2016,5.882605819129694e-08,2.382041097703791e-08
2017,6.49027723231832e-08,2.2640502195248047e-08
2018,6.634369376090632e-08,1.7553973663542166e-08
2019,5.8672717961893994e-08,3.5458728731008193e-08
