year,ont_VERB assez_ADV,ont_VERB passé_VERB
1927,7.369637842202792e-07,4.409518624015618e-06
1928,6.821346687502228e-07,4.34075309385662e-06
1929,6.829068865954468e-07,4.167626229900634e-06
1930,6.848349585197866e-07,4.432520654518157e-06
1931,6.444026325880259e-07,3.974766968894983e-06
1932,6.707236366310099e-07,4.256683951098239e-06
1933,7.054457000776893e-07,3.844966158794705e-06
1934,6.410145374502463e-07,4.048576101922663e-06
1935,6.403031989066221e-07,4.1877024159475695e-06
1936,6.717091878272186e-07,4.145440016145585e-06
1937,6.282967888182611e-07,3.667792725536856e-06
1938,6.275163855207211e-07,3.649707878139452e-06
1939,6.362324711517431e-07,3.7225718187983148e-06
1940,5.654795813825331e-07,3.4562722248665523e-06
1941,6.58185058455274e-07,3.5034336178796366e-06
1942,7.373134849331109e-07,3.6198146062815795e-06
1943,6.764537943126925e-07,3.8148509702296e-06
1944,6.940481966921652e-07,3.897594979207497e-06
1945,7.886184789640538e-07,4.150050244788872e-06
1946,6.932709766260814e-07,3.7364243326010182e-06
1947,8.547264656044717e-07,3.5524194572644774e-06
1948,7.240677177833277e-07,3.394203304196708e-06
1949,7.941959552226763e-07,3.2739721973484848e-06
1950,7.08315099018364e-07,3.3331223221466644e-06
1951,6.535439069921267e-07,3.2357354484702228e-06
1952,5.989448368382e-07,2.905093424487859e-06
1953,7.056856929921196e-07,2.9412549338303506e-06
1954,6.166470143398328e-07,2.9405562145257136e-06
1955,6.466683544203988e-07,2.9836846806574613e-06
1956,6.122241416051111e-07,3.0637370400654618e-06
1957,6.184526455399464e-07,2.7856874567078194e-06
1958,6.435805630644609e-07,2.7554842745303176e-06
1959,5.875066904081905e-07,2.8670015126408543e-06
1960,6.270274752750993e-07,2.9392779197223717e-06
1961,6.802247867199185e-07,2.932818006229354e-06
1962,7.267881869665871e-07,3.0955088732298464e-06
1963,6.828151981608244e-07,2.8625217964872718e-06
1964,6.76537297294999e-07,3.2074681257654447e-06
1965,6.736085538250336e-07,2.971866706502624e-06
1966,6.702280188619625e-07,2.904690745708649e-06
1967,7.040518994472222e-07,3.0316632546600886e-06
1968,8.156411013260367e-07,3.0927890293241944e-06
1969,6.93072252033744e-07,2.9544135031756014e-06
1970,6.709539661642339e-07,2.8079814455850283e-06
1971,6.397305014615995e-07,2.9319696750462754e-06
1972,6.735882607245003e-07,2.722056024140329e-06
1973,6.902531026753422e-07,2.616015308376518e-06
1974,6.525663138745585e-07,2.4347473299712874e-06
1975,6.025611583027057e-07,2.3559855435451027e-06
1976,6.404863484021917e-07,2.4733858481340576e-06
1977,6.164744377201714e-07,2.367755314480746e-06
1978,6.528709945996525e-07,2.411286004644353e-06
1979,6.718065606037271e-07,2.4408579974988243e-06
1980,5.963723310742353e-07,2.2740603071724763e-06
1981,5.895412300560565e-07,2.3062953005137388e-06
1982,6.250954811548581e-07,2.464378439981374e-06
1983,5.633261821458291e-07,2.280460648762528e-06
1984,6.22233585545473e-07,2.3456989310943754e-06
1985,5.251582138043887e-07,2.1469527382578235e-06
1986,5.532909881367232e-07,2.3192665139504243e-06
1987,5.964157026028261e-07,2.233503664683667e-06
1988,6.122481295278703e-07,2.2061321942601353e-06
1989,6.113768336035719e-07,2.349465148654417e-06
1990,6.118834789958782e-07,2.20179981624824e-06
1991,6.236599006115284e-07,2.1763619315606775e-06
1992,6.160117322906444e-07,2.2111405542091234e-06
1993,5.677687795468955e-07,2.283261210322962e-06
1994,6.240238121790753e-07,2.3330999283643905e-06
1995,5.357381382964377e-07,2.1548819404415553e-06
1996,5.77581602101418e-07,2.0530303572741104e-06
1997,5.739488528888614e-07,2.136604962288402e-06
1998,5.540566121453594e-07,2.2138424355944153e-06
1999,5.159757279216137e-07,2.0894958652206697e-06
2000,5.792039132757054e-07,2.216526354459347e-06
2001,5.402034162216296e-07,2.0968479930161266e-06
2002,5.191747618482623e-07,2.2379279016604414e-06
2003,5.237822051640251e-07,2.3584784685226623e-06
2004,5.545632006942469e-07,2.2957772216614103e-06
2005,5.805333103126031e-07,2.244668849016307e-06
2006,5.744456643697049e-07,2.2644276214123238e-06
2007,5.124917379362159e-07,2.2281205929175485e-06
2008,5.453780431707855e-07,2.3684137886448298e-06
2009,5.187793590266665e-07,2.3645466171728913e-06
2010,5.300095722304832e-07,2.380319301664713e-06
2011,5.089706860417209e-07,2.3635971047042403e-06
2012,5.54212363113038e-07,2.7839978429256007e-06
2013,5.31607213360985e-07,2.688158701857901e-06
2014,5.86619080422679e-07,2.979435976158129e-06
2015,5.561387865782308e-07,2.941838829428889e-06
2016,6.098024982748029e-07,3.1488511922361795e-06
2017,5.11675352754537e-07,2.830565790645778e-06
2018,5.307495598572132e-07,2.976947371280403e-06
2019,5.293299523145834e-07,2.9188402095314814e-06
