year,pourrait_VERB oser_VERB,pourrait_VERB poser_VERB
1857,1.4644527812635033e-09,2.245494101771328e-08
1858,1.9574704079872163e-09,2.7404585267731818e-08
1859,1.2730433596175317e-08,3.1571474323754956e-08
1860,6.865775947773045e-09,3.295572525985335e-08
1861,1.6034276129062164e-08,1.744906619194353e-08
1862,1.7168348520613108e-08,3.930648162508987e-08
1863,3.995696662428827e-09,2.1476870060155306e-08
1864,2.445311331200628e-08,3.7398876884253696e-08
1865,6.589582213223366e-09,1.553258677233771e-08
1866,6.3252967308358166e-09,4.038458811805867e-08
1867,9.7056229719783e-10,3.688136729351754e-08
1868,1.2349684830326169e-08,2.5687345583946808e-08
1869,7.813630631403612e-09,3.564969119906891e-08
1870,9.17447806614291e-09,2.064257564882155e-08
1871,1.0621177271019633e-09,3.3987767267262825e-08
1872,5.442605477412599e-09,7.801067880564005e-08
1873,4.788803575905831e-09,4.1303430009520525e-08
1874,1.6728906260254917e-08,2.2106053876314036e-08
1875,5.721527251978387e-09,3.6045619822289154e-08
1876,3.627608879952504e-09,2.418405919968336e-08
1877,8.658742167710898e-09,1.608052180301911e-08
1878,4.22736201599605e-09,1.7513357875031943e-08
1879,2.443730107160036e-09,2.016077260691418e-08
1880,8.343199908722454e-09,3.7223507831640745e-08
1881,4.8807553554297556e-09,3.834879080955034e-08
1882,7.320923423037584e-09,4.5256619785050134e-08
1883,1.2638677882037541e-09,4.9922778799782463e-08
1884,2.6406787867472303e-09,3.300848305798354e-08
1885,9.66845359329227e-09,3.4161868001092444e-08
1886,6.4534639854230136e-09,3.549405036551434e-08
1887,6.528924623161458e-10,4.504957828999068e-08
1888,2.53624587998047e-09,4.5018364147608736e-08
1889,3.759081934617825e-09,3.195219733242993e-08
1890,5.243509182406569e-09,5.1124214195397144e-08
1891,8.286486163910922e-09,5.928024648937935e-08
1892,5.641661360300532e-09,4.387958796314706e-08
1893,4.926733243593162e-09,3.079208354961338e-08
1894,4.411077725308132e-09,3.465846631911518e-08
1895,6.018614495673091e-09,3.671354775747204e-08
1896,5.307326134129653e-09,3.3023361822870356e-08
1897,1.1653427112179315e-09,3.088158351260972e-08
1898,3.960848538042683e-09,4.0740154361174064e-08
1899,2.7637891975018647e-09,5.5828543565894506e-08
1900,5.191053142894475e-10,4.2047531678690575e-08
1901,8.941982265753268e-09,2.794369535763508e-08
1902,1.9641135384773634e-09,4.0264328760031276e-08
1903,6.480264325148255e-09,3.834156458992766e-08
1904,5.374625189347171e-09,5.320879026271541e-08
1905,4.64468330463319e-09,4.902721073563043e-08
1906,7.201858220895474e-09,5.14418445618503e-08
1907,8.742834012309686e-09,4.2685599055403145e-08
1908,1.964555629285769e-09,3.634427869769752e-08
1909,4.400786846048277e-09,5.005895076237721e-08
1910,1.068830179917768e-08,4.435645095668406e-08
1911,9.044636151145369e-09,4.203095471666529e-08
1912,8.335073964360618e-09,5.5219864236732974e-08
1913,3.71209285532359e-09,3.234823608977422e-08
1914,9.37544086809794e-09,2.9465672568562695e-08
1915,1.1780761921542648e-09,3.887651445211304e-08
1916,1.0987462051303964e-09,5.7134801778602196e-08
1917,1.7546279096336548e-08,3.5092558192673096e-08
1918,5.743188147278033e-09,4.709414369585829e-08
1919,1.8415696745321952e-09,4.511845830279526e-08
1920,3.028892692213958e-09,7.042175553806374e-08
1921,7.572747429129834e-10,3.710646367949266e-08
1922,5.902348387820666e-09,4.795657915224183e-08
1923,2.1231896241147297e-09,4.2463792482294593e-08
1924,1.289162443462999e-09,5.801231139912488e-08
1925,9.898360353588487e-09,5.719052609265418e-08
1926,1.1146138456652466e-09,4.904300965336006e-08
1927,3.3447675740205796e-09,4.3481975353643065e-08
1928,6.8556245125250825e-09,7.883968322630608e-08
1929,1.1140405931087116e-08,6.461435475557664e-08
1930,0.0,8.40288265635536e-08
1931,1.0264820993199919e-08,7.071321306284517e-08
1932,3.287861094491973e-09,6.466126478699152e-08
1933,8.02946331646126e-09,6.194157720074145e-08
1934,4.7926320689839486e-09,6.11060571031885e-08
1935,7.180970484910176e-09,5.744776387928141e-08
1936,0.0,5.698615979099486e-08
1937,2.5182236296217297e-09,7.80649358489427e-08
1938,2.5930428915188486e-09,7.519824407609121e-08
1939,7.647025235257843e-09,4.7411557346777045e-08
1940,2.5357829169792012e-09,5.832300686847702e-08
1941,1.1806010391524069e-08,4.427253941230447e-08
1942,0.0,2.4273694165799498e-08
1943,5.806470415592457e-09,2.6129116648121453e-08
1944,0.0,3.534504600111177e-08
1945,2.178504043826024e-09,9.149717072887142e-08
1946,1.2528993842408909e-08,7.65660743695662e-08
1947,8.344609447874518e-09,5.245183132274178e-08
1948,2.174377566888097e-09,8.588791189367839e-08
1949,5.890204768377316e-09,6.675565344949064e-08
1950,3.190608444114673e-09,7.232046073113452e-08
1951,1.0661401539380222e-08,5.757156884556025e-08
1952,6.326882129314981e-09,5.377849987553418e-08
1953,2.1547654771580937e-09,9.80418306539832e-08
1954,2.9317608341017376e-09,6.743049851820615e-08
1955,4.6928039232341234e-09,8.634759041115103e-08
1956,6.104799332717903e-09,9.244410392739155e-08
1957,4.417518795207798e-09,9.01173820011536e-08
1958,8.272243445794913e-10,8.851300492551673e-08
1959,3.8753737996444215e-09,8.680837737529146e-08
1960,6.920833239831836e-09,9.965999936412118e-08
1961,1.3896318540318475e-09,9.935867950616739e-08
1962,3.805173953708163e-09,1.0844745190752292e-07
1963,3.879631726988464e-09,1.1380253539527985e-07
1964,4.258777774879263e-09,1.0281906526188322e-07
1965,3.830430195250756e-09,9.35719413064362e-08
1966,3.8773522170743036e-09,1.3182997804506158e-07
1967,5.916402479044791e-09,1.1290468648894603e-07
1968,1.7965663401398047e-09,1.1048882697650697e-07
1969,7.2668124850849836e-09,1.2944009597504191e-07
1970,4.1388523719376735e-09,1.347426490383441e-07
1971,4.1107179882260425e-09,1.238353775079304e-07
1972,4.6171320100540925e-09,1.3748793037393625e-07
1973,1.102640756478479e-09,1.1963652468693908e-07
1974,8.438357568252286e-09,1.2882559019544715e-07
1975,5.711480177694739e-09,1.365043829082424e-07
1976,5.142174241967723e-09,1.4798034442264907e-07
1977,2.3507127355770763e-09,1.433934784245139e-07
1978,7.128709622605811e-09,1.6099002664304862e-07
1979,1.1118749476679568e-08,1.3283980138112383e-07
1980,4.548120546843393e-09,1.7623966641622246e-07
1981,6.325549417596221e-09,1.6509683575804956e-07
1982,5.586751949948621e-09,1.4960080818582355e-07
1983,7.57837881337764e-09,1.6735587848870637e-07
1984,5.219107812592938e-09,1.6585164530624752e-07
1985,4.210890747202711e-09,1.4317028274035692e-07
1986,4.196139880008332e-09,1.6305000372085487e-07
1987,6.110816741511371e-09,1.698807068351016e-07
1988,1.0793796967334401e-08,1.3492245898305555e-07
1989,4.939309850016116e-09,1.3884948657505447e-07
1990,3.814055737905164e-09,1.2695356588210416e-07
1991,5.8614650910726596e-09,1.6529331503534195e-07
1992,2.2039776670368383e-09,1.4270754888912052e-07
1993,1.1632335983335906e-08,1.506664375483524e-07
1994,1.0549853435293244e-08,1.6299523508678249e-07
1995,7.591431483433553e-09,1.5074412829108041e-07
1996,1.5480466686312866e-08,1.5427086452746153e-07
1997,4.794894259418925e-09,1.4816224336300365e-07
1998,7.152193948201102e-09,1.5734826774860267e-07
1999,1.6452723627935484e-08,1.782378404868723e-07
2000,8.394259509714175e-09,1.4800404812831403e-07
2001,7.886181485616817e-09,1.6341920172635582e-07
2002,1.9715496790695397e-08,1.71743877785957e-07
2003,1.0417307017007715e-08,1.5917645157514926e-07
2004,1.5857247959161214e-08,1.5945344955525798e-07
2005,1.3511249008502091e-08,1.6889060816538404e-07
2006,1.2765458912156191e-08,1.49891192791074e-07
2007,1.1184542181297275e-08,1.4260291436585248e-07
2008,9.79211112195344e-09,1.5837674993690598e-07
2009,1.1443662017995848e-08,1.497212451795349e-07
2010,1.1337103700270745e-08,1.8328316286897461e-07
2011,8.412738061736036e-09,1.533412756771213e-07
2012,1.5659562535574878e-08,1.4638285961154907e-07
2013,1.1156499724052082e-08,1.6400055358190002e-07
2014,1.3642305063399363e-08,1.491991667990078e-07
2015,1.3521109565317602e-08,1.3299452916726295e-07
2016,1.3877977877996273e-08,1.431295970633073e-07
2017,8.301517695485927e-09,1.549616541751675e-07
2018,1.2132893800753664e-08,1.559205884404946e-07
2019,1.1734544003161318e-08,1.4591650199236028e-07
