year,eût_VERB assez_ADV,eût_VERB passé_VERB
1965,4.6512369067386317e-08,1.2147935990469705e-07
1966,4.985167123550127e-08,1.5343236725584575e-07
1967,6.803863072946115e-08,1.6565927296596783e-07
1968,6.332896163030455e-08,1.652841064014865e-07
1969,5.268439196015606e-08,1.1626899976135974e-07
1970,7.08203629073978e-08,1.1956684886627045e-07
1971,4.881477622120656e-08,1.1150322620778752e-07
1972,5.84836747918871e-08,1.0208992051730092e-07
1973,4.520827090459534e-08,1.130206754851315e-07
1974,3.600365872102884e-08,6.581918654546826e-08
1975,3.1413140533231854e-08,7.253579781263397e-08
1976,2.5710871653927825e-08,8.284614239073562e-08
1977,3.290997696581144e-08,7.757351738746365e-08
1978,3.9801960838303785e-08,9.207916917830516e-08
1979,3.4526642878063285e-08,7.783124544857856e-08
1980,2.8994268319593175e-08,8.186616895500265e-08
1981,2.5934753011824796e-08,6.958104137311238e-08
1982,2.855450986771757e-08,4.593551850007316e-08
1983,1.894594880980094e-08,6.946847719291327e-08
1984,2.0876431250371752e-08,4.233276129639307e-08
1985,1.6843562988810845e-08,7.519447819959169e-08
1986,4.495863947795442e-08,7.313272476494603e-08
1987,3.238733015109574e-08,6.294141030593892e-08
1988,2.5185526553173077e-08,5.5767952034102564e-08
1989,2.798942233539492e-08,7.738252350009134e-08
1990,2.0160008773473237e-08,5.121732016277747e-08
1991,2.6376593353916178e-08,6.564840759892832e-08
1992,2.7549720726938176e-08,6.611932690248068e-08
1993,2.7142116110212555e-08,5.760775678709251e-08
1994,2.320967773528082e-08,5.749669895749321e-08
1995,2.6570008415660595e-08,4.880205750623645e-08
1996,1.92171327739743e-08,4.911044726441105e-08
1997,1.7261619689179497e-08,3.4043750929413363e-08
1998,1.954932926651054e-08,5.8171178096699805e-08
1999,2.833524703760304e-08,5.7127515162846976e-08
2000,2.076474814316498e-08,4.1087691471375365e-08
2001,3.1544725942467267e-08,5.827011761994072e-08
2002,2.9354184860608257e-08,5.082216958385288e-08
2003,2.25013838672794e-08,4.916968876500505e-08
2004,1.6738207264666016e-08,6.03456413728054e-08
2005,2.7472871977352042e-08,8.692236974638945e-08
2006,1.729513776638214e-08,6.176834688176314e-08
2007,1.6377365241737607e-08,5.7121056329378916e-08
2008,2.3841662866175284e-08,6.769329274902702e-08
2009,2.2410505451375684e-08,5.960240656577298e-08
2010,3.023227534981743e-08,6.518834538837837e-08
2011,3.020937811015756e-08,5.391800428355964e-08
2012,4.765953676155732e-08,1.3787223451799946e-07
2013,5.048316253919438e-08,1.49497097368112e-07
2014,5.067141728432034e-08,1.5807749775831326e-07
2015,1.1016379630746087e-07,2.1988428500208101e-07
2016,6.669714736062815e-08,2.228761957212555e-07
2017,3.09420187249998e-08,9.609635043261733e-08
2018,4.440122580717798e-08,1.6779533495991927e-07
2019,9.438655013127573e-08,2.0892589702725672e-07
