year,ait_VERB osé_VERB,ait_VERB posé_VERB
1896,2.2821501488579088e-07,4.009979570618327e-08
1897,2.20832447439534e-07,6.875522096105868e-08
1898,2.3595339371240698e-07,5.3188536464077174e-08
1899,2.067314284204258e-07,3.3165470370022376e-08
1900,2.1958155116408307e-07,4.8276795006074735e-08
1901,2.358447801498187e-07,5.9240633731860726e-08
1902,1.915010727771005e-07,4.713872625572435e-08
1903,2.538103558435978e-07,5.18421128248292e-08
1904,2.0531068400941876e-07,4.46093881834031e-08
1905,2.3068592724939663e-07,3.9737844681475565e-08
1906,2.0010877221920964e-07,3.65237111665806e-08
1907,2.293708121214877e-07,3.95998955848853e-08
1908,2.2494161555641767e-07,6.13923640813141e-08
1909,2.2829081558484177e-07,4.675835896250646e-08
1910,2.1269720207328646e-07,4.275320453217546e-08
1911,2.2930812804133893e-07,5.054355423084189e-08
1912,2.464056194639852e-07,8.439262355608435e-08
1913,2.0257421340375004e-07,6.310557676414419e-08
1914,1.767940318586625e-07,5.893134513712539e-08
1915,1.9438256515513785e-07,2.591767689352764e-08
1916,2.5271162940043723e-07,4.944358011904626e-08
1917,2.631941811159777e-07,3.3995915083018247e-08
1918,2.0905204678456357e-07,3.101321510712296e-08
1919,1.8507775223497447e-07,4.4197673521040315e-08
1920,2.059647101759765e-07,4.694783628522714e-08
1921,2.4838612944222405e-07,7.345564778660219e-08
1922,2.1322233578757732e-07,4.352982063693389e-08
1923,2.1656533988334559e-07,6.157249998750558e-08
1924,2.1013347861753573e-07,6.574728628194748e-08
1925,1.6497267552040284e-07,5.609070630185897e-08
1926,1.9059896771977947e-07,7.467912732650461e-08
1927,2.542023196383525e-07,6.466550672712401e-08
1928,1.7024801479692542e-07,3.770593748342321e-08
1929,2.395187266301946e-07,4.4561624168437675e-08
1930,1.8171233762132033e-07,7.457558237611295e-08
1931,1.710803445575948e-07,7.755642439377652e-08
1932,1.6110519140966062e-07,4.164624067826139e-08
1933,1.8582473160222435e-07,5.5059178549754506e-08
1934,1.8811080337854946e-07,4.4331844861744685e-08
1935,1.4720988872340968e-07,5.0266794282549654e-08
1936,2.1218249912635656e-07,5.456121687785753e-08
1937,1.6872098740350339e-07,6.421470455375555e-08
1938,1.5169301548212388e-07,6.741911806606993e-08
1939,1.636463338172689e-07,5.199976982339649e-08
1940,1.5975432177128823e-07,5.325144059042941e-08
1941,1.2396310467011062e-07,5.312704676185831e-08
1942,2.0025797198286455e-07,7.58552971547033e-08
1943,1.2774235358392616e-07,6.387117368333861e-08
1944,2.1528347815547022e-07,7.390327994016843e-08
1945,1.568522947081874e-07,5.8819608739213436e-08
1946,1.7819013464759337e-07,8.909506554743984e-08
1947,1.5258714824994968e-07,8.58302708905967e-08
1948,1.511192380121429e-07,8.697510445188072e-08
1949,1.3351130689898127e-07,8.638967674556852e-08
1950,2.286602693857276e-07,8.401935369661828e-08
1951,1.3966436540613358e-07,5.757156928964946e-08
1952,1.2653764258629963e-07,5.588746065932071e-08
1953,1.4975620388213429e-07,8.188109135165433e-08
1954,1.7688290654405137e-07,7.036226179479854e-08
1955,1.6237100908256252e-07,6.757637383003612e-08
1956,1.3692192624148447e-07,8.546718710533696e-08
1957,1.4489461364064482e-07,8.128234352255959e-08
1958,1.629631896093997e-07,8.603132961582105e-08
1959,1.619906271344007e-07,6.27810561315556e-08
1960,1.4256916358590388e-07,6.990041856447249e-08
1961,1.7926251416611194e-07,7.295567439058459e-08
1962,1.7059862500445888e-07,8.625060621270109e-08
1963,1.5971151867688604e-07,6.595374513196361e-08
1964,2.0137935052844114e-07,7.787479772147776e-08
1965,1.8659667944120883e-07,8.208064744552601e-08
1966,1.4567766015716188e-07,5.53907462119696e-08
1967,2.2087903062129044e-07,6.803863117355036e-08
1968,2.3085877387529763e-07,7.096436727138666e-08
1969,1.6531998880964238e-07,5.9497027971033845e-08
1970,1.8532861645326193e-07,6.760125836891007e-08
1971,1.582626367735429e-07,6.731300705720145e-08
1972,1.6826881221732037e-07,6.15617594124096e-08
1973,1.4444593432472175e-07,6.560712823011627e-08
1974,1.1869956040300167e-07,6.806941771353436e-08
1975,1.4906963485827873e-07,5.997054275397318e-08
1976,1.331251695546598e-07,6.799097279630573e-08
1977,1.1988635151283233e-07,6.170621036361013e-08
1978,1.3366330620101508e-07,6.237620908677854e-08
1979,1.3927696329574246e-07,6.378650718730228e-08
1980,1.347380731431258e-07,7.67495321185585e-08
1981,1.0563667984797576e-07,8.602747098018781e-08
1982,1.1359729512605554e-07,6.9524027423995e-08
1983,1.2756937906033272e-07,7.704685600629091e-08
1984,9.684344348670493e-08,8.930473427426477e-08
1985,9.865514982720924e-08,6.256180606900585e-08
1986,1.1509412445320777e-07,7.612996372197145e-08
1987,1.1610551808871605e-07,6.416358006022804e-08
1988,1.1513382958128204e-07,6.056519175068331e-08
1989,1.273244407684615e-07,7.738252483235897e-08
1990,1.0951788453894551e-07,4.7403261760337045e-08
1991,9.495573749518371e-08,6.975143662657501e-08
1992,9.532203648632276e-08,5.9507397898173053e-08
1993,9.85978942935617e-08,5.926952023616039e-08
1994,1.2290578865759016e-07,5.327675722810454e-08
1995,1.0790677151817363e-07,5.097103894513566e-08
1996,9.395041900006618e-08,6.565853261086829e-08
1997,9.925431498913895e-08,6.712852596013619e-08
1998,1.1252785014903566e-07,5.2449422582867555e-08
1999,1.0922780546707145e-07,6.398281532371541e-08
2000,9.233686171228328e-08,4.285490717848006e-08
2001,1.0032974984142129e-07,6.352757253580421e-08
2002,1.0120621851683609e-07,5.60796346027459e-08
2003,1.0292299634784285e-07,6.167046251448483e-08
2004,1.0483402945737907e-07,5.197653810129488e-08
2005,9.908249154477744e-08,5.989987084120685e-08
2006,9.965293656932772e-08,5.641509259746158e-08
2007,1.1544045719347196e-07,6.830559798332025e-08
2008,1.0047557452708133e-07,6.939626570612312e-08
2009,1.1872799632328679e-07,6.532423668659249e-08
2010,1.261252720041739e-07,7.180165706444086e-08
2011,1.0477683076715039e-07,7.953861569376386e-08
2012,1.2425522299963632e-07,8.408504184598264e-08
2013,1.2802084370377997e-07,8.255810257651319e-08
2014,1.6089258281226648e-07,9.441341330962416e-08
2015,1.6801641322672367e-07,9.420445334917815e-08
2016,1.721283524602768e-07,8.036799381549997e-08
2017,1.27289936813213e-07,1.0112757622970925e-07
2018,1.5695317756581062e-07,9.473982487406829e-08
2019,1.4387570956841955e-07,1.002538204120107e-07
